C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\westnortamernatu\input.txt
41717010|Animals|C0003062|55879|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
41717580|*Anura|C0003459|113022|MH|RtM via: Salientia;RtM via: Anura|TI|MM;RC|304^4^0;43^5^0
41717580|*Ranidae|C0034662|45825|MH|RtM via: Rana luteiventris;Forced Non-Leaf Node Lookup:rana|TI|MM;RC|310^17^0
41717580|*Habitat|C0871648|27171|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|528^7^0
41717580|*Breeding|C0006159|6435|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|78^8^0
41717581|Animals|C0003062|47864|CT|Bird;CT Treecode Lookup: B01.050.150.900.248 (Bird)||MM;RC
41717581|*Conifers|C0682475|46864|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM;RC|1010^7^0;806^7^0;600^7^0;309^7^0;91^7^0;61^8^0;341^7^0;435^7^0;1145^7^0;1270^7^0
41717581|*Linear Models|C0023732|8722|MH|RtM via: Linear Models;Forced Leaf Node Lookup:linear models|TI|MM|498^13^0
41717581|*Habitat|C0871648|45279|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|1255^7^0
41717581|*Bird|C0005595|37098|ET|Entry Term Replacement for "Birds";RtM via: Aves;Forced Non-Leaf Node Lookup:bird|TI|MM;RC|1044^4^0;537^4^0;194^4^0;118^4^0;1180^4^0
41717581|*Cycadopsida|C0598230|4197|MH|RtM via: Division Coniferophyta (organism)|TI|MM|61^8^0
41717582|Animals|C0003062|50764|CT|Foxes;CT Treecode Lookup: B01.050.150.900.649.313.750 (Foxes)||MM;RC
41717582|Adolescent|C0205653|50764|CT|RtM via: Juvenile|TI|MM|361^9^0
41717582|*Foxes|C0016633|49764|MH|RtM via: Foxes;RtM via: Vulpes velox;Forced Leaf Node Lookup:vulpes;Forced Leaf Node Lookup:foxes;checkForceMH Boosted|TI|MM;RC|1132^5^0;941^5^0;1457^11^0;240^11^0;177^11^0;190^12^0;183^5^0;246^5^0;1008^5^0;1463^5^0
41717582|Texas|C0039711|7195|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM;RC|299^5^0
41717582|*Grassland|C0442534|6280|MH|Forced Leaf Node Lookup:grasslands|TI|MM|671^10^0
41717582|*Population Dynamics|C0032667|41949|MH|RtM via: Population Dynamics;Forced Non-Leaf Node Lookup:population dynamics|TI|MM;RC|62^19^0
41717582|*Habitats|C0871648|21924|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|1479^8^0
41717582|*Movement|C0026649|3420|MH|RtM via: Movement|TI|MM;RC|1377^8^0;1333^8^0;1260^9^0;1190^9^0;1160^9^0
41717582|*Back|C0004600|1191|MH|RtM via: Cervical collar (device)|TI|MM|214^8^0
41717582|Crops, Agricultural|C0242775|1000|MH|Forced Non-Leaf Node Lookup:cropland||MM|1100^8^0
41717583|Animals|C0003062|85548|CT|Gryllidae;CT Treecode Lookup: B01.050.500.131 (Gryllidae);Orthoptera;CT Treecode Lookup: B01.050.500.131 (Orthoptera);Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
41717583|*Juniperus|C0330152|84548|MH|RtM via: Juniper;RtM via: Juniperus;Forced Leaf Node Lookup:junipers;checkForceMH Boosted|TI|MM|761^7^0;523^7^0
41717583|*Gryllidae|C0018288|81342|MH|RtM via: Gryllidae;Forced Leaf Node Lookup:crickets;checkForceMH Boosted|TI|MM;RC|848^8^0;627^8^0;398^7^0;285^7^0;147^8^0;666^8^0
41717583|*Ecosystem|C0162358|68285|MH|RtM via: Ecosystem;Forced Lookup:ecosystems|TI|MM;RC|440^9^0;509^10^0;312^9^0;93^10^0
41717583|*Sagebrush|C0331308|52051|ET|Entry Term Replacement for "Artemisia";RtM via: Artemisia (plant);RtM via: Artemisia spinescens;RtM via: Artemisia tridentata;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sagebrushs|TI|MM;RC|543^9^0
41717583|*Body Temperature|C0005903|19267|MH|RtM via: Body Temperature;Forced Leaf Node Lookup:body temperatures|TI|MM;RC|342^17^0
41717583|*Church of Jesus Christ of Latter-day Saints|C0337757|13945|MH|RtM via: Church of Jesus Christ of Latter-day Saints;RtM via: Mormon;Forced Leaf Node Lookup:mormons|TI|MM|841^6^0;620^6^0;140^6^0;659^6^0
41717583|*Woodland|C0086312|33579|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:woodlands|TI|MM|769^8^0;531^8^0
41717583|*Insect|C0021585|32820|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM;RC|364^6^0
41717583|*Agropyron|C1080691|22278|MH|RtM via: Genus Agropyron|TI|MM|796^10^0;578^10^0
41717584|*Trees|C0040811|150759|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM;RC|1122^4^0;460^4^0;85^4^0
41717584|*Conifer|C0682475|72003|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM|1029^7^0
41717584|*Seed Bank|C4042839|64098|MH|RtM via: Seed Bank;Forced Leaf Node Lookup:seed banks|TI|MM|1238^10^0
41717584|*Water|C0043047|29058|MH|RtM via: Water;checkForceMH Boosted|TI|MM|1093^5^0
41717584|*Conservative Treatment|C0459914|25089|MH|RtM via: Conservative Treatment;Forced Leaf Node Lookup:conservative managements|TI|MM|1518^23^0
41717584|Arizona|C0003787|21489|MH|RtM via: Arizona;Forced Leaf Node Lookup:arizona|TI|MM;RC|270^7^0
41717584|*Forests|C0086312|164274|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|963^7^0;541^6^0;320^6^0;250^7^0;145^7^0;555^6^0
41717584|*Fire|C0016141|61617|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM;RC|53^4^0
41717584|*Plant|C0032098|28731|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|291^5^0
41717584|*Seeds|C0036563|24750|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|1330^4^0;1265^5^0
41717584|*Nutrients|C0678695|10893|MH|RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|1102^9^0
41717595|Animals|C0003062|103969|CT|Fishes;CT Treecode Lookup: B01.050.150.900.493 (Fishes);CT Text Lookup: fish|TI|MM;RC|55^4^0
41717595|Humans|C0086418|103969|CT|Forced Leaf Node Lookup:humans|TI|MM|1078^5^0
41717595|*Introduced Species|C2936532|34417|MH|Forced Leaf Node Lookup:nonnative species;checkForceMH Boosted|TI|MM;RC|924^17^0;1028^17^0
41717595|South Dakota|C0037717|23072|MH|RtM via: South Dakota;Forced Leaf Node Lookup:south dakota|TI|MM|1385^12^0;519^12^0;77^12^0
41717595|Missouri|C0026222|23048|MH|RtM via: Missouri;Forced Leaf Node Lookup:missouri|TI|MM|1208^8^0
41717595|*Water|C0043047|22328|MH|RtM via: Water;RtM via: Cold water;checkForceMH Boosted|TI|MM|1166^5^0;1064^10^0
41717595|*Biodiversity|C0282469|102969|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM;RC|1369^12^0
41717595|*Habitats|C0871648|88329|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|1089^8^0
41717595|*Fishes|C0016163|78714|MH|RtM via: Fishes;Forced Non-Leaf Node Lookup:fishes|TI|MM;RC|721^4^0;497^6^0;55^4^0;541^6^0
41717595|*River|C0337050|73815|ET|Entry Term Replacement for "Rivers";RtM via: Rivers|TI|MM;RC|1217^5^0;881^5^0;706^5^0;333^5^0;171^5^0
41717596|Animals|C0003062|71864|CT|Invertebrate;CT Treecode Lookup: B01.050.500 (Invertebrate);Killifishes;CT Treecode Lookup: B01.050.150.900.493 (Killifishes);Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
41717596|*Food Chain|C0596583|70864|MH|RtM via: Food Web;Forced Leaf Node Lookup:food webs|TI|MM;RC|808^8^0;528^8^0
41717596|*Killifishes|C0022690|25298|MH|RtM via: Cyprinodon diabolis;Forced Leaf Node Lookup:cyprinodons;checkForceMH Boosted|TI|MM;RC|120^19^0
41717596|*Seasons|C0036497|23167|MH|RtM via: Summer;RtM via: Winter;Forced Leaf Node Lookup:seasonal|TI|MM;RC|1162^6^0;429^6^0;1310^6^0;1227^6^0;1085^8^0
41717596|*Carbon|C0007009|18463|MH|RtM via: Carbon;checkForceMH Boosted;Forced Non-Leaf Node Lookup:carbon|TI|MM;RC|1296^6^0;930^6^0;733^6^0;704^6^0;574^6^0;65^6^0;619^6^0;988^6^0
41717596|Nevada|C0027951|9592|MH|RtM via: Nevada <Geographic Area>;Forced Leaf Node Lookup:nevada|TI|MM;RC|177^6^0
41717596|*Invertebrate|C0021948|34692|ET|Entry Term Replacement for "Invertebrates";RtM via: Invertebrates;Forced Non-Leaf Node Lookup:invertebrates|TI|MM;RC|458^12^0
41717596|*Rain|C0034640|20337|MH|RtM via: Rain;Forced Non-Leaf Node Lookup:rain|TI|MM|892^4^0
41717596|*Insect|C0021585|16689|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|1196^6^0
41717596|*Cyanobacteria|C1047211|16458|MH|RtM via: Cyanobacteria;Forced Non-Leaf Node Lookup:cyanobacteria|TI|MM;RC|1141^13^0;408^13^0
41717596|*Diet|C0012155|3207|MH|RtM via: Diet;RtM via: Basal Diet;Forced Non-Leaf Node Lookup:diet|TI|MM|1103^4^0;92^4^0
41717596|*Isotopes|C0022262|2808|MH|RtM via: Stable isotope;Forced Non-Leaf Node Lookup:isotopes|TI|MM|645^15^0;652^8^0
41717597|Animals|C0003062|64384|CT|Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda)|TI|MM
41717597|*Hot Springs|C1258057|63384|MH|RtM via: Hot Springs;Forced Leaf Node Lookup:hot springs|TI|MM;RC|782^11^0;547^11^0;146^10^0;617^11^0;654^11^0
41717597|*Rivers|C0337050|52524|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM;RC|197^5^0
41717597|*Temperature|C0039476|18192|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|319^11^0
41717597|*Water|C0043047|13878|MH|RtM via: Water;checkForceMH Boosted|TI|MM|313^5^0
41717597|*Linear Models|C0023732|10185|MH|RtM via: Linear Regression;Forced Leaf Node Lookup:linear regressions|TI|MM|444^17^0
41717597|*Groundwater|C0596631|54057|MH|RtM via: Aquifers;RtM via: Groundwater;Forced Non-Leaf Node Lookup:groundwaters|TI|MM;RC|883^7^0;358^11^0
41717597|*Gastropoda|C0324023|1650|MH|RtM via: Pyrgulopsis bruneauensis|TI|MM|105^24^0
41717597|*Surveys|C0038951|219|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys;Forced Non-Leaf Node Lookup:surveys|TI|MM|559^8^0;157^7^0
41717598|*Seed Bank|C4042839|345055|MH|RtM via: Seed Bank;Forced Leaf Node Lookup:seed banks|TI|MM;RC|1223^9^0;975^9^0;835^9^0;624^9^0;123^10^0;1116^9^0
41717598|*Grasses|C0018210|119939|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasses|TI|MM;RC|1361^7^0;1036^7^0;1409^7^0
41717598|*Soil|C0037592|87098|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|118^4^0;1184^4^0
41717598|*Wildfires|C2963164|61367|MH|RtM via: Wildfires;Forced Leaf Node Lookup:wildfires|TI|MM|196^8^0
41717598|*Grassland|C0442534|25526|MH|Forced Leaf Node Lookup:grasslands|TI|MM;RC|74^9^0;317^9^0;377^9^0;474^9^0;544^9^0;700^9^0;772^9^0;862^9^0;947^9^0;1002^9^0;1143^9^0;1458^9^0;1489^9^0
41717598|Arizona|C0003787|23174|MH|RtM via: Arizona;Forced Leaf Node Lookup:arizona|TI|MM|109^7^0
41717598|*Phoeniceae|C1095761|35028|MH|RtM via: Date Fruit|TI|MM|663^5^0;421^5^0
41717598|*Seeds|C0036563|16527|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|902^5^0;496^5^0;520^5^0;566^5^0;590^5^0;266^4^0;428^4^0
41717599|*Trees|C0040811|95239|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|151^5^0;66^5^0
41717599|*Soil|C0037592|78962|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|709^4^0
41717599|*Nitrogen|C0028158|52328|MH|RtM via: Nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM;RC|850^8^0
41717599|*Abies|C0330195|42049|MH|RtM via: Abies procera;Forced Leaf Node Lookup:abies;checkForceMH Boosted|TI|MM|181^13^0
41717599|*Phosphate|C0031603|40463|ET|Entry Term Replacement for "Phosphates";RtM via: Phosphates;RtM via: phosphate ion;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phosphates|TI|MM|588^9^0
41717599|*Introduced Species|C2936532|33604|MH|Forced Leaf Node Lookup:nonnative species;checkForceMH Boosted|TI|MM|733^17^0;773^17^0
41717599|Procera|C0173834|16803|NM|Forced SCR Leaf Node Lookup:procera|TI|MM|187^7^0
41717599|*Bryophyta|C0282635|43719|MH|RtM via: Mosses|TI|MM|675^4^0
41717599|*Plant|C0032098|43119|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|199^7^0
41717599|*Nitrates|C0028125|27168|MH|RtM via: Nitrates|TI|MM|835^7^0;575^7^0
41717600|Bees|C0004923|996969|CT|RtM via: Apidae;RtM via: Bees;RtM via: Halictidae;RtM via: Megachilidae;Forced Leaf Node Lookup:apidae;Forced Leaf Node Lookup:bees|TI|MM;RC|584^15^0;1045^3^0;991^4^0;572^4^0;601^10^0;617^12^0;593^6^0
41717600|Animals|C0003062|996969|CT|RtM via: Apidae;RtM via: Bees;RtM via: Halictidae;RtM via: Megachilidae;CT Text Lookup: bees;Forced Animals Added: Bees|TI|MM;RC|584^15^0;1045^3^0;991^4^0;572^4^0;601^10^0;617^12^0
41717600|Female|C0086287|996969|CT|Forced Non-Leaf Node Lookup:female||MM|807^6^0
41717600|*Penstemon|C0884999|995969|MH|RtM via: Penstemon;RtM via: Penstemon scariosus;Forced Leaf Node Lookup:penstemon;checkForceMH Boosted|TI|MM;RC|877^9^0;87^9^0;236^19^0
41717600|*Pollination|C1522786|721486|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM;RC|979^11^0;696^10^0;761^10^0;504^11^0;452^10^0;201^11^0
41717600|*Fruit|C0016767|170597|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|658^5^0;320^6^0
41717600|Colorado|C0009399|76477|MH|RtM via: Colorado;Forced Leaf Node Lookup:colorado|TI|MM|163^8^0
41717600|Utah|C0042124|76477|MH|RtM via: Utah;Forced Leaf Node Lookup:utah|TI|MM|146^4^0
41717600|*Rivers|C0337050|72727|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|871^5^0;81^5^0
41717600|*Flowers|C0330090|114066|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|736^7^0;476^6^0;434^7^0;56^6^0
41717600|*Reproduction|C0035150|32394|MH|RtM via: Reproduction;RtM via: conjugation with cellular fusion;RtM via: mating;RtM via: parasexual conjugation with cellular fusion|TI|MM;RC|912^12^0;814^12^0;284^6^0
41717600|*Seeds|C0036563|31266|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|667^4^0;310^5^0
41717600|*Breeding|C0006159|19308|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM;RC|36^8^0
41717601|variacin|C0389639|10330|NM|RtM via: variacin;Forced SCR Leaf Node Lookup:variacin|TI|MM|1526^8^0
41717601|*Discriminant Analysis|C0012630|2091|MH|RtM via: Discriminant Analysis;Forced Leaf Node Lookup:discriminant analysis|TI|MM|592^21^0
41717601|*Bacteriocins|C0004641|10329|HM|RtM via: variacin|TI|MM|1526^8^0
41717601|*Reproduction|C0035150|4266|MH|RtM via: Reproduction|TI|MM|532^12^0
41717601|*Record|C0034869|3003|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|442^8^0
41717601|*Habitat|C0871648|2988|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM|546^7^0
41717602|Animals|C0003062|45280|CT|Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior);Passeriformes;CT Treecode Lookup: B01.050.150.900.248 (Passeriformes);Chipmunks;CT Treecode Lookup: B01.050.150.900.649.313.992 (Chipmunks);Songbirds;CT Treecode Lookup: B01.050.150.900.248 (Songbirds)||MM;RC
41717602|United States|C0041703|45280|CT|Forced Leaf Node Lookup:american|TI|MM|474^8^0;860^8^0
41717602|*Trees|C0040811|44280|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|1410^8^0;1456^5^0;1046^5^0;590^4^0;631^5^0;372^8^0;641^4^0
41717602|*Chipmunks|C0008132|26064|ET|Entry Term Replacement for "Sciuridae";RtM via: Chipmunks;RtM via: Tamias amoenus;checkForceMH Boosted|TI|MM|1316^9^0;1111^21^0;984^14^0;961^21^0
41717602|*Populus|C0522458|15960|MH|RtM via: Populus tremuloides;Forced Leaf Node Lookup:populus;checkForceMH Boosted|TI|MM|775^19^0;760^13^0
41717602|*Pinus|C0330186|15720|MH|RtM via: Pinus contorta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM;RC|1216^14^0;1232^14^0
41717602|*Wood|C0043217|7480|MH|Forced Leaf Node Lookup:wood|TI|MM;RC|409^4^0;676^4^0
41717602|*Predatory Behavior|C0032942|41583|MH|RtM via: Predatory Behavior|TI|MM;RC|21^9^0
41717602|*Passeriformes|C0600537|32163|MH|RtM via: Contopus sordidulus;RtM via: Vireo gilvus;Forced Non-Leaf Node Lookup:passerines|TI|MM;RC|668^19^0;421^19^0;401^18^0;692^15^0;459^12^0;443^14^0;117^9^0
41717602|*Songbirds|C0600538|19647|MH|RtM via: American robin;Forced Non-Leaf Node Lookup:warblers|TI|MM;RC|860^15^0;474^14^0;490^18^0;811^8^0;529^7^0;869^6^0
41717602|*Reproduction|C0035150|11319|MH|RtM via: Reproduction|TI|MM;RC|127^12^0
41717603|United States|C0041703|323497|CT|RtM via: United States;RtM via: South Central US|TI|MM;RC|110^13^0;181^19^0
41717603|South Carolina|C0037716|98897|MH|RtM via: South Carolina;Forced Leaf Node Lookup:south carolina|TI|MM|363^14^0
41717603|Georgia|C0017452|98363|MH|RtM via: Georgia, USA;Forced Leaf Node Lookup:georgia|TI|MM|379^7^0
41717603|Virginia|C0042753|94784|MH|RtM via: Virginia;Forced Leaf Node Lookup:virginia|TI|MM|714^8^0
41717603|Maryland|C0024858|88928|MH|RtM via: Maryland (geographic location);Forced Leaf Node Lookup:maryland|TI|MM|705^8^0
41717603|Alabama|C0001895|87677|MH|RtM via: Alabama;Forced Leaf Node Lookup:alabama|TI|MM|813^7^0;388^7^0
41717603|Tennessee|C0039514|86471|MH|RtM via: Tennessee;Forced Leaf Node Lookup:tennessee|TI|MM|758^9^0
41717603|Arkansas|C0003790|84443|MH|RtM via: Arkansas;Forced Leaf Node Lookup:arkansas|TI|MM|833^8^0
41717603|District of Columbia|C0012764|79805|MH|RtM via: District of Columbia;Forced Leaf Node Lookup:district of columbia|TI|MM|464^2^1;471^8^1;483^8^1;251^20^0
41717603|New Hampshire|C0027969|76397|MH|RtM via: New Hampshire;Forced Leaf Node Lookup:new hampshire|TI|MM|575^13^0
41717603|Vermont|C0042537|76397|MH|RtM via: Vermont;Forced Leaf Node Lookup:vermont|TI|MM|517^7^0
41717603|Connecticut|C0009778|73940|MH|RtM via: Connecticut;Forced Leaf Node Lookup:connecticut|TI|MM|651^11^0;350^11^0
41717603|Kansas|C0022497|71570|MH|RtM via: Kansas (geographic location);Forced Leaf Node Lookup:kansas|TI|MM|987^6^0;287^6^0
41717603|Nebraska|C0027523|71570|MH|RtM via: Nebraska (geographic location);Forced Leaf Node Lookup:nebraska|TI|MM|1035^8^0
41717603|Wisconsin|C0043193|71570|MH|RtM via: Wisconsin;Forced Leaf Node Lookup:wisconsin|TI|MM|401^9^0
41717603|Iowa|C0022037|69677|MH|RtM via: Iowa;Forced Leaf Node Lookup:iowa|TI|MM|1274^4^0;978^4^0
41717603|New Jersey|C0027971|58052|MH|RtM via: New Jersey;Forced Leaf Node Lookup:new jersey|TI|MM|239^10^0
41717603|Ontario|C0029040|44849|MH|RtM via: Ontario;Forced Leaf Node Lookup:ontario|TI|MM|85^7^0
41717603|*Rivers|C0337050|37148|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|1373^5^0;941^5^0;663^5^0;768^5^0
41717604|Animals|C0003062|101880|CT|Foxes;CT Treecode Lookup: B01.050.150.900.649.313.750 (Foxes);Murid;CT Treecode Lookup: B01.050.150.900.649.313.992 (Murid);Rodents;CT Treecode Lookup: B01.050.150.900.649.313.992 (Rodents)||MM;RC
41717604|*Foxes|C0016633|100880|MH|RtM via: Foxes;RtM via: Vulpes macrotis;Forced Leaf Node Lookup:vulpes;Forced Leaf Node Lookup:foxes;checkForceMH Boosted|TI|MM;RC|848^5^0;458^5^0;1461^9^0;1290^9^0;1078^9^0;1035^7^0;727^9^0;321^9^0;77^7^0;86^15^0;325^5^0;731^5^0;1082^5^0;1294^5^0;1465^5^0;81^3^0;1039^3^0
41717604|*Murid|C0026802|47444|ET|Entry Term Replacement for "Muridae";RtM via: Muridae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:murids|TI|MM|1000^5^0
41717604|*Farms|C0557759|27359|MH|RtM via: Farming environment;Forced Leaf Node Lookup:farmlands|TI|MM|1449^8^0;1249^8^0;979^8^0;385^8^0;133^8^0
41717604|*Habitat|C0871648|56817|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|508^7^0;262^7^0
41717604|*Ecology|C0013546|46728|MH|RtM via: Ecology|TI|MM|147^7^0
41717604|*Agriculture|C0001829|28578|MH|RtM via: Agriculture|TI|MM;RC|205^12^0
41717604|*Environment|C0014406|24444|MH|RtM via: Geographic canal|TI|MM;RC|1422^6^0
41717604|*Crops, Agricultural|C0242775|13896|MH|RtM via: Agricultural Crops;Forced Non-Leaf Node Lookup:cropland|TI|MM|771^5^0;584^5^0;1120^8^0;1373^8^0
41717604|*Diet|C0012155|2544|MH|RtM via: Diet;RtM via: Basal Diet;Forced Non-Leaf Node Lookup:diet|TI|MM|298^4^0
41717604|California|C0006754|237|MH|RtM via: California|TI|MM|238^10^0
41717605|Animals|C0003062|519046|CT|Turkeys;CT Treecode Lookup: B01.050.150.900.248 (Turkeys)||MM;RC
41717605|Female|C0086287|519046|CT|CT Text Lookup: female|TI|MM;RC|652^6^0;773^6^0;1019^6^0
41717605|Horses|C0019944|519046|CT|RtM via: Yearling horse|TI|MM|695^9^0
41717605|*Pinus ponderosa|C0330188|518046|MH|RtM via: Pinus ponderosa;Forced Leaf Node Lookup:pinus ponderosas;Forced Leaf Node Lookup:ponderosa pines;checkForceMH Boosted|TI|MM;RC|1155^14^0;1139^14^0;890^14^0;487^15^0;471^14^0
41717605|*Trees|C0040811|188241|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|976^5^0
41717605|*Turkeys|C0041401|88281|MH|RtM via: Meleagridinae;RtM via: Meleagris gallopavo merriami;RtM via: Turkey (organism);Forced Leaf Node Lookup:turkeys;checkForceMH Boosted|TI|MM|669^7^0;582^7^0;89^7^0;98^28^0;1731^6^0;1362^12^0;1026^12^0;780^12^0;374^12^0;379^7^0;785^7^0;1031^7^0;1367^7^0
41717605|*Snow|C0037386|71949|MH|RtM via: snow - weather;RtM via: Snow (substance);Forced Leaf Node Lookup:snow|TI|MM|1413^4^0
41717605|South Dakota|C0037717|40386|MH|RtM via: South Dakota;Forced Leaf Node Lookup:south dakota|TI|MM;RC|619^12^0
41717605|*Temperature|C0039476|40356|MH|Forced Leaf Node Lookup:temperatures|TI|MM|1397^12^0
41717605|*Pinus|C0330186|165333|MH|RtM via: Pinus <genus>|TI|MM;RC|1609^4^0;1530^4^0;1310^4^0;1209^4^0;814^4^0
41717605|*Forests|C0086312|152112|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|1010^7^0;819^6^0;504^7^0;240^6^0
41717605|*Habitats|C0871648|65715|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|437^7^0;355^8^0;221^7^0
41717605|HA 22|C0655153|16171|NM|RtM via: HA 22|TI|MM|1284^2^1;1293^2^1
41717605|*Pyrans|C0034234|16170|HM|RtM via: HA 22|TI|MM|1284^2^1;1293^2^1
41717605|*Pyrazoles|C0034242|13968|HM|RtM via: HA 22|TI|MM|1284^2^1;1293^2^1
41717605|*Seeds|C0036563|15705|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|1549^4^0;1315^5^0;1170^4^0;1214^5^0
41717605|*Dietary Supplements|C0242295|4293|MH|RtM via: Dietary Supplements;Forced Non-Leaf Node Lookup:supplementation|TI|MM|1656^27^0;1668^15^0
41717606|Animals|C0003062|68006|CT|Horned Lark;CT Treecode Lookup: B01.050.150.900.248 (Horned Lark);Sparrows;CT Treecode Lookup: B01.050.150.900.248 (Sparrows);Starlings;CT Treecode Lookup: B01.050.150.900.248 (Starlings)||MM;RC
41717606|*Sagebrush|C0331308|67006|ET|Entry Term Replacement for "Artemisia";RtM via: Artemisia (plant);RtM via: Artemisia tridentata;RtM via: Artemisia spinescens;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sagebrushs|TI|MM;RC|524^9^0;125^13^0;129^9^0
