C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\wateintejwatebio\input.txt
10.2307/1521988|Animals|C0003062|30595|CT|Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes);Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)||MM;RC
4132560|Humans|C0086418|53953|CT|CT Text Lookup: individuals|TI|MM;RC|1423^11^0
4132560|Female|C0086287|53953|CT|CT Text Lookup: female|TI|MM;RC|202^6^0
4132560|Oklahoma|C0028914|40695|MH|RtM via: Oklahoma (geographic location);Forced Leaf Node Lookup:oklahoma|TI|MM|1154^8^0
4132560|New Mexico|C0027972|35565|MH|RtM via: New Mexico;Forced Leaf Node Lookup:new mexico|TI|MM|376^10^0
4132560|Texas|C0039711|34287|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|1009^5^0;645^5^0;335^5^0
4132560|Nebraska|C0027523|29136|MH|RtM via: Nebraska (geographic location);Forced Leaf Node Lookup:nebraska|TI|MM|1227^8^0;1067^8^0
4132560|Kansas|C0022497|28461|MH|RtM via: Kansas (geographic location);Forced Leaf Node Lookup:kansas|TI|MM|1217^6^0;1174^6^0;1059^6^0;1018^6^0
4132560|Colorado|C0009399|28362|MH|RtM via: Colorado;Forced Leaf Node Lookup:colorado|TI|MM|1077^8^0;887^8^0
4132560|Mexico|C0025885|22713|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM|461^6^0
4132560|*Wetlands|C1721088|22707|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM|1623^7^0;1283^7^0
4132560|*Lakes|C0337049|20943|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lakes|TI|MM|304^5^0
4132560|*Sample Size|C0242618|11508|MH|RtM via: Sample Size;Forced Leaf Node Lookup:sample sizes|TI|MM|513^11^0
4132560|*Grassland|C0442534|11241|MH|Forced Leaf Node Lookup:prairies|TI|MM|1311^7^0
4132560|Pyelonephritis|C0034186|14102|MH|||RC
4132560|Canada|C0006823|11472|MH|RtM via: Canada;Forced Non-Leaf Node Lookup:canada|TI|MM|936^6^0
4132560|*Breeding|C0006159|1458|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|786^8^0
4132561|Adult|C0001675|134067|CT|CT Text Lookup: adult|TI|MM;RC|968^5^0
4132561|Animals|C0003062|134067|CT|Feathers;CT Treecode Lookup: A13.370 (Feathers);Hoof and Claw;CT Treecode Lookup: A13.491 (Hoof and CT Treecode Lookup: A13.370 (Feathers)||MM
4132561|United States|C0041703|134067|CT|Forced Leaf Node Lookup:american|TI|MM|300^8^0
4132561|*Trees|C0040811|44268|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|1041^4^0
4132561|Oklahoma|C0028914|41823|MH|RtM via: Oklahoma (geographic location);Forced Leaf Node Lookup:oklahoma|TI|MM|855^8^0
4132561|*Taiga|C3850011|38973|MH|RtM via: Taiga;Forced Leaf Node Lookup:taigas|TI|MM|317^5^0
4132561|*Feathers|C0015731|35865|MH|RtM via: Feathers;Forced Leaf Node Lookup:feathers|TI|MM|1370^8^0;693^8^0;1547^8^0
4132561|Kansas|C0022497|34848|MH|RtM via: Kansas (geographic location);Forced Leaf Node Lookup:kansas|TI|MM|847^6^0
4132561|North Dakota|C0028408|34848|MH|RtM via: North Dakota (geographic location);Forced Leaf Node Lookup:north dakota|TI|MM|833^12^0
4132561|Saskatchewan|C0036234|30090|MH|RtM via: Saskatchewan;Forced Leaf Node Lookup:saskatchewan|TI|MM|1188^12^0;819^12^0
4132561|Manitoba|C0024726|29691|MH|RtM via: Manitoba;Forced Leaf Node Lookup:manitoba|TI|MM|1135^8^0
4132561|Ontario|C0029040|29691|MH|RtM via: Ontario;Forced Leaf Node Lookup:ontario|TI|MM|1112^7^0
4132561|Texas|C0039711|27873|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|1332^5^0;869^5^0
4132561|Alaska|C0001905|23466|MH|RtM via: Alaska;Forced Leaf Node Lookup:alaska|TI|MM|1782^6^0;1159^6^0
4132561|*Hydrogen|C0020275|21558|MH|RtM via: Hydrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:hydrogen|TI|MM|660^8^0
4132561|Siberia|C0037045|20895|MH|RtM via: Siberia;Forced Leaf Node Lookup:siberia|TI|MM|367^7^0
4132561|*Hoof and Claw|C0019909|20883|MH|Forced Leaf Node Lookup:claws|TI|MM|1360^5^0;1436^5^0
4132561|*Seasons|C0036497|20883|MH|Forced Leaf Node Lookup:seasons|TI|MM|808^7^0
4132561|Biliary Tract Diseases|C0005424|133067|MH|||RC
4132561|Liver Diseases|C0023895|73748|MH|||RC
4132561|*Population Dynamics|C0032667|10497|MH|RtM via: Population Dynamics;Forced Non-Leaf Node Lookup:population dynamics|TI|MM|139^19^0
4132562|Female|C0086287|23574|CT|CT Text Lookup: female;CT Text Lookup: females|TI|MM;RC|298^6^0;334^7^0;708^6^0;834^6^0;931^6^0
4132562|Male|C0086582|23574|CT|Forced Non-Leaf Node Lookup:male||MM|312^4^0;723^4^0;1025^4^0
4132562|*Seasons|C0036497|7066|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|1059^7^0
4132562|Alaska|C0001905|4681|MH|RtM via: Alaska;Forced Leaf Node Lookup:alaska|TI|MM|991^6^0;610^6^0;461^6^0
4132562|Bilirubin|C0005437|22574|MH|||RC
4132562|*Molting|C0282576|7887|MH|RtM via: Molting|TI|MM|1108^4^0;746^4^0;671^4^0;89^4^0
4132562|*Telemetry|C0039451|4335|MH|RtM via: Telemetry;Forced Non-Leaf Node Lookup:telemetry|TI|MM|129^9^0
4132562|*Breeding|C0006159|1707|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|955^8^0;469^8^0;568^8^0;352^8^0;254^8^0;71^8^0;424^8^0;1050^8^0
4132562|Canada|C0006823|9|MH|RtM via: Canada|TI|MM|646^6^0
4132562|Russia|C0035970|9|MH|RtM via: Russia|TI|MM|635^6^0
4132563|Animals|C0003062|39492|CT|CT Text Lookup: cattle;Forced Animals Added: Cattle|TI|MM;RC|269^6^0
4132563|Cattle|C0007452|39492|CT|Forced Leaf Node Lookup:cattle;CT Text Lookup: cattle|TI|MM|269^6^0;303^6^0;674^6^0;1007^6^0;1230^6^0
4132563|Blood Protein Electrophoresis|C0005831|38492|MH|||RC
4132563|Liver Cirrhosis|C0023890|20763|MH|||RC
4132563|*Aggression|C0001807|3477|MH|RtM via: Aggressive behavior|TI|MM|395^10^0
4132563|France|C0016674|6|MH|RtM via: France|TI|MM|48^6^0
4132564|United States|C0041703|23629|CT|Forced Leaf Node Lookup:american|TI|MM|1374^8^0
4132564|Animals|C0003062|23629|CT|Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes);Bird;CT Treecode Lookup: B01.050.150.900.248 (Bird)|TI|MM
4132564|*Charadriiformes|C0325773|22629|MH|RtM via: Larus argentatus;Forced Leaf Node Lookup:gulls;checkForceMH Boosted|TI|MM|1317^12^0;47^13^0;62^16^0;55^5^0;1325^4^0
4132564|*Confidence Intervals|C0009667|15052|MH|RtM via: Confidence Intervals;Forced Leaf Node Lookup:confidence intervals|TI|MM|977^20^0
4132564|*Uncertainty|C0087130|14932|MH|RtM via: Uncertainty;Forced Leaf Node Lookup:uncertainty|TI|MM|952^11^0
4132564|*Time Factors|C0040225|9424|MH|RtM via: Time Factors;Forced Leaf Node Lookup:time factors|TI|MM|1100^12^0
4132564|*Accidental Falls|C0000921|7285|MH|RtM via: Accidental Falls;RtM via: Falls;Forced Leaf Node Lookup:falls|TI|MM|1402^5^0
4132564|Nunavut|C0752343|6412|MH|RtM via: Nunavut;Forced Leaf Node Lookup:nunavut|TI|MM|190^7^0
4132564|*Bays|C3203003|6400|MH|Forced Leaf Node Lookup:bay|TI|MM|137^3^0
4132564|*Islands|C0022130|15891|MH|RtM via: Islands|TI|MM|710^6^0;485^6^0;249^6^0;182^6^0
4132564|*Probabilities|C0033204|15768|ET|Entry Term Replacement for "Probability";RtM via: Probability;Forced Non-Leaf Node Lookup:probabilities|TI|MM|844^13^0
4132564|*Bird|C0005595|13611|ET|Entry Term Replacement for "Birds";RtM via: Aves;Forced Non-Leaf Node Lookup:birds|TI|MM|151^4^0;516^5^0
4132564|*Habitats|C0871648|7086|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|112^8^0
4132564|*Breeding|C0006159|3309|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|1383^8^0;271^4^0;103^8^0
4132565|Animals|C0003062|115301|CT|Columbidae;CT Treecode Lookup: B01.050.150.900.248 (Columbidae);Birds;CT Treecode Lookup: B01.050.15CT Treecode Lookup: B01.050.150.900.248 (Columbidae)||MM
4132565|*Columbidae|C0325912|88402|MH|RtM via: Columbidae;RtM via: Dove (organism);Forced Leaf Node Lookup:dove;checkForceMH Boosted|TI|MM|811^4^0
4132565|*Water Quality|C0597680|50420|MH|RtM via: Water Quality;Forced Leaf Node Lookup:water quality|TI|MM|264^13^0;154^13^0
4132565|*Lakes|C0337049|41546|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lakes|TI|MM|111^5^0
4132565|*Seasons|C0036497|36608|MH|RtM via: Seasons;RtM via: Winter;Forced Leaf Node Lookup:seasons|TI|MM|81^6^0;1030^9^0;306^6^0
4132565|*Estuaries|C3494468|35318|MH|RtM via: Estuaries;Forced Leaf Node Lookup:estuary|TI|MM|499^7^0
4132565|*Diving|C0012823|34049|MH|RtM via: Diving (activity);Forced Leaf Node Lookup:divings|TI|MM|723^4^0;566^4^0;451^6^0
4132565|*Water|C0043047|31844|MH|RtM via: Water;checkForceMH Boosted|TI|MM|992^5^0;856^5^0;650^5^0;413^5^0
4132565|Maryland|C0024858|24311|MH|RtM via: Maryland (geographic location);Forced Leaf Node Lookup:maryland|TI|MM|490^8^0
4132565|Leukemia, Monocytic, Acute|C0023465|114301|MH|||RC
4132565|Leukemia, Myeloid, Acute|C0023467|88168|MH|||RC
4132565|*Breeding|C0006159|4620|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|72^8^0;188^8^0
4132565|North America|C0028405|6|MH|RtM via: North America|TI|MM|120^13^0
4132566|United States|C0041703|35713|CT|RtM via: United States;Forced Non-Leaf Node Lookup:united states|TI|MM|213^13^0
4132566|Animals|C0003062|35713|CT|Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes)|TI|MM
4132566|*Introns|C0021920|34713|MH|RtM via: Introns;Forced Leaf Node Lookup:introns|TI|MM|462^6^0;368^6^0;60^7^0
4132566|*Alleles|C0002085|25767|MH|RtM via: Alleles;Forced Leaf Node Lookup:alleles|TI|MM|492^6^0
4132566|*Charadriiformes|C0325773|22182|MH|RtM via: Sterna antillarum;RtM via: Sterna antillarum browni;RtM via: Sternula albifrons;Forced Leaf Node Lookup:tern;checkForceMH Boosted|TI|MM|185^10^0;240^24^0;191^4^0
4132566|*Cytochrome b|C0010744|18684|ET|Entry Term Replacement for "Cytochromes b";RtM via: Cytochromes b;checkForceMH Boosted|TI|MM|98^12^0
4132566|*Base Sequence|C0004793|10776|MH|Forced Leaf Node Lookup:dna sequences|TI|MM|20^12^0
4132566|Fibrinolysis|C0016017|32148|MH|||RC
4132566|Venous Insufficiency|C0042485|16400|MH|||RC
4132566|*Mitochondrial Gene|C1563761|12579|ET|Entry Term Replacement for "Genes, Mitochondrial";RtM via: Genes, Mitochondrial|TI|MM|84^13^1;111^4^1
4132566|Glyceraldehyde-3-Phosphate Dehydrogenases|C0017857|1000|MH|Forced Non-Leaf Node Lookup:glyceraldehyde-3-phosphate dehydrogenases||MM|396^40^0
4132566|California|C0006754|4890|MH|RtM via: California|TI|MM|228^10^0
4132567|Animals|C0003062|104044|CT|Endangered Species;CT Treecode Lookup: B01.050.050 (Endangered Species);Birds;CT Treecode Lookup: B0CT Treecode Lookup: B01.050.050 (Endangered Species)||MM
4132567|*Endangered Species|C2717882|82886|MH|RtM via: Endangered Species;Forced Leaf Node Lookup:endangered species;checkForceMH Boosted|TI|MM|79^18^0
4132567|*Wetlands|C1721088|37852|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM|149^7^0
4132567|*Gastrointestinal Contents|C0017177|31573|MH|RtM via: Gastric Content;Forced Leaf Node Lookup:stomach contents|TI|MM|222^16^0
4132567|*Botulism|C0006057|30472|MH|RtM via: Botulism;Forced Leaf Node Lookup:botulism|TI|MM|285^8^0
4132567|Taiwan|C0039260|21622|MH|RtM via: Taiwan;Forced Leaf Node Lookup:taiwan|TI|MM|186^6^0
4132567|Thrombelastography|C0040017|103044|MH|||RC
4132567|Fibrinolysis|C0016017|102838|MH|||RC
4132567|*Birds|C0005595|36660|MH|RtM via: Aves;RtM via: Spoonbill;RtM via: Platalea minor|TI|MM|279^5^0;47^8^0;246^22^0;24^21^0
4132567|*Smegmamorpha|C0969668|8430|MH|RtM via: Parachelon grandisquamis;RtM via: Planiliza macrolepis;Forced Non-Leaf Node Lookup:mullets|TI|MM|1046^18^0;827^18^0;847^15^0;839^6^0;1058^6^0
4132567|*Stomach|C0038351|5022|MH|RtM via: Stomach;Forced Non-Leaf Node Lookup:stomachs|TI|MM|593^7^0;487^8^0
4132567|*Diet|C0012155|4191|MH|RtM via: Diet;RtM via: Basal Diet;Forced Non-Leaf Node Lookup:diet|TI|MM|898^4^0;716^4^0;530^4^0;345^4^0;757^4^0;987^4^0
4132568|Animals|C0003062|180618|CT|Arachnida;CT Treecode Lookup: B01.050.500.131 (Arachnida);Hirudinea;CT Treecode Lookup: B01.050.500.091 (Hirudinea);Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda);CT Text Lookup: animal|TI|MM;RC|521^6^0
4132568|*Vegetables|C0042440|111584|MH|RtM via: Vegetables;Forced Leaf Node Lookup:vegetables;checkForceMH Boosted|TI|MM|682^9^0
4132568|*Seasons|C0036497|94043|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasonal;Forced Leaf Node Lookup:seasons|TI|MM|800^6^0;404^6^0;20^8^0
4132568|*Arachnida|C0003704|80449|MH|RtM via: Arachnida (invertebrate);checkForceMH Boosted;Forced Non-Leaf Node Lookup:arachnidas|TI|MM|575^9^0
4132568|*Hirudinea|C0023209|58474|ET|Entry Term Replacement for "Leeches";RtM via: Leeches;checkForceMH Boosted;Forced Non-Leaf Node Lookup:hirudineas|TI|MM|639^9^0
4132568|*Gastropoda|C0324023|48676|MH|RtM via: Gastropoda;checkForceMH Boosted;Forced Non-Leaf Node Lookup:gastropodas|TI|MM|617^10^0
4132568|*Gastrointestinal Contents|C0017177|46714|MH|RtM via: Gastric Content;Forced Leaf Node Lookup:stomach contents|TI|MM|186^16^0
4132568|Argentina|C0003761|42910|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM|334^9^0;161^9^0
4132568|*Grassland|C0442534|42901|MH|Forced Leaf Node Lookup:grasslands|TI|MM|273^10^0
4132568|Fibrinolysis|C0016017|179618|MH|||RC
4132568|Fibrinolytic Agents|C0016018|80650|MH|||RC
4132568|*Diet|C0012155|32496|MH|RtM via: Diet;RtM via: Basal Diet;Forced Non-Leaf Node Lookup:diet|TI|MM|702^7^0;534^4^0;71^4^0
4132568|*Crustacea|C0010395|25287|MH|RtM via: Subphylum Crustacea;RtM via: Class crustacea;Forced Non-Leaf Node Lookup:crustaceas|TI|MM|596^9^0
4132568|*Insecta|C0021585|17853|MH|RtM via: Insecta;Forced Non-Leaf Node Lookup:insecta|TI|MM|555^7^0
4132568|*Amphibia|C0002668|7938|ET|Entry Term Replacement for "Amphibians";RtM via: Amphibians;Forced Non-Leaf Node Lookup:amphibia|TI|MM|660^8^0
4132569|Animals|C0003062|305331|CT|Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes);CT Text Lookup: fish|TI|MM;RC|165^4^0
4132569|*Charadriiformes|C0325773|96953|MH|RtM via: Tern (organism);RtM via: Hydroprogne caspia;Forced Leaf Node Lookup:terns;checkForceMH Boosted|TI|MM|941^5^0;1542^13^0;65^13^0;80^13^0;73^5^0;1550^5^0
4132569|*Fisheries|C0016162|77548|MH|RtM via: Fisheries;Forced Leaf Node Lookup:fisheries|TI|MM|1294^9^0
4132569|*Sample Size|C0242618|47914|MH|RtM via: Sample Size;Forced Leaf Node Lookup:sample sizes|TI|MM|532^12^0
4132569|*Telescopes|C0457177|46444|MH|RtM via: Binoculars;Forced Leaf Node Lookup:binoculars|TI|MM|874^10^0
4132569|Rhinitis, Allergic, Seasonal|C0018621|304331|MH|||RC
4132569|Pollen|C0032385|149043|MH|||RC
4132569|*Diet|C0012155|942|MH|RtM via: Basal Diet;Forced Non-Leaf Node Lookup:diet|TI|MM|180^10^0;45^10^0;51^4^0;186^4^0
4132570|Animals|C0003062|1000|CT|Forced Treecode Turn Back On: B01.050.150.900.248 (Bird)||MM
4132570|*Water|C0043047|11774|MH|RtM via: Water;checkForceMH Boosted|TI|MM|115^5^0
4132570|Weyers acrofacial dysostosis|C0457013|30301|NM|RtM via: Weyers acrofacial dysostosis|TI|MM|210^6^0;84^6^0
4132570|*Limb Deformities, Congenital|C0206762|30300|HM|RtM via: Weyers acrofacial dysostosis|TI|MM|210^6^0;84^6^0
4132570|*Tooth Abnormalities|C0040427|27702|HM|RtM via: Weyers acrofacial dysostosis|TI|MM|210^6^0;84^6^0
4132570|*Abnormalities, Multiple|C0000772|21498|HM|RtM via: Weyers acrofacial dysostosis|TI|MM|210^6^0;84^6^0
4132570|*Bird|C0005595|6438|ET|Entry Term Replacement for "Birds";RtM via: Aves;RtM via: Ardea herodias;Forced Non-Leaf Node Lookup:birds|TI|MM|217^4^0;121^4^0;401^14^0;382^17^0;91^5^0
4132570|*Airplanes|C0683901|5079|ET|Entry Term Replacement for "Aircraft";RtM via: Airplanes;Forced Non-Leaf Node Lookup:airplanes|TI|MM|246^9^0
4132570|*Breeding|C0006159|2454|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|506^8^0;43^8^0
4132571|Animals|C0003062|58760|CT|Crows;CT Treecode Lookup: B01.050.150.900.248 (Crows);Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes);Quail;CT Treecode Lookup: B01.050.150.900.248 (Quail)||MM;RC
4132571|*Crows|C0326391|57760|MH|RtM via: Crow;RtM via: Carrion crow;Forced Leaf Node Lookup:corvus;Forced Leaf Node Lookup:crows;checkForceMH Boosted|TI|MM|1002^5^0;882^5^0;430^4^0;772^13^0;68^12^0;82^13^0;780^5^0;76^4^0
4132571|*Charadriiformes|C0325773|26936|MH|RtM via: Sternula albifrons;Forced Leaf Node Lookup:tern;checkForceMH Boosted|TI|MM|269^11^0;110^11^0;123^16^0;117^4^0;276^4^0
4132571|*Methiocarb|C0025645|24998|MH|RtM via: Methiocarb;Forced Leaf Node Lookup:methiocarb;checkForceMH Boosted|TI|MM|543^10^0
4132571|*Quail|C0034374|20545|MH|RtM via: Quail;checkForceMH Boosted;Forced Non-Leaf Node Lookup:quails|TI|MM|308^5^0
4132571|*Taste|C0039336|12493|MH|Forced Leaf Node Lookup:tastes|TI|MM|180^5^0
4132571|ABO Blood-Group System|C0000778|31926|MH|||RC
4132571|Antigen-Antibody Reactions|C0003314|28598|MH|||RC
4132572|Animals|C0003062|76459|CT|Orthoptera;CT Treecode Lookup: B01.050.500.131 (Orthoptera);Grasshoppers;CT Treecode Lookup: B01.050.500.131 (Grasshoppers);Bufo;CT Treecode Lookup: B01.050.150.900.090 (Bufo);Amphibians;CT Treecode Lookup: B01.050.150.900.090 (Amphibians);Insects;CT Treecode Lookup: B01.050.500.131 (Insects);CT Text Lookup: vertebrates|TI|MM;RC|771^11^0
4132572|*Seasons|C0036497|57456|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasonal;Forced Leaf Node Lookup:seasons|TI|MM|1224^6^0;312^7^0;147^6^0;709^8^0
4132572|*Grasshoppers|C0018211|44361|MH|RtM via: Grasshoppers;RtM via: Oedaleus senegalensis;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasshoppers|TI|MM|1276^12^0;653^11^0;405^12^0;1339^21^0;611^21^0
4132572|*Bufo|C0006354|31830|ET|Entry Term Replacement for "Bufonidae";RtM via: Bufonidae;RtM via: bufo toad;checkForceMH Boosted|TI|MM|1011^5^0;367^4^0
4132572|*Biomass|C0005535|18663|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM|496^7^0
4132572|Niger|C0028074|17559|MH|RtM via: Niger;Forced Leaf Node Lookup:niger|TI|MM|238^5^0
4132572|Medical Laboratory Science|C0039428|61205|MH|||RC
4132572|Clinical Laboratory Techniques|C0376583|25586|MH|||RC
4132572|*Insects|C0021585|23619|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|1197^7^0;759^7^0;392^7^0;842^7^0;871^7^0;1128^6^0
4132572|*Breeding|C0006159|4254|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|138^8^0
4132572|*Diet|C0012155|3603|MH|RtM via: Diet;RtM via: Basal Diet;Forced Non-Leaf Node Lookup:diet|TI|MM|818^4^0;684^4^0;337^4^0;122^4^0
4132572|Africa|C0001737|2781|MH|RtM via: Africa|TI|MM|110^6^0
4132573|*Temperature|C0039476|61270|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|489^11^0;437^11^0;608^12^0
4132573|*Bays|C3203003|14372|MH|Forced Leaf Node Lookup:bay|TI|MM|200^3^0
4132573|Streptococcus|C0038402|60393|MH|||RC
4132573|Scarlet Fever|C0036285|45753|MH|||RC
4132573|*Cold Temperature|C0009264|39807|MH|RtM via: Cold Temperature|TI|MM|604^16^0
4132573|*Weather|C0043085|31302|MH|RtM via: Weather;Forced Non-Leaf Node Lookup:weather|TI|MM|1067^7^0;853^7^0;54^7^0
4132573|*Thermoregulation|C0005905|17358|ET|Entry Term Replacement for "Body Temperature Regulation";RtM via: Physiologic Thermoregulation;Forced Non-Leaf Node Lookup:thermoregulations|TI|MM|975^16^0
4132573|*Running|C0035953|7653|MH|RtM via: Running (physical activity);Forced Non-Leaf Node Lookup:runnings|TI|MM|783^7^0
4132573|Canada|C0006823|9|MH|RtM via: Canada|TI|MM|214^6^0
4132574|Animals|C0003062|323314|CT|Fishes;CT Treecode Lookup: B01.050.150.900.493 (Fishes);CT Text Lookup: fish|TI|MM;RC|405^4^0
4132574|*Bays|C3203003|56977|MH|RtM via: Inlets (geographic);Forced Leaf Node Lookup:inlets;Forced Leaf Node Lookup:bay|TI|MM|980^3^0;327^3^0;186^5^0;265^3^0
4132574|*Water|C0043047|30722|MH|RtM via: Water;checkForceMH Boosted|TI|MM|1316^5^0
4132574|Poland|C0032356|27215|MH|RtM via: Country of Poland;Forced Leaf Node Lookup:poland|TI|MM|133^6^0
4132574|Bordetella pertussis|C0006017|322314|MH|||RC
4132574|Whooping Cough|C0043167|188297|MH|||RC
4132574|*Rutilus rutilus|C0524539|14913|ET|Entry Term Replacement for "Cyprinidae";RtM via: Roach (Fish);Forced Non-Leaf Node Lookup:rutilus rutilus|TI|MM|498^5^0;505^15^0
4132574|*Habitat|C0871648|9795|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1265^7^0
4132574|*Diet|C0012155|2586|MH|RtM via: Diet;RtM via: Basal Diet;Forced Non-Leaf Node Lookup:diet|TI|MM|943^4^0;813^4^0;562^4^0
4132574|*Reward|C0035397|723|MH|RtM via: Rewards;Forced Non-Leaf Node Lookup:rewards|TI|MM|1166^6^0
4132575|Animals|C0003062|51664|CT|Goldfish;CT Treecode Lookup: B01.050.150.900.493 (Goldfish);Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes)||MM;RC
4132575|*Goldfish|C0018038|50664|MH|RtM via: Goldfish;Forced Leaf Node Lookup:carassius auratus;Forced Leaf Node Lookup:goldfish;checkForceMH Boosted|TI|MM|92^17^0;82^8^0
4132575|*Charadriiformes|C0325773|33052|MH|RtM via: Larus fuscus;RtM via: Larus argentatus;Forced Leaf Node Lookup:gull;checkForceMH Boosted|TI|MM|237^24^0;29^12^0;43^16^0;37^4^0;257^4^0
4132575|*Bread|C0006138|16460|MH|RtM via: Bread;Forced Leaf Node Lookup:breads|TI|MM|126^5^0
4132575|*Tool Use Behavior|C1720915|15419|MH|Forced Leaf Node Lookup:tool-use|TI|MM|366^8^0
4132575|Immune Sera|C0020960|47388|MH|||RC
4132575|Antibodies, Bacterial|C0003244|34140|MH|||RC
4132576|Animals|C0003062|1000|CT|Forced Treecode Turn Back On: B01.050.150.900.248 (Birds)||MM
4132576|*Wetlands|C1721088|32184|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM|271^8^0;159^7^0
4132576|Madagascar|C0024443|9213|MH|RtM via: Madagascar;Forced Leaf Node Lookup:madagascar|TI|MM|365^10^0;134^10^0
4132576|Indian Ocean|C0376441|9210|MH|RtM via: Indian Ocean;Forced Leaf Node Lookup:indian ocean|TI|MM|103^12^0
4132576|Agglutination Tests|C0001802|35088|MH|||RC
4132576|Serotyping|C0036759|30058|MH|||RC
4132576|*Islands|C0022130|22839|MH|RtM via: Islands|TI|MM|80^7^0
4132576|*Birds|C0005595|15285|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:birds|TI|MM|221^5^0
4132576|*Surveys|C0038951|147|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys;Forced Non-Leaf Node Lookup:surveys|TI|MM|256^7^0
4132580|Animals|C0003062|142227|CT|Poultry;CT Treecode Lookup: B01.050.050 (Poultry);Poultry;CT Treecode Lookup: B01.050.150.900.248 (Poultry);Influenza in Birds;CT Treecode Lookup: C22 (Influenza in Birds);CT Text Lookup: avian influenza|TI|MM;RC|38^15^0
4132580|Humans|C0086418|142227|CT|Forced Leaf Node Lookup:professionals|TI|MM;RC|378^12^0
