C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\zeitpflapflapfla\input.txt
43230740|Animals|C0003062|13594|CT|Aphids;CT Treecode Lookup: B01.050.500.131 (Aphids)|TI|MM
43232268|*Forest|C0086312|5499|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1628^6^0;1521^6^0
43232268|*Spores, Fungal|C0038029|4002|MH|RtM via: Kingdom Fungi ascospore|TI|MM|1775^10^0
43232268|*Coleoptera|C0009276|3291|MH|RtM via: Melolontha|TI|MM|1604^10^0;1496^10^0
43232269|Male|C0086582|66609|CT|Forced Animals Lookup:wether|TI|MM;RC|990^6^0
43232269|Animals|C0003062|66609|CT|Forced Animals Lookup:wether|TI|MM;RC|990^6^0
43232269|*Prunus domestica|C0330660|65609|MH|RtM via: Prunus domestica;RtM via: Plum (Dietary);Forced Leaf Node Lookup:plum;checkForceMH Boosted|TI|MM|1072^4^0;1171^4^0
43232269|*Trees|C0040811|13970|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1090^5^0;813^5^0
43232269|*Fruit|C0016767|12650|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|1133^6^0;1011^5^0;759^5^0;631^6^0
43232269|*Depression|C0011570|3685|MH|Forced Leaf Node Lookup:depressions|TI|MM|740^11^0
43232269|*Plant Leaves|C0242724|6336|MH|RtM via: Plant Leaves|TI|MM|1123^5^0
43232269|*Secretion|C0036537|2661|ET|Entry Term Replacement for "Bodily Secretions";RtM via: Bodily secretions|TI|MM|704^9^0
43232269|*Skin|C1123023|2091|MH|RtM via: Skin;RtM via: Skin, Human|TI|MM|765^4^0
43232269|*Necrosis|C0027540|1209|MH|RtM via: Necrosis|TI|MM|931^8^0;372^8^0
43232270|Animals|C0003062|84179|CT|Tetranychidae;CT Treecode Lookup: B01.050.500.131 (Tetranychidae)||MM;RC
43232270|*Population Density|C0032665|83179|MH|RtM via: Population Density;Forced Leaf Node Lookup:population density|TI|MM;RC|379^18^0
43232270|*Tetranychidae|C1004038|20285|MH|RtM via: Tetranychidae;Forced Leaf Node Lookup:spider mites;checkForceMH Boosted|TI|MM;RC|99^11^0
43232270|*Altitude|C0002349|17912|MH|RtM via: Altitude;Forced Leaf Node Lookup:altitudes|TI|MM;RC|127^8^0;331^9^0
43232270|*Ficus|C0969754|11750|MH|Forced Leaf Node Lookup:fig;checkForceMH Boosted|TI|MM|258^3^0
43232270|*Population Dynamics|C0032667|23562|MH|RtM via: Population Dynamics;RtM via: Stable Population;Forced Non-Leaf Node Lookup:population dynamics|TI|MM|223^19^0;372^17^0
43232270|*Picea|C0949850|16698|MH|RtM via: Picea|TI|MM;RC|92^6^0;41^6^0
43232270|MTR protein, human|C3713294|8233|NM|RtM via: MTR protein, human|TI|MM|149^4^0
43232270|*5-Methyltetrahydrofolate-Homocysteine S-Methyltransferase|C0039676|8232|HM|RtM via: MTR protein, human|TI|MM|149^4^0
43232270|Germany|C0017480|129|MH|RtM via: Germany|TI|MM|79^7^0
43232271|Animals|C0003062|14253|CT|Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);Heteroptera;CT Treecode Lookup: B01.050.500.131 (Heteroptera)|TI|MM
43232271|*Larvae|C0023047|13253|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM|896^6^0
43232271|*Grasses|C0018210|8366|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasses|TI|MM|797^7^0
43232271|*Insecticides|C0021576|7066|MH|RtM via: Insecticides;Forced Leaf Node Lookup:insecticides;checkForceMH Boosted|TI|MM|631^11^0
43232271|*Festuca|C0331508|6193|MH|RtM via: Festuca rubra;Forced Leaf Node Lookup:festucas;checkForceMH Boosted|TI|MM|959^13^0
43232271|*Heteroptera|C0544262|2787|MH|RtM via: Miris|TI|MM|906^5^0;732^5^0;131^5^0
43232271|*Biological Phenomena|C0005520|1134|MH|RtM via: Tissue Growth|TI|MM|931^7^0
43232271|*Punctures|C0034117|756|MH|RtM via: Puncture procedure;Forced Non-Leaf Node Lookup:punctures|TI|MM|873^9^0
43232271|*Laboratory|C0022877|642|ET|Entry Term Replacement for "Laboratories";RtM via: Laboratory|TI|MM|694^10^0
43232271|*Staining|C0487602|150|ET|Entry Term Replacement for "Staining and Labeling";RtM via: Staining method;Forced Non-Leaf Node Lookup:stainings|TI|MM|1096^8^0
43232272|*Diazinon|C0012013|93675|MH|RtM via: Diazinon;Forced Leaf Node Lookup:diazinon;checkForceMH Boosted|TI|MM|1581^8^0;1139^8^0;698^8^0;95^8^0
43232272|*Malathion|C0024547|92292|MH|RtM via: Malathion;Forced Leaf Node Lookup:malathion;checkForceMH Boosted|TI|MM|1567^9^0;1123^9^0;687^9^0;81^9^0
43232272|*Parathion|C0030514|71982|MH|RtM via: Parathion;checkForceMH Boosted;Forced Non-Leaf Node Lookup:parathion|TI|MM|1505^9^0;1109^9^0;676^9^0;70^9^0
43232272|*Insecticides|C0021576|54963|MH|RtM via: Insecticides;Forced Leaf Node Lookup:insecticides;checkForceMH Boosted|TI|MM|1016^12^0;788^12^0
43232272|*Lettuce|C0242765|53094|MH|RtM via: Lactuca sativa;RtM via: Lettuce - dietary;Forced Leaf Node Lookup:lettuce;checkForceMH Boosted|TI|MM|1839^7^0;1698^7^0;1317^7^0;1197^7^0;716^7^0
43232272|*Waiting Lists|C0043010|11397|MH|Forced Leaf Node Lookup:waiting times|TI|MM|1073^12^0;1396^12^0
43232272|*Pesticide Residues|C0031251|5535|MH|RtM via: insecticide residue|TI|MM|1273^20^0
43232272|*Plant Leaves|C0242724|5466|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|1847^6^0
43232272|*Drug Tolerance|C0013220|3177|MH|RtM via: Drug Tolerance|TI|MM|1419^9^0
43232272|*Drug Overdose|C0029944|1125|MH|RtM via: Drug Overdose|TI|MM|1766^11^0
43232273|*Germination|C0242735|60667|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|1463^11^0
43232273|mustard oil|C0066969|46494|NM|RtM via: mustard oil;Forced SCR Leaf Node Lookup:mustard oil|TI|MM|1921^11^0;1632^11^0;1374^11^0
43232273|Sulfur-35|C0302971|45138|NM|RtM via: Sulfur-35;Forced SCR Leaf Node Lookup:sulfur-35|TI|MM|2209^9^0;1961^9^0;1242^9^0;234^2^1;262^2^1
43232273|*Seedlings|C0242437|36776|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|1760^9^0
43232273|*Sinapis|C1135813|25883|MH|RtM via: Sinapis arvensis;Forced Leaf Node Lookup:sinapis;checkForceMH Boosted|TI|MM|1709^16^0;1146^16^0;615^16^0;35^16^0
43232273|sinalbin|C0074556|16412|NM|RtM via: sinalbin;Forced SCR Leaf Node Lookup:sinalbin|TI|MM|1510^8^0;1444^8^0
43232273|*Water|C0043047|12853|MH|RtM via: Water;checkForceMH Boosted|TI|MM|1805^5^0
43232273|*Glycosides|C0017977|12445|MH|RtM via: Glycosides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:glycosides|TI|MM|1933^10^0;1644^10^0;1386^10^0
43232273|*Mustard Plant|C1457919|46493|HM|RtM via: mustard oil|TI|MM|1921^11^0;1632^11^0;1374^11^0
43232273|*Sulfur Radioisotopes|C0038783|45137|HM|RtM via: Sulfur-35|TI|MM|2209^9^0;1961^9^0;1242^9^0;234^2^1;262^2^1
43232273|*Plant Oils|C0032085|40511|HM|RtM via: mustard oil|TI|MM|1921^11^0;1632^11^0;1374^11^0
43232273|*Seeds|C0036563|22566|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|1784^5^0;1492^5^0;1348^5^0
43232273|*Choline|C0008405|16411|HM|RtM via: sinalbin|TI|MM|1510^8^0;1444^8^0
43232273|*Plant Leaves|C0242724|11571|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|1699^6^0;1567^6^0;1315^6^0;1333^6^0
43232273|*Flower|C0330090|8835|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|1308^6^0
43232273|*Nutrient|C0678695|6648|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|1190^8^0
43232274|Animals|C0003062|65577|CT|Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites)||MM;RC
43232274|*Lycopersicon esculentum|C1140676|64577|MH|RtM via: Lycopersicon esculentum;RtM via: Tomatoes;Forced Leaf Node Lookup:tomatoes;checkForceMH Boosted|TI|MM|1005^8^0
43232274|*Phytophthora|C0031864|42019|MH|RtM via: Phytophthora;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phytophthoras|TI|MM|930^12^0;246^12^0
43232274|*Fusarium|C0016871|41885|MH|RtM via: Fusarium;RtM via: Fusarium oxysporum;Forced Leaf Node Lookup:fusariums;checkForceMH Boosted|TI|MM|1222^8^0;478^8^0;876^18^0;192^18^0
43232274|*Alternaria|C0002343|26411|MH|RtM via: Alternaria solani;Forced Leaf Node Lookup:alternarias;checkForceMH Boosted|TI|MM|911^17^0;227^17^0
43232274|*Parasites|C0030498|15134|MH|RtM via: Parasites;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM|1358^9^0;865^9^0
43232274|*Sand|C4759711|13250|MH|RtM via: Sand;Forced New Lookup:sand;checkForceMH Boosted|TI|MM|1023^4^0
43232274|*Plant Diseases|C0032080|18480|MH|RtM via: Plant Diseases;Forced Non-Leaf Node Lookup:plant diseases|TI|MM|827^14^0
43232274|*Plant Roots|C0242726|6090|MH|RtM via: Plant Roots|TI|MM|996^5^0
43232274|*Biological Phenomena|C0005520|2043|MH|RtM via: Tissue Growth|TI|MM|1014^5^0
43232274|*Sulfonamides|C0038760|1254|MH|RtM via: Sulfonamides;Forced Non-Leaf Node Lookup:sulphonamides|TI|MM|1265^13^0;805^13^0;746^11^0;103^11^0
43232275|United States|C0041703|59431|CT|RtM via: Americas Ethnicity;Forced Leaf Node Lookup:american|TI|MM|557^8^0;1249^8^0
43232275|*Juglans|C0330971|58431|MH|RtM via: Juglans regia;Forced Leaf Node Lookup:juglans regia;Forced Leaf Node Lookup:walnuts;checkForceMH Boosted|TI|MM|774^13^0;87^13^0;760^6^0;844^6^0
43232275|*Trees|C0040811|12232|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|767^5^0
43232275|*Xanthomonas|C0043327|10832|MH|RtM via: Xanthomonas;checkForceMH Boosted;Forced Non-Leaf Node Lookup:xanthomonas|TI|MM|1396^11^0;668^11^0
43232275|*Cultural Characteristics|C0010448|4937|MH|RtM via: Cultural Characteristics;Forced Leaf Node Lookup:cultural characteristics|TI|MM|1170^24^0
43232275|*Humidity|C0020167|4493|MH|RtM via: High humidity;Forced Leaf Node Lookup:humidity|TI|MM|1114^13^0;1119^8^0
43232275|*Nuts|C0028723|11841|MH|RtM via: Walnut Nut|TI|MM|760^6^0
43232275|*Plant Leaves|C0242724|4389|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|1044^6^0
43232275|*Bacterial Infections|C0004623|1587|MH|RtM via: Bacterial Infections|TI|MM|1004^9^1;1030^10^1
43232275|*Conjunctivitis, Bacterial|C0009768|1410|MH|RtM via: Infectious bovine keratoconjunctivitis|TI|MM|851^6^0
43232276|*Penicillium|C0030843|13448|MH|RtM via: Penicillium;checkForceMH Boosted|TI|MM|752^10^0
43232276|*Seedlings|C0242437|9736|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|967^9^0
43232276|*Trifolium|C0950074|5149|MH|RtM via: Trifolium alexandrinum;Forced Leaf Node Lookup:trifoliums;checkForceMH Boosted|TI|MM|944^22^0;537^22^0;59^22^0
43232276|Egypt|C0013715|2270|MH|RtM via: Egypt;Forced Leaf Node Lookup:egypt|TI|MM|650^5^0
43232276|*Germination|C0242735|2261|MH|Forced Lookup:seed germination|TI|MM|842^16^0
43232276|*Seeds|C0036563|1902|MH|RtM via: Plant seeds;Forced Lookup:seed germination|TI|MM|827^4^0;684^4^0;719^5^0;560^4^0;842^16^0;608^4^0;624^4^0
43232276|*Aspergillus|C0004034|10959|MH|RtM via: Aspergillus|TI|MM|767^10^0
43232276|Germany|C0017480|5616|MH|RtM via: Germany;Forced Non-Leaf Node Lookup:germany|TI|MM;RC|577^7^0
43232276|*Fungi|C0016832|4545|MH|RtM via: Fungi;Forced Non-Leaf Node Lookup:fungus|TI|MM|832^5^0;730^6^0;613^5^0
43232276|*Biological Phenomena|C0005520|4212|MH|RtM via: seed germination;RtM via: Tissue Growth|TI|MM|842^16^0;737^6^0
43232276|Italy|C0022277|2805|MH|RtM via: Italy|TI|MM|641^5^0
43232321|*Beta vulgaris|C0330391|12091|MH|RtM via: Beta vulgaris;RtM via: Beets;Forced Leaf Node Lookup:beets;checkForceMH Boosted|TI|MM|1232^11^0;1936^5^0;1238^5^0
43232321|*Morbidity|C0026538|3210|MH|RtM via: Morbidity - disease rate|TI|MM|2161^6^0
43232321|*Minerals|C0026162|2415|MH|RtM via: Minerals;Forced Non-Leaf Node Lookup:minerals|TI|MM|1875^8^0
43232321|*Plasmas|C0032105|2211|ET|Entry Term Replacement for "Plasma";RtM via: Plasma|TI|MM|557^7^0
43232321|*Ions|C0022023|1821|MH|RtM via: Ions;Forced Non-Leaf Node Lookup:ions|TI|MM|1970^3^0;1722^4^0
43232321|*Permeability|C0031164|1506|MH|RtM via: Permeability;Forced Non-Leaf Node Lookup:permeability|TI|MM|1635^12^0
43232321|*Hydrogen-Ion Concentration|C0020283|1323|MH|RtM via: Hydrogen-Ion Concentration;Forced Non-Leaf Node Lookup:ph|TI|MM|1968^1^1;1974^13^1;1285^2^0
43232321|*Electric Conductivity|C0013777|717|MH|RtM via: Electric Conductivity;Forced Non-Leaf Node Lookup:electric conductivity|TI|MM|1888^12^0;1597^12^0;1406^12^0;1262^21^0
43232321|Sugars|C0242209|1000|MH|Forced Non-Leaf Node Lookup:sugars||MM|1232^5^0
43232322|*Malus|C0003625|29296|MH|RtM via: Apple;RtM via: Genus Malus;Forced Leaf Node Lookup:apples;checkForceMH Boosted|TI|MM|2746^5^0;2406^5^0;2515^5^0
43232322|*Droughts|C0013140|15884|MH|RtM via: Droughts;Forced Leaf Node Lookup:droughts|TI|MM|1759^7^0
43232322|*Trees|C0040811|15610|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|2165^5^0
43232322|*Wood|C0043217|11237|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|1693^4^0
43232322|*Blossoms|C0330090|7566|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:blossoms|TI|MM|1680^8^0
43232322|*Seeds|C0036563|5253|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|2255^5^0
43232322|*Extreme Cold|C1830748|3072|ET|Entry Term Replacement for "Extreme Cold Weather";RtM via: Extreme Cold Weather|TI|MM|1970^14^0
43232322|*Food Hypersensitivity|C0016470|2952|MH|RtM via: Apple extract|TI|MM|2746^5^0;2406^5^0
43232322|Ascomycota|C0003965|1000|MH|Forced Non-Leaf Node Lookup:apple scab||MM|2406^10^0
43231828|*Peronospora|C1028188|51130|MH|RtM via: Peronospora;Forced Leaf Node Lookup:peronosporas;checkForceMH Boosted|TI|MM|1680^11^0;1138^11^0;825^11^0;77^11^0
43231828|*Vitis|C0949819|28485|MH|RtM via: Vitis;RtM via: Grapes (Dietary);Forced Leaf Node Lookup:grapes;Forced Leaf Node Lookup:vitis;checkForceMH Boosted|TI|MM|1280^5^0;237^5^0;1863^5^0;1124^5^0;1260^5^0
43231828|*Sporangia|C0521047|17822|MH|RtM via: Sporangia;Forced Leaf Node Lookup:sporangium|TI|MM|1909^10^0
43231828|*Spores, Fungal|C0038029|17580|MH|Forced Leaf Node Lookup:conidia;checkForceMH Boosted;Spores Specifics:Spores|TI|MM|1370^7^0
43231828|*Farms|C0557759|8330|MH|RtM via: Vineyards;Forced Leaf Node Lookup:vineyards|TI|MM|1741^8^0
43231828|*Plant Leaves|C0242724|5574|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|1869^6^0;1582^6^0;1218^6^0;1452^6^0
43231828|*Fungus|C0016832|5394|ET|Entry Term Replacement for "Fungi";RtM via: Fungi;RtM via: Mildew;Forced Non-Leaf Node Lookup:fungus|TI|MM|1561^6^0;1130^6^0
43231828|*Biological Phenomena|C0005520|2007|MH|RtM via: Tissue Growth|TI|MM|1783^6^0;1568^6^0
43231828|*Reproduction|C0035150|1695|MH|RtM via: oospore formation|TI|MM|1817^17^0
43231829|Male|C0086582|33975|CT|CT Text Lookup: man|TI|MM;RC|537^3^0
43231829|Humans|C0086418|33975|CT|CT Text Lookup: man|TI|MM;RC|537^3^0
43231829|*Solanum tuberosum|C1145678|32975|MH|RtM via: Potato;RtM via: Solanum tuberosum;Forced Leaf Node Lookup:potatoes;checkForceMH Boosted|TI|MM|3295^8^0
43231829|*Gardens|C4019428|30958|MH|RtM via: Gardens;Forced Leaf Node Lookup:gardens|TI|MM|2577^6^0
43231829|*Sand|C4759711|23687|MH|RtM via: Sand;Forced New Lookup:sand;checkForceMH Boosted|TI|MM|2158^4^0;516^4^0
43231829|*Soil|C0037592|20716|MH|RtM via: Soil;RtM via: Humus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:humus|TI|MM|2959^4^0;2783^5^0;2584^4^0;2436^4^0;2166^4^0;1841^4^0;2985^5^0;2818^5^0;2804^5^0
43231829|methyl 6,7-dimethoxy-4-ethyl-beta-carboline-3-carboxylate|C0066212|8432|NM|Forced SCR Leaf Node Lookup:dmcm|TI|MM|1013^4^0;2744^4^0
43231829|*Renal Dialysis|C4551529|1473|MH|RtM via: Renal Dialysis;RtM via: Dialysis procedure;Dialysis (CBD)|TI|MM|2326^8^0
43231829|Dermatophagoides pteronyssinus antigen p 2|C0525840|32212|NM|RtM via: Dermatophagoides pteronyssinus antigen p 2|TI|MM|1157^4^1;1167^3^1
43231829|*Antigens, Dermatophagoides|C1136325|32211|HM|RtM via: Dermatophagoides pteronyssinus antigen p 2|TI|MM|1157^4^1;1167^3^1
43231829|butane|C0006474|30514|NM|RtM via: Butane|TI|MM|1638^6^0
43231829|*Butanes|C0006476|30513|MH|RtM via: Butanes;Forced Non-Leaf Node Lookup:butanes|TI|MM|1638^6^0
43231829|*Arthropod Proteins|C3179011|21720|HM|RtM via: Dermatophagoides pteronyssinus antigen p 2|TI|MM|1157^4^1;1167^3^1
43231829|*Cysts|C0010709|906|MH|RtM via: Cyst;Forced Non-Leaf Node Lookup:cysts|TI|MM|3230^5^0;3039^5^0;2839^5^0;2499^4^0;2288^4^0;2209^5^0;2022^4^0
43231829|Infections|C3714514|1000|MH|Forced Non-Leaf Node Lookup:infections||MM|3092^10^0
43231830|*Composting|C4321512|139360|MH|RtM via: Compost;Forced Leaf Node Lookup:compost|TI|MM;RC|1088^7^0;417^7^0;63^7^0
43231830|*Soil|C0037592|104005|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|1096^4^0;763^4^0;355^4^0;211^4^0;71^4^0;425^4^0;1250^4^0
43231830|*Lycopersicon esculentum|C1140676|89570|MH|RtM via: Lycopersicon esculentum;RtM via: Tomatoes;Forced Leaf Node Lookup:tomato;checkForceMH Boosted|TI|MM;RC|1190^6^0;370^6^0
43231830|*Steam|C0038225|76214|MH|RtM via: Steam;Forced Leaf Node Lookup:steams;checkForceMH Boosted|TI|MM|860^5^0;609^5^0
43231830|*Water|C0043047|75949|MH|RtM via: Water;checkForceMH Boosted|TI|MM;RC|566^5^0
43231830|methyl isothiocyanate|C0066392|56784|NM|RtM via: methyl isothiocyanate;Forced SCR Leaf Node Lookup:methylisothiocyanate|TI|MM|1072^2^0;1005^2^0;333^2^0;23^20^0
43231830|*Isothiocyanates|C0206359|56783|HM|RtM via: methyl isothiocyanate|TI|MM|1072^2^0;1005^2^0;333^2^0;23^20^0
43231830|*Sulfur|C0038774|33630|MH|RtM via: Sulfur;Forced Non-Leaf Node Lookup:sulfur|TI|MM;RC|531^6^0;588^6^0
43231830|*Sulfates|C0038720|26805|MH|RtM via: Sulfates, Inorganic;Forced Non-Leaf Node Lookup:sulfates|TI|MM;RC|835^7^0;548^7^0;285^7^0
43231830|*Chemical Fractionation|C0016640|20145|MH|RtM via: Chemical fractionation|TI|MM;RC|769^13^0
43231840|*Chlorophyll|C0008260|20719|MH|RtM via: Chlorophyll;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chlorophyll|TI|MM|1105^11^0
43231840|*Vitis|C0949819|5222|MH|RtM via: Grapes (Dietary);Forced Leaf Node Lookup:grapes;checkForceMH Boosted|TI|MM|1048^5^0;933^5^0
43231840|*Soil|C0037592|3931|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|1701^4^0
43231840|*Plant Leaves|C0242724|4869|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|1219^6^0
43231840|*Virus Diseases|C0042769|4728|MH|RtM via: Virus Diseases|TI|MM|915^14^0
43231840|*Flower Essences|C0884941|2010|MH|RtM via: Vine, Bach flower essence|TI|MM|1054^4^0;867^4^0;939^5^0
43231840|*Infections|C3714514|1728|MH|RtM via: primary infection nos;Forced Non-Leaf Node Lookup:infections|TI|MM|1656^18^0;1664^10^0
43231840|*Viruses|C0042776|4899|MH|RtM via: Virus;Forced Non-Leaf Node Lookup:viruses|TI|MM|1517^5^0;1380^7^0;1033^7^0
43231841|Humans|C0086418|60163|CT|African Americans;CT Treecode Lookup: M01.686 (African Americans)||MM;RC
43231841|*Berberis|C0949843|59163|MH|RtM via: Berberis (plant);Forced Leaf Node Lookup:barberries;checkForceMH Boosted|TI|MM|2559^10^0
43231841|*Triticum|C0087114|17850|MH|RtM via: Triticum;RtM via: Triticum aestivum;RtM via: Wheat (Dietary);RtM via: Wheat - grass (plant);Forced Leaf Node Lookup:wheat;checkForceMH Boosted|TI|MM|3226^5^0;3112^5^0;2953^5^0
43231841|*Virulence|C0042765|5652|MH|RtM via: Virulence;Forced Leaf Node Lookup:virulence|TI|MM|2455^9^0;2384^9^0
43231841|Austria|C0004348|4614|MH|RtM via: Austria;Forced Leaf Node Lookup:austria|TI|MM|2623^7^0;2106^7^0
43231841|Spores, Fungal|C0038029|4116|MH|Spores Specifics:Spores||MM
43231841|*Basidiomycota|C0004810|26019|MH|RtM via: Uredinales;RtM via: Puccinia graminis|TI|MM|3080^4^0;2945^4^0;2811^4^0;2759^4^0;1978^25^0;71^25^0
43231841|*Skin Diseases|C0037274|2748|MH|RtM via: Bacterial shell rot|TI|MM;RC|3080^4^0;2945^4^0;2811^4^0;2759^4^0
43231841|*Record|C0034869|2130|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|3566^6^0;1842^6^0
43231841|*African Americans|C0085756|582|MH|RtM via: African American|TI|MM|2934^5^0
43231841|*Disease Outbreaks|C0012652|249|MH|RtM via: Disease Outbreaks;Forced Non-Leaf Node Lookup:outbreaks|TI|MM|2863^8^0
43231841|MELK protein, human|C1433554|1000|NM|Forced SCR Human Protein Found|TI|MM
43231841|Protein-Serine-Threonine Kinases|C0072402|1000|MH|Forced HM Human Protein SCR Found|TI|MM
43231851|*Tobacco|C0086707|50668|MH|RtM via: Nicotiana;RtM via: Nicotiana tabacum;Forced Leaf Node Lookup:tobaccos;checkForceMH Boosted|TI|MM|571^7^0;627^7^0
43231851|*Peronospora|C1028188|41692|MH|RtM via: Peronospora;RtM via: Peronospora farinosa;RtM via: Peronospora tabacina;Forced Leaf Node Lookup:peronosporas;checkForceMH Boosted|TI|MM|58^11^0;579^12^0;593^20^0;71^20^0
43231851|*Soil|C0037592|12902|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|881^4^0;833^4^0
43231851|*Water|C0043047|12356|MH|RtM via: Water;checkForceMH Boosted|TI|MM|1015^5^0
43231851|*Germination|C0242735|10922|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|931^11^0;711^11^0
43231851|*Plant Leaves|C0242724|10812|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|864^4^0;815^6^0
43231851|*Oomycetes|C1960936|2919|MH|RtM via: Plasmopara|TI|MM|579^12^0
43231851|*Cell Cycle|C0007586|714|MH|RtM via: oospore formation|TI|MM|886^17^0
43231851|*Necrosis|C0027540|663|MH|RtM via: Necrosis|TI|MM|786^8^0
43231851|*Disease Outbreaks|C0012652|255|MH|RtM via: Disease Outbreaks;Forced Non-Leaf Node Lookup:outbreaks|TI|MM|559^8^0
43231851|Germany|C0017480|621|MH|RtM via: Germany|TI|MM|663^7^0
43231852|Animals|C0003062|18265|CT|Diapause;CT Treecode Lookup: G07.345.500.550.500 (Diapause);Flies;CT Treecode Lookup: B01.050.500.13CT Treecode Lookup: G07.345.500.550.500 (Diapause)||MM
43231852|*Temperature|C0039476|7260|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|2789^11^0;2615^12^0;2544^11^0;2403^12^0;2286^12^0;2186^11^0;2027^11^0;1722^12^0;2264^11^0
43231852|*Soil|C0037592|3618|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|1986^4^0
43231852|*Color|C0009393|3012|MH|RtM via: Yellow color;RtM via: Green color;Forced Leaf Node Lookup:colours|TI|MM|1668^6^0;1697^8^0;1675^6^0
43231852|*Cold-Shock Response|C2936483|2214|MH|RtM via: Cold Shock Stress;Forced Leaf Node Lookup:cold shocks|TI|MM|2990^10^0;2582^10^0
43231852|*Diapause|C0596433|17265|MH|RtM via: Diapause;Forced Non-Leaf Node Lookup:diapause|TI|MM|2912^8^0;2934^8^0
43231852|*Immunotherapy, Adoptive|C0079613|5142|MH|RtM via: Adoptive Immunotherapy|TI|MM|2416^6^0
