C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\tranamermicrsoci\input.txt
10.2307/3224628|Animals|C0003062|68320|CT|Animal Shells;CT Treecode Lookup: A13.080 (Animal Shells);Crustacea;CT Treecode Lookup: B01.050.500.131 (Crustacea)||MM;RC
10.2307/3226094|*Lip|C0023759|50097|HM|RtM via: Van der Woude syndrome|TI|MM|759^4^0
10.2307/3226094|*Abnormalities, Multiple|C0000772|45273|HM|RtM via: Van der Woude syndrome|TI|MM|759^4^0
10.2307/3226094|*Cysts|C0010709|46359|HM|RtM via: Van der Woude syndrome|TI|MM|759^4^0
10.2307/3226094|Spiders|C0037913|5101|MH|Forced Non-Leaf Node Lookup:spiders||MM;RC|84^7^0
10.2307/3226095|Male|C0086582|441838|CT|Spermatids;CT Treecode Lookup: A05.360.490.890 (Spermatids);Spermatids;CT Treecode Lookup: A11.497.760 (Spermatids);Testis;CT Treecode Lookup: A05.360.444 (Testis);Spermatozoa;CT Treecode Lookup: A05.360.490.890 (Spermatozoa);Spermatozoa;CT Treecode Lookup: A11.497.760 (Spermatozoa);CT Text Lookup: spermatids;CT Text Lookup: spermatogenesis;CT Text Lookup: spermatozoa;CT Text Lookup: testis|TI|MM;RC|415^10^0;28^15^0;492^11^0;116^6^0
10.2307/3226095|*Spermatids|C0037857|421614|MH|RtM via: Spermatid;Forced Leaf Node Lookup:spermatids|TI|MM;RC|462^10^0;415^10^0
10.2307/3226095|*Testis|C0039597|221082|MH|RtM via: Testis;Forced Leaf Node Lookup:testis|TI|MM;RC|116^6^0
10.2307/3226095|*Nuclear Proteins|C0028589|50895|MH|RtM via: Nuclear Proteins;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nuclear proteins|TI|MM|583^16^0
10.2307/3226095|*Spermatogenesis|C0037864|440838|MH|RtM via: Spermiogenesis;RtM via: Spermatogenesis;Forced Non-Leaf Node Lookup:spermatogenesis|TI|MM;RC|443^14^0;303^13^0;28^15^0
10.2307/3226095|*Spermatozoa|C0037868|140202|MH|RtM via: sperm cell;Forced Non-Leaf Node Lookup:spermatozoa|TI|MM;RC|492^11^0
10.2307/3226095|*Meiosis|C0025186|61113|MH|RtM via: Meiosis;Forced Non-Leaf Node Lookup:meiosis|TI|MM;RC|371^7^0
10.2307/3226095|*Cysts|C0010709|375|MH|RtM via: Cyst;Forced Non-Leaf Node Lookup:cysts|TI|MM|430^4^0;283^5^0
10.2307/3226096|*Least-Squares Analysis|C0023189|1241|MH|RtM via: Least-Squares Analysis;Forced Leaf Node Lookup:least squares analysis|TI|MM|1303^22^0
10.2307/3226096|*Ciliophora|C0085330|3066|MH|RtM via: Blepharisma|TI|MM;RC|95^11^0
10.2307/3226096|*Marital Status|C0024819|2901|MH|RtM via: Legally Separated|TI|MM|920^9^0
10.2307/3226096|*Social Problems|C0037431|1101|MH|RtM via: Legally Separated|TI|MM|920^9^0
10.2307/3226096|*Muscles|C0026845|822|MH|RtM via: Muscle Tissue|TI|MM|892^8^0
10.2307/3226097|Mice|C0026809|54937|CT|RtM via: Mus;CT Text Lookup: mouse|TI|MM;RC|146^5^0
10.2307/3226097|Animals|C0003062|54937|CT|RtM via: Mus;Schistosoma mansoni;CT Treecode Lookup: B01.050.500.500 (Schistosoma mansoni);CT Text Lookup: mouse|TI|MM;RC|146^5^0
10.2307/3226097|*Schistosoma mansoni|C0036319|19976|MH|RtM via: Schistosoma mansoni;Forced Leaf Node Lookup:schistosoma mansoni;checkForceMH Boosted|TI|MM;RC|46^19^0
10.2307/3226097|*Erythrocyte Count|C0014772|53937|MH|RtM via: Red Blood Cell Count measurement|TI|MM|1307^15^0;1076^15^0;797^15^0;375^15^0;284^15^0
10.2307/3226097|*Red Blood Cells|C0014792|24951|ET|Entry Term Replacement for "Erythrocytes";RtM via: Erythrocytes;RtM via: Red blood cells, blood product;Forced Non-Leaf Node Lookup:red blood cells|TI|MM;RC|1307^15^0;1076^15^0;797^15^0;375^15^0;284^15^0;1135^15^0
10.2307/3226097|*Rough Endoplasmic Reticulum|C0230779|13242|ET|Entry Term Replacement for "Endoplasmic Reticulum, Rough";RtM via: Rough endoplasmic reticulum;Forced Non-Leaf Node Lookup:rough endoplasmic reticulum|TI|MM|1009^27^0
10.2307/3226097|*Esophagus|C0014876|12942|MH|RtM via: Esophagus;Forced Non-Leaf Node Lookup:esophagus|TI|MM;RC|742^9^0
10.2307/3226098|Pregnancy|C0032961|318177|CT|CT Text Lookup: pregnancy|TI|MM;RC|84^9^0;154^9^0;565^9^0;1488^9^0
10.2307/3226098|Female|C0086287|318177|CT|Luteal Cells;CT Treecode Lookup: A05.360.319 (Luteal Cells);Corpus Luteum;CT Treecode Lookup: A05.360.319 (Corpus Luteum);Endometrium;CT Treecode Lookup: A05.360.319 (Endometrium);CT Text Lookup: blastocyst implantation;CT Text Lookup: endometrium;CT Text Lookup: lutein cell;CT Text Lookup: pregnancy|TI|MM;RC|1549^23^0;1464^11^0;847^11^0;84^9^0
10.2307/3226098|Mice|C0026809|318177|CT|RtM via: Mus;CT Text Lookup: mice|TI|MM;RC|1386^4^0;1148^4^0;933^4^0;607^4^0;283^4^0;40^4^0
10.2307/3226098|Animals|C0003062|318177|CT|RtM via: Mus;CT Text Lookup: mice|TI|MM;RC|1386^4^0;1148^4^0;933^4^0;607^4^0;283^4^0;40^4^0
10.2307/3226098|*Luteal Cells|C0024156|317177|MH|RtM via: Luteal Cells;Forced Leaf Node Lookup:lutein cell|TI|MM;RC|847^11^0
10.2307/3226098|*Progesterone|C0033308|189475|MH|RtM via: Progesterone;Forced Leaf Node Lookup:progesterone;checkForceMH Boosted|TI|MM;RC|1428^12^0;1340^12^0
10.2307/3226098|*Cholesterol Esters|C0008387|93988|MH|RtM via: Cholesterol Esters;Forced Leaf Node Lookup:cholesterol esters;checkForceMH Boosted|TI|MM|1270^18^0
10.2307/3226098|*Oxygen|C0030054|83687|MH|RtM via: Oxygen;RtM via: Oxygen 21 %;checkForceMH Boosted;Forced Non-Leaf Node Lookup:oxygen|TI|MM;RC|1167^6^0;918^6^0;741^6^0;337^6^0;1191^2^1;1195^6^1;627^2^1;631^6^1;366^2^1;370^6^1;56^6^0;406^6^0
10.2307/3226098|*Altitude|C0002349|61490|MH|RtM via: Altitude;Forced Leaf Node Lookup:altitudes|TI|MM|393^8^0
10.2307/3226098|*Chalk|C0205687|44882|ET|Entry Term Replacement for "Calcium Carbonate";RtM via: Chalk;checkForceMH Boosted|TI|MM|753^5^0
10.2307/3226098|*Corpus Luteum|C0010092|288429|MH|RtM via: Structure of corpus luteum of ovary;Forced Non-Leaf Node Lookup:corpora lutea|TI|MM;RC|1369^6^0;590^13^0;506^13^0;268^6^0;206^13^0;705^13^0
10.2307/3226098|*Implantation, Embryo|C0029976|75024|ET|Entry Term Replacement for "Embryo Implantation";RtM via: Blastocyst Implantation, natural;Forced Non-Leaf Node Lookup:blastocyst implantations|TI|MM|1549^23^0;101^19^0
10.2307/3226098|*Endoplasmic Reticulum|C0014239|75000|MH|RtM via: Endoplasmic Reticulum;Forced Non-Leaf Node Lookup:endoplasmic reticulum|TI|MM;RC|890^21^0
10.2307/3226098|*Endometrium|C0014180|72933|MH|RtM via: Endometrium;Forced Non-Leaf Node Lookup:endometrium|TI|MM;RC|1464^11^0
10.2307/3226098|*Hypoxia|C0242184|18867|MH|RtM via: Hypoxia;Forced Non-Leaf Node Lookup:hypoxia|TI|MM|1621^7^0;1402^7^0;248^7^0
10.2307/3226099|Animals|C0003062|27810|CT|Nematocyst;CT Treecode Lookup: A13.655 (Nematocyst);Renilla;CT Treecode Lookup: B01.050.500.308 (Renilla)||MM;RC
10.2307/3226099|Male|C0086582|27810|CT|Leydig Cells;CT Treecode Lookup: A05.360.444 (Leydig Cells)||MM
10.2307/3226099|*Nematocyst|C1166662|26810|MH|RtM via: Nematocyst;Forced Leaf Node Lookup:nematocysts|TI|MM;RC|463^10^0;55^11^0
10.2307/3226099|*Renilla|C1093003|5468|MH|RtM via: Renilla reniformis;Forced Leaf Node Lookup:renillas;checkForceMH Boosted|TI|MM|137^18^0
10.2307/3226099|*Electron Microscopy|C0026019|11583|ET|Entry Term Replacement for "Microscopy, Electron";RtM via: Electron Microscopy;Forced Non-Leaf Node Lookup:electron microscopy|TI|MM;RC|173^19^0
10.2307/3226099|*Leydig Cells|C0023602|5322|MH|RtM via: Structure of interstitial cell of Leydig;RtM via: interstitial cell|TI|MM|240^17^0
10.2307/3226099|*Cell Differentiation|C0007589|375|MH|RtM via: Cell Differentiation process;Forced Non-Leaf Node Lookup:differentiation|TI|MM|394^15^0;32^15^0
10.2307/3226100|Male|C0086582|88315|CT|CT Text Lookup: male|TI|MM;RC|343^4^0
10.2307/3226100|Animals|C0003062|88315|CT|Copepoda;CT Treecode Lookup: B01.050.500.131 (Copepoda);Xiphophorus;CT Treecode Lookup: B01.050.150.900.493 (Xiphophorus)||MM;RC
10.2307/3226100|Pacific Ocean|C0030171|87315|MH|RtM via: Pacific Ocean;Forced Leaf Node Lookup:pacific ocean|TI|MM;RC|185^13^0
10.2307/3226100|*Copepoda|C0323853|18237|MH|RtM via: Copepoda;RtM via: Pseudocyclops;Forced Leaf Node Lookup:copepods;checkForceMH Boosted|TI|MM;RC|34^7^0;200^13^0;43^13^0
10.2307/3226100|Los Angeles|C0024015|3927|MH|RtM via: Los Angeles;Forced Leaf Node Lookup:los angeles|TI|MM|85^11^0
10.2307/3226100|*Xiphophorus|C0043357|2376|ET|Entry Term Replacement for "Cyprinodontiformes";RtM via: Xiphophorus|TI|MM|295^11^0
10.2307/3226100|Animal Distribution|C3494412|165|MH|||RC
10.2307/3226100|*Name|C0027365|42|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM|471^4^0
10.2307/3226102|Mice|C0026809|37123|CT|RtM via: Mus;CT Text Lookup: mice;CT Text Lookup: mouse|TI|MM;RC|565^4^0;373^4^0;81^4^0;297^5^0
10.2307/3226102|Animals|C0003062|37123|CT|RtM via: Mus;CT Text Lookup: mice;CT Text Lookup: mouse|TI|MM;RC|565^4^0;373^4^0;81^4^0;297^5^0
10.2307/3226102|*Microscopy, Electron, Scanning|C0026020|4540|MH|Forced Leaf Node Lookup:scanning electron microscope|TI|MM;RC|116^28^0
10.2307/3226102|*Cecum|C0007531|36123|MH|RtM via: Cecum;Forced Non-Leaf Node Lookup:cecums|TI|MM;RC|45^5^0;303^5^0
10.2307/3226102|*Intestine|C0021853|22665|ET|Entry Term Replacement for "Intestines";RtM via: Intestines;Forced Non-Leaf Node Lookup:intestines|TI|MM;RC|539^9^0;497^10^0
10.2307/3226102|*Intestinal Mucosa|C0021839|15162|MH|RtM via: Intestinal Villus|TI|MM;RC|316^5^0;254^5^0
10.2307/3226102|*Duodenum|C0013303|11178|MH|RtM via: Intestinal Villus|TI|MM;RC|316^5^0;254^5^0
10.2307/3226102|*Bacteria|C0004611|906|MH|RtM via: Bacteria;Forced Non-Leaf Node Lookup:bacteria|TI|MM|585^8^0
10.2307/3226103|Animals|C0003062|12961|CT|Turbellaria;CT Treecode Lookup: B01.050.500.500 (Turbellaria);Horseshoe Crabs;CT Treecode Lookup: B01.050.500.131 (Horseshoe Crabs);Platyhelminths;CT Treecode Lookup: B01.050.500.500 (Platyhelminths)||MM;RC
10.2307/3226103|*Turbellaria|C0041393|11961|MH|RtM via: Turbellaria;checkForceMH Boosted;Forced Non-Leaf Node Lookup:turbellarias|TI|MM;RC|133^11^0
10.2307/3226103|*Horseshoe Crabs|C0019945|6999|MH|RtM via: Limulus polyphemus;RtM via: Xiphosura;Forced Leaf Node Lookup:limulus polyphemus;Forced Leaf Node Lookup:xiphosuras;checkForceMH Boosted|TI|MM;RC|168^18^0;188^9^0
10.2307/3226103|*Glycogen|C0017911|4488|MH|RtM via: Glycogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:glycogen|TI|MM;RC|433^8^0
10.2307/3226103|*Paraffin|C0030415|4050|MH|RtM via: Paraffin;Forced Leaf Node Lookup:paraffin;checkForceMH Boosted|TI|MM|80^8^0
10.2307/3226103|*Vacuoles|C0042219|2547|MH|RtM via: Vacuole;Forced Leaf Node Lookup:vacuoles|TI|MM|314^8^0
10.2307/3226103|*Candida|C0006836|1584|MH|RtM via: Candida (fungus);checkForceMH Boosted;Forced Non-Leaf Node Lookup:candidas|TI|MM|124^7^0
10.2307/3226103|*Platyhelminths|C0032211|3831|MH|RtM via: Bdelloura|TI|MM|637^9^0
10.2307/3226103|*Maintenance|C0024501|2406|MH|RtM via: Maintenance|TI|MM|283^11^0
10.2307/3226103|*Seawater|C0036499|474|MH|RtM via: Seawater;Forced Non-Leaf Node Lookup:sea waters|TI|MM;RC|234^9^0
10.2307/3226103|*Histological Techniques|C0019637|309|MH|RtM via: Sectioning technique|TI|MM|102^8^0
10.2307/3226104|Animals|C0003062|29070|CT|Flatfishes;CT Treecode Lookup: B01.050.150.900.493 (Flatfishes);Flounder;CT Treecode Lookup: B01.050.150.900.493 (Flounder);Leeches;CT Treecode Lookup: B01.050.500.091 (Leeches)||MM;RC
10.2307/3226104|*Flatfishes|C0016201|28070|MH|RtM via: Flatfishes;checkForceMH Boosted;Forced Non-Leaf Node Lookup:flatfishes|TI|MM;RC|87^10^0
10.2307/3226104|*Flounder|C0016259|23472|MH|RtM via: Hippoglossina stomata;RtM via: Pleuronichthys decurrens;RtM via: Pleuronichthys verticalis|TI|MM;RC|99^21^0;153^24^0;122^25^0
10.2307/3226104|*Pigmentation|C0031911|3309|MH|RtM via: Pigmentation;Forced Non-Leaf Node Lookup:pigmentations|TI|MM|282^12^0
10.2307/3226104|*Pigmentation Disorders|C0549567|2730|MH|RtM via: Structure showing abnormal deposition of pigment (morphologic abnormality)|TI|MM|282^12^0
10.2307/3226104|*Leeches|C0023209|645|MH|RtM via: Austrobdella californiana|TI|MM;RC|28^25^0
10.2307/3226104|California|C0006754|12|MH|RtM via: California|TI|MM|211^10^0
10.2307/3226105|Animals|C0003062|82567|CT|Trematoda;CT Treecode Lookup: B01.050.500.500 (Trematoda);Characidae;CT Treecode Lookup: B01.050.150.900.493 (Characidae);Fishes;CT Treecode Lookup: B01.050.150.900.493 (Fishes);Characiformes;CT Treecode Lookup: B01.050.150.900.493 (Characiformes)||MM;RC
10.2307/3226105|*Characidae|C0998857|44040|MH|RtM via: Characidae;RtM via: Genus Astyanax;Forced Leaf Node Lookup:characids;checkForceMH Boosted|TI|MM|65^8^0;162^8^0
10.2307/3226105|*Pharynx|C0031354|16704|MH|RtM via: Pharyngeal structure;Forced Leaf Node Lookup:pharynxs|TI|MM|253^7^0
10.2307/3226105|Colombia|C3245499|7743|MH|RtM via: Colombia;Forced Leaf Node Lookup:colombia|TI|MM|84^8^0
10.2307/3226105|*Acetabulum|C0000962|7320|MH|RtM via: Bone structure of acetabulum;Forced Leaf Node Lookup:acetabulums|TI|MM|468^10^0
10.2307/3226105|*Trematoda|C0040818|81567|MH|RtM via: Phyllodistomum|TI|MM;RC|222^14^0
10.2307/3226105|*Characiformes|C0998856|9882|MH|RtM via: Megaleporinus muyscorum|TI|MM|297^19^0
10.2307/3226105|*Esophagus|C0014876|7182|MH|RtM via: Esophagus;Forced Non-Leaf Node Lookup:esophagus|TI|MM|421^9^0
10.2307/3225859|Animals|C0003062|52687|CT|Mollusk;CT Treecode Lookup: B01.050.500.644 (Mollusk)||MM;RC
10.2307/3225859|*Neurosecretion|C0027911|15019|MH|RtM via: Neurosecretion;Forced Leaf Node Lookup:neurosecretions|TI|MM|970^14^0
10.2307/3225859|*Ganglia|C0017067|51687|MH|RtM via: Ganglia;RtM via: Cerebral ganglion;Forced Non-Leaf Node Lookup:ganglia|TI|MM;RC|455^8^0;312^7^0;76^7^0;562^17^0;174^7^0
10.2307/3225859|*Neurons|C0027882|21810|MH|RtM via: Neurons;Forced Non-Leaf Node Lookup:neurons|TI|MM;RC|942^7^0;406^7^0
10.2307/3225859|*Central Nervous System|C3714787|18126|MH|RtM via: Central Nervous System|TI|MM;RC|1077^22^0;189^22^0
10.2307/3225859|*Mollusk|C0026391|15642|ET|Entry Term Replacement for "Mollusca";RtM via: Mollusca;Forced Non-Leaf Node Lookup:molluscs|TI|MM;RC|237^7^0
10.2307/3225859|*Giant Cells|C0017526|2715|MH|RtM via: Giant Cells;Forced Non-Leaf Node Lookup:giant cells|TI|MM|1311^11^0;1044^11^0
10.2307/3225859|*Staining|C0487602|1947|ET|Entry Term Replacement for "Staining and Labeling";RtM via: Staining method;Forced Non-Leaf Node Lookup:stainings|TI|MM;RC|631^8^0
10.2307/3225860|Animals|C0003062|126977|CT|Daphnia;CT Treecode Lookup: B01.050.500.131 (Daphnia);Ursidae;CT Treecode Lookup: B01.050.150.900.649.313.750 (Ursidae)||MM;RC
10.2307/3225860|*Daphnia|C0010979|19393|MH|RtM via: Daphnia magna;RtM via: Daphnia pulex;Forced Leaf Node Lookup:daphnias;checkForceMH Boosted|TI|MM;RC|785^13^0;69^13^0
10.2307/3225860|*Ursidae|C0004897|19261|MH|RtM via: Ursidae Family;Forced Leaf Node Lookup:bears;checkForceMH Boosted|TI|MM|83^5^0
10.2307/3225860|Van der Woude syndrome|C0175697|125977|NM|RtM via: Van der Woude syndrome|TI|MM|120^4^0
10.2307/3225860|*Cleft Lip|C0008924|125976|HM|RtM via: Van der Woude syndrome|TI|MM|120^4^0
10.2307/3225860|*Cleft Palate|C0008925|109272|HM|RtM via: Van der Woude syndrome|TI|MM|120^4^0
10.2307/3225860|*Lip|C0023759|49467|HM|RtM via: Van der Woude syndrome|TI|MM|120^4^0
10.2307/3225860|*Abnormalities, Multiple|C0000772|45054|HM|RtM via: Van der Woude syndrome|TI|MM|120^4^0
10.2307/3225860|*Cysts|C0010709|45069|HM|RtM via: Van der Woude syndrome|TI|MM|120^4^0
10.2307/3225860|*Bacteria|C0004611|195|MH|RtM via: Bacteria;Forced Non-Leaf Node Lookup:bacteria|TI|MM|683^8^0
10.2307/3225861|Animals|C0003062|49795|CT|Sensilla;CT Treecode Lookup: A13.093 (Sensilla);Oligochaeta;CT Treecode Lookup: B01.050.500.091 (Oligochaeta)||MM;RC
10.2307/3225861|Male|C0086582|49795|CT|Penis;CT Treecode Lookup: A05.360.444 (Penis);Penile Diseases;CT Treecode Lookup: C12.294.494 (Penile Diseases);Foreskin;CT Treecode Lookup: A05.360.444 (Foreskin);CT Text Lookup: penis|TI|MM;RC|192^5^0
10.2307/3225861|Humans|C0086418|49795|CT|Penile Diseases;CT Treecode Lookup: C12.294.494 (Penile Diseases)||MM
10.2307/3225861|*Rivers|C0337050|6666|MH|RtM via: Streams;Forced Leaf Node Lookup:streams|TI|MM|79^7^0
10.2307/3225861|*Sensilla|C2936471|5898|MH|RtM via: Setae;Forced Leaf Node Lookup:setae|TI|MM|419^5^0
10.2307/3225861|*Penis|C0030851|48795|MH|RtM via: penis;Forced Non-Leaf Node Lookup:penis|TI|MM;RC|282^5^0;192^5^0;385^5^0
10.2307/3225861|*Penile Diseases|C0030846|37452|MH|RtM via: Micropenis|TI|MM|176^5^1;192^5^1
10.2307/3225861|*Foreskin|C0227952|26481|MH|RtM via: Foreskin of penis|TI|MM|198^6^0
10.2307/3225861|*Oligochaeta|C0028942|2931|MH|RtM via: Naididae;RtM via: Limnodrilus grandisetosus|TI|MM;RC|47^11^0;444^25^0;122^11^0
10.2307/3225861|Southeastern United States|C0037722|12|MH|RtM via: Southeastern United States|TI|MM|94^26^0
10.2307/3225862|Animals|C0003062|27524|CT|Urodela;CT Treecode Lookup: B01.050.150.900.090 (Urodela)||MM;RC
10.2307/3225862|*Rivers|C0337050|26524|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM;RC|175^5^0
10.2307/3225862|*Anal Canal|C0227411|3058|MH|RtM via: Anus;Forced Leaf Node Lookup:anus|TI|MM|324^4^0
10.2307/3225862|Missouri|C0026222|2920|MH|RtM via: Missouri;RtM via: Ozark County, MO;Forced Leaf Node Lookup:missouri|TI|MM;RC|199^8^0;182^12^0
10.2307/3225862|*Urodela|C0042058|13857|MH|RtM via: Hellbender;RtM via: Cryptobranchus alleganiensis|TI|MM;RC|84^11^0;97^28^0
10.2307/3225862|*Marital Status|C0024819|5145|MH|RtM via: Legally Separated|TI|MM|486^9^0
10.2307/3225862|*Back|C0004600|4155|MH|RtM via: Back|TI|MM|254^6^0
10.2307/3225862|*Torso|C0460005|2781|MH|RtM via: Back structure, including back of neck|TI|MM|254^6^0
10.2307/3225863|Animals|C0003062|1222|CT|Fish Diseases;CT Treecode Lookup: C22 (Fish Diseases)||RC
10.2307/3225863|*Water Wells|C3179044|222|MH|RtM via: Water Wells|TI|MM;RC|63^5^0
10.2307/3225863|Fish Diseases|C0016154|23|MH|||RC
10.2307/3225864|Animals|C0003062|23284|CT|Hydrozoan;CT Treecode Lookup: B01.050.500.308 (Hydrozoan)||MM;RC
10.2307/3225864|Female|C0086287|23284|CT|CT Text Lookup: female|TI|MM;RC|525^6^0
10.2307/3225864|*Estuaries|C3494468|22284|MH|RtM via: Estuaries;Forced Leaf Node Lookup:estuary|TI|MM;RC|152^7^0
10.2307/3225864|Maine|C0024497|18081|MH|RtM via: Maine (geographic location);Forced Leaf Node Lookup:maine|TI|MM|825^5^0
10.2307/3225864|New Hampshire|C0027969|18081|MH|RtM via: New Hampshire;Forced Leaf Node Lookup:new hampshire|TI|MM|924^13^0
10.2307/3225864|*Hydrozoan|C0178442|16968|ET|Entry Term Replacement for "Hydrozoa";RtM via: Hydrozoa;RtM via: Eudendrium;checkForceMH Boosted;Forced Non-Leaf Node Lookup:hydrozoans|TI|MM;RC|597^9^0;617^10^0
10.2307/3225864|*Bays|C3203003|11007|MH|RtM via: Inlets (geographic);Forced Leaf Node Lookup:inlets;Forced Leaf Node Lookup:bay|TI|MM|146^5^0;844^3^0
10.2307/3225864|South Africa|C0037712|4128|MH|RtM via: South Africa;Forced Leaf Node Lookup:south africa|TI|MM|366^12^0
10.2307/3225864|South Carolina|C0037716|4128|MH|RtM via: South Carolina;Forced Leaf Node Lookup:south carolina|TI|MM|173^14^0
10.2307/3225864|Massachusetts|C0024874|13965|MH|RtM via: Massachusetts (geographic location);Forced Non-Leaf Node Lookup:massachusetts|TI|MM|849^13^0
10.2307/3225864|*Islands|C0022130|13644|MH|RtM via: Islands|TI|MM|817^6^0
10.2307/3225864|*Habitat|C0871648|5415|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM|466^7^0
10.2307/3225865|Animals|C0003062|2194|CT|Arthropods;CT Treecode Lookup: B01.050.500.131 (Arthropods)||MM;RC
10.2307/3225865|Male|C0086582|2194|CT|CT Text Lookup: male|TI|MM;RC|406^4^0;469^4^0
10.2307/3225865|Female|C0086287|2194|CT|CT Text Lookup: female|TI|MM;RC|415^6^0
10.2307/3225865|*Arthropods|C0003903|1194|MH|RtM via: Onychiurus|TI|MM;RC|46^10^0
10.2307/3225865|*Genital|C0017420|771|ET|Entry Term Replacement for "Genitalia";RtM via: Genitalia|TI|MM|422^7^0
10.2307/3225865|*Urogenital System|C0042066|456|MH|RtM via: Genital system|TI|MM|422^7^0
10.2307/3225865|*Abdomen|C0000726|57|MH|RtM via: Abdomen|TI|MM|180^9^0
10.2307/3225865|Genitalia, Female|C0017421|1000|MH|Forced Non-Leaf Node Lookup:female genitals||MM|415^14^0
10.2307/3225866|*Euplotes|C0085343|1341|MH|Forced Leaf Node Lookup:euplotes;checkForceMH Boosted|TI|MM;RC|59^8^0
10.2307/3225866|*Ciliophora|C0085330|2664|MH|RtM via: Moneuplotes crassus|TI|MM;RC|59^16^0
10.2307/3225866|*Killer Cells, Natural|C0022688|2661|MH|RtM via: Natural Killer Cells|TI|MM|92^11^0
10.2307/3225867|strong silver protein|C0075331|25680|NM|RtM via: strong silver protein;Forced SCR Leaf Node Lookup:protargol|TI|MM|230^9^0;56^9^0
10.2307/3225867|*Tetrahymena pyriformis|C0039680|9083|MH|RtM via: Tetrahymena pyriformis;Forced Leaf Node Lookup:tetrahymena pyriformis;checkForceMH Boosted|TI|MM;RC|80^22^0
10.2307/3225867|*Temperature|C0039476|5050|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM;RC|182^11^0
10.2307/3225867|*Gold|C0018026|3109|MH|RtM via: Gold;checkForceMH Boosted;Forced Non-Leaf Node Lookup:gold|TI|MM|131^4^0
10.2307/3225867|*Silver Proteins|C0382507|25679|HM|RtM via: strong silver protein|TI|MM;RC|230^9^0;56^9^0
10.2307/3225867|*Albumins|C0001924|2661|MH|RtM via: Albumins|TI|MM|304^7^0
10.2307/3225867|*Names|C0027365|1686|MH|RtM via: Proprietary Name|TI|MM|221^5^0
10.2307/3225867|*Hypochlorous Acid|C0020600|450|MH|RtM via: Bleach|TI|MM|117^9^0
10.2307/3225867|*Attention|C0004268|186|MH|RtM via: Attention;Forced Non-Leaf Node Lookup:attention|TI|MM|156^9^0
10.2307/3225867|Hydrogen-Ion Concentration|C0020283|1000|MH|Forced Non-Leaf Node Lookup:ph||MM|214^2^0
10.2307/3225868|*Depression|C0011570|482|MH|Forced Leaf Node Lookup:depressions|TI|MM|384^11^0
10.2307/3225868|Spores, Protozoan|C0521069|5441|MH|Spores Specifics:Spores||MM;RC
10.2307/3225868|*Haplosporida|C1003534|3147|MH|RtM via: Urosporidium|TI|MM;RC|43^12^0
10.2307/3225868|*Cell Membrane|C0007603|846|MH|RtM via: Cell surface|TI|MM|440^12^0;347^12^0
10.2307/3225869|Animals|C0003062|41416|CT|Turtles;CT Treecode Lookup: B01.050.150.900.833 (Turtles);Snakes;CT Treecode Lookup: B01.050.150.900.833 (Snakes);Trematoda;CT Treecode Lookup: B01.050.500.500 (Trematoda);Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites)||MM;RC
10.2307/3225869|*Turtles|C0041412|40416|MH|RtM via: Turtle;Forced Leaf Node Lookup:turtles;checkForceMH Boosted|TI|MM;RC|360^7^0
10.2307/3225869|*Parasites|C0030498|7290|MH|RtM via: Parasites;checkForceMH Boosted|TI|MM|338^10^0
10.2307/3225869|*Snakes|C0037382|34695|MH|RtM via: Snakes;Forced Non-Leaf Node Lookup:snakes|TI|MM;RC|349^6^0
10.2307/3225869|*Trematoda|C0040818|29400|MH|RtM via: Trematoda;RtM via: Telorchis;Forced Non-Leaf Node Lookup:trematodes|TI|MM;RC|321^10^0;34^9^0;158^9^0
