C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\systgeogplan\input.txt
10.2307/3668585|Botany|C0006038|655|MH|||RC
10.2307/3668586|Humans|C0086418|1000|CT|Forced Humans: Students||MM
10.2307/3668742|*Geography|C0017447|2952|MH|RtM via: Geography;Forced Non-Leaf Node Lookup:geography|TI|MM|254^9^0
10.2307/3668742|*River|C0337050|930|ET|Entry Term Replacement for "Rivers";RtM via: Rivers|TI|MM|186^5^0
10.2307/3668742|Nuclear Family|C0028574|1000|MH|Forced Non-Leaf Node Lookup:son||MM|664^3^0
10.2307/3668743|Comoros|C0009490|12899|MH|RtM via: Mayotte;RtM via: Comoros;Forced Leaf Node Lookup:comoros;Forced Leaf Node Lookup:mayotte|TI|MM|1768^7^0;1211^7^0;629^9^0;77^7^0;86^6^0;1140^7^0;2263^7^0
10.2307/3668743|Madagascar|C0024443|9229|MH|RtM via: Madagascar;Forced Leaf Node Lookup:madagascar|TI|MM|1436^10^0;802^10^0;292^10^0
10.2307/3668743|*Volcanic Eruptions|C0042946|3457|MH|RtM via: Volcanic Eruptions;Forced Leaf Node Lookup:volcanic eruptions|TI|MM|902^18^0
10.2307/3668743|Africa|C0001737|16596|MH|RtM via: Africa;Forced Non-Leaf Node Lookup:africa|TI|MM;RC|281^6^0
10.2307/3668743|*Islands|C0022130|2724|MH|RtM via: Islands|TI|MM|715^8^0;67^6^0
10.2307/3668743|*Geology|C0017448|1656|MH|RtM via: Geology|TI|MM|639^10^0
10.2307/3668743|*Physical Phenomena|C2350446|504|MH|RtM via: Affinity|TI|MM|574^8^0;265^10^0
10.2307/3668743|Nuclear Family|C0028574|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1482^3^0
10.2307/3668744|Cameroon|C0006802|16720|MH|RtM via: Cameroon;Forced Leaf Node Lookup:cameroons|TI|MM|879^8^0
10.2307/3668744|Equatorial Guinea|C0014651|16720|MH|RtM via: Equatorial Guinea;Forced Leaf Node Lookup:equatorial guinea|TI|MM|889^17^0
10.2307/3668744|Gabon|C0016910|16078|MH|RtM via: Gabon;Forced Leaf Node Lookup:gabon|TI|MM|2134^5^0;911^5^0
10.2307/3668744|*Metadata|C1708992|9115|MH|RtM via: Metadata;Forced Leaf Node Lookup:metadata|TI|MM|171^8^0
10.2307/3668744|Nigeria|C0028075|7171|MH|RtM via: Nigeria;Forced Leaf Node Lookup:nigeria|TI|MM|870^7^0
10.2307/3668744|Madagascar|C0024443|6355|MH|RtM via: Madagascar;Forced Leaf Node Lookup:madagascar|TI|MM|2057^10^0;1378^10^0;834^10^0;234^10^0
10.2307/3668744|*Geographic Information Systems|C0815319|4348|MH|Forced Leaf Node Lookup:gis|TI|MM|36^3^0;463^3^0
10.2307/3668744|*Diarrhea, Infantile|C0011992|22314|HM|RtM via: DIARRHEA 5, WITH TUFTING ENTEROPATHY, CONGENITAL|TI|MM|2073^4^0
10.2307/3668744|*Malabsorption Syndromes|C0024523|16668|HM|RtM via: DIARRHEA 5, WITH TUFTING ENTEROPATHY, CONGENITAL|TI|MM|2073^4^0
10.2307/3668744|*Records|C0034869|7710|MH|RtM via: Records|TI|MM|265^7^0
3668760|Malawi|C0024548|28614|MH|RtM via: Malawi;Forced Leaf Node Lookup:malawi|TI|MM|65^6^0
3668760|*Checklist|C1707357|22503|MH|RtM via: Checklist;Forced Leaf Node Lookup:checklists|TI|MM|151^9^0
3668760|Microsporum|C0026033|238374|MH|||RC
3668760|Trichophyton|C0040933|61245|MH|||RC
3668760|South Africa|C0037712|42981|MH|RtM via: South Africa|TI|MM|100^5^1;115^6^1
3668761|Animals|C0003062|249541|CT|Abortion, Veterinary;CT Treecode Lookup: C13.703.039.422 (Abortion, Veterinary);Abortion, Veterinary;CT Treecode Lookup: C22 (Abortion, Veterinary)||RC
3668761|Female|C0086287|249541|CT|Abortion, Veterinary;CT Treecode Lookup: C13.703.039.422 (Abortion, Veterinary)||RC
3668761|Pregnancy|C0032961|1000|CT|Forced Treecode Turn Back On: C13.703.039.422 (Abortion, Veterinary)||MM
3668761|*Latex|C0023115|60550|MH|RtM via: Latex;Forced Leaf Node Lookup:latex;checkForceMH Boosted|TI|MM|602^5^0
3668761|*Tylophora|C1016964|58288|MH|RtM via: Tylophora;RtM via: Tylophora parviflora;Forced Leaf Node Lookup:tylophoras;checkForceMH Boosted|TI|MM|500^9^0;271^9^0;107^9^0;142^20^0;304^9^0
3668761|*Inflorescence|C2697680|40943|MH|RtM via: Inflorescence;Forced Leaf Node Lookup:inflorescences|TI|MM|627^14^0
3668761|*Odorants|C2985522|29963|MH|RtM via: Fragrance (odor);Forced Leaf Node Lookup:fragrances|TI|MM|789^9^0
3668761|Philippines|C0031529|28322|MH|RtM via: Philippines;Forced Leaf Node Lookup:philippines|TI|MM|64^11^0
3668761|Mucorales|C0026717|248541|MH|||RC
3668761|Abortion, Veterinary|C0000823|155321|MH|||RC
3668761|*Plant Leaves|C0242724|3972|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|578^6^0
3668762|aluminoborate cement|C0051507|61840|NM|RtM via: Albo;Forced SCR Leaf Node Lookup:albo|TI|MM|125^4^0
3668762|Democratic Republic of the Congo|C0043444|31965|MH|RtM via: Katanga -- geographic area;Forced Leaf Node Lookup:katanga;Geo Lookup:katangas|TI;AB|MM|406^7^0
3668762|Tanzania|C0039298|30648|MH|RtM via: Tanzania;Forced Leaf Node Lookup:tanzania|TI|MM|436^8^0
3668762|Droperidol|C0013136|143312|MH|||RC
3668762|Vomiting|C0042963|142181|MH|||RC
3668762|*Glass Ionomer Cements|C0017597|61839|HM|RtM via: Albo|TI|MM|125^4^0
3668763|*Angiosperm|C0330209|8253|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:angiosperms|TI|MM|184^10^0
3668763|Cameroon|C0006802|7512|MH|RtM via: Cameroon;Forced Leaf Node Lookup:cameroons|TI|MM|155^8^0
3668763|Chloral Hydrate|C0008161|90703|MH|||RC
3668763|Hypnotics and Sedatives|C0020592|18282|MH|||RC
3668764|Adie Syndrome|C0001519|112175|MH|||RC
3668764|Accommodation, Ocular|C0000936|40719|MH|||RC
3668765|Cataract Extraction|C0007389|316411|MH|||RC
3668765|Aphakia, Postcataract|C0003535|248515|MH|||RC
3668765|Nuclear Family|C0028574|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1283^3^0
3668765|Asia|C0003980|3|MH|RtM via: Asia|TI|MM|94^4^0
3668766|*Apocynaceae|C0949900|6941|MH|RtM via: Apocynaceae;RtM via: Chilocarpus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:apocynaceae|TI|MM|89^11^0;461^11^0;35^11^0
3668766|*Fruit|C0016767|3353|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|636^5^0;236^8^0
3668766|Cornea|C0010031|7664|MH|||RC
3668766|Ophthalmology|C0029087|4105|MH|||RC
3668766|*Behavior Therapy|C0004933|51|MH|RtM via: System Support Mapping|TI|MM|295^4^0
3668766|*Reproduction|C0035150|42|MH|RtM via: flowering|TI|MM|214^9^0
3668766|Asia|C0003980|3|MH|RtM via: Asia|TI|MM|151^4^0
3668767|*Psychotria|C1001324|91808|MH|RtM via: Psychotria;Forced Leaf Node Lookup:psychotrias;checkForceMH Boosted|TI|MM|913^10^0;442^10^0;412^10^0;212^10^0;59^10^0
3668767|*Rubiaceae|C0524885|55594|MH|RtM via: Rubiaceae;RtM via: Calycosia;RtM via: Dolianthus;RtM via: Hydnophytum;RtM via: Straussia;RtM via: Amaracarpus;RtM via: Psychotrieae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|79^9^0;1330^9^0;1163^9^0;1174^10^0;1109^11^0;1511^9^0;1190^9^0;1150^11^0;95^12^0
3668767|*Germination|C0242735|25471|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|976^11^0;522^11^0
3668767|*Endosperm|C2717855|24613|MH|RtM via: Endosperm;Forced Leaf Node Lookup:endosperms|TI|MM|1692^9^0;1432^9^0
3668767|Philippines|C0031529|24610|MH|RtM via: Philippines;Forced Leaf Node Lookup:philippines|TI|MM|733^11^0
3668767|*Introns|C0021920|22420|MH|RtM via: Introns;Forced Leaf Node Lookup:introns|TI|MM|192^6^0
3668767|*Ethanol|C0001962|21226|MH|RtM via: Ethanol;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ethanol|TI|MM|321^7^0
3668767|Hawaii|C0018619|21193|MH|RtM via: Hawaiian population;Forced Leaf Node Lookup:hawaiian|TI|MM|1560^8^0
3668767|*Pyrenes|C0034243|20620|MH|RtM via: Pyrenes;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pyrenes|TI|MM|935^7^0;496^7^0
3668767|Indian Ocean|C0376441|20389|MH|RtM via: Indian Ocean;Forced Leaf Node Lookup:indian ocean|TI|MM|820^12^0
3668767|*Base Sequence|C0004793|20383|MH|Forced Leaf Node Lookup:nucleotide sequences|TI|MM|149^19^0
3668767|Orbit|C0029180|91041|MH|||RC
3668767|Orbital Diseases|C0029182|90883|MH|||RC
3668767|*Pollen Grains|C0032385|3489|ET|Entry Term Replacement for "Pollen";RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen grains|TI|MM|1446^13^0
3668767|Australia|C0004340|5355|MH|RtM via: Australia|TI|MM|749^9^0
3668767|Africa|C0001737|1944|MH|RtM via: Africa|TI|MM|667^6^0
3668768|*Rubiaceae|C0524885|21710|MH|RtM via: Rubiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|51^9^0
3668768|*Incidence|C0021149|14624|MH|RtM via: Incidence;Forced Leaf Node Lookup:incidences|TI|MM|214^9^0
3668768|Eosinophilic Granuloma|C0014461|85039|MH|||RC
3668768|Methylprednisolone|C0025815|66784|MH|||RC
3668768|*Flower|C0330090|723|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|267^6^0;20^6^0
3668769|Belgium|C0004950|49567|MH|RtM via: Belgium;RtM via: Belgians;Forced Leaf Node Lookup:belgians;Forced Leaf Node Lookup:belgium|TI|MM|169^7^0;465^7^0
3668769|Lacrimal Apparatus Diseases|C0022904|168048|MH|||RC
3668769|Lacrimal Apparatus|C0022903|136543|MH|||RC
3668769|*Ascomycetes|C0003965|120|ET|Entry Term Replacement for "Ascomycota";RtM via: Ascomycota (fungus);RtM via: Saccobolus;RtM via: Class Ascomycetes (fungus);Forced Non-Leaf Node Lookup:ascomycetes|TI|MM|43^11^0;742^10^0;484^10^0;108^10^0
3668770|*Rosa|C0035853|12|MH|RtM via: Rosa spinosissima;Forced Leaf Node Lookup:rosa;checkForceMH Boosted|TI|MM|97^17^0
3668770|*Name|C0027365|12|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM|201^4^0
3668771|*Genetic Markers|C0017393|28235|MH|RtM via: Genetic Markers;RtM via: Genetic Marker Expression;Forced Leaf Node Lookup:genetic markers|TI|MM|84^15^0
3668771|*Rosa|C0035853|25587|MH|RtM via: Rosa;RtM via: Rosa chinensis;Forced Leaf Node Lookup:roses;Forced Leaf Node Lookup:rosa;checkForceMH Boosted|TI|MM|597^4^0;512^5^0;320^14^0
3668771|*Microsatellites|C1519302|32202|ET|Entry Term Replacement for "Microsatellite Repeats";RtM via: Short Tandem Repeat;Forced Non-Leaf Node Lookup:microsatellites|TI|MM|559^3^0;197^14^0;20^15^0;40^24^0
3668771|Sacrococcygeal Region|C0036035|28139|MH|||RC
3668771|*Alleles|C0002085|12558|MH|RtM via: Alleles|TI|MM|462^7^0
3668773|Humans|C0086418|1000|CT|Forced Humans: Faculty, Medical||MM
3668773|*Justicia|C0949833|13456|MH|RtM via: Justicia;Forced Leaf Node Lookup:justicia;checkForceMH Boosted|TI|MM|242^8^0;35^8^0;62^8^0;103^8^0;303^8^0
3668773|Democratic Republic of the Congo|C0043444|6719|MH|RtM via: Katanga -- geographic area;Forced Leaf Node Lookup:katanga;Geo Lookup:katangas|TI;AB|MM|271^7^0;82^7^0;134^7^0;333^7^0
3668773|Faculty, Medical|C0015537|33584|MH|||RC
3668773|Academic Medical Centers|C0000872|31660|MH|||RC
3668774|*Grass|C0018210|19653|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grass|TI|MM|271^5^0
3668774|Democratic Republic of the Congo|C0043444|13803|MH|RtM via: Katanga -- geographic area;Forced Leaf Node Lookup:katanga;Geo Lookup:katangas|TI;AB|MM|119^7^0
3668774|Catheters, Indwelling|C0007439|59629|MH|||RC
3668774|Catheterization, Central Venous|C0007435|42929|MH|||RC
3668774|*Flowers|C0330090|6297|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|259^7^0
3668774|*Plant Leaves|C0242724|5847|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|290^6^0
3668775|*Clerodendrum|C1000689|67290|MH|RtM via: Clerodendrum;Forced Leaf Node Lookup:clerodendrums;checkForceMH Boosted|TI|MM|20^12^0
3668775|*Lamiaceae|C0524904|59115|MH|RtM via: Lamiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:lamiaceae|TI|MM|56^9^0
3668775|Catheters, Indwelling|C0007439|148933|MH|||RC
3668775|Catheterization, Central Venous|C0007435|113363|MH|||RC
3668775|*Forest|C0086312|828|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|88^6^0
3668479|*Apocynaceae|C0949900|8962|MH|RtM via: Apocynaceae;RtM via: Carisseae;RtM via: Melodinus;RtM via: Melodineae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:apocynaceae|TI|MM|507^11^0;78^11^0;535^9^0;106^9^0;466^9^0;33^9^0;495^10^0;66^10^0
3668479|New Caledonia|C0027964|6253|MH|RtM via: New Caledonia;Forced Leaf Node Lookup:new caledonia|TI|MM|399^13^0
3668479|Methamphetamine|C0025611|34334|MH|||RC
3668479|IL19 protein, human|C1447896|22000|NM|RtM via: IL19 protein, human|TI|MM|547^2^1;559^2^1
3668479|*Interleukins|C0021764|21999|HM|RtM via: IL19 protein, human|TI|MM|547^2^1;559^2^1
3668479|Asia|C0003980|4863|MH|RtM via: Asia|TI|MM|167^4^0
3668479|Australia|C0004340|3414|MH|RtM via: Australia|TI|MM|436^9^0;176^9^0
3668479|China|C0008115|3171|MH|RtM via: China|TI|MM|288^5^0
3668480|*Arisaema|C0331461|17391|MH|RtM via: Arisaema speciosum;Forced Leaf Node Lookup:arisaemas;checkForceMH Boosted|TI|MM|42^18^0
3668480|Carboxyhemoglobin|C0007061|35476|MH|||RC
3668480|Accidents, Aviation|C0000928|15924|MH|||RC
3668481|*Peperomia|C1000588|38313|MH|RtM via: Peperomia;RtM via: Peperomia ratticaudata;Forced Leaf Node Lookup:peperomias;checkForceMH Boosted|TI|MM|1307^9^0;1153^9^0;1051^9^0;951^9^0;843^9^0;761^9^0;604^9^0;451^9^0;361^9^0;262^9^0;162^9^0;45^9^0;1331^22^0;628^22^0;89^9^0
3668481|*Piperaceae|C0682480|26079|MH|RtM via: Piperaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:piperaceae|TI|MM|100^10^0
3668481|*Rainforest|C3850019|22749|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rain forests|TI|MM|497^12^0
3668481|*Expeditions|C0015315|20139|MH|RtM via: Expeditions;Forced Leaf Node Lookup:expeditions|TI|MM|55^10^0
3668481|*Parks, Recreational|C0237771|15831|MH|RtM via: National Parks;Forced Leaf Node Lookup:national parks|TI|MM|534^13^0;346^13^0
3668481|*Altitude|C0002349|15582|MH|RtM via: Altitude;RtM via: Low altitude;Forced Leaf Node Lookup:altitudes|TI|MM|1400^8^0;665^12^0;669^8^0
3668481|Madagascar|C0024443|12240|MH|RtM via: Madagascar;Forced Leaf Node Lookup:madagascar|TI|MM|1423^10^0;712^10^0
3668481|Wounds, Gunshot|C0043252|40957|MH|||RC
3668481|Skull Fractures|C0037304|26971|MH|||RC
3668482|*Stemonaceae|C1014798|13221|MH|RtM via: Stemonaceae;RtM via: Pentastemona;RtM via: Pentastemona egregia;Forced Leaf Node Lookup:stemonaceae;checkForceMH Boosted|TI|MM|119^11^0;410^12^0;97^20^0
3668482|*Germ Cells, Plant|C2717770|1386|MH|Forced Leaf Node Lookup:gametophytes|TI|MM|57^11^0;150^11^0
3668482|Verapamil|C0042523|6580|MH|||RC
3668482|*Cardiovascular System|C0007226|993|MH|RtM via: Vasculature|TI|MM|27^11^0
3668482|*Biological Phenomena|C0005520|894|MH|RtM via: gametophyte development|TI|MM|150^23^0;57^23^0
3668482|*Physical Phenomena|C2350446|699|MH|RtM via: Affinity|TI|MM|314^8^0
3668483|*Impatiens|C0884984|15497|MH|RtM via: Impatiens;RtM via: Impatiens <subgenus>;RtM via: Impatiens nyungwensis;Forced Leaf Node Lookup:impatiens;checkForceMH Boosted|TI|MM|265^9^0;20^21^0
3668483|Rwanda|C0035978|4714|MH|RtM via: Rwanda;Forced Leaf Node Lookup:rwanda|TI|MM|65^6^0
3668483|Chloroform|C0008238|28969|MH|||RC
3668483|Homicide|C0019872|16007|MH|||RC
3668483|*Ecology|C0013546|1527|MH|RtM via: Ecology|TI|MM|217^7^0
3668483|*Forest|C0086312|828|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|55^6^0
3668484|Guinea|C0018381|38229|MH|RtM via: Guinea (geographic area);Forced Leaf Node Lookup:guinea|TI|MM|85^6^0
3668484|Parathyroid Neoplasms|C0030521|352225|MH|||RC
3668484|Hyperparathyroidism|C0020502|235032|MH|||RC
3668484|*Forests|C0086312|285|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|55^7^0
3668484|Africa, West|C0001747|7575|ET|Entry Term Replacement for "Africa, Western";RtM via: Africa, Western|TI|MM|66^11^0
3668485|Ethics, Medical|C0015004|52938|MH|||RC
3668485|Economics, Medical|C0013560|39566|MH|||RC
3668486|Insurance, Liability|C0021686|205643|MH|||RC
3668486|Malpractice|C0024650|40838|MH|||RC
3668486|*Conceptions|C0009637|189|ET|Entry Term Replacement for "Fertilization";RtM via: Conception|TI|MM|402^11^0
3668486|Africa|C0001737|3|MH|RtM via: Africa;Forced Non-Leaf Node Lookup:africa|TI|MM|107^6^0
3668487|*Lakes|C0337049|48882|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lake|TI|MM|155^4^0
3668487|*Ponds|C0337048|46950|MH|RtM via: Natural pond;Forced Leaf Node Lookup:pond|TI|MM|593^4^0;238^4^0
3668487|*Rivers|C0337050|46686|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|254^5^0
3668487|Insurance, Liability|C0021686|264013|MH|||RC
3668487|Insurance Carriers|C0021675|100295|MH|||RC
3668487|*Desmidiales|C1063448|32913|MH|RtM via: Actinotaenium;RtM via: Cosmocladium;RtM via: Cosmarium;Forced Non-Leaf Node Lookup:desmids|TI|MM|329^13^0;111^13^0;354^12^0;129^12^0;310^9^0;100^9^0;562^6^0
3668487|*Habitats|C0871648|6021|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|672^8^0
3668626|Motor Neurons|C0026609|111691|MH|||RC
3668626|Spinal Cord|C0037925|75978|MH|||RC
3668627|pyrene|C0072667|56090|NM|RtM via: pyrene;Forced SCR Leaf Node Lookup:pyrene|TI|MM|581^6^0
3668627|*Trees|C0040811|39619|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|95^5^0
3668627|*Fruit|C0016767|38836|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|1123^6^0;542^5^0;506^6^0
3668627|*Rubiaceae|C0524885|34556|MH|RtM via: Rubiaceae;RtM via: Chione <angiosperm>;RtM via: Chione venosa;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|60^9^0;799^6^0;666^6^0;182^6^0;48^6^0;865^13^0
3668627|Cuba|C0010435|27374|MH|RtM via: Cuba;Forced Leaf Node Lookup:cuba|TI|MM|982^4^0
3668627|Dominican Republic|C0013014|27374|MH|RtM via: Dominican Republic;Forced Leaf Node Lookup:dominican republic|TI|MM|1490^18^0
3668627|Trinidad and Tobago|C0041061|27374|MH|RtM via: Tobago;Forced Leaf Node Lookup:tobago|TI|MM|1512^6^0
3668627|*Inflorescence|C2697680|26015|MH|RtM via: Inflorescence;Forced Leaf Node Lookup:inflorescences|TI|MM|310^14^0
3668627|*Ovule|C2718098|22085|MH|RtM via: Plant Ovule;Forced Leaf Node Lookup:ovules|TI|MM|615^6^0
3668627|Mexico|C0025885|17303|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM|1455^6^0;1045^6^0
3668627|Peru|C0031238|17303|MH|RtM via: Peru;Forced Leaf Node Lookup:peru|TI|MM|1471^4^0
3668627|Synapses|C0039062|63738|MH|||RC
3668627|Axons|C0004461|63266|MH|||RC
3668627|*Pyrenes|C0034243|56089|MH|RtM via: Pyrenes;RtM via: pyrene;Forced Non-Leaf Node Lookup:pyrenes|TI|MM|1141^7^0;581^6^0
3668627|*Plant Leaves|C0242724|5286|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|1560^6^0;1238^6^0
3668627|*Longitudinal Studies|C0023981|483|MH|RtM via: Continuous|TI|MM|677^10^0
3668627|Panama|C0030266|9|MH|RtM via: Panama|TI|MM|1383^6^0
3668628|pyrene|C0072667|52046|NM|RtM via: pyrene;Forced SCR Leaf Node Lookup:pyrene|TI|MM|560^6^0
3668628|*Rubiaceae|C0524885|41381|MH|RtM via: Rubiaceae;RtM via: Chione <angiosperm>;RtM via: Colleteria seminervis;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|49^9^0;41^6^0;704^21^0;626^10^0;240^10^0;173^10^0
3668628|*Inflorescence|C2697680|33317|MH|RtM via: Inflorescence;Forced Leaf Node Lookup:inflorescences|TI|MM|923^13^0
3668628|*Ovule|C2718098|26360|MH|RtM via: Plant Ovule;Forced Leaf Node Lookup:ovules|TI|MM|584^6^0
3668628|*Fruit|C0016767|18983|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|408^5^0
3668628|Cuba|C0010435|18887|MH|RtM via: Cuba;Forced Leaf Node Lookup:cuba|TI|MM|661^4^0
3668628|Puerto Rico|C0034044|18887|MH|RtM via: Puerto Rico;Forced Leaf Node Lookup:puerto rico|TI|MM|757^11^0
3668628|*Germination|C0242735|15977|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|506^11^0
3668628|*Pyrenes|C0034243|52045|MH|RtM via: Pyrenes;RtM via: pyrene;Forced Non-Leaf Node Lookup:pyrenes|TI|MM|423^7^0;560^6^0;436^7^0
3668628|Interneurons|C0021792|47986|MH|||RC
3668629|*Justicia|C0949833|41931|MH|RtM via: Justicia;Forced Leaf Node Lookup:justicia;checkForceMH Boosted|TI|MM|952^8^0;158^8^0
3668629|*Rainforest|C3850019|25746|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rainforests|TI|MM|661^10^0
3668629|Equatorial Guinea|C0014651|14823|MH|RtM via: Equatorial Guinea;Forced Leaf Node Lookup:equatorial guinea|TI|MM|217^17^0
3668629|Burundi|C0006448|14481|MH|RtM via: Burundi;Forced Leaf Node Lookup:burundi|TI|MM|1151^7^0;359^7^0
3668629|Rwanda|C0035978|14481|MH|RtM via: Rwanda;Forced Leaf Node Lookup:rwanda|TI|MM|1138^6^0;348^6^0
3668629|Blood-Brain Barrier|C0005854|36962|MH|||RC
3668629|Freeze Fracturing|C0016700|36961|MH|||RC
3668629|*Plant Leaves|C0242724|1845|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|781^4^0;543^6^0
3668629|Nuclear Family|C0028574|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1529^3^0
3668629|Democratic Republic of the Congo|C0043444|1000|MH|Geo Lookup:kinshasas||MM
3668630|*Poaceae|C0018210|27419|MH|RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:poaceae|TI|MM|1487^7^0;239^7^0
3668630|*Fabaceae|C0023263|25406|MH|RtM via: Fabaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fabaceae|TI|MM|1514^8^0;264^8^0
3668630|*Ficus|C0969754|15604|MH|RtM via: Ficus abutilifolia;Forced Leaf Node Lookup:ficus;checkForceMH Boosted|TI|MM|2272^18^0;1065^18^0
3668630|Benin|C0005005|7703|MH|RtM via: Benin Republic;Forced Leaf Node Lookup:benin|TI|MM|38^5^0
3668630|*Grassland|C0442534|7691|MH|Forced Leaf Node Lookup:grasslands|TI|MM|555^10^0;1126^10^0
3668630|Cerebral Cortex|C0007776|29272|MH|||RC
3668630|Neurons|C0027882|15212|MH|||RC
3668630|*Cyperaceae|C0950025|6597|MH|RtM via: Afrotrilepis pilosa|TI|MM|2346^19^0;1140^19^0
3668630|Nuclear Family|C0028574|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2415^3^0
3668631|*Fruit|C0016767|44145|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|241^5^0
3668631|*Rainforest|C3850019|39084|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rain forests|TI|MM|404^11^0
3668631|Cameroon|C0006802|31359|MH|RtM via: Cameroon;Forced Leaf Node Lookup:cameroons|TI|MM|1003^8^0
3668631|Schwann Cells|C0036387|153950|MH|||RC
3668631|Sciatic Nerve|C0036394|108253|MH|||RC
3668631|*Plant Leaves|C0242724|11760|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|195^6^0
3668631|*Flower|C0330090|11742|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|233^6^0
3668631|*Habit|C0018464|687|ET|Entry Term Replacement for "Habits";RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|188^5^0
3668632|Equatorial Guinea|C0014651|133992|MH|RtM via: Equatorial Guinea;RtM via: Rio Muni;Forced Leaf Node Lookup:equatorial guinea;Forced Leaf Node Lookup:rio muni|TI|MM|140^17^0;130^8^0
