41971826|Animals|D000818|2410|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
41971406|Caribbean|D017691|438|ET|Entry Term Replacement for "Caribbean Region";RtM via: Caribbean region|TI|MM|476^9^0
41972174|*Pyracantha|D031991|8928|MH|RtM via: Pyracantha;Forced Leaf Node Lookup:pyracanthas;Forced Leaf Node Lookup:firethorns;checkForceMH Boosted|TI|MM;RC|310^10^0;189^10^0;67^9^0;21^10^0
41972174|Taiwan|D013624|422|MH|RtM via: Taiwan;Forced Leaf Node Lookup:formosa|TI|MM;RC|59^7^0
41972174|Arkansas|D001131|371|MH|RtM via: Arkansas;Forced Leaf Node Lookup:arkansas|TI|MM|109^8^0
41972174|*Biological Phenomena|D001686|603|MH|RtM via: Tissue Growth|TI|MM|200^7^0
41971773|Texas|D013781|106|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|288^5^0;70^5^0
41971773|*Opinion|D001290|351|ET|Entry Term Replacement for "Attitude";RtM via: Opinions|TI|MM|30^7^0
41971773|*Wilderness|D055814|156|MH|RtM via: Wilderness|TI|MM|146^10^0
41972021|*Lindera|D027443|1508|MH|RtM via: Lindera melissifolia;Forced Leaf Node Lookup:linderas;checkForceMH Boosted|TI|MM|723^20^0;21^20^0
41972021|*Vitis|D027843|1178|MH|RtM via: Vitis;Forced Leaf Node Lookup:vitis;checkForceMH Boosted|TI|MM|1401^5^0;635^5^0
41972021|*Smilax|D032281|1109|MH|RtM via: Smilax;Forced Leaf Node Lookup:smilax;checkForceMH Boosted|TI|MM|1387^6^0;619^6^0
41972021|*Floods|D055868|904|MH|RtM via: Floods;Forced Leaf Node Lookup:floods|TI|MM|411^5^0;391^8^0
41972021|Mississippi|D008922|817|MH|RtM via: Mississippi (geographic location);Forced Leaf Node Lookup:mississippi|TI|MM|1374^11^0;983^11^0;606^11^0;237^11^0
41972021|*Tracheophyta|D064028|816|MH|RtM via: Tracheophyta|TI|MM|292^14^0
41972021|*Hydrology|D062070|621|MH|RtM via: Hydrology|TI|MM|117^10^0
41972021|*Biological Phenomena|D001686|612|MH|RtM via: Tissue Growth|TI|MM|331^7^0
41972021|*Environment|D004777|357|MH|RtM via: Para (geographic area)|TI|MM|1438^4^0
41972021|Southeastern United States|D015144|309|MH|RtM via: Southeastern United States|TI|MM|89^26^0
41971968|*Fruit|D005638|385|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|193^6^0
41971968|*Limestone|D002119|232|ET|Entry Term Replacement for "Calcium Carbonate";RtM via: Limestone;checkForceMH Boosted;Forced Non-Leaf Node Lookup:limestone|TI|MM|238^9^0
41971968|Mexico|D008800|172|MH|RtM via: Mexico;RtM via: Mexican;Forced Leaf Node Lookup:mexico|TI|MM;RC|109^6^0;139^7^0
41971968|*Grassland|D065948|154|MH|Forced Leaf Node Lookup:savannas|TI|MM|248^8^0
41971968|*Plantaginaceae|D000068377|585|MH|RtM via: Angelonia|TI|MM|322^9^0;158^9^0;21^9^0
41971968|*Flowers|D035264|270|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|181^7^0
41971890|Texas|D013781|499|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|388^5^0;124^5^0
41971890|*Diagnostic Tests, Routine|D003955|294|MH|RtM via: Digital X-ray|TI|MM|226^7^0
41971890|*Environment|D004777|273|MH|RtM via: Para (geographic area)|TI|MM|436^4^0;383^4^0
41971994|*Viola|D032413|252|MH|Forced Leaf Node Lookup:violas;checkForceMH Boosted|TI|MM|101^5^0;291^5^0
41971994|*Environment|D004777|177|MH|RtM via: Para (geographic area)|TI|MM|244^4^0
41971994|North America|D009656|126|MH|RtM via: North America;Forced Non-Leaf Node Lookup:north america|TI|MM|124^13^0
41971683|Florida|D005431|936|MH|RtM via: Glades County, FL;RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|133^13^0;540^7^0;460^7^0;225^7^0;148^7^0
41971683|*Lakes|D060106|282|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lake|TI|MM|116^4^0
41971683|*Bays|D061006|240|MH|Forced Leaf Node Lookup:bay|TI|MM|109^3^0
41972186|Animals|D000818|1282|CT|Arachnida;CT Treecode Lookup: B01.050.500.131 (Arachnida)||MM;RC
41972186|Louisiana|D008145|282|MH|RtM via: Caddo Parish, LA;RtM via: Louisiana (geographic location);Forced Non-Leaf Node Lookup:louisiana|TI|MM|43^12^0;335^9^0;57^9^0
41972186|*Environment|D004777|135|MH|RtM via: Para (geographic area)|TI|MM|445^4^0
41972186|*Arachnida|D001097|117|MH|RtM via: genus caddo|TI|MM|328^5^0
41972186|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|559^3^0;577^3^0
41972329|*Melastomataceae|D035322|622|MH|RtM via: Miconia;RtM via: Miconia pyramidalis;Forced Leaf Node Lookup:miconias;checkForceMH Boosted|TI|MM|21^7^0;285^19^0
41972329|Jamaica|D007563|191|MH|RtM via: Jamaica;Forced Leaf Node Lookup:jamaica|TI|MM|426^7^0;322^7^0;182^7^0;88^7^0
41972329|*Environment|D004777|168|MH|RtM via: Para (geographic area)|TI|MM|305^4^0
41972329|*Abdominal Muscles|D000009|99|MH|RtM via: Structure of pyramidalis muscle|TI|MM|494^11^0
41971472|*Hydrocharitaceae|D031321|290|MH|RtM via: Ottelia alismoides;Forced Leaf Node Lookup:ottelias;checkForceMH Boosted|TI|MM|557^18^0;155^18^0
41971472|*Solidago|D036624|269|MH|RtM via: Solidago gigantea;Forced Leaf Node Lookup:solidago;checkForceMH Boosted|TI|MM|637^17^0;237^17^0
41971472|*Ranunculus|D031947|254|MH|RtM via: Ranunculus;Forced Leaf Node Lookup:ranunculus;checkForceMH Boosted|TI|MM|588^10^0;186^10^0
41971472|*Centella|D028041|212|MH|Forced Leaf Node Lookup:hydrocotyles;checkForceMH Boosted|TI|MM|109^11^0;511^11^0
41971472|Florida|D005431|106|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|819^7^0;469^7^0;388^7^0;53^7^0
41971472|*Environment|D004777|114|MH|RtM via: Para (geographic area)|TI|MM|786^4^0;671^4^0
41971472|*Araliaceae|D027481|87|MH|RtM via: Hydrocotyle bowlesioides|TI|MM|511^24^0;109^24^0
41971472|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|660^3^0
41972419|*Fabaceae|D007887|812|MH|RtM via: Amorpheae;RtM via: Fabaceae;RtM via: Amorpha roemeriana;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fabaceae|TI|MM|359^9^0;116^9^0;349^8^0;106^8^0;321^18^0;78^18^0
41972419|Mexico|D008800|173|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM;RC|259^6^0
41972419|Texas|D013781|164|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|478^5^0;239^5^0
41972419|*Name|D009275|561|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM|170^4^0
41972419|*Environment|D004777|336|MH|RtM via: Coahuila;RtM via: Para (geographic area)|TI|MM|486^8^0;249^8^0;316^4^0
41972419|*Preservation, Biological|D011309|198|MH|RtM via: Biologic Preservation|TI|MM|130^8^0
41971984|Humans|D006801|2166|CT|CT Text Lookup: workers|TI|MM;RC|473^7^0
41971984|United States|D014481|2166|CT|RtM via: United States;Forced Non-Leaf Node Lookup:united states|TI|MM|158^13^0
41971984|*Nyctaginaceae|D039281|1166|MH|RtM via: Tripterocalyx carneus;RtM via: Nyctaginaceae;RtM via: Tripterocalyx crux-maltae;RtM via: Allionia;RtM via: Allionia incarnata;RtM via: Boerhavia spicata;RtM via: Abronia <angiosperm>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nyctaginaceae|TI|MM|842^21^0;173^21^0;770^13^0;101^13^0;962^19^0;289^19^0;1240^8^0;527^8^0;1330^18^0;649^18^0;1028^17^0;333^17^0;1196^7^0;483^7^0
41971984|*Serogroup|D065288|330|MH|RtM via: Bakeri|TI|MM|1204^6^0;491^6^0
41971984|*Stramenopiles|D058009|174|MH|RtM via: Regin|TI|MM|790^5^0
41972426|Humans|D006801|2287|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
41972426|*Expeditions|D005101|663|MH|RtM via: Expeditions;Forced Leaf Node Lookup:expeditions|TI|MM|30^10^0
41972426|Colombia|D003105|423|MH|Forced Leaf Node Lookup:colombian|TI|MM;RC|74^9^0
41972426|*Lamiales|D000068378|1287|MH|RtM via: Gesneriaceae;RtM via: Columnea dissimilis|TI|MM|841^12^0;146^12^0;1145^8^1;1172^10^1;1273^8^0;831^8^0;617^8^0;479^8^0;195^8^0;136^8^0
41972426|*Habit|D006184|972|ET|Entry Term Replacement for "Habits";RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|418^5^0
41972426|*Hispanic Americans|D006630|867|MH|RtM via: Colombian|TI|MM|74^9^0
41972426|*Plant Leaves|D018515|84|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|376^6^0
24621156|United States|D014481|257398|CT|Forced Leaf Node Lookup:american|TI|MM|983^8^0
24621156|*Potentilla|D031987|68474|MH|RtM via: Potentilla rubricaulis;Forced Leaf Node Lookup:potentillas;checkForceMH Boosted|TI|MM|1216^22^0;51^22^0;2337^10^0;1143^10^0
24621156|Mexico|D008800|33730|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM|1874^5^0;1343^5^0;1335^6^0;677^5^0;186^6^0
24621156|Ribavirin|D012254|256398|MH|||RC
24621156|Interferons|D007372|133673|MH|||RC
24621156|North America|D009656|402|MH|RtM via: North America|TI|MM|1874^5^0;1343^5^0;1312^13^0;677^5^0;163^13^0
24621154|*Poaceae|D006109|82120|MH|RtM via: Bambuseae;RtM via: Bambusoideae;RtM via: Chusqueinae;RtM via: Poaceae;RtM via: Chusquea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:poaceae|TI|MM|486^9^0;63^9^0;472^12^0;49^12^0;497^11^0;74^11^0;463^7^0;40^7^0;444^8^0;21^8^0
24621154|Colombia|D003105|81364|MH|RtM via: Colombia;Forced Leaf Node Lookup:colombia|TI|MM|596^8^0;170^8^0
24621154|Echinocandins|D054714|593049|MH|||RC
24621154|Micafungin|D000077551|429060|MH|||RC
41972515|*Piper|D031701|1862|MH|RtM via: Piper marginatum;RtM via: Piper tuberculatum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pipers|TI|MM|1766^16^0;579^18^0
41972515|*Capsicum|D002212|1816|MH|RtM via: Capsicum annuum;Forced Leaf Node Lookup:capsicum annuum;checkForceMH Boosted|TI|MM|1826^15^0;640^15^0
41972515|*Solanaceae|D019657|1388|MH|RtM via: Solanaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:solanaceae|TI|MM|2015^10^0;819^10^0
41972515|Brazil|D001938|899|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM|1375^6^0;194^6^0
41972515|*Vegetables|D014675|1515|MH|RtM via: Peppers (vegetable)|TI|MM|1534^7^0;1263^7^0
41972515|*Skin Diseases|D012871|1389|MH|RtM via: Dermatologic disorders|TI|MM|2210^14^0
41972515|*Piper nigrum|D029222|1218|MH|RtM via: Piper nigrum (plant)|TI|MM|1534^7^0;1263^7^0
41972515|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|487^3^0
41972308|*Rubiaceae|D019666|2198|MH|RtM via: Stenotis mucronata;RtM via: Rubiaceae;RtM via: Arcytophyllum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|1280^18^0;155^18^0;1375^9^0;255^9^0;2194^13^0;1836^13^0;1513^13^0;1047^13^0;713^13^0;395^13^0;81^13^0
41972308|Mexico|D008800|1598|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM;RC|1107^6^0
41972308|relacin|C580565|1307|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|1758^7^0
41972308|variacin|C099477|1187|NM|RtM via: variacin;Forced SCR Leaf Node Lookup:variacin|TI|MM|1739^8^0;1601^8^0
41972308|*Dipeptides|D004151|1306|HM|RtM via: relacin|TI|MM|1758^7^0
41972308|*Bacteriocins|D001430|1186|HM|RtM via: variacin|TI|MM|1739^8^0;1601^8^0
41972308|*Seeds|D012639|717|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|684^4^0;739^5^0
41972308|*Deoxyguanosine|D003849|689|HM|RtM via: relacin|TI|MM|1758^7^0
41972308|*Plant Leaves|D018515|495|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|435^6^0;54^6^0
41972308|Central America|D002489|546|MH|RtM via: Central America|TI|MM|1088^15^0
41972308|Southwestern United States|D015206|3|MH|RtM via: Southwestern United States|TI|MM|1118^26^0
41971377|Animals|D000818|2233|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
41971377|New Mexico|D009516|732|MH|RtM via: New Mexico;Forced Leaf Node Lookup:new mexico|TI|MM|1290^10^0;683^10^0
41971377|Arizona|D001130|714|MH|RtM via: Arizona;Forced Leaf Node Lookup:arizona|TI|MM|2074^7^0;738^7^0
41971377|Texas|D013781|714|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|2678^5^0;1332^5^0
41971377|*Heterotheca|D019659|540|ET|Entry Term Replacement for "Asteraceae";RtM via: Heterotheca fulcrata;checkForceMH Boosted;Forced Non-Leaf Node Lookup:heterothecas|TI|MM|1339^20^0;21^20^0;2464^11^0;2277^11^0;1920^11^0;1824^11^0;1578^11^0;1132^11^0;934^11^0;575^11^0;477^11^0;228^11^0;359^11^0
41971377|*Confusion|D003221|1233|MH|RtM via: Clouded consciousness;RtM via: Confusion|TI|MM|1075^8^0
41971377|*Sympatry|D061350|498|MH|RtM via: Sympatry|TI|MM|113^9^0
41971377|*Coleoptera|D001517|261|MH|RtM via: Nitidula|TI|MM|1932^8^0;587^8^0
41971377|*Behavior Therapy|D001521|132|MH|RtM via: System Support Mapping|TI|MM|847^4^0
41971377|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1482^3^0
41972184|*Surveys|D011795|501|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys|TI|MM|492^7^0;428^7^0;55^7^0
41972184|*Environment|D004777|300|MH|RtM via: Para (geographic area)|TI|MM|779^4^0
41972184|Louisiana|D008145|6|MH|RtM via: Calcasieu Parish, LA;RtM via: Louisiana (geographic location)|TI|MM|66^16^0;84^9^0
24621045|*Carex Plant|D031255|21674|MH|RtM via: Carex mendocinensis;RtM via: Carex Genus;Forced Leaf Node Lookup:carex;checkForceMH Boosted|TI|MM|977^5^1;1002^13^1;691^5^1;732^13^1;506^19^0;250^19^0;539^5^0;485^5^0;209^5^0;21^5^0;726^5^0;996^5^0
24621045|Arista|C527600|10781|NM|Forced SCR Leaf Node Lookup:arista|TI|MM|866^6^0
24621045|Employment|D004651|33887|MH|||RC
24621045|Educational Status|D004522|18120|MH|||RC
24621045|California|D002140|0|MH|RtM via: California|TI|MM|618^10^0;129^10^0
41972319|Humans|D006801|3788|CT|American Natives;CT Treecode Lookup: M01.686 (American Natives)||MM;RC
41972319|*Cactus|D029421|2788|ET|Entry Term Replacement for "Cactaceae";RtM via: Cactaceae;RtM via: Lophophora williamsii;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cactus|TI|MM|57^6^0;5654^6^0;5252^6^0;5048^6^0;4974^6^0;3238^6^0;3023^6^0;2802^21^0;2825^6^0;2528^6^0;2170^6^0;1917^6^0;396^6^0;232^6^0;21^21^0;44^6^0
41972319|*Mescaline|D008635|2276|MH|RtM via: Peyote preparation;Forced Leaf Node Lookup:peyote;checkForceMH Boosted|TI|MM|5654^6^0;5252^6^0;5048^6^0;4974^6^0;3238^6^0;3023^6^0;2825^6^0;2528^6^0;2170^6^0;1917^6^0;396^6^0;232^6^0;44^6^0
41972319|*Control Groups|D035061|1471|MH|RtM via: Control Groups;Forced Leaf Node Lookup:control groups|TI|MM|904^13^0
41972319|*Ginseng|D005894|1411|ET|Entry Term Replacement for "Panax";RtM via: Panax;RtM via: Panax ginseng;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ginsengs|TI|MM|5559^7^0;2423^7^0
41972319|*Survival Rate|D015996|1108|MH|RtM via: Survival Rate;Forced Leaf Node Lookup:survival rates|TI|MM|870^13^0;928^13^0
41972319|*American Natives|D000086562|703|MH|Forced New Lookup:native american|TI|MM|178^15^0;2967^15^0
41972319|*Complementary Therapies|D000529|1320|MH|RtM via: ginseng preparation|TI|MM|5559^7^0;2423^7^0
41972319|*Environment|D004777|1107|MH|RtM via: Para (geographic area)|TI|MM|5968^4^0;5581^4^0;2889^4^0
41972319|*Habitat|D017753|987|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|4957^7^0;1903^7^0
41972319|*Physiological Phenomena|D010829|777|MH|RtM via: Reflecting;RtM via: biologic consumption|TI|MM|1855^7^0;2649^11^0
41972319|*Seed|D012639|702|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|2772^4^0
41971434|||||||
41972482|Humans|D006801|2653|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
41972482|*Expeditions|D005101|425|MH|RtM via: Expeditions;Forced Leaf Node Lookup:expeditions|TI|MM|34^11^0
41972482|Ecuador|D004484|290|MH|Forced Leaf Node Lookup:ecuadorian|TI|MM|75^10^0
41972482|*Lamiales|D000068378|1653|MH|RtM via: Gesneriaceae;RtM via: Columnea|TI|MM|499^12^0;126^12^0;593^8^0;489^8^0;229^8^0;116^8^0
41972482|*Hispanic Americans|D006630|624|MH|RtM via: Ecuadorian|TI|MM|75^10^0
41972482|*Flower|D035264|150|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|343^6^0
41971732|Brazil|D001938|4700|MH|RtM via: Bahia (organism);Forced Leaf Node Lookup:bahia|TI|MM;RC|897^5^0;59^5^0
41971732|*Environment|D004777|957|MH|RtM via: Bahia (geographic area)|TI|MM|897^5^0;59^5^0
41971732|*Asteraceae|D019659|822|MH|RtM via: Lasiolaena lychnophorioides|TI|MM|1282^27^0;420^27^0;1145^10^0;987^10^0;852^10^0;307^10^0;151^10^0;21^10^0
41971732|*Habitat|D017753|747|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1676^7^0;816^7^0
41971732|*Household Articles|D006794|552|MH|RtM via: Electrical outlet|TI|MM|597^10^0
41971732|*Plant Leaves|D018515|219|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|545^4^0;410^6^0;188^6^0;223^6^0
41971732|*Lamina 4|D066148|24|ET|Entry Term Replacement for "Spinal Cord Dorsal Horn";RtM via: Lamina IV of gray matter of spinal cord;Forced Non-Leaf Node Lookup:lamina 4|TI|MM|471^8^0
41971732|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|998^3^0;1310^3^0;1421^3^0
41971881|Humans|D006801|36004348|CT|Forced Humans: families|TI|MM;RC
41971881|Florida|D005431|1440757|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|1309^7^0;1139^7^0;813^7^0;600^7^0;439^7^0;110^7^0
41971881|Gulf of Mexico|D060851|1440457|MH|RtM via: Gulf of Mexico;Forced Leaf Node Lookup:gulf of mexico|TI|MM|55^14^0
41971881|*Islands|D062312|1212|MH|RtM via: Islands|TI|MM|738^6^0;651^6^0;384^6^0;27^6^0
41971881|*Tracheophyta|D064028|591|MH|RtM via: Tracheophyta|TI|MM|351^15^0
41971881|*Biological Phenomena|D001686|582|MH|RtM via: Tissue Growth|TI|MM|669^4^0;367^4^0
41971881|*Habitats|D017753|414|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1232^8^0;857^8^0;536^8^0;154^8^0
41971881|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1124^3^0;1296^3^0
41971660|*Amber|D018647|2326|MH|RtM via: amber;Forced Leaf Node Lookup:amber;checkForceMH Boosted|TI|MM|170^5^0
41971660|*Fabaceae|D007887|2039|MH|RtM via: Caesalpinioideae;RtM via: Fabaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fabaceae|TI|MM|1512^16^0;737^16^0;1492^8^0;718^8^0
41971660|*Fruit|D005638|992|MH|Forced Leaf Node Lookup:fruits|TI|MM|596^6^0
41971660|CHOP protocol|C034587|6349|NM|RtM via: CHOP protocol-cyclophosphamide/doxorubicin/prednisone/vincristine|TI|MM|1060^4^0
41971660|VAP-cyclo protocol|C036337|6349|NM|RtM via: CHOP regimen|TI|MM|1060^4^0
41971660|*Vincristine|D014750|6348|HM|RtM via: CHOP protocol-cyclophosphamide/doxorubicin/prednisone/vincristine;RtM via: CHOP regimen|TI|MM|1060^4^0
41971660|*Cyclophosphamide|D003520|4056|HM|RtM via: CHOP protocol-cyclophosphamide/doxorubicin/prednisone/vincristine;RtM via: CHOP regimen|TI|MM|1060^4^0
41971660|*Antineoplastic Combined Chemotherapy Protocols|D000971|1323|HM|RtM via: CHOP protocol-cyclophosphamide/doxorubicin/prednisone/vincristine;RtM via: CHOP regimen|TI|MM|1060^4^0
41971660|*Doxorubicin|D004317|1764|HM|RtM via: CHOP protocol-cyclophosphamide/doxorubicin/prednisone/vincristine;RtM via: CHOP regimen|TI|MM|1060^4^0
41971660|*Prednisone|D011241|1839|HM|RtM via: CHOP protocol-cyclophosphamide/doxorubicin/prednisone/vincristine|TI|MM|1060^4^0
41971660|*Prednisolone|D011239|894|HM|RtM via: CHOP regimen|TI|MM|1060^4^0
41971660|*Flowers|D035264|540|MH|RtM via: Pistil;RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers;Forced Non-Leaf Node Lookup:pistils|TI|MM|455^6^0;250^7^0
41971660|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1366^3^0
41971776|Humans|D006801|80474198|CT|Forced Humans: professional;Forced Humans: students;Forced Leaf Node Lookup:professionals;checkForceMH Boosted|TI|MM;RC|1609^12^0
41971776|Animals|D000818|1000|CT|Forced Treecode Turn Back On: B01.050.500.500.294 (Nematoda)||MM
41971776|*Trees|D014197|8958033|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|1992^4^0;1434^4^0;1029^5^0;621^4^0;482^4^0;415^5^0;83^4^0
41971776|*Lichens|D008011|5969761|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM|1769^7^0
41971776|*Quercus|D029963|5969530|MH|RtM via: Oak Tree;Forced Leaf Node Lookup:oak trees;checkForceMH Boosted|TI|MM|2338^8^0;223^8^0
41971776|*Mosses|D044002|2988662|ET|Entry Term Replacement for "Bryophyta";RtM via: Mosses;checkForceMH Boosted;Forced Non-Leaf Node Lookup:mosses|TI|MM|1749^6^0
41971776|*Laboratories|D007753|2987948|MH|RtM via: Laboratory;Forced Leaf Node Lookup:laboratory|TI|MM;RC|874^10^0
41971776|*Liverworts|D035926|2987252|ET|Entry Term Replacement for "Hepatophyta";RtM via: Marchantiophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:liverworts|TI|MM|1757^10^0
41971776|*Parks, Recreational|D000068316|2986532|MH|RtM via: National Parks;Forced Leaf Node Lookup:national parks|TI|MM|126^13^0
41971776|*Myxomycete|D009235|2985485|ET|Entry Term Replacement for "Myxomycetes";RtM via: Myxomycetes;RtM via: Diachea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:myxomycetes|TI|MM|3671^10^0;1393^10^0;3683^7^0;1413^7^0
41971776|*Ferns|D029624|2985290|MH|RtM via: Ferns;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ferns|TI|MM|1782^5^0
41971776|Kentucky|D007629|2984756|MH|RtM via: Kentucky (geographic area);Forced Leaf Node Lookup:kentucky|TI|MM|2307^8^0;205^8^0
41971776|North Carolina|D009657|2984642|MH|RtM via: North Carolina;Forced Leaf Node Lookup:north carolina|TI|MM|157^14^0
41971776|Tennessee|D013714|2984549|MH|RtM via: Tennessee;Forced Leaf Node Lookup:tennessee|TI|MM|2241^9^0;143^9^0
41971776|Missouri|D008923|2984255|MH|RtM via: Missouri;Forced Leaf Node Lookup:missouri|TI|MM|2154^8^0;61^8^0;290^8^0;2398^8^0
41971776|*Plant Bark|D024301|2984051|MH|Forced Leaf Node Lookup:bark|TI|MM|1202^4^0
41971776|*School|D012574|10941|ET|Entry Term Replacement for "Schools";RtM via: Middle school;RtM via: School;Forced Non-Leaf Node Lookup:schools|TI|MM|1559^13^0;635^6^0;1566^6^0
41971776|*Students|D013334|8982|MH|RtM via: student;Forced Non-Leaf Node Lookup:students|TI|MM;RC|1347^7^0;1535^8^0;805^7^0;583^8^0;21^8^0;1601^7^0
41971776|*Educational Status|D004522|6405|MH|RtM via: Educational Status|TI|MM|1493^9^0
41971776|CHOP protocol|C034587|5698|NM|RtM via: CHOP protocol-cyclophosphamide/doxorubicin/prednisone/vincristine|TI|MM|3556^4^0
41971776|*Forest|D065928|2907|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|195^6^0
41971776|*Nematoda|D009348|2625|MH|RtM via: Nematodes;RtM via: Phylum Nematoda;Forced Non-Leaf Node Lookup:nematodes|TI|MM|1848^9^0
