10.2307/2963520|Animals|D000818|38668|CT|Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior);Thoracica;CT Treecode Lookup: B01.050.500.131 (Thoracica);Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda);Mussel;CT Treecode Lookup: B01.050.500.644 (Mussel);Mytilus;CT Treecode Lookup: B01.050.500.644 (Mytilus);Invertebrate;CT Treecode Lookup: B01.050.500 (Invertebrate);Mollusca;CT Treecode Lookup: B01.050.500.644 (Mollusca)||MM;RC
10.2307/1942354|*Mantodea|D020050|8712|MH|RtM via: Mantidae;Forced Leaf Node Lookup:mantidae;checkForceMH Boosted|TI|MM|919^8^0
10.2307/1942354|*Grasses|D006109|5382|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grass|TI|MM|2354^5^0;2386^6^0
10.2307/1942354|Colorado|D003120|3654|MH|RtM via: Colorado;Forced Leaf Node Lookup:colorado|TI|MM|206^8^0
10.2307/1942354|*Plants|D010944|9549|MH|RtM via: Host plants;RtM via: Plants|TI|MM;RC|2331^11^0;2752^5^0;2781^6^0;2626^5^0
10.2307/1942354|*Forest|D065928|5022|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|2414^6^0;2524^6^0
10.2307/1942354|*Life Cycle|D008018|1575|ET|Entry Term Replacement for "Life Cycle Stages";RtM via: Life Cycle Stages;Forced Non-Leaf Node Lookup:life cycles|TI|MM|3100^10^0
10.2307/1942354|Fibrinogen|D005340|1000|MH|Forced Non-Leaf Node Lookup:factor i||MM|2865^8^0
10.2307/1942354|North America|D009656|0|MH|RtM via: North America|TI|MM|1875^13^0
10.2307/1942354|LAT protein, Human herpesvirus 2|C477254|1000|NM|Forced SCR Human Protein Found: lat|TI|MM|66^3^0
10.2307/1942354|*Viral Proteins|D014764|1000|MH|Forced HM Human Protein SCR Found|TI|MM
10.2307/1942354|LAT protein, human|C110810|1000|NM|Forced SCR Human Protein Found: lat|TI|MM|66^3^0
10.2307/1942354|*Membrane Proteins|D008565|1000|MH|Forced HM Human Protein SCR Found|TI|MM
10.2307/1942354|*Adaptor Proteins, Signal Transducing|D048868|1000|MH|Forced HM Human Protein SCR Found|TI|MM
3100078|Male|D008297|92367|CT|Forced Lookup:male;CT Text Lookup: male;Forced Non-Leaf Node Lookup:male|TI|MM;RC|588^4^0;1246^4^0
3100078|*Zea mays|D003313|23420|MH|RtM via: Maize;RtM via: Zea;RtM via: Zea mays;Forced Leaf Node Lookup:corn;checkForceMH Boosted|TI|MM|856^4^0;474^4^0
3100078|*Ovule|D056771|15466|MH|RtM via: Plant Ovule;Forced Leaf Node Lookup:ovules|TI|MM|334^5^0
3100078|*Wind|D014919|11893|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:wind|TI|MM|649^4^0
3100078|Interleukin-2|D007376|91367|MH|||RC
3100078|Interferon-gamma|D007371|30565|MH|||RC
3100078|*Pollen|D011058|3435|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen grains|TI|MM|1157^6^0;915^6^0;774^13^0;63^6^0;289^12^0;185^6^0
3100078|*Probability|D011336|777|MH|RtM via: Probability;Forced Non-Leaf Node Lookup:probability|TI|MM|270^11^0
10.2307/2937268|Animals|D000818|20157|CT|Mammals;CT Treecode Lookup: B01.050.150.900.649 (Mammals);CT Text Lookup: mammal;CT Text Lookup: vertebrates|TI|MM;RC|73^7^0;194^11^0
10.2307/2937268|*Nuts|D009754|19157|MH|RtM via: Nuts;Forced Leaf Node Lookup:nuts|TI|MM;RC|218^4^0
10.2307/2937268|*Fruit|D005638|10448|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|293^5^0
10.2307/2937268|*Trees|D014197|7232|MH|RtM via: Trees (plant);checkForceMH Boosted|TI|MM|972^8^0
10.2307/2937268|*Mammals, Eutherian|D000073566|7031|ET|Entry Term Replacement for "Eutheria";RtM via: Eutheria;checkForceMH Boosted;Forced Non-Leaf Node Lookup:eutherian mammals|TI|MM|2080^10^0;63^17^0
10.2307/2937268|*Seasons|D012621|4995|MH|Forced Leaf Node Lookup:seasonal|TI|MM;RC|530^8^0
10.2307/2937268|*Temperature|D013696|4856|MH|Forced Leaf Node Lookup:temperatures|TI|MM;RC|1454^11^0
10.2307/2937268|*Food Habits|D005247|14142|ET|Entry Term Replacement for "Feeding Behavior";RtM via: Food Habits;Forced Non-Leaf Node Lookup:food habits|TI|MM;RC|1741^11^0;1414^11^0;1270^11^0
10.2307/2937268|*Diets|D004032|13383|ET|Entry Term Replacement for "Diet";RtM via: Diet;Forced Non-Leaf Node Lookup:diets|TI|MM;RC|1131^5^0;1228^5^0
10.2307/2937268|*Mammals|D008322|7980|MH|RtM via: Mammals;Forced Non-Leaf Node Lookup:mammals|TI|MM;RC|1938^7^0;1502^7^0;1601^7^0;1330^7^0;713^7^0
10.2307/2937268|*Energy Expenditure|D004734|6633|ET|Entry Term Replacement for "Energy Metabolism";RtM via: Energy Metabolism;Forced Non-Leaf Node Lookup:energy expenditures|TI|MM;RC|1718^18^0;41^18^0
10.2307/2937268|*Invertebrates|D007448|4701|MH|RtM via: Invertebrates;Forced Non-Leaf Node Lookup:invertebrates|TI|MM|278^13^0
10.2307/2937268|*Seed|D012639|2955|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|777^4^0
10.2307/2937268|*Plant Leaves|D018515|1911|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|308^6^0
10.2307/2937268|*Insects|D007313|1881|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|765^7^0
10.2307/2937268|*Habits|D006184|1026|MH|RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|981^6^0
10.2307/2937268|Eating|D004435|1000|MH|Forced Non-Leaf Node Lookup:food intake||MM;RC|692^11^0
10.2307/2937268|Muscles|D009132|1000|MH|Forced Non-Leaf Node Lookup:muscle||MM|1023^6^0
10.2307/3100052|*Trees|D014197|25121|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM;RC|204^4^0
10.2307/3100052|*Populus|D032107|18701|MH|RtM via: Populus;RtM via: Populus deltoides;Forced Leaf Node Lookup:populus;checkForceMH Boosted|TI|MM;RC|957^7^0;252^17^0
10.2307/3100052|*Seedlings|D036226|17607|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|1592^8^0;1136^8^0;996^9^0;636^8^0;382^9^0;209^9^0;483^9^0;1052^9^0;1267^8^0
10.2307/3100052|*Acer|D031002|17237|MH|RtM via: Acer;RtM via: Acer saccharinum;Forced Leaf Node Lookup:acer;checkForceMH Boosted|TI|MM|892^4^0;220^16^0
10.2307/3100052|*Betula|D029662|15824|MH|RtM via: Betula Genus;RtM via: black birch;Forced Leaf Node Lookup:betulas;checkForceMH Boosted|TI|MM|901^6^0;238^12^0
10.2307/3100052|*Salix|D032108|15611|MH|RtM via: Willow;RtM via: salicin extract;Forced Leaf Node Lookup:salix;checkForceMH Boosted|TI|MM|969^5^0;275^5^0
10.2307/3100052|*Rivers|D045483|13891|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM;RC|465^5^0;339^5^0;146^5^0
10.2307/3100052|*Floods|D055868|9634|MH|RtM via: Floods;Forced Leaf Node Lookup:floods|TI|MM;RC|885^5^0
10.2307/3100052|Wisconsin|D014922|3757|MH|RtM via: Wisconsin;Forced Leaf Node Lookup:wisconsin|TI|MM|329^9^0
10.2307/3100052|*Betulaceae|D029401|7644|MH|RtM via: Betulaceae|TI|MM|901^6^0
10.2307/3100052|Ecosystem|D017753|1309|MH|||RC
10.2307/2657245|Animals|D000818|15442|CT|Fishes;CT Treecode Lookup: B01.050.150.900.493 (Fishes);CT Text Lookup: fish|TI|MM;RC|209^4^0
10.2307/2657245|*Seasons|D012621|11382|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasonal;Forced Leaf Node Lookup:seasons|TI|MM;RC|1217^7^0;1061^6^0;739^6^0;412^8^0
10.2307/2657245|*Rivers|D045483|10164|MH|RtM via: Streams;Forced Leaf Node Lookup:streams|TI|MM;RC|202^6^0
10.2307/2657245|*Droughts|D055864|7215|MH|RtM via: Droughts;Forced Leaf Node Lookup:droughts|TI|MM;RC|799^7^0;813^7^0;835^7^0;923^7^0
10.2307/2657245|North Carolina|D009657|2208|MH|RtM via: North Carolina;Forced Leaf Node Lookup:north carolina|TI|MM|251^14^0
10.2307/2657245|*Habitat|D017753|14442|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|1083^7^0;1023^7^0;691^7^0;457^7^0
10.2307/2657245|*Fishes|D005399|6537|MH|RtM via: Fishes|TI|MM;RC|209^4^0
10.2307/2657245|*Hydrology|D062070|4545|MH|RtM via: Hydrology|TI|MM|1228^10^0;963^10^0;770^10^0;751^10^0
4134797|Animals|D000818|32008|CT|Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites)||MM;RC
4134797|*Parasites|D010271|13122|MH|RtM via: Parasites;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM|421^8^0;483^8^0
4134797|*Seed Dispersal|D058614|9819|MH|RtM via: Seed Dispersal;Forced Leaf Node Lookup:seed dispersals|TI|MM|1868^14^0
4134797|*Symbiosis|D013559|7863|MH|RtM via: Mutualism;Forced Leaf Node Lookup:mutualism|TI|MM|2034^10^0;1442^10^0;1325^9^0;599^9^0;362^9^0;295^10^0;20^10^0;104^10^0
4134797|Neisseria meningitidis|D009345|31008|MH|||RC
4134797|DNA, Bacterial|D004269|14642|MH|||RC
4134797|*Habitat|D017753|1098|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1176^7^0
23047069|Animals|D000818|47820|CT|Coral;CT Treecode Lookup: B01.050.500.308 (Coral)||MM;RC
23047069|Humans|D006801|47820|CT|Forced Lookup:population level;CT Text Lookup: individuals|TI|MM;RC|978^16^0;1144^11^0
23047069|Adult|D000328|47820|CT|Forced Leaf Node Lookup:adults|TI|MM|1255^6^0;1544^6^0
23047069|*Coral Reefs|D057894|30434|MH|RtM via: Coral Reefs;Forced Leaf Node Lookup:coral reefs|TI|MM|713^11^0
23047069|*Coral|D037421|27584|ET|Entry Term Replacement for "Anthozoa";RtM via: Gorgonacea;RtM via: Gorgonia ventalina;RtM via: Coral;checkForceMH Boosted;Forced Non-Leaf Node Lookup:corals|TI|MM|376^8^0;346^18^0;339^5^0
23047069|*Longevity|D008136|19526|MH|RtM via: Longevity;Forced Leaf Node Lookup:longevity|TI|MM|1511^9^0
23047069|*Prevalence|D015995|19118|MH|RtM via: Statistical Prevalence;RtM via: disorder prevalence;RtM via: High Prevalence;RtM via: Low Prevalence;Forced Leaf Node Lookup:prevalences|TI|MM|1939^10^0;1552^18^0;649^18^0;465^4^1;480^10^1;645^3^1;657^10^1;1560^10^0
23047069|*Population Growth|D011158|18470|MH|RtM via: Population Growth;Forced Leaf Node Lookup:population growth|TI|MM|1358^17^0
23047069|*Disease Resistance|D060467|17810|MH|RtM via: Disease Resistance;Forced Leaf Node Lookup:disease resistances|TI|MM|1824^18^0
23047069|Mexico|D008800|16829|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM|777^6^0
23047069|Aspergillus sydowii|C000662645|16827|NM|Forced New Lookup:aspergillus sydowii|TI|MM|285^19^0
23047069|Florida|D005431|16826|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|732^7^0
23047069|Hemangioma|D006391|46820|MH|||RC
23047069|AC133 Antigen|D000071916|41083|MH|||RC
23047069|*Aspergillosis|D001228|2145|MH|RtM via: Aspergillosis;Forced Non-Leaf Node Lookup:aspergillosis|TI|MM|839^13^0;218^13^0
23047069|*Fecundity|D005298|1563|ET|Entry Term Replacement for "Fertility";RtM via: Fertility;Forced Non-Leaf Node Lookup:fecundity|TI|MM|1525^9^0
23047069|*Elasticity|D004548|1392|MH|RtM via: elasticity;Forced Non-Leaf Node Lookup:elasticity|TI|MM|1323^10^0
23047069|*Disease Outbreaks|D004196|426|MH|RtM via: Disease Outbreaks;Forced Non-Leaf Node Lookup:outbreaks|TI|MM|2220^8^0;2078^8^0;168^8^0
23047069|Communicable Diseases|D003141|1000|MH|Forced Non-Leaf Node Lookup:infectious disease||MM|236^18^0
23047069|Caribbean|D017691|378|ET|Entry Term Replacement for "Caribbean Region";RtM via: Caribbean region|TI|MM|366^9^0
27646156|Animals|D000818|198800|CT|Ursidae;CT Treecode Lookup: B01.050.150.900.649.313.750 (Ursidae);Seals, Harp;CT Treecode Lookup: B01.050.150.900.649.313.750 (Seals, Harp);Walruses;CT Treecode Lookup: B01.050.150.900.649.313.750 (Walruses);Phoca;CT Treecode Lookup: B01.050.150.900.649.313.750 (Phoca);Beluga Whale;CT Treecode Lookup: B01.050.150.900.649.313.875 (Beluga Whale);Caniformia;CT Treecode Lookup: B01.050.150.900.649.313.750 (Caniformia);Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior)||MM;RC
27646156|Female|D005260|198800|CT|Forced Lookup:female;CT Text Lookup: female;CT Text Lookup: females;Forced Non-Leaf Node Lookup:females|TI|MM;RC|1441^6^0;1485^6^0
27646156|Male|D008297|198800|CT|Forced Lookup:male;CT Text Lookup: male;Forced Non-Leaf Node Lookup:male|TI|MM;RC|975^4^0;1432^4^0
27646156|*Ursidae|D001503|197800|MH|RtM via: Polar Bears;RtM via: Ursidae Family;Forced Leaf Node Lookup:polar bears;Forced Leaf Node Lookup:bears;Forced Leaf Node Lookup:ursus;checkForceMH Boosted|TI|MM;RC|2344^10^0;2086^11^0;1975^11^0;1765^11^0;1255^11^0;813^11^0;206^10^0;120^11^0;133^15^0;1448^5^0;1115^5^0;980^5^0;544^5^0
27646156|*Walruses|D014856|99522|MH|RtM via: Odobenidae;RtM via: Odobenus rosmarus;Forced Leaf Node Lookup:odobenus rosmarus;Forced Leaf Node Lookup:walruses;checkForceMH Boosted|TI|MM|911^8^0;921^17^0
27646156|*Phoca|D046049|72570|MH|RtM via: Seal, Harbor;Forced Leaf Node Lookup:harbor seals;Forced Leaf Node Lookup:phocas;checkForceMH Boosted|TI|MM|1030^12^0;376^5^0
27646156|*Beluga Whale|D050643|63078|MH|Forced Leaf Node Lookup:delphinapterus leucas;Forced Leaf Node Lookup:beluga whales;checkForceMH Boosted|TI|MM;RC|487^21^0;472^13^0;1329^13^0
27646156|*Predatory Behavior|D011235|28874|MH|RtM via: Predatory Behavior;Forced Leaf Node Lookup:predation|TI|MM|1291^9^0
27646156|*Ecosystem|D017753|25268|MH|RtM via: Ecosystem;Forced Lookup:ecosystem|TI|MM|2232^9^0
27646156|*Fatty Acid|D005227|23348|ET|Entry Term Replacement for "Fatty Acids";RtM via: Fatty Acids;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fatty acid|TI|MM;RC|42^10^0
27646156|*Sex Characteristics|D012727|22655|MH|RtM via: Sex Characteristics;RtM via: sexual dimorphism (cellular);Forced Leaf Node Lookup:dimorphism|TI|MM|787^6^1;799^10^1
27646156|Canada|D002170|21053|MH|RtM via: Canadian;Forced Leaf Node Lookup:canadian;Geo Lookup:canadian|TI;AB|MM;RC|169^8^0
27646156|*Bays|D061006|20819|MH|Forced Leaf Node Lookup:bay|TI|MM|778^3^0;1362^3^0;1574^3^0
27646156|Arctic Regions|D001110|70917|MH|RtM via: Arctic Regions|TI|MM;RC|562^6^0;411^6^0;178^6^0
27646156|*Caniformia|D010872|56703|MH|RtM via: Seals (Animal)|TI|MM;RC|2043^5^0;1539^4^0;1375^4^0;879^5^0;369^5^0
27646156|*Sea Ice|D046448|19701|ET|Entry Term Replacement for "Ice Cover";RtM via: Sea Ice Cover|TI|MM;RC|2294^7^0;1716^7^0
27646156|*Seasons|D012621|16899|MH|RtM via: Summer;RtM via: spring (season)|TI|MM;RC|1247^6^0;1236^6^0
27646156|*Population Dynamics|D011157|9051|MH|RtM via: Population Dynamics;Forced Non-Leaf Node Lookup:population dynamics|TI|MM;RC|2319^19^0
27646156|*Diets|D004032|6165|ET|Entry Term Replacement for "Diet";RtM via: Diet;Forced Non-Leaf Node Lookup:diets|TI|MM;RC|1143^7^0;315^5^0;95^5^0;2124^5^0
27646156|Demography|D003710|1000|MH|Forced Non-Leaf Node Lookup:demographics||MM|295^11^0
10.2307/2657210|Humans|D006801|3745990|CT|Forced Humans: human|TI|MM;RC
10.2307/2657210|Animals|D000818|3745990|CT|Songbirds;CT Treecode Lookup: B01.050.150.900.248 (Songbirds);Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)||MM;RC
10.2307/2657210|*Forestry|D016468|177924|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|2223^8^0
10.2307/2657210|*Taiga|D066188|170700|MH|RtM via: Taiga;Forced Leaf Node Lookup:boreal forests|TI|MM|1993^13^0;146^6^1;164^6^1
10.2307/2657210|*Songbirds|D020308|167421|MH|RtM via: Songbirds;checkForceMH Boosted;Forced Non-Leaf Node Lookup:songbirds|TI|MM|1619^9^0
10.2307/2657210|*Conifers|D064028|165162|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted|TI|MM|2315^10^0;1318^10^0
10.2307/2657210|*Wood|D014934|164505|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|2305^4^0;1127^4^0;159^4^0
10.2307/2657210|*Radius|D011884|161142|MH|RtM via: Bone structure of radius;Forced Leaf Node Lookup:radius|TI|MM|634^6^0
10.2307/2657210|*Forests|D065928|78981|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|2274^6^0;2128^6^0;1807^6^0;1598^6^0;1329^6^0;1221^6^0;1108^7^0;948^6^0;725^6^0;87^6^0;112^6^0;164^6^0;381^6^0;399^6^0
10.2307/2657210|*Habitats|D017753|46092|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|1873^7^0;1524^7^0;783^8^0;531^7^0
10.2307/2657210|*Agriculture|D000383|19548|MH|RtM via: Agriculture;Forced Non-Leaf Node Lookup:agriculture|TI|MM;RC|282^11^0
10.2307/1942193|*Fagus|D029964|51468|MH|RtM via: Beech;Forced Leaf Node Lookup:beechs;checkForceMH Boosted|TI|MM;RC|428^5^0;199^5^0
10.2307/1942193|*Abies|D028202|26022|MH|RtM via: Abies balsamea;Forced Leaf Node Lookup:balsam firs;checkForceMH Boosted|TI|MM|247^10^0
10.2307/1942193|*Acer|D031002|25230|MH|RtM via: Acer saccharum;Forced Leaf Node Lookup:sugar maples;checkForceMH Boosted|TI|MM|414^11^0;182^11^0
10.2307/1942193|*Seasons|D012621|25131|MH|RtM via: Summer;RtM via: spring (season);RtM via: Autumn;Forced Leaf Node Lookup:seasonal|TI|MM;RC|1912^6^0;628^6^0;2022^6^0;2517^4^0;1901^6^0;808^4^0;2218^8^0
10.2307/1942193|*Ecosystem|D017753|24873|MH|RtM via: Ecosystem;Forced Lookup:ecosystem|TI|MM;RC|1976^9^0
10.2307/1942193|*Magnesium|D008274|23946|MH|RtM via: Dietary Magnesium;RtM via: magnesium;Forced Leaf Node Lookup:magnesium;checkForceMH Boosted|TI|MM|1531^9^0
10.2307/1942193|*Potassium|D011188|21645|MH|RtM via: potassium;checkForceMH Boosted;Forced Non-Leaf Node Lookup:potassium|TI|MM;RC|1517^9^0
10.2307/1942193|*Betula|D029662|19734|MH|RtM via: Betula lutea;Forced Leaf Node Lookup:birchs;checkForceMH Boosted|TI|MM|399^12^0;168^12^0;175^5^0;406^5^0
10.2307/1942193|*Conifer|D064028|12405|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM|506^7^0
10.2307/1942193|*Weight Loss|D015431|8823|MH|RtM via: Weight decreased;Forced Leaf Node Lookup:weight loss|TI|MM|37^11^0;1745^11^0
10.2307/1942193|*Plant Bark|D024301|7677|MH|Forced Leaf Node Lookup:bark|TI|MM|1418^4^0
10.2307/1942193|*Carbon|D002244|14154|MH|RtM via: Carbon;Forced Non-Leaf Node Lookup:carbon|TI|MM;RC|1204^6^1;1214^7^1
10.2307/1942193|*Plant Leaves|D018515|13962|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|1626^4^0;1068^4^0;904^4^0;725^4^0;655^4^0;380^6^0;267^4^0;140^4^0;833^4^0
10.2307/1942193|*Picea|D028222|7860|MH|RtM via: Picea rubens|TI|MM|232^10^0
10.2307/1942193|*Nutrients|D000078622|1734|MH|RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|2261^8^0;1951^8^0;1848^8^0;1193^9^0;1008^8^0;680^8^0;53^8^0;767^8^0;2427^8^0;2455^8^0;2478^8^0
10.2307/1942193|Zinc|D015032|1000|MH|Forced Non-Leaf Node Lookup:zn||MM|91^2^0
10.2307/2937060|Animals|D000818|10549|CT|Tribolium;CT Treecode Lookup: B01.050.500.131 (Tribolium);Pupae;CT Treecode Lookup: B05.500 (Pupae);Pupae;CT Treecode Lookup: G07.345.500.550.500 (Pupae);Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae)||MM;RC
10.2307/2937060|*Tribolium|D014231|4142|MH|RtM via: Tribolium <beetle>;Forced Leaf Node Lookup:triboliums;checkForceMH Boosted|TI|MM;RC|937^9^0;616^16^0;623^9^0
10.2307/2937060|*Pupae|D011679|4132|ET|Entry Term Replacement for "Pupa";RtM via: Pupa;checkForceMH Boosted|TI|MM|696^5^0
10.2307/2937060|*Larvae|D007814|2317|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted|TI|MM|688^6^0
10.2307/2937060|*Laboratories|D007753|1999|MH|RtM via: Laboratory;Forced Leaf Node Lookup:laboratory|TI|MM|914^10^0
10.2307/2937060|*Non linear Dynamics|D017711|9549|ET|Entry Term Replacement for "Nonlinear Dynamics";RtM via: Nonlinear Dynamics|TI|MM;RC|1012^9^1;1033^8^1
10.2307/2937060|*Population Theory|D011157|7728|ET|Entry Term Replacement for "Population Dynamics";RtM via: Population Theory;Forced Non-Leaf Node Lookup:population theory|TI|MM;RC|62^17^0
10.2307/2937060|*Periodicities|D010507|4302|ET|Entry Term Replacement for "Periodicity";RtM via: Periodicity|TI|MM;RC|791^13^0
10.2307/2937060|*Mathematical Models|D008962|3915|ET|Entry Term Replacement for "Models, Theoretical";RtM via: Mathematical Model;Forced Non-Leaf Node Lookup:mathematical models|TI|MM;RC|105^19^0
10.2307/1942558|Animals|D000818|18073|CT|Insectivora;CT Treecode Lookup: B01.050.150.900.649.313.961 (Insectivora)||MM;RC
10.2307/1942558|Hawaii|D006254|6180|MH|RtM via: Hawaii;Forced Leaf Node Lookup:hawaii;Forced Leaf Node Lookup:kauai;Forced Leaf Node Lookup:maui|TI|MM|1590^6^0;365^6^0;1645^6^0;383^5^0;373^4^0
10.2307/1942558|*Plant Nectar|D057048|6009|MH|RtM via: Plant Nectar;Forced Leaf Node Lookup:nectars;checkForceMH Boosted|TI|MM|506^6^0
10.2307/1942558|*Population Density|D011156|5049|MH|RtM via: Population Density;Forced Leaf Node Lookup:population density|TI|MM|2607^18^0
10.2307/1942558|*Fruit|D005638|3549|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|516^5^0
10.2307/1942558|*Depression|D003863|2046|MH|Forced Leaf Node Lookup:depressions|TI|MM|2586^11^0
10.2307/1942558|Japan|D007564|2046|MH|Forced Leaf Node Lookup:japanese|TI|MM|1555^8^0;1606^8^0;2838^8^0
10.2307/1942558|*Habitat|D017753|17073|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|3108^7^0;732^7^0;184^7^0;882^7^0
10.2307/1942558|*Islands|D062312|6627|MH|RtM via: Islands|TI|MM|354^7^0
10.2307/1942558|*Forests|D065928|5556|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forested areas|TI|MM|461^14^0;339^7^0
10.2307/1942558|*Insectivora|D007312|1077|MH|RtM via: Insectivora|TI|MM|421^13^0
10.2307/1942558|*Passeriformes|D046109|4434|MH|RtM via: Zosterops japonicus;RtM via: Chasiempis sandwichensis;RtM via: Vestiaria coccinea;Forced Non-Leaf Node Lookup:passerines|TI|MM|2838^18^0;1555^18^0;1625^7^0;1574^4^0;225^9^0
10.2307/1942558|Ecology|D004463|1000|MH|Forced Non-Leaf Node Lookup:interspecific competition||MM|78^25^0;2068^25^0;3174^25^0;3439^25^0
3100018|Animals|D000818|78366|CT|Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites)||MM;RC
3100018|*Oviposition|D010058|17872|MH|RtM via: Oviposition;Forced Leaf Node Lookup:ovipositions|TI|MM|552^11^0
3100018|*Parasites|D010271|17833|MH|RtM via: Parasites;checkForceMH Boosted|TI|MM|598^11^0
3100018|*Grassland|D065948|17191|MH|Forced Leaf Node Lookup:prairies|TI|MM|369^7^0
3100018|Aflatoxin B1|D016604|77366|MH|||RC
3100018|Microsomes, Liver|D008862|74411|MH|||RC
3100018|*Hemiptera|D006430|1326|MH|RtM via: Prokelisia crocea;Forced Non-Leaf Node Lookup:planthoppers|TI|MM|286^17^0;274^11^0
3100018|*Geography|D005843|771|MH|RtM via: Geography;Forced Non-Leaf Node Lookup:geography|TI|MM|444^9^0
4539043|Humans|D006801|49356|CT|African Americans;CT Treecode Lookup: M01.686 (African Americans);CT Text Lookup: individuals|TI|MM;RC|307^11^0
4539043|*Trees|D014197|42444|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1811^5^0;1481^4^0;95^4^0;1880^5^0
4539043|*Rainforest|D065947|36160|MH|RtM via: Tropical Rainforest;RtM via: Rainforest;Forced Leaf Node Lookup:rain forests|TI|MM|165^21^0;335^11^0;174^12^0
4539043|*Longevity|D008136|27412|MH|RtM via: Longevity;RtM via: Life Span;Forced Leaf Node Lookup:life spans|TI|MM|2002^9^0;1699^9^0;1274^9^0;763^9^0;1547^10^0;1355^10^0;941^10^0
4539043|*Ecosystem|D017753|17999|MH|RtM via: Ecosystem;RtM via: Habitat;Forced Lookup:ecosystems|TI|MM|110^10^0;867^8^0
4539043|*Seasons|D012621|14942|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|2142^6^0
4539043|Venezuela|D014687|12332|MH|RtM via: Venezuela;Forced Leaf Node Lookup:venezuela|TI|MM|458^9^0
4539043|*African Americans|D001741|12329|MH|Forced Leaf Node Lookup:negro|TI|MM|451^5^0
