43519415|Humans|D006801|10474417|CT|Forced Humans: man|TI|MM;RC
43519463|*Health Services|D006296|252|MH|RtM via: Test Method|TI|MM|193^6^0
43518936|*Sample Size|D018401|9418|MH|RtM via: Sample Size;Forced Leaf Node Lookup:sample sizes|TI|MM;RC|794^12^0
43518936|*Pilot Projects|D010865|3739|MH|RtM via: Pilot Projects;Forced Leaf Node Lookup:pilot studies|TI|MM;RC|282^13^0
43518936|*Algorithm|D000465|1956|ET|Entry Term Replacement for "Algorithms";RtM via: algorithm;Forced Non-Leaf Node Lookup:algorithms|TI|MM;RC|446^9^0
43518936|*Surveys|D011795|372|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys|TI|MM|105^7^0
43519132|*Research Design|D012107|273|MH|RtM via: Test Method|TI|MM|275^6^0;34^6^0
43519132|*Health Services|D006296|222|MH|RtM via: Test Method|TI|MM|275^6^0;34^6^0
43519136|*Soil|D012987|19985|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|1029^4^0;819^4^0;744^4^0;618^4^0;502^4^0;361^4^0;171^4^0;72^4^0;208^4^0;405^4^0;1066^4^0;1106^4^0
43519136|*Water|D014867|7790|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|1071^5^0;213^5^0;997^5^0
43519136|*Particle Size|D010316|1899|MH|Forced Leaf Node Lookup:particle sizes|TI|MM;RC|308^13^0
43519136|*Plants|D010944|6678|MH|RtM via: Plants|TI|MM;RC|235^6^0
43519136|*Water Supply|D014881|2547|MH|RtM via: Water Supply|TI|MM|997^15^0
43519136|*Electric Conductivity|D004553|1521|MH|RtM via: Electric Conductivity|TI|MM;RC|579^12^0
43519136|*Physical Phenomena|D055585|1428|MH|RtM via: Physical Phenomenon or Property|TI|MM|176^19^0
43519136|*Model, Computerized|D003198|423|ET|Entry Term Replacement for "Computer Simulation";RtM via: Computer simulation;Forced Non-Leaf Node Lookup:computerized model|TI|MM|653^18^0
43519287|Wales|D014852|409|MH|RtM via: Country of Wales;Forced Leaf Node Lookup:wales|TI|MM|157^5^0
43519287|*Grassland|D065948|406|MH|Forced Leaf Node Lookup:grasslands|TI|MM|123^10^0
43519287|*Clustering|D016000|7860|ET|Entry Term Replacement for "Cluster Analysis";RtM via: statistical cluster;Forced Non-Leaf Node Lookup:clusterings|TI|MM;RC|310^10^0;78^10^0
43519287|Fuzzy Logic|D017143|800|MH|||RC
43519287|*Confusion|D003221|93|MH|RtM via: Fuzzy head|TI|MM|292^5^0;60^5^0
43519355|Animals|D000818|17629|CT|Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda)||MM;RC
43519355|*Quercus|D029963|16629|MH|RtM via: Quercus;Forced Leaf Node Lookup:oaks;checkForceMH Boosted|TI|MM;RC|1553^3^0;1101^4^0;1015^4^0;626^4^0;1122^4^0
43519355|*Soil|D012987|7937|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM;RC|1403^4^0;1423^5^0
43519355|*Convallaria|D031405|7164|MH|RtM via: Convallaria majalis;Forced Leaf Node Lookup:convallaria majalis;checkForceMH Boosted|TI|MM|305^19^0;1110^11^0
43519355|*Wood|D014934|5615|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM;RC|1557^5^0;705^4^0;66^5^0
43519355|*Sand|D000080463|4979|MH|RtM via: Sand;checkForceMH Boosted|TI|MM|1432^5^0
43519355|*Facies|D019066|2690|MH|RtM via: Facies;Forced Leaf Node Lookup:facies|TI|MM|262^6^0
43519355|*Habitat|D017753|8928|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|824^7^0
43519355|*Gastropoda|D049851|5400|MH|RtM via: Vitrina pellucida;RtM via: Arion subfuscus;RtM via: Vallonia;RtM via: Vitrea|TI|MM|1253^17^0;919^15^0;1235^8^0;936^6^0
43519355|*Environment|D004777|4866|MH|RtM via: Woods|TI|MM;RC|1557^5^0;66^5^0
43519355|*Plant|D010944|4038|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|1053^5^0
43504893|Humans|D006801|12799360|CT|Forced Humans: individuals|TI|MM;RC
43504893|*Intuition|D019545|515566|MH|RtM via: Intuition;Forced Leaf Node Lookup:intuition|TI|MM|113^9^0
43504893|*Intention|D033182|514909|MH|RtM via: Intention - mental process;Forced Leaf Node Lookup:intentions|TI|MM|1508^9^0
43504893|*Ecology|D004463|3903|MH|RtM via: Ecology|TI|MM;RC|1286^7^0
43504893|*Geography|D005843|897|MH|RtM via: Geography;Forced Non-Leaf Node Lookup:geography|TI|MM|1304^9^0
43504893|*Plants|D010944|750|MH|RtM via: Plants|TI|MM;RC|1298^5^0;717^6^0;57^6^0
43504893|*Health Services|D006296|666|MH|RtM via: Test Method|TI|MM|998^6^0
43519280|*Seasons|D012621|2763|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM;RC|256^7^0
43519280|*Group Structure|D006127|687|MH|RtM via: Group Structure;Forced Leaf Node Lookup:group structures|TI|MM|656^15^0
43519280|Ecosystem|D017753|696|MH|||RC
43519280|*Future|D005544|585|ET|Entry Term Replacement for "Forecasting";RtM via: Future|TI|MM;RC|1585^6^0
43519280|*Data Aggregation|D000078303|471|MH|RtM via: Data Aggregation|TI|MM|1219^15^0
43519445|Animals|D000818|34267|CT|CT Text Lookup: rabbit;Forced Animals Added: Rabbits|TI|MM;RC|762^7^0
43519445|Rabbits|D011817|34267|CT|RtM via: Wild rabbit;Forced Leaf Node Lookup:rabbits;CT Text Lookup: rabbit|TI|MM|757^12^0;762^7^0
43519445|*Forestry|D016468|28749|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM;RC|950^8^0
43519445|*Soil|D012987|24003|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|582^4^0
43519445|*Sand|D000080463|21501|MH|RtM via: Sand;Forced Leaf Node Lookup:sands;checkForceMH Boosted|TI|MM|430^5^0;501^5^0;230^4^0;116^4^0
43519445|*Juniperus|D018653|17775|MH|RtM via: Juniper;RtM via: Juniperus;Forced Leaf Node Lookup:junipers;checkForceMH Boosted|TI|MM|1091^7^0;280^7^0;31^7^0
43519445|*Herbivory|D060434|16566|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivores|TI|MM;RC|732^10^0
43519445|*Droughts|D055864|14550|MH|RtM via: Droughts;Forced Leaf Node Lookup:droughts|TI|MM;RC|1191^7^0;415^7^0
43519445|*Grassland|D065948|12124|MH|Forced Leaf Node Lookup:grasslands|TI|MM;RC|94^10^0;811^9^0
43519445|*Rivers|D045483|9036|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|536^6^0
43519445|*Geographic Information Systems|D040362|5871|MH|Forced Leaf Node Lookup:gis|TI|MM;RC|1770^3^0
43519445|*Forest|D065928|33267|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|1339^6^0;1099^6^0;847^6^0;288^6^0;39^6^0;152^6^0
43519445|*Plant|D010944|7908|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|1130^5^0
43519449|Selection, Genetic|D012641|1199|MH|||RC
43519449|Gene Frequency|D005787|1043|MH|||RC
43519449|*Mutation|D009154|879|MH|RtM via: Mutation;Forced Non-Leaf Node Lookup:mutations|TI|MM;RC|264^8^0;164^8^0;89^8^0
43519212|Madagascar|D008270|3396|MH|RtM via: Madagascar;Forced Leaf Node Lookup:madagascar|TI|MM;RC|1202^10^0;920^10^0;50^10^0;260^10^0
43519212|*Liverworts|D035926|3132|ET|Entry Term Replacement for "Hepatophyta";RtM via: Marchantiophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:liverworts|TI|MM|408^10^0
43519212|Seychelles|D012750|2778|MH|RtM via: Seychelles;Forced Leaf Node Lookup:seychelles|TI|MM;RC|1174^10^0
43519212|*Islands|D062312|1102|MH|Forced Leaf Node Lookup:islands|TI|MM;RC|78^7^0
43519212|Cuba|D003462|945|MH|RtM via: Cuba;Forced Leaf Node Lookup:cuba|TI|MM|347^4^0
43519212|Ecuador|D004484|840|MH|RtM via: Galapagos Islands;Forced Leaf Node Lookup:galapagos islands|TI|MM|366^17^0
43519212|*Geography|D005843|5298|MH|RtM via: Geography|TI|MM;RC|539^12^0
43519212|Africa|D000349|2472|MH|RtM via: Africa;Forced Non-Leaf Node Lookup:africa|TI|MM;RC|657^6^0
43519212|India|D007194|123|MH|RtM via: India|TI|MM|1155^5^0
43519254|Animals|D000818|10135|CT|CT Text Lookup: animal;CT Text Lookup: animals|TI|MM;RC|592^7^0;1597^7^0
43519254|*Plastic|D010969|2168|ET|Entry Term Replacement for "Plastics";RtM via: Plastics;checkForceMH Boosted;Forced Non-Leaf Node Lookup:plastics|TI|MM|652^7^0
43519254|*Habitats|D017753|9135|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|281^8^0
43519254|*Plants|D010944|7968|MH|RtM via: Plants|TI|MM;RC|1513^5^0;1400^6^0;855^6^0;770^6^0;672^6^0;390^6^0;163^6^0;112^6^0
43519254|*Acclimatization|D000064|5793|MH|RtM via: Acclimatization|TI|MM;RC|1335^10^0
43519254|*Adaptation, Physiological|D000222|4785|MH|RtM via: Adaptation|TI|MM;RC|1335^10^0
43519254|*Morphogenesis|D009024|1335|MH|RtM via: Morphogenesis;Forced Non-Leaf Node Lookup:morphogenesis|TI|MM|890^13^0
43519254|*Models, Computer|D003198|1020|ET|Entry Term Replacement for "Computer Simulation";RtM via: Computer simulation;Forced Non-Leaf Node Lookup:computer models|TI|MM|940^15^0
43519349|*Soil|D012987|11080|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|315^4^0;66^4^0;205^4^0
43519349|*Temperature|D013696|4732|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM;RC|320^11^0
43519349|*Sand|D000080463|4258|MH|RtM via: Sand;checkForceMH Boosted|TI|MM|110^5^0
43519349|*Hot Temperature|D006358|3511|MH|RtM via: Heat (physical force);Forced Leaf Node Lookup:heat|TI|MM;RC|188^4^0
43519349|*Wood|D014934|2140|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|116^4^0
43519349|Ecosystem|D017753|811|MH|||RC
43519349|*Physical Phenomena|D055585|558|MH|RtM via: Flow|TI|MM|193^4^0
43519349|Conservation of Natural Resources|D003247|1000|MH|Forced Non-Leaf Node Lookup:nature conservation||MM;RC|78^19^0
43519103|*Ferns|D029624|9390|MH|RtM via: Ferns;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ferns|TI|MM;RC|420^5^0;239^4^0;157^4^0
43519103|*Forests|D065928|16962|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|327^6^0;112^7^0
43519103|*Habitats|D017753|14718|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|435^8^0
43519103|*Pinus|D028223|6108|MH|RtM via: Pinus <genus>|TI|MM;RC|107^4^0
43519456|*Data Analysis|D000078332|2207|MH|RtM via: Data Analysis;Forced Leaf Node Lookup:data analysis|TI|MM|178^13^0
43519456|*Data Interpretation, Statistical|D003627|1410|MH|RtM via: Interaction Analysis|TI|MM|166^11^1;183^8^1
43519456|*Research Design|D012107|921|MH|RtM via: data analysis method|TI|MM|500^26^0
43519456|*Writing|D014956|711|MH|RtM via: Writing (occupation or discipline)|TI|MM|329^7^0
43519456|*Standardization|D012015|303|ET|Entry Term Replacement for "Reference Standards";RtM via: Standardization;Forced Non-Leaf Node Lookup:standardization|TI|MM|659^16^0
43519134|*Snow|D012914|14895|MH|RtM via: Snow (substance);RtM via: snow - weather;Forced Leaf Node Lookup:snow|TI|MM;RC|433^4^0;21^4^0
43519134|*Marble|D002119|1584|ET|Entry Term Replacement for "Calcium Carbonate";RtM via: Marble;checkForceMH Boosted;Forced Non-Leaf Node Lookup:marble|TI|MM|34^6^0
43519134|Bulgaria|D002031|1398|MH|RtM via: Country of Bulgaria;Forced Leaf Node Lookup:bulgaria|TI|MM|185^8^0
43519134|*Habitat|D017753|7929|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|591^7^0
43519134|*Plant|D010944|5562|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|47^5^0
43519134|*Research|D012106|492|MH|RtM via: Study|TI|MM|117^7^0
43519175|*Droughts|D055864|14342|MH|RtM via: Droughts;Forced Leaf Node Lookup:droughts|TI|MM;RC|44^7^0
43519175|*Grasses|D006109|13208|ET|Entry Term Replacement for "Poaceae";RtM via: Koeleria glauca;RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasses|TI|MM;RC|444^15^0;399^7^0
43519175|*Water|D014867|7361|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|587^5^0;423^5^0;342^5^0;201^5^0;21^5^0;487^5^0;675^5^0
43519175|*Carex Plant|D031255|7042|MH|RtM via: Carex Genus;Forced Leaf Node Lookup:carex;checkForceMH Boosted|TI|MM|628^5^0
43519175|*Sand|D000080463|3302|MH|RtM via: Sand;checkForceMH Boosted|TI|MM|114^5^0
43519175|*Grassland|D065948|2482|MH|Forced Leaf Node Lookup:grasslands|TI|MM;RC|120^9^0
43519175|*Seasons|D012621|2349|MH|Forced Leaf Node Lookup:seasonal|TI|MM;RC|154^8^0
43519175|*Dehydration|D003681|2255|MH|Forced Leaf Node Lookup:dehydration|TI|MM;RC|61^11^0
43519175|*Plant Leaves|D018515|6897|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|618^6^0;236^4^0
43519175|Plant Transpiration|D018526|4977|MH|||RC
43519175|*Magnoliopsida|D019684|2295|MH|RtM via: Magnoliopsida|TI|MM|548^12^0
43519175|*Biological Transport|D001692|1164|MH|RtM via: transpiration|TI|MM;RC|707^13^0;523^13^0;183^13^0
43519175|*Multivariate Analysis|D015999|288|MH|RtM via: Multivariate Analysis;Forced Non-Leaf Node Lookup:multivariate analysis|TI|MM|293^21^0
43519376|*Soil|D012987|40881|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM;RC|1994^4^0;1238^4^0;1091^5^0;924^5^0;743^4^0;513^4^0;344^4^0;488^5^0;321^4^0;213^4^0;129^4^0;455^4^0;667^4^0;1419^4^0;1464^4^0;1481^4^0;1639^4^0;1799^4^0
43519376|*Ecosystem|D017753|32934|MH|RtM via: Ecosystem;Forced Lookup:ecosystems|TI|MM;RC|830^10^0
43519376|*Water|D014867|12798|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|1970^5^0;734^5^0;389^5^0;275^5^0
43519376|*Rivers|D045483|10731|MH|RtM via: Streams;Forced Leaf Node Lookup:streams|TI|MM|1030^6^0
43519376|*Grassland|D065948|7298|MH|Forced Leaf Node Lookup:meadows|TI|MM;RC|1153^6^0
43519376|*Plants|D010944|17196|MH|RtM via: Plants|TI|MM;RC|1320^5^0;1160^5^0;934^5^0;800^6^0;349^5^0;399^6^0;326^5^0
43519376|*Physical Phenomena|D055585|5811|MH|RtM via: Physical Phenomenon or Property;RtM via: Energy, Physics;RtM via: Flow|TI|MM|1804^19^0;901^19^0;428^19^0;650^6^0;682^4^0
43519376|*Water Supply|D014881|5481|MH|RtM via: Water Supply;Forced Non-Leaf Node Lookup:water management|TI|MM|784^12^0;1970^16^0
43519376|*Nutrient|D000078622|1881|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|1910^8^0;1860^8^0
43519376|*Mineral|D008903|1515|ET|Entry Term Replacement for "Minerals";RtM via: Minerals;Forced Non-Leaf Node Lookup:minerals|TI|MM|101^7^0
43519283|Hungary|D006814|515|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM;RC|383^7^0
43519283|*Spatial Analysis|D062206|2361|MH|RtM via: Spatial Autocorrelation|TI|MM;RC|841^18^0
43519283|Biodiversity|D044822|1136|MH|||RC
43519283|Coal|D003031|1000|MH|Forced Non-Leaf Node Lookup:coal||MM|370^4^0
43519359|*Soil|D012987|25585|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|1532^4^0;1317^4^0;1143^4^0;962^4^0;1571^4^0
43519359|*Zea mays|D003313|17027|MH|RtM via: Maize;RtM via: Zea mays;Forced Leaf Node Lookup:maize;checkForceMH Boosted|TI|MM;RC|432^5^0;194^5^0
43519359|*Biomass|D018533|12250|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM;RC|1514^7^0;1294^7^0;1065^7^0;1119^7^0
43519359|*Agriculture|D000383|13635|MH|RtM via: Agriculture|TI|MM;RC|115^12^0
43519359|*Water Supply|D014881|6594|MH|RtM via: Water Supply|TI|MM;RC|1465^14^0
43519359|*Environment|D004777|3522|MH|RtM via: Acre (geographic area)|TI|MM|1401^4^0
43519359|*Edible Grain|D002523|3192|MH|RtM via: Cereals|TI|MM|1190^5^0
43519359|Water|D014867|1000|MH|Forced Non-Leaf Node Lookup:water||MM;RC|1474^5^0
43519359|*Longitudinal Studies|D008137|504|MH|RtM via: Continuous|TI|MM|1453^11^0
43519202|*Lichen|D008011|48754|ET|Entry Term Replacement for "Lichens";RtM via: Lichen - organism;checkForceMH Boosted|TI|MM;RC|999^10^0;790^10^0;744^10^0;705^10^0;662^10^0;339^10^0
43519202|*Ascomycetes|D001203|20421|ET|Entry Term Replacement for "Ascomycota";RtM via: Ascomycota (fungus);RtM via: Class Ascomycetes (fungus);RtM via: Didymosphaeria;Forced Non-Leaf Node Lookup:ascomycetes|TI|MM;RC|899^10^0;1010^11^0;813^11^0;767^11^0;728^11^0;685^11^0;535^11^0;488^11^0;298^11^0;916^14^0
43519202|*Biodiversity|D044822|3231|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM;RC|153^12^0;50^10^1;69^9^1
43519203|Humans|D006801|7417252|CT|Forced Humans: cohort|TI|MM
43519203|*Lichens|D008011|914115|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM;RC|527^7^0;293^6^0;80^7^0
43519203|*Rainforest|D065947|307168|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rainforests|TI|MM;RC|164^10^0
43519203|*Individuality|D007206|302005|MH|RtM via: Individuality;Forced Leaf Node Lookup:individual differences|TI|MM|714^22^0
43519203|Queensland|D011793|301963|MH|RtM via: Queensland;Forced Leaf Node Lookup:queensland|TI|MM|198^10^0
43519203|TIP regimen|C111757|3748|NM|RtM via: TIP regimen|TI|MM|1074^4^0
43519203|*Ifosfamide|D007069|3747|HM|RtM via: TIP regimen|TI|MM|1074^4^0
43519203|*Ascomycota|D001203|3228|MH|RtM via: Strigula|TI|MM;RC|1141^8^0
43519203|*Plants|D010944|3153|MH|RtM via: Host plants|TI|MM;RC|21^10^0
43519203|*Antineoplastic Combined Chemotherapy Protocols|D000971|450|HM|RtM via: TIP regimen|TI|MM|1074^4^0
43519203|*Cisplatin|D002945|1488|HM|RtM via: TIP regimen|TI|MM|1074^4^0
43519203|*Taxoids|D043823|2118|HM|RtM via: TIP regimen|TI|MM|1074^4^0
43519203|*Plant Leaves|D018515|1713|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM;RC|745^4^0;542^6^0;353^6^0
43519203|*Cluster Analysis|D016000|339|MH|RtM via: statistical cluster;Forced Non-Leaf Node Lookup:cluster analysis|TI|MM|388^16^0
43505081|Humans|D006801|27516037|CT|Forced Humans: families|TI|MM
43505081|*Sand|D000080463|2244134|MH|RtM via: Sand;Forced Leaf Node Lookup:sand;checkForceMH Boosted|TI|MM|868^4^0
43505081|*Chenopodiaceae|D019663|1142920|MH|RtM via: Chenopodiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chenopodiaceae|TI|MM;RC|340^14^0;241^14^0
43505081|*Cyperaceae|D029785|1136836|MH|RtM via: Cyperaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cyperaceae|TI|MM;RC|257^10^0
43505081|*Zygophyllaceae|D028461|1134376|MH|RtM via: Zygophyllaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:zygophyllaceae|TI|MM;RC|311^14^0
43505081|*Portulacaceae|D029622|1133401|MH|RtM via: Portulacaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:portulacaceae|TI|MM|293^13^0
43505081|*Angiosperm|D019684|1129081|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:angiosperms|TI|MM|59^10^0
43505081|*Poaceae|D006109|1127596|MH|RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:poaceae|TI|MM|284^7^0
43505081|*Euphorbiaceae|D019665|1122937|MH|RtM via: Euphorbiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:euphorbiaceae|TI|MM|269^13^0
43505081|*Grassland|D065948|1121161|MH|Forced Leaf Node Lookup:grasslands|TI|MM|873^10^0
43505081|Hungary|D006814|1121161|MH|RtM via: Hungarian (ethnic group);Forced Leaf Node Lookup:hungarians|TI|MM|49^9^0
43505081|Plant Vascular Bundle|D058526|0|MH|Plants Found: vascular bundle||MM;RC
43505081|Species Specificity|D013045|349062|MH|||RC
43505081|*Photosynthesis|D010788|32274|MH|RtM via: Photosynthesis;Forced Non-Leaf Node Lookup:photosynthesis|TI|MM;RC|962^14^0
43505081|*Plant Leaves|D018515|11709|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM;RC|735^4^0;396^4^0;124^4^0;469^4^0
43505081|*Amaranthaceae|D027703|5946|MH|RtM via: Amaranthaceae;Forced Non-Leaf Node Lookup:amaranthaceae|TI|MM|226^13^0
43519427|Soil|D012987|257|MH|||RC
43519427|Ecosystem|D017753|250|MH|||RC
43519427|*Specimen Handling|D013048|126|MH|RtM via: Sampling|TI|MM|554^8^0
43519427|*Diagnostic Tests, Routine|D003955|111|MH|RtM via: Examination|TI|MM|118^8^0
43519547|*Data Analysis|D000078332|1903|MH|RtM via: Data Analysis;Forced Leaf Node Lookup:data analysis|TI|MM|80^13^0
43519547|*Culture Media|D003470|1089|MH|RtM via: Culture Media|TI|MM|322^6^0
43519547|Software|D012984|620|MH|||RC
43519547|*Publications|D011642|315|MH|RtM via: Card (document)|TI|MM|356^4^0
43518931|*Wetlands|D053833|7047|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM;RC|402^7^0
43518931|Ecosystem|D017753|1119|MH|||RC
43518931|*Stereotypic Movement Disorder|D019956|951|MH|RtM via: Mannerism|TI|MM|155^6^0
43518931|*Computer Simulation|D003198|939|MH|RtM via: Computer simulation|TI|MM|68^10^0
43519513|violaxanthin|C005613|44437|NM|RtM via: violaxanthin;Forced SCR Leaf Node Lookup:violaxanthin|TI|MM|863^12^0;751^12^0
43519513|neoxanthin|C011947|40300|NM|RtM via: neoxanthin;Forced SCR Leaf Node Lookup:neoxanthin|TI|MM|1156^10^0;1228^10^0
43519513|antheraxanthin|C031140|32026|NM|RtM via: antheraxanthin;Forced SCR Leaf Node Lookup:antheraxanthin|TI|MM|793^14^0
43519513|*Chlorophyll A|D000077194|19452|MH|RtM via: Chlorophyll A;Forced Lookup:chlorophyll a;Forced Leaf Node Lookup:chlorophyll a;checkForceMH Boosted|TI|MM|499^13^0
43519513|*Chlorophyll|D002734|19305|MH|RtM via: chlorophyll;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chlorophyll|TI|MM;RC|1656^11^0;1415^11^0;540^11^0;1437^11^0
43519513|*Droughts|D055864|10476|MH|RtM via: Droughts;Forced Leaf Node Lookup:droughts|TI|MM;RC|1100^7^0
43519513|*Carotene|D002338|9456|ET|Entry Term Replacement for "Carotenoids";RtM via: Carotene;RtM via: Carotenoids;checkForceMH Boosted;Forced Non-Leaf Node Lookup:carotenoids|TI|MM|934^8^0;738^8^0;1243^10^0
43519513|*Desiccation|D003890|4582|MH|Forced Leaf Node Lookup:desiccation|TI|MM;RC|152^11^0;214^11^0;654^11^0;898^11^0;962^11^0;1033^11^0
43519513|*Xanthophylls|D024341|44436|HM|RtM via: neoxanthin;RtM via: violaxanthin;RtM via: antheraxanthin|TI|MM;RC|1156^10^0;863^12^0;751^12^0;793^14^0
