10.2307/2484573|Female|D005260|5409|CT|Ovary;CT Treecode Lookup: A05.360.319 (Ovary);Genitalia, Female;CT Treecode Lookup: A05.360.319 (Genitalia, Female)|TI|MM
10.2307/2483986|*Germination|D018525|83887|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM;RC|442^11^0;722^9^0;328^11^0;32^11^0;680^11^0
10.2307/2483986|*Seedlings|D036226|35751|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|983^9^0;519^8^0
10.2307/2483986|*Sodium Chloride|D012965|27233|MH|RtM via: sodium chloride;Forced Leaf Node Lookup:nacl;checkForceMH Boosted|TI|MM;RC|505^4^0;561^4^0
10.2307/2483986|*Salinity|D054712|18811|MH|RtM via: Salinity;Forced Leaf Node Lookup:salinity|TI|MM;RC|135^8^0
10.2307/2483986|*Temperature|D013696|12697|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM;RC|92^11^0
10.2307/2483986|*Soil|D012987|11041|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|1013^4^0;116^4^0;1040^4^0
10.2307/2483986|*Laboratories|D007753|7375|MH|RtM via: Laboratory;Forced Leaf Node Lookup:laboratory|TI|MM|168^10^0
10.2307/2483986|*Respect|D000078682|7174|MH|RtM via: Respect;Forced Leaf Node Lookup:respect|TI|MM|861^8^0;371^8^0
10.2307/2483986|*Grassland|D065948|7171|MH|Forced Leaf Node Lookup:grasslands|TI|MM|637^9^0;915^9^0;1003^9^0;1076^9^0;1143^9^0
10.2307/2483986|*Seeds|D012639|17685|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|716^5^0;284^5^0
10.2307/2483986|*Brassicaceae|D019607|16968|MH|RtM via: Cakile;RtM via: Cakile maritima|TI|MM;RC|871^6^0;381^6^0;67^15^0
10.2307/2483986|*Geraniaceae|D031314|3405|MH|RtM via: California (plant)|TI|MM|237^10^0
10.2307/2483986|*Adaptation, Physiological|D000222|3108|MH|RtM via: Adaptation|TI|MM;RC|891^7^0;394^7^0
10.2307/2483986|*Seawater|D012623|1200|MH|RtM via: Seawater;Forced Non-Leaf Node Lookup:sea waters|TI|MM|575^9^0
10.2307/2483986|California|D002140|3|MH|RtM via: California|TI|MM|237^10^0
10.2307/2996281|Male|D008297|38695|CT|Forced Lookup:male|TI|MM|119^4^0
10.2307/2996281|Animals|D000818|38695|CT|Animals, Wild;CT Treecode Lookup: B01.050.050 (Animals, Wild);Buffaloes;CT Treecode Lookup: B01.050.150.900.649.313.500 (Buffaloes);Bison;CT Treecode Lookup: B01.050.150.900.649.313.500 (Bison)||MM;RC
10.2307/2996281|*Soil|D012987|23846|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|258^4^0
10.2307/2996281|*Seasons|D012621|15119|MH|RtM via: Seasons;RtM via: Summer;RtM via: spring (season);RtM via: Winter;Forced Leaf Node Lookup:seasons|TI|MM;RC|183^6^0;210^6^0;334^6^0;193^6^0;143^6^1;158^6^1;880^6^0
10.2307/2996281|*Grassland|D065948|15052|MH|Forced Leaf Node Lookup:grasslands;Forced Leaf Node Lookup:prairies|TI|MM;RC|289^10^0;1076^10^0;85^9^0;1284^9^0;1006^7^0
10.2307/2996281|*Animals, Wild|D000835|10255|MH|RtM via: Animals, Wild;Forced Leaf Node Lookup:wildlife;checkForceMH Boosted|TI|MM|375^8^0
10.2307/2996281|*Buffaloes|D002020|9391|MH|RtM via: Buffaloes;Forced Leaf Node Lookup:buffalo;checkForceMH Boosted|TI|MM|412^7^0;28^7^0;124^7^0
10.2307/2996281|*Water|D014867|5693|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|231^5^0
10.2307/2996281|*Fire|D005390|37695|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM;RC|1094^4^0
10.2307/2996281|*Bison|D016164|7245|MH|RtM via: Bison bison|TI|MM;RC|412^7^0;28^7^0;124^7^0
10.2307/2996281|*Rains|D011891|6909|ET|Entry Term Replacement for "Rain";RtM via: Rain|TI|MM|177^5^0
10.2307/2482150|Female|D005260|33813|CT|Ovary;CT Treecode Lookup: A05.360.319 (Ovary)|TI|MM
10.2307/2482150|*Inflorescence|D056626|32813|MH|RtM via: Inflorescence;Forced Leaf Node Lookup:inflorescences|TI|MM;RC|1327^13^0;257^13^0
10.2307/2482150|*Gramineae|D006109|19301|ET|Entry Term Replacement for "Poaceae";RtM via: Bambuseae;RtM via: Streptochaeta;RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:gramineae|TI|MM;RC|1591^9^0;1382^9^0;1823^13^0;1513^13^0;1344^13^0;31^13^0;313^5^0;61^9^0
10.2307/2482150|*Ovary|D010053|4118|MH|RtM via: Both ovaries;RtM via: Ovary;Forced Leaf Node Lookup:ovary|TI|MM|1110^5^0
10.2307/2482150|*Respect|D000078682|4022|MH|RtM via: Respect;Forced Leaf Node Lookup:respect|TI|MM|336^8^0
10.2307/2482150|*Flower|D035264|24633|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|1813^6^0
10.2307/2482150|*Plant Leaves|D018515|2508|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|1430^4^0;220^6^0
10.2307/2483273|Animals|D000818|2503|CT|Bivalvia;CT Treecode Lookup: B01.050.500.644 (Bivalvia)||MM;RC
10.2307/2483273|*Spores, Fungal|D013172|1443|MH|RtM via: Conidia;Forced Leaf Node Lookup:conidia;checkForceMH Boosted|TI|MM;RC|444^7^0
10.2307/2483273|*Germination|D018525|357|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|474^11^0
10.2307/2483273|*Hypocreales|D006999|1503|MH|RtM via: Gliocephalotrichum|TI|MM;RC|28^18^0
10.2307/2483273|*Culture Media|D003470|564|MH|RtM via: Culture Media|TI|MM|415^5^0
10.2307/2483273|*Chlorophyta|D000460|324|MH|RtM via: Penicillus <green alga>|TI|MM|281^10^0
10.2307/2483273|*Bivalvia|D049872|186|MH|RtM via: Penicillus <bivalve>|TI|MM|281^10^0
10.2307/2996989|*Trees|D014197|55270|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM;RC|212^4^0
10.2307/2996989|*Quercus|D029963|40992|MH|RtM via: Quercus macrocarpa;RtM via: Quercus ellipsoidalis;Forced Leaf Node Lookup:quercus;Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM;RC|395^7^0;351^16^0;317^21^0;364^3^0;399^3^0;1480^3^0
10.2307/2996989|*Droughts|D055864|20402|MH|RtM via: Droughts;Forced Leaf Node Lookup:droughts|TI|MM;RC|1720^7^0;1400^7^0;196^7^0
10.2307/2996989|*Grassland|D065948|19752|MH|Forced Leaf Node Lookup:prairies;Forced Leaf Node Lookup:savannas|TI|MM|1913^7^0;417^8^0;1764^8^0;1822^8^0;1897^8^0;28^7^0
10.2307/2996989|*Soil|D012987|16403|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM;RC|591^5^0;569^4^0;690^5^0
10.2307/2996989|*Sand|D000080463|15625|MH|RtM via: Sand;Forced Leaf Node Lookup:sand;checkForceMH Boosted|TI|MM|1892^4^0
10.2307/2996989|Minnesota|D008910|6584|MH|RtM via: Minnesota;Forced Leaf Node Lookup:minnesota|TI|MM|135^9^0
10.2307/2996989|*Woodlands|D065928|38901|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:woodlands|TI|MM;RC|1921^6^0;1776^9^0
10.2307/2996989|*Fire|D005390|17142|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM;RC|1568^4^0
10.2307/2996989|*Climate|D002980|6012|MH|RtM via: Climate|TI|MM|1869^7^0
10.2307/2996989|*Water Table|D060587|1908|ET|Entry Term Replacement for "Groundwater";RtM via: Water Table;Forced Non-Leaf Node Lookup:water tables|TI|MM|1551^11^0
10.2307/2483249|*Meristem|D018519|14269|MH|RtM via: Root Tip;Forced Leaf Node Lookup:root tips|TI|MM;RC|866^8^0
10.2307/2483249|*Gymnosperms|D032462|4252|ET|Entry Term Replacement for "Cycadopsida";RtM via: Division Coniferophyta (organism);RtM via: Cycadopsida;checkForceMH Boosted|TI|MM|107^8^0;645^13^0
10.2307/2483249|*Cell Lineage|D019070|3667|MH|RtM via: Cell Lineage;Forced Leaf Node Lookup:cell lineages|TI|MM;RC|213^13^0
10.2307/2483249|*Conifers|D064028|3439|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;RtM via: Gymnosperm;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM|741^7^0;107^8^0;645^13^0
10.2307/2483249|*Liver|D008099|2241|MH|RtM via: Liver Acinus Zone 1;RtM via: Liver Acinus Zone 2;RtM via: Liver Acinus Zone 3|TI|MM|285^6^0;323^6^0;341^6^0
10.2307/2483249|*Endocrine Glands|D004702|1788|MH|RtM via: Cortex of Organ|TI|MM|402^6^0
10.2307/2483249|*Biological Phenomena|D001686|1755|MH|RtM via: Tissue Growth|TI|MM|548^6^0
10.2307/2484800|Spores, Fungal|D013172|5434|MH|Spores Specifics:Spores||MM;RC
10.2307/2484800|*Basidiomycota|D001487|3255|MH|RtM via: Uredinales|TI|MM;RC|500^10^0
10.2307/2484800|*Fungi|D005658|2919|MH|RtM via: Fungi;Forced Non-Leaf Node Lookup:fungi|TI|MM;RC|598^5^0;505^5^0
10.2307/2484800|*Biological Phenomena|D001686|663|MH|RtM via: Tissue Growth|TI|MM|382^6^0
10.2307/2484800|*Cell Differentiation|D002454|282|MH|RtM via: Cell Differentiation process|TI|MM|448^15^0
10.2307/2996972|United States|D014481|12304|CT|Forced Leaf Node Lookup:american|TI|MM|56^8^0
10.2307/2996972|Virginia|D014768|8911|MH|RtM via: Alleghany County, VA;RtM via: Giles County, VA;RtM via: Virginia;Forced Leaf Node Lookup:virginia|TI|MM|818^16^0;254^16^0;931^12^0;301^12^0;230^8^0
10.2307/2996972|*Wetlands|D053833|5467|MH|RtM via: Marshes;Forced Leaf Node Lookup:marsh|TI|MM|93^5^0
10.2307/2996972|*Parks, Recreational|D000068316|4294|MH|RtM via: National Parks;Forced Leaf Node Lookup:national parks|TI|MM|899^13^0;396^13^0
10.2307/2996972|*Lakes|D060106|3883|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lake|TI|MM|288^4^0
10.2307/2996972|*Forest|D065928|11304|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|134^6^0
10.2307/2996972|*Fagaceae|D029962|7497|MH|RtM via: Castanea dentata|TI|MM;RC|75^16^0
10.2307/2996972|North Carolina|D009657|6330|MH|RtM via: Alleghany County, NC|TI|MM;RC|818^16^0;254^16^0
10.2307/2996972|Tennessee|D013714|6330|MH|RtM via: Giles County, TN|TI|MM;RC|931^12^0;301^12^0
10.2307/2996972|Maryland|D008396|6327|MH|RtM via: Allegany County, MD|TI|MM|818^16^0;254^16^0
10.2307/2996972|Appalachia|D001061|5844|ET|Entry Term Replacement for "Appalachian Region";RtM via: Appalachian Region|TI|MM|164^12^0
10.2307/2482797|Guinea Pigs|D006168|23296|CT|RtM via: Cavia;Forced Leaf Node Lookup:guinea pigs;CT Text Lookup: guinea pigs|TI|MM|907^11^0
10.2307/2482797|Rats|D051381|23296|CT|RtM via: Rattus;RtM via: Rattus norvegicus;Forced Non-Leaf Node Lookup:rat|TI|MM|1172^3^0
10.2307/2482797|Animals|D000818|23296|CT|RtM via: Cavia;RtM via: Rattus;RtM via: Rattus norvegicus;CT Text Lookup: animal;CT Text Lookup: animals;CT Text Lookup: guinea pigs;Forced Non-Leaf Node Lookup:animals|TI|MM;RC|907^11^0;1172^3^0;1336^7^0
10.2307/2482797|*Phosphorus|D010758|22296|MH|RtM via: phosphorus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phosphorus|TI|MM;RC|809^10^0
10.2307/2482797|*Nitrogen|D009584|15783|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM;RC|1309^8^0;588^8^0
10.2307/2482797|*Wetlands|D053833|12126|MH|RtM via: Marshes;Forced Leaf Node Lookup:marsh|TI|MM;RC|102^5^0;165^5^0
10.2307/2482797|*Cynodon|D031744|11541|MH|RtM via: Cynodon;RtM via: Cynodon dactylon;Forced Leaf Node Lookup:bermuda grass;checkForceMH Boosted|TI|MM|416^13^0
10.2307/2482797|*Vitamin B Complex|D014803|9888|MH|RtM via: Vitamin B Drug Class;RtM via: vitamin B complex;Forced Leaf Node Lookup:b vitamins;checkForceMH Boosted|TI|MM|828^10^0;265^10^0;1022^10^0
10.2307/2482797|*Amino Acids, Essential|D000601|4182|MH|RtM via: Amino Acids, Essential;checkForceMH Boosted;Forced Non-Leaf Node Lookup:essential amino acids|TI|MM|1122^21^0;284^21^0
10.2307/2482797|Georgia|D005845|3249|MH|RtM via: Georgia, USA;Forced Leaf Node Lookup:georgia|TI|MM|198^7^0
10.2307/2482797|*Calcium, Dietary|D002136|6345|MH|RtM via: Calcium, Dietary|TI|MM|797^7^0
10.2307/2482797|*Poaceae|D006109|4902|MH|RtM via: Spartina;RtM via: Sporobolus alterniflorus|TI|MM|1232^8^0;515^8^0;338^8^0;114^21^0
10.2307/2482797|*Biological Phenomena|D001686|2085|MH|RtM via: Tissue Growth;RtM via: carbon utilization|TI|MM|1158^6^0;897^6^0;695^6^0;497^7^0;1081^13^0
10.2307/2482797|*Plant Leaves|D018515|975|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|744^6^0;61^5^0
10.2307/2484120|Animals|D000818|1434|CT|Ixodidae;CT Treecode Lookup: B01.050.500.131 (Ixodidae)||RC
10.2307/2484120|*Rosa|D027826|434|MH|RtM via: Rosa;Forced Leaf Node Lookup:rose;checkForceMH Boosted|TI|MM|59^4^0
10.2307/2484120|*Bupleurum|D029972|368|MH|RtM via: Bupleurum americanum;Forced Leaf Node Lookup:bupleurums;checkForceMH Boosted|TI|MM|28^20^0
10.2307/2484120|Oregon|D009922|220|MH|RtM via: Baker County, OR;RtM via: Oregon (geographic location);Forced Leaf Node Lookup:oregon|TI|MM;RC|149^12^0;290^6^0;163^6^0
10.2307/2484120|Ixodidae|D026863|345|MH|||RC
10.2307/2484120|Florida|D005431|111|MH|RtM via: Baker County, FL|TI|MM;RC|149^12^0
10.2307/2484120|*Cluster Analysis|D016000|45|MH|RtM via: Recognition of Outliers by Sampling Ends|TI|MM|59^4^0
10.2307/2484607|*Quercus|D029963|60117|MH|RtM via: Quercus alba;RtM via: Quercus rubra;Forced Leaf Node Lookup:quercus;Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM;RC|897^12^0;854^13^0;1038^3^0;821^7^0
10.2307/2484607|*Fagus|D029964|55304|MH|RtM via: Fagus grandifolia;Forced Leaf Node Lookup:fagus;checkForceMH Boosted|TI|MM;RC|527^17^0
10.2307/2484607|*Acer|D031002|43397|MH|RtM via: Acer saccharum;Forced Leaf Node Lookup:acer saccharums;checkForceMH Boosted|TI|MM;RC|409^14^0;495^14^0
10.2307/2484607|*Tsuga|D028225|24374|MH|RtM via: Tsuga canadensis;Forced Leaf Node Lookup:tsugas;checkForceMH Boosted|TI|MM;RC|391^16^0;546^5^0
10.2307/2484607|*Liriodendron|D031567|20198|MH|RtM via: Liriodendron tulipifera;Forced Leaf Node Lookup:liriodendron tulipiferas;checkForceMH Boosted|TI|MM|869^23^0;425^23^0
10.2307/2484607|*Tilia|D032384|16886|MH|RtM via: Tilia (Plant);Forced Leaf Node Lookup:tilias;checkForceMH Boosted|TI|MM|371^5^0;564^5^0
10.2307/2484607|*Aesculus|D031319|16127|MH|RtM via: Aesculus flava;Forced Leaf Node Lookup:aesculus;checkForceMH Boosted|TI|MM|454^17^0;587^8^0
10.2307/2484607|*Carya|D031325|16124|MH|RtM via: Carya tomentosa;Forced Leaf Node Lookup:caryas;checkForceMH Boosted|TI|MM|837^15^0;1042^7^0;981^5^0
10.2307/2484607|*Cornus|D029768|14573|MH|RtM via: Cornus florida;Forced Leaf Node Lookup:cornus;checkForceMH Boosted|TI|MM;RC|943^14^0;511^14^0
10.2307/2484607|Tennessee|D013714|7036|MH|RtM via: Grundy County, TN;RtM via: Tennessee;Forced Leaf Node Lookup:tennessee|TI|MM|123^13^0;138^9^0
10.2307/2484607|*Forests|D065928|16659|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|1003^6^0;681^6^0;611^6^0;35^7^0;1095^6^0
10.2307/2484607|Trees|D014197|2813|MH|||RC
10.2307/2484607|Illinois|D007087|1872|MH|RtM via: Grundy County, IL|TI|MM;RC|123^13^0
10.2307/2484469|*Quercus|D029963|4914|MH|Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM|126^3^0
10.2307/2484469|New Jersey|D009515|2460|MH|RtM via: New Jersey;Forced Leaf Node Lookup:new jersey|TI|MM|164^10^0
10.2307/2484469|*Forest|D065928|31479|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|796^6^0;156^6^0;51^6^0
10.2307/2484469|*Plants|D010944|6483|MH|RtM via: Vine|TI|MM;RC|569^4^0
10.2307/2996976|*Pimpinella|D028042|1459|MH|RtM via: Pimpinella saxifraga;Forced Leaf Node Lookup:pimpinellas;checkForceMH Boosted|TI|MM;RC|493^20^0;299^20^0
10.2307/2996976|*Lakes|D060106|818|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lake|TI|MM|48^4^0
10.2307/2996976|*Artemisia|D019306|641|MH|RtM via: Artemisia ludoviciana;checkForceMH Boosted;Forced Non-Leaf Node Lookup:artemisias|TI|MM|210^21^0
10.2307/2996976|*Digitalis|D004070|547|MH|RtM via: Digitalis grandiflora;Forced Leaf Node Lookup:digitalis;checkForceMH Boosted|TI|MM|426^21^0;255^21^0
10.2307/2996976|Vermont|D014707|317|MH|RtM via: Vermont;Forced Leaf Node Lookup:vermont|TI|MM;RC|201^7^0;73^7^0
10.2307/2996976|New York|D009518|308|MH|RtM via: New York (geographic location);Forced Leaf Node Lookup:new york|TI|MM;RC|367^8^0;85^8^0
10.2307/2996976|*Paronychia|D010304|236|MH|Forced Leaf Node Lookup:paronychias|TI|MM|466^10^0
10.2307/2996976|*Caryophyllaceae|D029748|1377|MH|RtM via: Cerastium tomentosum;RtM via: Paronychia canadensis;Forced Non-Leaf Node Lookup:cerastiums|TI|MM|233^20^0;466^21^0
10.2307/2996976|*Liliaceae|D019668|648|MH|RtM via: Gagea fistulosa|TI|MM;RC|449^15^0;278^15^0
10.2307/2996976|*Poaceae|D006109|531|MH|RtM via: Graphephorum melicoides|TI|MM|321^19^0
10.2307/2996976|Saxifragaceae|D031995|1000|MH|Forced Non-Leaf Node Lookup:saxifragas||MM;RC|310^9^0;504^9^0
10.2307/2484798|Animals|D000818|16573|CT|Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites)||MM;RC
10.2307/2484798|*Parasites|D010271|15573|MH|RtM via: Parasites;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM;RC|1214^8^0;1192^8^0;819^8^0;535^8^0;382^9^0;656^8^0;1071^8^0;1389^8^0
10.2307/2484798|*Host-Parasite Interactions|D006790|9360|MH|RtM via: Host-Parasite Interactions;Forced Leaf Node Lookup:parasite-host interactions|TI|MM;RC|428^26^0
10.2307/2484798|*Host Specificity|D058507|4482|MH|RtM via: Host Range;Forced Leaf Node Lookup:host ranges|TI|MM|1371^10^0
10.2307/2484798|*Protoplasts|D011523|3174|MH|RtM via: Protoplasts;Forced Leaf Node Lookup:protoplasts|TI|MM;RC|828^10^0;1112^10^0
10.2307/2484798|*Germination|D018525|2550|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|782^11^0
10.2307/2484798|*Plants|D010944|5862|MH|RtM via: Algae|TI|MM;RC|219^5^0
10.2307/2484798|*Fungi|D005658|5253|MH|RtM via: Fungi;Forced Non-Leaf Node Lookup:fungi|TI|MM;RC|91^5^0;207^5^0
10.2307/2484798|*Biological Phenomena|D001686|2196|MH|RtM via: Anatomical maturation;RtM via: Tissue Growth|TI|MM|1174^10^0;945^6^0
10.2307/2484798|*Embryophyta|D019669|2076|MH|RtM via: Embryophyta|TI|MM|231^13^0
10.2307/2484798|*Cytoplasm|D003593|1605|MH|RtM via: Cytoplasm;Forced Non-Leaf Node Lookup:cytoplasms|TI|MM;RC|853^9^0;188^9^0
10.2307/2484798|Cell Proliferation|D049109|1000|MH|Forced Non-Leaf Node Lookup:proliferation||MM|970^13^0
10.2307/2996038|*Steam|D013227|4159|MH|RtM via: Steam sterilizer;Forced Leaf Node Lookup:steams;checkForceMH Boosted|TI|MM|124^19^0
10.2307/2996038|*Herbicide|D006540|3938|ET|Entry Term Replacement for "Herbicides";RtM via: Herbicides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:herbicides|TI|MM;RC|657^9^0
10.2307/2996038|*Solidago|D036624|3805|MH|RtM via: Solidago;Forced Leaf Node Lookup:goldenrods;checkForceMH Boosted|TI|MM|347^9^0;105^9^0
10.2307/2996038|*Seasons|D012621|2666|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM;RC|398^6^0
10.2307/2996038|*Seed|D012639|4755|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM;RC|579^4^0;39^4^0;191^4^0;315^4^0
10.2307/2996038|*Sterilization|D013242|1110|MH|RtM via: Steam sterilizer;RtM via: Sterilization for infection control;Forced Non-Leaf Node Lookup:sterilization|TI|MM|124^19^0;446^10^0;130^13^0
10.2307/2484784|Humans|D006801|2803519|CT|Forced Humans: man|TI|MM
10.2307/2484784|*Solidago|D036624|228743|MH|RtM via: Solidago sempervirens;Forced Leaf Node Lookup:solidago;checkForceMH Boosted|TI|MM|205^21^0
10.2307/2484784|*Wetlands|D053833|123925|MH|RtM via: Marshes;Forced Leaf Node Lookup:marsh|TI|MM;RC|147^5^0
10.2307/2484784|*Soil|D012987|118240|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|97^4^0
10.2307/2484784|*Salinity|D054712|118009|MH|RtM via: Salinity;Forced Leaf Node Lookup:salinity|TI|MM;RC|102^8^0
10.2307/2484784|*Poaceae|D006109|7287|MH|RtM via: Sporobolus pumilus|TI|MM;RC|126^15^0
10.2307/2484417|*Magnesium|D008274|64468|MH|RtM via: Dietary Magnesium;RtM via: magnesium;Forced Leaf Node Lookup:magnesium;checkForceMH Boosted|TI|MM;RC|133^9^0
10.2307/2484417|*Sodium|D012964|48017|MH|RtM via: sodium;RtM via: sodium cation;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sodium|TI|MM;RC|166^6^0
10.2307/2484417|*Manganese|D008345|43351|MH|RtM via: manganese;Forced Leaf Node Lookup:manganese;checkForceMH Boosted|TI|MM;RC|144^9^0
10.2307/2484417|*Potassium|D011188|36359|MH|RtM via: potassium;checkForceMH Boosted;Forced Non-Leaf Node Lookup:potassium|TI|MM;RC|155^9^0
10.2307/2484417|*Zinc|D015032|35837|MH|RtM via: Dietary Zinc;RtM via: zinc;checkForceMH Boosted;Forced Non-Leaf Node Lookup:zinc|TI|MM;RC|178^4^0
10.2307/2484417|*Iron|D007501|29987|MH|RtM via: iron;checkForceMH Boosted;Forced Non-Leaf Node Lookup:iron|TI|MM;RC|127^4^0
10.2307/2484417|*Potamogetonaceae|D031821|20410|MH|RtM via: Potamogeton diversifolius;Forced Leaf Node Lookup:potamogetons;checkForceMH Boosted|TI|MM|49^25^0
10.2307/2484417|*Laboratories|D007753|10361|MH|RtM via: Laboratory;Forced Leaf Node Lookup:laboratory|TI|MM|207^10^0
10.2307/2484417|*Calcium, Dietary|D002136|18666|MH|RtM via: Calcium, Dietary|TI|MM;RC|118^7^0
10.2307/2484417|*Ions|D007477|9105|MH|RtM via: Dietary Manganese;RtM via: sodium cation|TI|MM|144^9^0;166^6^0
10.2307/2484417|*Organic Chemicals|D009930|2751|MH|RtM via: Zinc Supplements|TI|MM|178^4^0
10.2307/2484417|*Body Weight|D001835|2388|MH|RtM via: Dry body weight (observable entity)|TI|MM|106^10^0
10.2307/2482529|*Olea|D031658|1306|MH|Forced Leaf Node Lookup:olives;checkForceMH Boosted|TI|MM|78^5^0
10.2307/2482529|*Orange|D032084|779|ET|Entry Term Replacement for "Citrus sinensis";RtM via: Orange (fruit);checkForceMH Boosted|TI|MM|106^6^0
10.2307/2482529|Sordaria brevicollis|C000702417|654|NM|Forced New Lookup:sordaria brevicollis|TI|MM|57^20^0
10.2307/2482529|*Pigmentation|D010858|3339|MH|RtM via: Pigmentation;Forced Non-Leaf Node Lookup:pigmentations|TI|MM;RC|113^12^0
10.2307/2482529|*Reproduction|D012098|1728|MH|RtM via: conjugation with cellular fusion;RtM via: mating;RtM via: parasexual conjugation with cellular fusion|TI|MM|846^6^0;522^6^0;247^6^0
10.2307/2482529|*Cell Cycle|D002453|1719|MH|RtM via: meiosis II cell cycle process|TI|MM|664^23^0
10.2307/2482529|*Ascomycota|D001203|1599|MH|RtM via: Ascus (fungus)|TI|MM;RC|465^4^0
10.2307/2482529|*Centromere|D002503|882|MH|RtM via: Centromere;Forced Non-Leaf Node Lookup:centromeres|TI|MM|873^10^0;767^10^0
10.2307/2996969|Animals|D000818|18886|CT|Weevils;CT Treecode Lookup: B01.050.500.131 (Weevils);Insects;CT Treecode Lookup: B01.050.500.131 (Insects);Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
10.2307/2996969|Male|D008297|18886|CT|Forced Lookup:male;CT Text Lookup: male;CT Text Lookup: males;Forced Non-Leaf Node Lookup:males|TI|MM;RC|534^4^0;992^4^0;1043^4^0;1118^4^0;1206^4^0;2528^4^0;396^5^0;455^5^0;621^5^0;722^5^0;772^5^0;1331^5^0;1443^5^0;1532^5^0;1596^5^0;1640^5^0;1882^5^0;1990^5^0
10.2307/2996969|Female|D005260|18886|CT|Forced Lookup:female;CT Text Lookup: female;CT Text Lookup: females;Forced Non-Leaf Node Lookup:females|TI|MM;RC|403^6^0;465^6^0;631^6^0;782^6^0;1050^6^0;1341^6^0;1406^6^0;1555^6^0;1627^6^0;1754^6^0;1784^6^0;1892^6^0;2031^6^0
10.2307/2996969|*Zamiaceae|D032481|17886|MH|RtM via: Macrozamia reidlei;RtM via: Macrozamia riedlei;Forced Leaf Node Lookup:macrozamias;checkForceMH Boosted|TI|MM|139^18^0
