41941381|Humans|D006801|1606|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
41941391|*Lichens|D008011|3103781|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM|1104^6^0
41941391|relacin|C580565|3102795|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|1668^7^0
41941391|*Plants, Medicinal|D010946|1554025|MH|RtM via: Plants, Medicinal;Forced Leaf Node Lookup:medicinal plants|TI|MM|443^16^0
41941391|*Poaceae|D006109|1553488|MH|RtM via: Cortaderia selloana;RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:poaceae|TI|MM|2217^19^0;972^19^0;2277^7^0;1032^7^0
41941391|*Asphodelaceae|D000070380|1552414|ET|Entry Term Replacement for "Xanthorrhoeaceae";RtM via: Xanthorrhoeaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:asphodelaceae|TI|MM|2201^13^0;956^13^0
41941391|Argentina|D001118|1551805|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM|1540^9^0;363^9^0
41941391|Ramalina celastri|C000681710|1551221|NM|Forced New Lookup:ramalina celastri|TI|MM|1111^17^0;2353^17^0
41941391|*Dipeptides|D004151|3102794|HM|RtM via: relacin|TI|MM|1668^7^0
41941391|*Deoxyguanosine|D003849|1551466|HM|RtM via: relacin|TI|MM|1668^7^0
41941391|*Skin Diseases|D012871|4677|MH|RtM via: Dermatologic disorders;Forced Non-Leaf Node Lookup:skin diseases|TI|MM|686^13^0
41941391|*Collagen Diseases|D003095|4086|MH|RtM via: Collagen Diseases|TI|MM|701^10^0
41941391|*Rheumatism|D012216|2211|ET|Entry Term Replacement for "Rheumatic Diseases";RtM via: Rheumatism;Forced Non-Leaf Node Lookup:rheumatism|TI|MM|701^10^0
41941391|*Phytotherapy|D008517|1656|MH|RtM via: Phytotherapy;Forced Non-Leaf Node Lookup:phytotherapy|TI|MM|64^12^0
41941391|*Arthritis|D001168|1458|MH|RtM via: Arthritis;Forced Non-Leaf Node Lookup:arthritis|TI|MM|713^9^0
41941391|*Parasitic Infections|D010272|693|ET|Entry Term Replacement for "Parasitic Diseases";RtM via: Parasitic Diseases;Forced Non-Leaf Node Lookup:parasitic infections|TI|MM|2078^11^0;834^20^0
41941391|*Asthma|D001249|621|MH|RtM via: Asthma;Forced Non-Leaf Node Lookup:asthmas|TI|MM|727^6^0
41941318|Humans|D006801|8893501|CT|Forced Humans: people|TI|MM;RC
41941318|origen|C009784|711975|NM|RtM via: origen;Forced SCR Leaf Node Lookup:origen|TI|MM|413^6^0
41941318|Argentina|D001118|355897|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|306^9^0;85^9^0
41941318|*Azocines|D001392|711974|HM|RtM via: origen|TI|MM|413^6^0
41941318|VMBP protocol|C036046|1162|NM|RtM via: VMBP protocol|TI|MM|275^4^0
41941318|*Vincristine|D014750|1161|HM|RtM via: VMBP protocol|TI|MM|275^4^0
41941318|*Cisplatin|D002945|843|HM|RtM via: VMBP protocol|TI|MM|275^4^0
41941318|*Antineoplastic Combined Chemotherapy Protocols|D000971|210|HM|RtM via: VMBP protocol|TI|MM|275^4^0
41941318|*Bleomycin|D001761|375|HM|RtM via: VMBP protocol|TI|MM|275^4^0
41941318|*Methotrexate|D008727|531|HM|RtM via: VMBP protocol|TI|MM|275^4^0
41941138|*Tobacco|D014026|5283|MH|RtM via: Nicotiana rustica;RtM via: Nicotiana tabacum;Forced Leaf Node Lookup:nicotiana tabacums;Forced Leaf Node Lookup:nicotianas;checkForceMH Boosted|TI|MM;RC|208^17^0;318^17^0
41941138|*Teratology|D018600|1038|MH|RtM via: Teratology|TI|MM|392^13^0
41941138|*Physical Phenomena|D055585|420|MH|RtM via: Process of adhesion|TI|MM|85^8^0
41941223|*Solanum|D032322|2445|MH|RtM via: genus Solanum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:solanums|TI|MM;RC|21^7^0
41941223|*Solanum nigrum|D032324|903|MH|RtM via: Solanum nigrum|TI|MM|21^7^0
41941223|Phylogeny|D010802|42|MH|||RC
41941223|*Lanugo|D006197|21|ET|Entry Term Replacement for "Hair";RtM via: Lanugo|TI|MM|48^5^0
41941174|Female|D005260|25914|CT|Forced Lookup:placental|TI|MM|2061^9^0
41941174|Pregnancy|D011247|25914|CT|Forced Lookup:placental|TI|MM|2061^9^0
41941174|Humans|D006801|1000|CT|Forced Treecode Turn Back On: G08.686.784.769 (Pregnancy)||MM
41941174|*Plant Nectar|D057048|24914|MH|RtM via: Plant Nectar;Forced Leaf Node Lookup:nectars;checkForceMH Boosted|TI|MM;RC|2475^6^0;790^6^0;564^9^0;196^9^0
41941174|*Ovule|D056771|7978|MH|RtM via: Plant Ovule;Forced Leaf Node Lookup:ovules|TI|MM|2030^6^0;1298^6^0
41941174|*Ovary|D010053|7607|MH|RtM via: Both ovaries;RtM via: Ovary;Forced Leaf Node Lookup:ovaries;Forced Leaf Node Lookup:ovary|TI|MM|2517^7^0;2351^7^0;2297^5^0;2245^5^0;1194^5^0;266^5^0
41941174|*Turnera|D029647|7574|MH|RtM via: Turnera (plant);Forced Leaf Node Lookup:turnera;checkForceMH Boosted|TI|MM|681^7^0
41941174|*Trichomes|D064201|4849|MH|RtM via: Trichomes;Forced Leaf Node Lookup:indumentums|TI|MM|122^10^0
41941174|*Flowers|D035264|9555|MH|RtM via: Plant Calyx|TI|MM;RC|2440^5^0;377^5^0
41941174|*Passifloraceae|D031683|7683|MH|RtM via: Piriqueta|TI|MM|834^9^0;626^9^0
41941174|*Malpighiales|D000076622|3408|MH|RtM via: Turneraceae|TI|MM|93^11^0
41941174|*Biological Evolution|D005075|2877|MH|RtM via: Biological Evolution|TI|MM;RC|2630^12^0
41941174|*Pollen Grains|D011058|2817|ET|Entry Term Replacement for "Pollen";RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen grains|TI|MM|1074^13^0
41941174|*Epidermal Cells|D000078404|2097|MH|RtM via: Epidermal cells;Forced Non-Leaf Node Lookup:epidermal cells|TI|MM|1047^9^0;862^15^0
41941174|*Epidermis|D004817|819|MH|RtM via: Epidermis;Forced Non-Leaf Node Lookup:epidermis|TI|MM|1047^9^0
41941174|*Placenta|D010920|792|MH|RtM via: Placenta;Forced Non-Leaf Node Lookup:placentas|TI|MM|2061^9^0;1916^9^0;1225^9^0
41941174|*Connective Tissue|D003238|288|MH|RtM via: Connective Tissue;Forced Non-Leaf Node Lookup:connective tissues|TI|MM|983^17^0
41941268|Humans|D006801|2304|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
41941268|Animals|D000818|2304|CT|Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda)||MM;RC
41941268|*Phylogeny|D010802|1304|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic relationships|TI|MM|525^26^0
41941268|Brazil|D001938|1228|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM|2055^6^0;1559^6^0;1378^6^0;882^6^0;701^6^0;190^6^0
41941268|*Hispanic Americans|D006630|1122|MH|RtM via: South American|TI|MM|84^14^0
41941268|*Gastropoda|D049851|720|MH|RtM via: Corolla (genus)|TI|MM|137^8^0
41941160|Humans|D006801|2320|CT|Ethnic Groups;CT Treecode Lookup: M01.686 (Ethnic Groups)||MM;RC
41941160|Paraguay|D010239|1320|MH|RtM via: Paraguay;Forced Leaf Node Lookup:paraguay|TI|MM|209^8^0
41941160|Bolivia|D001838|1104|MH|RtM via: Bolivia;Forced Leaf Node Lookup:bolivia|TI|MM|290^7^0;230^7^0
41941160|Argentina|D001118|1077|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM|198^9^0
41941160|Brazil|D001938|1116|MH|RtM via: Brazil|TI|MM|347^6^0
41941160|*Malvaceae|D019660|210|MH|RtM via: Pavonia;RtM via: Wissadula;RtM via: Abutilon|TI|MM|314^7^0;41^9^0;67^8^0
41941160|*Ethnic Groups|D005006|126|MH|RtM via: Chosen Chinese|TI|MM|550^6^0
41941300|Animals|D000818|3940|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
41941300|Argentina|D001118|2940|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|583^9^0;96^9^0
41941300|Bolivia|D001838|1764|MH|RtM via: Bolivia;Forced Leaf Node Lookup:bolivia|TI|MM|594^7^0;107^7^0
41941300|Brazil|D001938|1764|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM|603^6^0;116^6^0
41941300|Paraguay|D010239|1458|MH|RtM via: Paraguay;Forced Leaf Node Lookup:paraguay|TI|MM|619^8^0;134^8^0
41941300|*Malvaceae|D019660|738|MH|RtM via: Malvaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:malvaceae|TI|MM|569^9^0;80^9^0
41941300|*Sida Plant|D000076248|306|MH|RtM via: Sida <angiosperm>|TI|MM|563^4^0;74^4^0
41941300|*Coleoptera|D001517|177|MH|RtM via: Anomala|TI|MM|816^7^0;312^7^0
41941300|*Environment|D004777|66|MH|RtM via: Para (geographic area)|TI|MM|659^4^0
41941300|*Chromosome|D002875|57|ET|Entry Term Replacement for "Chromosomes";RtM via: Chromosome number;RtM via: Chromosomes;Forced Non-Leaf Node Lookup:chromosome|TI|MM|21^18^0;174^10^0
41941483|Pregnancy|D011247|1879|CT|Parity;CT Treecode Lookup: G08.686.784.769.472 (Parity)||MM;RC
41941483|Female|D005260|1879|CT|Parity;CT Treecode Lookup: G08.686.784.769.472 (Parity)||MM;RC
41941483|Humans|D006801|1000|CT|Forced Treecode Turn Back On: G08.686.784.769 (Pregnancy)||MM
41941483|*Indican|D007200|526|MH|RtM via: Indican;Forced Leaf Node Lookup:indican;checkForceMH Boosted|TI|MM|283^7^0
41941483|*Soil|D012987|287|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|546^4^0
41941483|*Parity|D010298|879|MH|RtM via: Primiparity|TI|MM|128^4^1;259^1^1
41941483|*Restriction Mapping|D015183|309|MH|RtM via: Restriction Mapping|TI|MM|251^4^0
41941260|Animals|D000818|2915|CT|Salmon;CT Treecode Lookup: B01.050.150.900.493 (Salmon)|TI|MM
41941260|*Salmon|D012474|1915|MH|RtM via: Salmon;RtM via: Salmon - dietary;checkForceMH Boosted;Forced Non-Leaf Node Lookup:salmon|TI|MM|774^6^0;443^6^0;247^6^0
41941260|*Diploidy|D004171|1466|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM|1122^8^0;796^7^0;668^7^0
41941260|Bolivia|D001838|1333|MH|RtM via: Bolivia;Forced Leaf Node Lookup:bolivia|TI|MM|196^7^0
41941260|variacin|C099477|1155|NM|RtM via: variacin;Forced SCR Leaf Node Lookup:variacin|TI|MM|2213^8^0
41941260|*Bacteriocins|D001430|1154|HM|RtM via: variacin|TI|MM|2213^8^0
41941260|*Survey|D011795|636|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys|TI|MM|154^6^0
41941260|*Seafood|D017747|588|MH|RtM via: Salmon (substance)|TI|MM|774^6^0;443^6^0;247^6^0
41941260|*Flowers|D035264|291|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|781^7^0;536^8^0;450^7^0;254^7^0
41941260|*Forests|D065928|174|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|474^7^0
41941260|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1781^3^0
41941086|*Sorghum|D045868|1524|MH|RtM via: Sorghum bicolor;Forced Leaf Node Lookup:sorghums;checkForceMH Boosted|TI|MM|1589^13^0;1249^13^0;1255^7^0;1595^7^0
41941086|*Acclimatization|D000064|1029|MH|RtM via: Acclimatization|TI|MM|1329^10^0
41941086|*Environment|D004777|747|MH|RtM via: Para (geographic area)|TI|MM|1108^4^0
41941086|*Edible Grain|D002523|669|MH|RtM via: Cereals|TI|MM|1496^5^0;1400^5^0
41941086|*Adaptation, Physiological|D000222|630|MH|RtM via: Adaptation|TI|MM|1329^10^0
41941086|Hydrogen-Ion Concentration|D006863|1000|MH|Forced Non-Leaf Node Lookup:ph||MM|580^2^0
41941372|Humans|D006801|21663094|CT|Forced Humans: man|TI|MM;RC
41941372|*Arachis|D010367|2600457|MH|RtM via: Arachis hypogaea;Forced Leaf Node Lookup:arachis hypogaea;Forced Leaf Node Lookup:peanuts;checkForceMH Boosted|TI|MM|356^16^0;251^7^0;44^16^0;35^7^0
41941372|Argentina|D001118|867023|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM|409^9^0;70^9^0
41941372|*Fabaceae|D007887|315|MH|RtM via: Peanuts - dietary|TI|MM|251^7^0;35^7^0
41941372|*Geography|D005843|240|MH|RtM via: Geography|TI|MM|276^12^0
41941372|*Research|D012106|228|MH|RtM via: Study|TI|MM|115^7^0
41941372|*Archeology|D001106|132|ET|Entry Term Replacement for "Archaeology";RtM via: Archaeology|TI|MM|21^13^0
41941134|Animals|D000818|3427|CT|Isoptera;CT Treecode Lookup: B01.050.500.131 (Isoptera)||MM;RC
41941134|*Isoptera|D020049|2427|MH|RtM via: Isoptera;Forced Leaf Node Lookup:termites;checkForceMH Boosted|TI|MM;RC|130^7^0
41941134|*Soils|D012987|1722|ET|Entry Term Replacement for "Soil";RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM;RC|252^5^0
41941440|Animals|D000818|1583|CT|Arachnida;CT Treecode Lookup: B01.050.500.131 (Arachnida)||MM;RC
41941440|Argentina|D001118|583|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|471^9^0;93^9^0
41941440|*Grindelia|D036623|188|MH|RtM via: Grindelia buphthalmoides;RtM via: Grindelia lanceolata;Forced Leaf Node Lookup:grindelias;checkForceMH Boosted|TI|MM|679^24^0;285^24^0;450^9^0;42^9^0
41941440|*Environment|D004777|165|MH|RtM via: Para (geographic area)|TI|MM|643^4^0
41941440|*Arachnida|D001097|51|MH|RtM via: Gaucha|TI|MM|485^6^0;107^6^0
41941341|Humans|D006801|32845204|CT|Forced Humans: man|TI|MM;RC
41941341|Male|D008297|32845204|CT|CT Text Lookup: man|TI|MM;RC|209^3^0
41941341|*Arachis|D010367|3957369|MH|RtM via: Arachis hypogaea;Forced Leaf Node Lookup:arachis hypogaea;Forced Leaf Node Lookup:peanut;checkForceMH Boosted|TI|MM;RC|312^16^0;121^16^0;39^6^0
41941341|*Fabaceae|D007887|993|MH|RtM via: Peanuts - dietary|TI|MM|39^6^0
41941341|*Archeology|D001106|138|ET|Entry Term Replacement for "Archaeology";RtM via: Archaeology|TI|MM|25^13^0
41941341|South America|D013020|66|MH|RtM via: South America;Forced Non-Leaf Node Lookup:south america|TI|MM|191^13^0
41941305|Brazil|D001938|344|MH|RtM via: Mato Grosso;RtM via: Parana;RtM via: Brazil;RtM via: Mato Grosso do Sul;Forced Leaf Node Lookup:brazil|TI|MM;RC|441^11^0;410^6^0;562^6^0;118^6^0;881^18^0;418^18^0
41941305|*Rubiaceae|D019666|6396|MH|RtM via: Rosenbergiodendron longiflorum;RtM via: Schwendenera tetrapyxis;RtM via: Guettarda pohliana;RtM via: Galianthe|TI|MM;RC|570^30^0;126^30^0;711^23^0;262^23^0;625^18^0;183^18^0;802^9^0;746^9^0;474^9^0;355^9^0;297^9^0;21^9^0
41941305|*Environment|D004777|279|MH|RtM via: Para (geographic area)|TI|MM;RC|854^4^0;686^4^0;557^4^0
41941305|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|534^3^0;654^3^0;837^3^0
41945703|Animals|D000818|2122|CT|Gills;CT Treecode Lookup: A13.421 (Gills)||MM;RC
41945703|variacin|C099477|778|NM|RtM via: variacin;Forced SCR Leaf Node Lookup:variacin|TI|MM|2798^8^0
41945703|*Malvaceae|D019660|708|MH|RtM via: Malvaceae;RtM via: Wissadula;RtM via: Tarasa;checkForceMH Boosted;Forced Non-Leaf Node Lookup:malvaceae|TI|MM|1706^9^0;74^9^0;2912^9^0;2479^9^0;2058^9^0;900^9^0;490^9^0;2768^6^0;2430^6^0;1717^6^0;855^6^0;150^6^0
41945703|*Gills|D005880|363|MH|RtM via: Gill structure;Forced Leaf Node Lookup:gill|TI|MM|295^4^0
41945703|*Culture Media|D003470|1122|MH|RtM via: Culture Media|TI|MM|980^6^0
41945703|*Pollination|D054817|999|MH|RtM via: recognition of pollen|TI|MM|1415^17^0
41945703|*Bacteriocins|D001430|777|HM|RtM via: variacin|TI|MM|2798^8^0
41945703|*Pollen Grains|D011058|579|ET|Entry Term Replacement for "Pollen";RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen grains|TI|MM|917^13^0;21^13^0;1426^6^0
41945703|Microscopy, Confocal|D018613|1000|MH|Forced Non-Leaf Node Lookup:scanning microscopy||MM|129^19^0
41945703|Rubiaceae|D019666|1000|MH|Forced Non-Leaf Node Lookup:pentas||MM|1476^5^0
41945703|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2510^3^0;2657^3^0;2922^3^0
41941303|*Tongue Diseases|D014060|21|MH|RtM via: Location of Oral Residue Following Swallowing|TI|MM|61^8^0
41941121|||||||
41941258|Brazil|D001938|1624|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|293^6^0;132^6^0
41941258|*Environment|D004777|111|MH|RtM via: Para (geographic area)|TI|MM|288^4^0
41941258|*Malvaceae|D019660|84|MH|RtM via: Pseudabutilon|TI|MM|180^13^0;37^13^0
41945701|Bolivia|D001838|1043|MH|RtM via: Bolivia;Forced Leaf Node Lookup:bolivia|TI|MM;RC|560^7^0;151^7^0
41945701|Paraguay|D010239|560|MH|RtM via: Paraguay;Forced Leaf Node Lookup:paraguay|TI|MM|605^8^0;198^8^0
41945701|*Cyperaceae|D029785|377|MH|RtM via: Abildgaardieae;RtM via: Cyperaceae;RtM via: Bulbostylis;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cyperaceae|TI|MM|469^14^0;76^14^0;457^10^0;64^10^0;444^11^0;51^11^0
41945701|*Environment|D004777|192|MH|RtM via: Para (geographic area)|TI|MM|485^4^0
41941331|Female|D005260|26473|CT|CT Text Lookup: her|TI|MM;RC|1747^3^0
41941331|United States|D014481|26473|CT|RtM via: Americas Ethnicity;Forced Leaf Node Lookup:american|TI|MM|2043^8^0;975^8^0;871^8^0
41941331|*Sterculiaceae|D019660|25473|ET|Entry Term Replacement for "Malvaceae";RtM via: Abroma <plant>;RtM via: Ayenia;RtM via: Commersonia;RtM via: Glossostemon;RtM via: Guazuma;RtM via: Herrania;RtM via: Leptonychia;RtM via: Scaphopetalum;RtM via: Byttneria;RtM via: Rulingia;RtM via: Malvaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sterculiaceae|TI|MM|3033^6^0;2845^6^0;2764^11^0;2777^12^0;2973^7^0;3056^8^0;2795^11^0;3018^13^0;3320^9^0;2856^9^0;2105^9^0;94^9^0;2754^8^0;105^13^0
41941331|*Cacao|D002099|9543|MH|RtM via: Theobroma;Forced Leaf Node Lookup:theobroma;checkForceMH Boosted|TI|MM|3041^9^0
41941331|*Nectars|D057048|4770|ET|Entry Term Replacement for "Plant Nectar";RtM via: Plant Nectar;checkForceMH Boosted|TI|MM|500^9^0
41941331|*Fruit|D005638|3486|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|600^5^0
41941331|Madagascar|D008270|2574|MH|RtM via: Madagascar;Forced Leaf Node Lookup:madagascar|TI|MM|2349^10^0;1238^10^0
41941331|Guinea|D016701|2571|MH|RtM via: Guinea (geographic area);Forced Leaf Node Lookup:guinea|TI|MM|299^6^0
41941331|*Malvales|D000077142|4059|MH|RtM via: Family Sterculiaceae|TI|MM|105^13^0
41941331|*Plant Leaves|D018515|2769|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|481^6^0
41941331|South America|D013020|2661|MH|RtM via: South America;Forced Non-Leaf Node Lookup:south america|TI|MM;RC|164^13^0;231^13^0;260^13^0
41941331|*Polyploids|D011123|2568|ET|Entry Term Replacement for "Polyploidy";RtM via: Polyploidy;Forced Non-Leaf Node Lookup:polyploids|TI|MM|2521^10^0
41941331|*Pollen|D011058|693|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM|566^6^0
41941331|*Chromosomes|D002875|651|MH|RtM via: Chromosome number;Forced Non-Leaf Node Lookup:chromosome|TI|MM|2423^18^0
41941331|*Habit|D006184|312|ET|Entry Term Replacement for "Habits";RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|449^5^0
41941331|Far East|D005202|1000|MH|Forced Non-Leaf Node Lookup:east asia||MM|2384^9^0
41941331|India|D007194|429|MH|RtM via: India|TI|MM|1035^5^0;355^5^0
41941085|*Fertilizers|D005308|4462|MH|RtM via: Fertilizers;Forced Leaf Node Lookup:fertilizers;checkForceMH Boosted|TI|MM|1141^11^0
41941085|*Soil|D012987|2408|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|984^4^0
41941085|ammophos|C049682|2132|NM|RtM via: ammophos;Forced SCR Leaf Node Lookup:ammo-phos|TI|MM|1205^9^0;420^9^0
41941085|*Saccharum|D031786|1933|MH|RtM via: Saccharum;Forced Leaf Node Lookup:sugar cane;checkForceMH Boosted|TI|MM|815^10^0
41941085|*Minerals|D008903|2131|HM|RtM via: ammophos|TI|MM|1205^9^0;420^9^0
41941085|*Environment|D004777|1308|MH|RtM via: Para (geographic area)|TI|MM|681^4^0
41941085|*Edible Grain|D002523|696|MH|RtM via: sugar cane|TI|MM|815^10^0
41941085|*Physical Phenomena|D055585|267|MH|RtM via: Energy Absorption;RtM via: Material Absorption|TI|MM|1345^10^0
41941085|Fertilization|D005306|1000|MH|Forced Non-Leaf Node Lookup:fertilizations||MM|1186^13^0
41941206|Argentina|D001118|3500|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|69^9^0
41941206|Paraguay|D010239|3080|MH|RtM via: Paraguay;Forced Leaf Node Lookup:paraguay|TI|MM;RC|159^8^0
41941206|*Aristolochia|D030022|2938|MH|RtM via: Aristolochia melastoma;Forced Leaf Node Lookup:aristolochias;checkForceMH Boosted|TI|MM;RC|172^22^0
41941206|*Aristolochiaceae|D029065|2123|MH|RtM via: Aristolochiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:aristolochiaceae|TI|MM|217^16^0
41941206|*Solanum|D032322|848|MH|RtM via: Solanum alternato-pinnatum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:solanums|TI|MM|90^26^0
41941206|Brazil|D001938|2484|MH|RtM via: Brazil|TI|MM;RC|256^6^0;148^6^0
41941206|*Record|D011996|12|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|37^8^0
41941119|*Malvaceae|D019660|186|MH|RtM via: Malvella leprosa|TI|MM|74^8^1;124^7^1
41941119|*Sida Plant|D000076248|174|MH|RtM via: Sida <angiosperm>|TI|MM|35^4^0
41941378|*Microscopy, Electron, Scanning|D008855|2099|MH|RtM via: Scanning Electron Microscopy;Forced Leaf Node Lookup:scanning electron microscopy|TI|MM|180^28^0
41941378|*Parks, Recreational|D000068316|896|MH|RtM via: National Parks;Forced Leaf Node Lookup:national parks|TI|MM|120^13^0
41941378|*Caryophyllaceae|D029748|650|MH|RtM via: Caryophyllaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:caryophyllaceae|TI|MM|759^15^0;56^15^0
41941378|*Environment|D004777|225|MH|RtM via: Para (geographic area)|TI|MM|1098^4^0
41941378|*Research|D012106|183|MH|RtM via: Study|TI|MM|148^7^0
41941441|Humans|D006801|2539|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
41941441|Argentina|D001118|1539|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|454^9^0;279^9^0;114^9^0
41941441|*Cactaceae|D029421|1170|MH|RtM via: Cactaceae;RtM via: Cactoideae;RtM via: Monvillea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cactaceae|TI|MM|394^9^0;65^9^0;405^10^0;76^10^0;669^9^0;383^9^0;355^9^0;54^9^0
41941441|Paraguay|D010239|882|MH|RtM via: Paraguay;Forced Leaf Node Lookup:paraguay|TI|MM|539^8^0;213^8^0
41941441|*Hispanic Americans|D006630|1299|MH|RtM via: argentinian|TI|MM|576^11^0
41941441|*Environment|D004777|267|MH|RtM via: Para (geographic area)|TI|MM|243^4^0;88^4^0
41941335|Humans|D006801|2883|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
41941335|*Casearia|D037821|1883|MH|RtM via: Casearia gossypiosperma;Forced Leaf Node Lookup:casearias;checkForceMH Boosted|TI|MM|724^23^0;240^23^0;872^8^0;485^8^0;21^8^0
41941335|*Flacourtiaceae|D031308|1351|ET|Entry Term Replacement for "Salicaceae";RtM via: Salicaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:flacourtiaceae|TI|MM|511^14^0;47^14^0
41941335|*Trees|D014197|1322|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|285^4^0
41941335|Argentina|D001118|1165|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|884^9^0;474^9^0;97^9^0
41941335|*Rivers|D045483|559|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|150^5^0
41941335|*Hispanic Americans|D006630|474|MH|RtM via: argentinian|TI|MM|400^11^0
41941335|*Magnoliopsida|D019684|447|MH|RtM via: Family Flacourtiaceae|TI|MM|511^14^0;47^14^0
41941335|*Record|D011996|249|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|66^8^0
43574295|Serjania|C000633689|7202|NM|RtM via: Serjania;Forced SCR Leaf Node Lookup:serjania|TI|MM|532^8^0;38^8^0
