43739795|Humans|D006801|43327867|CT|Forced Humans: people|TI|MM;RC
43739830|*Longitudinal Studies|D008137|195|MH|RtM via: Continuous|TI|MM|611^7^0
24310467|Humans|D006801|179208|CT|Rural Population;CT Treecode Lookup: N01.600 (Rural Population);CT Text Lookup: rural population|TI|MM;RC|1175^16^0
24310467|Animals|D000818|179208|CT|Animals, Wild;CT Treecode Lookup: B01.050.050 (Animals, Wild)||MM
24310467|*Animals, Wild|D000835|48497|MH|RtM via: Animals, Wild;Forced Leaf Node Lookup:wildlife;checkForceMH Boosted|TI|MM|69^8^0
24310467|*Rural Population|D012424|24916|MH|RtM via: Rural Population;Forced Leaf Node Lookup:rural populations|TI|MM|1175^16^0;1636^5^0;364^5^0;183^5^0
24310467|*Local Government|D009111|24607|MH|RtM via: Local Government;Forced Leaf Node Lookup:local government|TI|MM|762^17^0
24310467|*Fisheries|D005398|24313|MH|RtM via: Fisheries;Forced Leaf Node Lookup:fisheries|TI|MM|82^9^0
24310467|Bone Wires|D001864|178208|MH|||RC
24310467|Clavicle|D002968|127668|MH|||RC
24310467|*System, Political|D011056|1146|ET|Entry Term Replacement for "Political Systems";RtM via: Political Systems;Forced Non-Leaf Node Lookup:political system|TI|MM|1134^16^0
24310467|*Forest|D065928|126|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|435^6^0;61^6^0
43739456|Cattle|D002417|4112|CT|RtM via: Cattle;Forced Leaf Node Lookup:cattle;CT Text Lookup: cattle|TI|MM|355^6^0
43739456|Animals|D000818|4112|CT|RtM via: Cattle;CT Text Lookup: cattle|TI|MM|355^6^0
43739456|*Capacity Building|D057191|3112|MH|RtM via: Capacity Building;Forced Leaf Node Lookup:capacity building|TI|MM|790^17^0
43739456|*Conscience|D003242|1060|MH|RtM via: Conscience;Forced Leaf Node Lookup:consciences|TI|MM|1752^10^0
43739456|Cre recombinase|C045073|845|NM|Forced SCR Leaf Node Lookup:cre|TI|MM|1358^3^0
43739456|*Fire|D005390|1638|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM|374^4^0
43739456|*Climate|D002980|1629|MH|RtM via: Climate|TI|MM|192^7^0
43739456|*Action Research|D006302|1137|ET|Entry Term Replacement for "Health Services Research";RtM via: Action Research;Forced Non-Leaf Node Lookup:action research|TI|MM|588^15^0
43739456|*Technology|D013672|984|MH|RtM via: Technology;Forced Non-Leaf Node Lookup:technology|TI|MM|724^10^0
43739456|*Forests|D065928|972|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|475^6^0;312^7^0;42^7^0
43739456|*Agriculture|D000383|834|MH|RtM via: Agriculture;Forced Non-Leaf Node Lookup:agriculture|TI|MM|1200^11^0;279^11^0
43739456|India|D007194|1089|MH|RtM via: India|TI|MM|2252^5^0;61^5^0
42609388|Humans|D006801|206599|CT|Forced Humans: professionals;Forced Humans: individuals;Forced Leaf Node Lookup:professionals;checkForceMH Boosted|TI|MM|170^13^0;1559^12^0
42609388|Animals|D000818|206599|CT|Animals, Wild;CT Treecode Lookup: B01.050.050 (Animals, Wild);Endangered Species;CT Treecode Lookup: B01.050.050 (Endangered Species)|TI|MM
42609388|*Animals, Wild|D000835|18359|MH|RtM via: Animals, Wild;Forced Leaf Node Lookup:wildlife;checkForceMH Boosted|TI|MM|1716^8^0;1184^8^0;1267^8^0
42609388|relacin|C580565|17142|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|6949^7^0
42609388|*Wildfires|D000075923|12193|MH|RtM via: Wildfires;Forced Leaf Node Lookup:wildfires|TI|MM|1097^8^0
42609388|*Forestry|D016468|12052|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|2089^8^0;2050^8^0;936^8^0;725^8^0;339^8^0;71^8^0;388^8^0
42609388|*Endangered Species|D056727|10042|MH|RtM via: Endangered Species;checkForceMH Boosted|TI|MM|1256^10^1;1276^7^1
42609388|*Ownership|D010067|9835|MH|RtM via: Ownership;Forced Leaf Node Lookup:ownership|TI|MM|812^9^0;457^9^0;766^9^0
42609388|*Wood|D014934|9451|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|1832^4^0;1915^4^0
42609388|*Artifacts|D016477|8860|MH|RtM via: Morphologic artifacts;Forced Leaf Node Lookup:artifacts|TI|MM|1740^9^0
42609388|*American Natives|D000086562|8533|MH|Forced New Lookup:native american|TI|MM|576^15^0
42609388|*Goals|D006040|8533|MH|Forced Leaf Node Lookup:goals|TI|MM|409^5^0
42609388|*Public Opinion|D011639|8533|MH|Forced Leaf Node Lookup:public perceptions|TI|MM|1110^18^0
42609388|*Dipeptides|D004151|17141|HM|RtM via: relacin|TI|MM|6949^7^0
42609388|*Deoxyguanosine|D003849|8620|HM|RtM via: relacin|TI|MM|6949^7^0
42609388|*Fire|D005390|2331|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM|979^4^0
42609388|*Forests|D065928|2331|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1681^6^0;1073^7^0;672^6^0;429^7^0
42609388|Decision Making|D003657|1000|MH|Forced Non-Leaf Node Lookup:decision making||MM|151^15^0;258^15^0;1994^15^0
42609388|Recreation|D011998|1000|MH|Forced Non-Leaf Node Lookup:recreations||MM|1397^10^0
42609388|Perception|D010465|1000|MH|Forced Non-Leaf Node Lookup:perception||MM|3502^10^0
42609388|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|5936^3^0
43740295|Animals|D000818|4230|CT|Bass;CT Treecode Lookup: B01.050.150.900.493 (Bass)|TI|MM
43740295|*Ownership|D010067|3230|MH|RtM via: Property Rights;Forced Leaf Node Lookup:property rights|TI|MM|803^15^0
43740295|*Bass|D001492|2008|MH|RtM via: Bass;Forced Leaf Node Lookup:bass;checkForceMH Boosted|TI|MM|1599^4^0
43740295|*Respect|D000078682|1871|MH|RtM via: Respect;Forced Leaf Node Lookup:respect|TI|MM|790^7^0
43740295|*Poverty|D011203|1760|MH|RtM via: Poverty;Forced Leaf Node Lookup:poverty|TI|MM|1382^7^0;1562^7^0
43740295|Antigua and Barbuda|D000958|977|MH|Forced Leaf Node Lookup:antigua|TI|MM|4766^7^0
43740295|*Forests|D065928|1782|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1229^6^0;945^6^0;160^7^0
43740295|*Defense Mechanisms|D003674|1755|MH|RtM via: Compensation as a Defense Mechanism;RtM via: Compensation as a General Biological Function|TI|MM|3397^12^0;2110^13^0
43740295|*Investments|D007449|1377|MH|RtM via: Investments|TI|MM|1463^9^0
43740295|*Biodiversity|D044822|1233|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM|78^12^0
43740295|*Agriculture|D000383|576|MH|RtM via: Agriculture;Forced Non-Leaf Node Lookup:agriculture|TI|MM|259^12^0;1885^11^0
24310680|Humans|D006801|129807232|CT|Forced Humans: people|TI|MM;RC
24310680|Male|D008297|129807232|CT|Testis;CT Treecode Lookup: A05.360.444 (Testis)||MM;RC
24310680|variacin|C099477|10430269|NM|RtM via: variacin;Forced SCR Leaf Node Lookup:variacin|TI|MM|2634^8^0
24310680|*Logistic Models|D016015|5216058|MH|RtM via: Logistic Regression;Forced Leaf Node Lookup:logistic regressions|TI|MM|395^19^0
24310680|*Parks, Recreational|D000068316|5216043|MH|RtM via: National Parks;Forced Leaf Node Lookup:national parks|TI|MM|130^13^0
24310680|*Testis|D013737|5215302|MH|RtM via: Testis;Forced Leaf Node Lookup:testes|TI|MM|1390^6^0
24310680|Cameroon|D002163|5215221|MH|RtM via: Cameroon;Forced Leaf Node Lookup:cameroons|TI|MM|160^8^0
24310680|Congo|D003223|5215218|MH|RtM via: Congo;Forced Leaf Node Lookup:congo|TI|MM|2968^5^0
24310680|*Bacteriocins|D001430|10430268|HM|RtM via: variacin|TI|MM|2634^8^0
24310680|Laxatives|D054368|157593|MH|||RC
24310680|*Pain|D010146|8748|MH|RtM via: Pain;Forced Non-Leaf Node Lookup:pain|TI|MM|2005^4^0
24310680|*Policies|D057766|1254|ET|Entry Term Replacement for "Policy";RtM via: Policy;Forced Non-Leaf Node Lookup:policies|TI|MM|859^8^0
24310680|*Forests|D065928|891|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|935^6^0;771^6^0;667^6^0;558^6^0;354^7^0;271^6^0;973^6^0
24310539|Humans|D006801|46712|CT|Rural Population;CT Treecode Lookup: N01.600 (Rural Population)||MM;RC
24310539|*Dipterocarpaceae|D053958|28180|MH|RtM via: Shorea robusta;Forced Leaf Node Lookup:shoreas;checkForceMH Boosted|TI|MM|3204^14^0;1816^14^0;530^14^0
24310539|*Madhuca|D032128|27961|MH|RtM via: Madhuca;Forced Leaf Node Lookup:madhucas;checkForceMH Boosted|TI|MM|3035^7^0;1644^7^0;382^7^0;481^7^0;1759^7^0;3151^7^0
24310539|*Diospyros|D029788|27172|MH|RtM via: Diospyros melanoxylon;Forced Leaf Node Lookup:diospyros;checkForceMH Boosted|TI|MM|3105^21^0;1715^21^0;446^21^0;562^9^0;1854^9^0;3238^9^0
24310539|*Entrepreneurship|D016520|16043|MH|RtM via: Entrepreneurship;Forced Leaf Node Lookup:entrepreneurship|TI|MM|910^16^0
24310539|*Natural Product|D001688|13460|ET|Entry Term Replacement for "Biological Products";RtM via: Natural Products;checkForceMH Boosted;Forced Non-Leaf Node Lookup:natural products|TI|MM|157^15^0
24310539|Self Concept|D012649|45712|MH|||RC
24310539|*Household|D005191|40608|ET|Entry Term Replacement for "Family Characteristics";RtM via: Households|TI|MM;RC|1017^10^0;835^10^0;654^9^0
24310539|*Income|D007182|40083|MH|RtM via: Income|TI|MM;RC|793^6^0;291^6^0
24310539|*Rural Population|D012424|13695|MH|RtM via: Rural|TI|MM;RC|2635^5^0;1259^5^0;679^5^0
24310539|*Bidi|D062789|6348|ET|Entry Term Replacement for "Tobacco Products";RtM via: Bidis;Forced Non-Leaf Node Lookup:bidi|TI|MM|3875^4^0;3081^4^0;2402^4^0;1689^4^0;1039^4^0;422^4^0
24310539|*Marketing|D040541|4575|MH|RtM via: Marketing;Forced Non-Leaf Node Lookup:marketing|TI|MM|2541^9^0;1176^9^0
24310539|*Policy|D057766|2613|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|1158^6^0
24310539|*Rural Development|D012939|2253|ET|Entry Term Replacement for "Social Planning";RtM via: Rural Development;Forced Non-Leaf Node Lookup:rural developments|TI|MM|21^17^0
24310539|*Plant Leaves|D018515|816|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|438^4^0;524^4^0;556^4^0
24310539|*Flower|D035264|705|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|374^6^0
24310539|*Forests|D065928|597|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|604^6^0;346^6^0;86^8^0
24310539|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2468^3^0
24310539|India|D007194|2310|MH|RtM via: India|TI|MM|3308^5^0;621^5^0
42609407|Humans|D006801|21413253|CT|Forced Humans: professionals;Forced Humans: people;Forced Leaf Node Lookup:professionals;checkForceMH Boosted|TI|MM;RC|914^13^0
42609407|*Forestry|D016468|795634|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|290^8^0
42609407|*Conscience|D003242|793780|MH|RtM via: Conscience;Forced Leaf Node Lookup:consciences|TI|MM|2497^10^0
42609407|*Sustenance|D000084902|793717|MH|RtM via: Sustenance;Forced New Lookup:sustenance|TI|MM|47^10^0
42609407|*International Agencies|D007390|1653|MH|RtM via: International Agencies;Forced Non-Leaf Node Lookup:international agencies|TI|MM|1009^22^0
42609407|*Community Participation|D003256|1464|MH|RtM via: Community Participation;Forced Non-Leaf Node Lookup:community participation|TI|MM|192^23^0
42609407|*Organizations|D009938|1434|MH|RtM via: Organization administrative structures|TI|MM|3946^4^0;2274^4^0;1398^13^0;727^12^0
42609407|*Academies and Institutes|D000047|1110|MH|RtM via: Institutes|TI|MM|1054^9^0
42609407|*Forests|D065928|534|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|3425^3^0;1756^6^0;1775^3^0;1469^7^0;1067^6^0;1230^7^0;509^6^0;252^6^0;219^6^0;104^7^0;73^6^0;31^7^0;619^6^0
42609407|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|3250^3^0
42609407|Asia|D001208|3|MH|RtM via: Asian country|TI|MM|1309^15^0;667^5^1;680^9^1;4732^4^0;1480^4^0
43739639|Humans|D006801|31735603|CT|Forced Humans: subjects;Forced Humans: human|TI|MM;RC
43739639|*Forestry|D016468|1272312|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|405^8^0;33^8^0;159^8^0
43739639|Australia|D001315|1270518|MH|Forced Leaf Node Lookup:australian;Geo Lookup:australian|TI;AB|MM|148^10^0
43739639|*Organizations|D009938|3645|MH|RtM via: Utilities (organization);RtM via: Academia (organization)|TI|MM|204^7^0;808^8^0
43739639|*Educational Status|D004522|2379|MH|RtM via: Educational Status|TI|MM|42^9^0
43739639|*Communication|D003142|1212|MH|RtM via: Communication;Forced Non-Leaf Node Lookup:communication|TI|MM|1217^13^0;381^13^0
43739639|*Survey|D011795|1032|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys;Forced Non-Leaf Node Lookup:respondents|TI|MM|591^6^0;184^6^0;78^6^0;626^11^0
43739639|*Human Resource|D000078329|969|ET|Entry Term Replacement for "Workforce";RtM via: Workforce - population group;Forced Non-Leaf Node Lookup:human resources|TI|MM|333^14^0
43739639|*Forest|D065928|504|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|262^6^0
42609403|*Forestry|D016468|3550|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|52^8^0
42609403|origen|C009784|1755|NM|RtM via: origen;Forced SCR Leaf Node Lookup:origen|TI|MM|3000^6^0
42609403|relacin|C580565|1641|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|2624^7^0
42609403|*Wood|D014934|1477|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|587^4^0;326^4^0
42609403|*Azocines|D001392|1754|HM|RtM via: origen|TI|MM|3000^6^0
42609403|Europe|D005060|1752|MH|RtM via: Europe;Forced Non-Leaf Node Lookup:europe|TI|MM|1736^6^0;1417^6^0;614^6^0;341^6^0
42609403|*Dipeptides|D004151|1640|HM|RtM via: relacin|TI|MM|2624^7^0
42609403|*Forest|D065928|1230|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|676^6^0;131^6^0
42609403|*Deoxyguanosine|D003849|1021|HM|RtM via: relacin|TI|MM|2624^7^0
42609403|*Policy|D057766|1014|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|61^6^0
43739800|*Forestry|D016468|2161|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|729^8^0;477^8^0;67^8^0;281^8^0
43739800|Nepal|D009390|427|MH|RtM via: Nepal;Forced Leaf Node Lookup:nepal|TI|MM|2833^5^0;2295^5^0;79^5^0
43739800|*Poverty|D011203|1131|MH|RtM via: Poverty|TI|MM|891^7^0
43739800|*Households|D005191|1029|ET|Entry Term Replacement for "Family Characteristics";RtM via: Households|TI|MM|775^10^0
43739800|*Forest|D065928|468|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|505^6^0;161^6^0
43740298|Humans|D006801|18224011|CT|Forced Humans: people|TI|MM;RC
43740298|*Farmers|D000067565|732317|MH|RtM via: Farmers;Forced Leaf Node Lookup:farmers|TI|MM|889^7^0
43740298|*Farms|D000072480|731690|MH|RtM via: Farming environment;Forced Leaf Node Lookup:farm|TI|MM|944^4^0
43740298|*Poverty|D011203|731486|MH|RtM via: Poverty;Forced Leaf Node Lookup:poverty|TI|MM|266^7^0
43740298|Bangladesh|D001459|729977|MH|RtM via: Bangladesh;Forced Leaf Node Lookup:bangladesh|TI|MM|2391^10^0;123^10^0
43740298|*Conservation of Natural Resources|D003247|729977|MH|Forced Leaf Node Lookup:deforestation|TI|MM|83^13^0
43740298|*Income|D007182|2187|MH|RtM via: Income|TI|MM|949^6^0
43740298|*Land Tenure|D012959|2007|ET|Entry Term Replacement for "Socioeconomic Factors";RtM via: Land Tenure;Forced Non-Leaf Node Lookup:land tenure|TI|MM|816^11^0
43740298|*Educational Personnel|D000071195|1734|MH|RtM via: Teaching principal|TI|MM|2322^9^0
43740298|*Forest|D065928|1485|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|217^6^0
43740298|*Biodiversity|D044822|984|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM|351^12^0
43740298|*Selectin|D019087|183|ET|Entry Term Replacement for "Selectins";RtM via: Selectins;Forced Non-Leaf Node Lookup:selectins|TI|MM|3339^8^0
43740360|Humans|D006801|4978|CT|Rural Population;CT Treecode Lookup: N01.600 (Rural Population)||MM;RC
43740360|*Forestry|D016468|3274|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|1204^8^0
43740360|*Rural Population|D012424|2782|MH|RtM via: Rural Communities;Forced Leaf Node Lookup:rural communities|TI|MM|1183^17^0
43740360|Canada|D002170|2728|MH|RtM via: Canada;RtM via: Canadian;Forced Leaf Node Lookup:canadian;Geo Lookup:canadian|TI;AB|MM;RC|1509^6^0;157^6^0;643^8^0
43740360|relacin|C580565|2361|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|3150^7^0
43740360|*Dipeptides|D004151|2360|HM|RtM via: relacin|TI|MM|3150^7^0
43740360|*Attention|D001288|2325|MH|RtM via: Persistence|TI|MM;RC|870^11^0;688^11^0;48^11^0
43740360|Europe|D005060|1770|MH|RtM via: Europe;Forced Non-Leaf Node Lookup:europe|TI|MM|1520^6^0;165^6^0
43740360|*Deoxyguanosine|D003849|1345|HM|RtM via: relacin|TI|MM|3150^7^0
43740360|*Policy|D057766|1767|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|804^6^0
43740360|*Forest|D065928|582|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1000^6^0;544^6^0;259^6^0;95^6^0
43740942|*Trees|D014197|3185|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|1206^4^0
43740942|*Inbreeding|D007178|1594|MH|RtM via: Inbreeding;Forced Leaf Node Lookup:inbreeding|TI|MM|1286^10^0;904^10^0
43740942|*Wood|D014934|1582|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|344^4^0
43740942|*Forests|D065928|2145|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|2082^6^0;783^7^0;499^6^0
43740942|ETS translocation variant 6 protein|C087043|1825|NM|RtM via: ETV6 protein, human|TI|MM|3006^4^0
43740942|*Proto-Oncogene Proteins c-ets|D050783|1824|HM|RtM via: ETV6 protein, human|TI|MM|3006^4^0
43740942|*Acclimatization|D000064|1209|MH|RtM via: Acclimatization|TI|MM|967^10^0
43740942|*Repressor Proteins|D012097|297|HM|RtM via: ETV6 protein, human|TI|MM|3006^4^0
43740942|*Internet|D020407|447|MH|RtM via: Internet;Forced Non-Leaf Node Lookup:internet|TI|MM|3785^8^0;3839^3^0;2102^3^0;530^3^0
43740942|*Seed|D012639|444|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|2089^4^0;506^4^0;298^4^0
43740942|Genetic Variation|D014644|1000|MH|Forced Non-Leaf Node Lookup:genetic diversity||MM|1440^17^0
24309816|Humans|D006801|113172864|CT|Forced Humans: families;Forced Humans: human;Forced Leaf Node Lookup:humans;checkForceMH Boosted|TI|MM;RC|1738^5^0;2036^5^0
24309816|*Trees|D014197|8438627|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1545^5^0;1394^5^0;1133^5^0
24309816|*Albizzia|D031289|8433545|MH|RtM via: Albizzia;Forced Leaf Node Lookup:albizias;checkForceMH Boosted|TI|MM|6087^7^0;3233^7^0;704^7^0
24309816|*Indican|D007200|8431751|MH|RtM via: Indican;Forced Leaf Node Lookup:indican;checkForceMH Boosted|TI|MM|5966^7^0
24309816|*Celtis|D034401|4221187|ET|Entry Term Replacement for "Ulmaceae";RtM via: Celtis;RtM via: Celtis madagascariensis;checkForceMH Boosted;Forced Non-Leaf Node Lookup:celtis|TI|MM|6111^6^0;728^6^0;3257^6^1;3353^16^1
24309816|*Forestry|D016468|4220767|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|151^8^0;203^8^0
24309816|*Euphorbiaceae|D019665|4218913|MH|RtM via: Macaranga schweinfurthii;RtM via: Euphorbiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:euphorbiaceae|TI|MM|6278^24^0;3420^24^0;899^24^0;5747^13^0;2883^13^0;410^13^0
24309816|*Moraceae|D029586|4218769|MH|RtM via: Moraceae;RtM via: Trilepisium;checkForceMH Boosted;Forced Non-Leaf Node Lookup:moraceae|TI|MM|5635^8^0;2779^8^0;327^15^0;6201^11^0;3341^11^0;334^8^0
24309816|*Ownership|D010067|4216678|MH|RtM via: Ownership;RtM via: possession;Forced Leaf Node Lookup:ownership|TI|MM|1072^9^0;3613^10^0
24309816|*Local Government|D009111|4216336|MH|RtM via: Local Government;Forced Leaf Node Lookup:local government|TI|MM|172^17^0
24309816|*Access to Information|D022126|4215676|MH|Forced Leaf Node Lookup:open access|TI|MM|2244^11^0
24309816|Uganda|D014454|4215676|MH|RtM via: Uganda;Forced Leaf Node Lookup:uganda|TI|MM|5392^6^0;233^6^0;2666^6^0
24309816|Arabidopsis Proteins|D029681|170430|MH|||RC
24309816|Arabidopsis|D017360|129907|MH|||RC
24309816|*Forests|D065928|4995|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|7308^4^0;7159^4^0;6836^4^0;6930^4^0;6512^4^0;5880^4^0;5897^4^0;5723^4^0;5848^4^0;4370^4^0;4228^4^0;3941^4^0;4018^4^0;3640^4^0;3044^4^0;3070^4^0;2856^4^0;2990^4^0;2343^6^0;2418^7^0;2104^6^0;1932^7^0;1709^4^0;1700^4^0;1846^6^0;1587^4^0;1596^4^0;1574^7^0;1353^4^0;1437^4^0;1425^7^0;1098^4^0;1158^7^0;1065^6^0;691^7^0;544^4^0;565^4^0;597^7^0;380^6^0;462^7^0;62^6^0;119^7^0;480^6^0
24309816|*Activities, Human|D006802|2250|ET|Entry Term Replacement for "Human Activities";RtM via: Human Activities;Forced Non-Leaf Node Lookup:human activities|TI|MM|2371^16^0;2073^16^0
24309816|*Biodiversity|D044822|2154|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM|2290^12^0
24309816|*Government Agencies|D006077|744|MH|RtM via: Government Agencies;Forced Non-Leaf Node Lookup:government agencies|TI|MM|1788^19^0
24309816|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|7611^3^0
24309816|LAS protein, Arabidopsis|C474737|1000|NM|Forced SCR TIAB Arabidopsis Protein Found: las|TI|MM|5329^3^0
24310707|Humans|D006801|160059688|CT|Forced Humans: humans;Forced Leaf Node Lookup:humans;checkForceMH Boosted|TI|MM;RC|196^6^0;741^5^0
