10.2307/2395210|Animals|D000818|8867|CT|Spiders;CT Treecode Lookup: B01.050.500.131 (Spiders)||MM;RC
10.2307/2399795|*Pinus|D028223|2565|MH|RtM via: Pinus <genus>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM;RC|28^5^0
10.2307/2399795|*Climate Change|D057231|861|MH|RtM via: Climate Change;Forced Non-Leaf Node Lookup:changing climate|TI|MM|338^17^0
10.2307/2399795|Eastern Asia|D005202|666|ET|Entry Term Replacement for "Far East";RtM via: Far East;Forced Non-Leaf Node Lookup:eastern asia|TI|MM;RC|216^12^0
10.2307/2399795|Western Europe|D005060|597|ET|Entry Term Replacement for "Europe";RtM via: Western Europe;Forced Non-Leaf Node Lookup:western europe|TI|MM;RC|261^14^0
10.2307/2399631|Animals|D000818|4291|CT|Hydrozoa;CT Treecode Lookup: B01.050.500.308 (Hydrozoa);Antelopes;CT Treecode Lookup: B01.050.150.900.649.313.500 (Antelopes)||MM;RC
10.2307/2399631|*Tracheophyta|D064028|3291|MH|RtM via: Thelypteridaceae;RtM via: Thelypteris|TI|MM;RC|52^16^0;39^11^0
10.2307/2399631|*Hydrozoa|D037402|531|MH|RtM via: Thelypteridaceae;RtM via: Thelypteris|TI|MM|52^16^0;39^11^0
10.2307/2399631|*Antelopes|D000866|306|MH|RtM via: Redunca|TI|MM;RC|259^7^0
10.2307/2666170|Animals|D000818|8953|CT|Orthoptera;CT Treecode Lookup: B01.050.500.131 (Orthoptera)||MM;RC
10.2307/2666170|Humans|D006801|1000|CT|Forced Humans:D Sexual and Gender Minorities||MM
10.2307/2666170|*Islands|D062312|7953|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM;RC|110^7^0
10.2307/2666170|*Berberis|D028142|4404|MH|RtM via: Berberis (plant);Forced Leaf Node Lookup:berberis;checkForceMH Boosted|TI|MM;RC|46^8^0
10.2307/2666170|Antarctic Regions|D000864|1686|MH|RtM via: Antarctica;Forced Leaf Node Lookup:antarctica|TI|MM|691^10^0
10.2307/2666170|Chile|D002677|1605|MH|RtM via: Chile;Forced Leaf Node Lookup:chile|TI|MM;RC|85^5^0
10.2307/2666170|Argentina|D001118|1158|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM|141^9^0
10.2307/2666170|Florida|D005431|801|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|842^7^0
10.2307/2666170|Montana|D009009|801|MH|RtM via: Montana (geographic location);Forced Leaf Node Lookup:montana|TI|MM|899^7^0
10.2307/2666170|*Habitat|D017753|2946|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|458^7^0
10.2307/2666170|*Hybridization, Genetic|D006824|1464|MH|RtM via: Crossbreeding|TI|MM|241^13^0
10.2307/2666170|*Orthoptera|D009987|636|MH|RtM via: Montana <invertebrate>|TI|MM|899^7^0
10.2307/2666170|*Nucleic Acid Hybridization|D009693|573|MH|RtM via: Nucleic acid hybridization procedure|TI|MM|241^13^0
10.2307/2666170|Sexual and Gender Minorities|D000072339|1000|MH|Forced Non-Leaf Node Lookup:gay||MM|578^3^0;735^3^0;750^3^0;764^3^0;785^3^0;868^3^0
10.2307/2395314|*Oleaceae|D029592|747|MH|RtM via: Chionanthus|TI|MM;RC|53^11^0
10.2307/2395314|*Serogroup|D065288|33|MH|RtM via: Bakeri|TI|MM|215^6^0
10.2307/2394997|Humans|D006801|1000|CT|Forced Humans:D Sexual Partners||MM
10.2307/2394997|*Anthocerotophyta|D049936|33155|MH|RtM via: Anthoceros;RtM via: Phaeoceros;Forced Leaf Node Lookup:anthoceros;checkForceMH Boosted|TI|MM;RC|87^10^0;102^10^0
10.2307/2394997|*Liverworts|D035926|11017|ET|Entry Term Replacement for "Hepatophyta";RtM via: Marchantiophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:liverworts|TI|MM;RC|526^10^0
10.2307/2394997|*Endophytes|D060026|6395|MH|RtM via: Endophytes;Forced Leaf Node Lookup:endophytes;checkForceMH Boosted|TI|MM|641^9^0
10.2307/2394997|*Nostoc|D046937|6172|MH|RtM via: Nostoc;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nostoc|TI|MM;RC|37^6^0
10.2307/2394997|*Nitrogen|D009584|5467|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM;RC|475^8^0;210^8^0
10.2307/2394997|*Plants|D010944|3594|MH|RtM via: Algae|TI|MM;RC|698^5^0;635^5^0;182^5^0
10.2307/2394997|*Sexual Partners|D012747|2610|MH|RtM via: Intimate (qualifier value)|TI|MM|237^8^0
10.2307/2394997|*Polysaccharides|D011134|1302|MH|RtM via: Mucilage - Polysaccharide|TI|MM;RC|758^12^0
10.2307/2394997|*Chlorosis|D000747|204|ET|Entry Term Replacement for "Anemia, Hypochromic";RtM via: Asiderotic anemia;Forced Non-Leaf Node Lookup:chlorosis|TI|MM|271^9^0
10.2307/2399239|*Euphorbia|D028481|1825|MH|RtM via: Euphorbia <genus>;RtM via: Euphorbia pulcherrima;RtM via: Euphorbia subgen. Chamaesyce;RtM via: Euphorbia chersonesa;Forced Leaf Node Lookup:euphorbias;checkForceMH Boosted|TI|MM;RC|612^9^0;130^9^0;545^10^0;151^10^0;170^20^0
10.2307/2399239|Mexico|D008800|1237|MH|RtM via: Baja California;Forced Lookup:baja california;Forced Leaf Node Lookup:baja california|TI|MM;RC|585^15^0;333^15^0;68^15^0;412^15^0;487^15^0
10.2307/2992101|*Euphorbiaceae|D019665|14478|MH|RtM via: Acidoton;RtM via: Astrococcus;RtM via: Cnesmone;RtM via: Euphorbiaceae;RtM via: Haematostemon;RtM via: Megistostigma;RtM via: Pachystylidium;RtM via: Platygyna;RtM via: Plukenetia;RtM via: Plukenetieae;RtM via: Romanoa;RtM via: Tragiella;RtM via: Tragia;RtM via: Zuckertia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:euphorbiaceae|TI|MM|1693^8^0;555^11^0;1595^8^0;129^13^0;572^13^0;1608^13^0;1677^14^0;1789^9^0;713^10^0;620^10^0;115^12^0;635^7^0;1507^9^0;2040^6^0;1477^6^0;1165^6^0;2001^9^0;1278^9^0
10.2307/2992101|*Microscopy, Electron, Scanning|D008855|9954|MH|RtM via: Scanning Electron Microscopy;Forced Leaf Node Lookup:scanning electron microscopy|TI|MM;RC|30^28^0
10.2307/2992101|*Phylogeny|D010802|6918|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic relationships|TI|MM;RC|177^26^0
10.2307/2992101|*Islands|D062312|4200|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|932^7^0
10.2307/2992101|*Pollen|D011058|5694|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM;RC|1913^6^0;1725^6^0;1570^6^0;1456^6^0;1196^6^0;790^6^0;464^6^0;392^6^0;222^6^0;90^6^0;1354^6^0;1779^6^0
10.2307/2992101|*Culture Media|D003470|1002|MH|RtM via: Culture Media|TI|MM|232^6^0
10.2307/2992101|*Histological Techniques|D006652|648|MH|RtM via: Sectioning technique|TI|MM|1993^7^0;1542^8^0;1220^8^0
10.2307/2992101|*Habit|D006184|189|ET|Entry Term Replacement for "Habits";RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|536^5^0;613^5^0
42703726|*Data Management|D000079803|3390|MH|RtM via: Data Management;Forced Leaf Node Lookup:data management|TI|MM|1151^15^0
42703726|South Africa|D013019|1848|MH|RtM via: South Africa;Forced Leaf Node Lookup:south africa|TI|MM|1612^12^0;528^12^0;21^12^0;1764^12^0
42703726|*Cost-Benefit Analysis|D003362|1713|MH|Forced Leaf Node Lookup:cost-effective|TI|MM|1342^14^0
42703726|*Natural Resources|D000067936|13884|MH|RtM via: Natural Resources;Forced Non-Leaf Node Lookup:natural resources|TI|MM|456^17^0
42703726|*Plant|D010944|6276|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|686^5^0;770^5^0;209^5^0
42703726|*Automation|D001331|639|MH|RtM via: Automation;Forced Non-Leaf Node Lookup:automations|TI|MM|1120^10^0
42703726|*Attention|D001288|75|MH|RtM via: Attention;Forced Non-Leaf Node Lookup:attention|TI|MM|1550^9^0
42703726|Ecology|D004463|1000|MH|Forced Non-Leaf Node Lookup:ecologists||MM|993^10^0
25488216|United States|D014481|182471|CT|RtM via: Americas Ethnicity;Forced Leaf Node Lookup:american|TI|MM;RC|146^8^0
25488216|*Mimosa|D031298|75608|MH|RtM via: Mimosa;Forced Leaf Node Lookup:mimosas;checkForceMH Boosted|TI|MM|1641^6^0;1505^6^0;1428^6^0;1362^6^0;1091^6^0;886^6^0;727^6^0;502^6^0;166^6^0;62^6^0;319^6^0;554^6^0
25488216|*Phylogeny|D010802|75074|MH|RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic analysis|TI|MM|804^12^0;595^21^0
25488216|*Base Sequence|D001483|37999|MH|RtM via: Base Sequence;Forced Leaf Node Lookup:nucleotide sequences|TI|MM|632^20^0
25488216|*Introns|D007438|37654|MH|RtM via: Introns;Forced Leaf Node Lookup:introns|TI|MM|665^6^0
25488216|Computer-Assisted Instruction|D003194|181471|MH|||RC
25488216|High Fidelity Simulation Training|D000070856|163506|MH|||RC
25488216|*Sequence Analysis|D017421|5301|MH|RtM via: Sequence Analysis;Forced Non-Leaf Node Lookup:sequence analysis|TI|MM|843^17^0
25488216|*Chloroplast|D002736|288|ET|Entry Term Replacement for "Chloroplasts";RtM via: Chloroplasts;Forced Non-Leaf Node Lookup:chloroplasts|TI|MM|1552^11^0;620^11^0
40982866|Animals|D000818|7339|CT|Martens;CT Treecode Lookup: B01.050.150.900.649.313.750 (Martens);Swallows;CT Treecode Lookup: B01.050.150.900.248 (Swallows)||MM;RC
40982866|*Verbena|D032412|6339|MH|RtM via: Verbena (Plant);Forced Leaf Node Lookup:verbenas;checkForceMH Boosted|TI|MM;RC|1951^7^0;1857^7^0;1844^7^0;1795^7^0;1749^7^0;1435^7^0;850^7^0;479^7^0;466^7^0;386^7^0;343^7^0;21^7^0;558^7^0
40982866|*Verbenaceae|D029648|5556|MH|RtM via: Verbenaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:verbenaceae|TI|MM;RC|1447^11^0;33^11^0
40982866|*Martens|D045969|831|ET|Entry Term Replacement for "Mustelidae";RtM via: Martes;checkForceMH Boosted;Forced Non-Leaf Node Lookup:martens|TI|MM|2616^7^0;1193^7^0
40982866|*Restriction Mapping|D015183|690|MH|RtM via: Restriction Mapping|TI|MM|146^4^0
40982866|*Diatoms|D017377|192|MH|RtM via: Ambo|TI|MM|170^5^0
40982866|*Swallows|D046388|138|MH|RtM via: Genus Riparia|TI|MM|2639^7^0;1216^7^0
40982866|*Environment|D004777|87|MH|RtM via: Para (geographic area)|TI|MM|660^4^0
40982866|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|249^3^0
40389955|Female|D005260|4930|CT|Ovary;CT Treecode Lookup: A05.360.319 (Ovary)||MM;RC
40389955|Indonesia|D007214|3917|MH|RtM via: Sulawesi;Forced Leaf Node Lookup:sulawesi|TI|MM;RC|181^8^0
40389955|*Phylogeny|D010802|3910|MH|RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:molecular phylogenetics|TI|MM;RC|399^21^0;389^22^0
40389955|*Islands|D062312|3158|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|2063^7^0;798^7^0
40389955|*Rubiaceae|D019666|3119|MH|RtM via: Rubiaceae;RtM via: Gaertnera;RtM via: Pagamea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM;RC|284^9^0;1993^9^0;743^9^0;585^9^0;429^9^0;250^9^0;45^9^0;491^7^0
40389955|Madagascar|D008270|2933|MH|RtM via: Madagascar;Forced Leaf Node Lookup:madagascar|TI|MM;RC|2034^10^0;772^10^0;2160^10^0
40389955|Sri Lanka|D013188|1544|MH|RtM via: Sri Lanka;Forced Leaf Node Lookup:sri lanka|TI|MM|2536^9^0;1522^9^0;811^9^0
40389955|*Fruit|D005638|1100|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|381^6^0
40389955|*Ovary|D010053|1088|MH|RtM via: Both ovaries;RtM via: Ovary;Forced Leaf Node Lookup:ovaries|TI|MM|357^7^0
40389955|Africa|D000349|3930|MH|RtM via: Africa;Forced Non-Leaf Node Lookup:africa|TI|MM;RC|1126^6^0;764^6^0
40389955|*Dryopteridaceae|D032491|2697|MH|RtM via: Phanerophlebia|TI|MM|2949^14^0
40389955|Southeast Asia|D001210|2499|ET|Entry Term Replacement for "Asia, Southeastern";RtM via: Asia, Southeastern;Forced Non-Leaf Node Lookup:southeastern asia|TI|MM;RC|1720^14^0;891^14^0;193^17^0
40389955|*Ovotesticular Disorders of Sex Development|D050090|1122|MH|RtM via: True Hermaphroditism (disorder)|TI|MM|825^14^0
40389955|Africa, West|D000354|924|ET|Entry Term Replacement for "Africa, Western";RtM via: Africa, Western|TI|MM|166^11^0
10.2307/2394713|Humans|D006801|2386|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
10.2307/2394713|Missouri|D008923|129|MH|RtM via: Missouri;Forced Leaf Node Lookup:missouri|TI|MM;RC|176^8^0
10.2307/2394713|*Plant|D010944|1386|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|58^5^0
10.2307/2394713|*Gardening|D051639|345|MH|RtM via: Gardening|TI|MM|195^6^0
10.2307/2394713|*Research|D012106|126|MH|RtM via: Study|TI|MM|76^7^0
10.2307/2394713|*Hispanic Americans|D006630|36|MH|RtM via: Panamanian|TI|MM|47^10^0
10.2307/2394713|Panama|D010176|6|MH|RtM via: Panama|TI|MM|145^6^0
10.2307/2394959|Female|D005260|1804|CT|Ovary;CT Treecode Lookup: A05.360.319 (Ovary);CT Text Lookup: ovary|TI|MM;RC|352^5^0
10.2307/2394959|*Rubiaceae|D019666|756|MH|RtM via: Rubiaceae;RtM via: Mussaendeae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM;RC|93^9^0;80^11^0
10.2307/2394959|Colombia|D003105|465|MH|RtM via: Colombia;Forced Leaf Node Lookup:colombia|TI|MM;RC|255^8^0
10.2307/2394959|*Ovary|D010053|132|MH|RtM via: Both ovaries;RtM via: Ovary;Forced Leaf Node Lookup:ovary|TI|MM|352^5^0
10.2307/2394959|Panama|D010176|96|MH|RtM via: Panama;Forced Non-Leaf Node Lookup:panama|TI|MM;RC|173^6^0
10.2307/2394959|Animal Distribution|D063147|90|MH|||RC
10.2307/2394959|*Feet|D005528|18|ET|Entry Term Replacement for "Foot";RtM via: Foot|TI|MM|232^4^0
10.2307/2399893|Humans|D006801|99780008|CT|Forced Humans: humans;Forced Leaf Node Lookup:humans;checkForceMH Boosted|TI|MM;RC|152^6^0
10.2307/2399893|*Adansonia|D035162|12737988|MH|RtM via: Adansonia;Forced Leaf Node Lookup:adansonias;Forced Leaf Node Lookup:baobabs;checkForceMH Boosted|TI|MM;RC|744^9^0;386^9^0;54^9^0;32^7^0
10.2307/2399893|*Bombacaceae|D035161|8487787|MH|RtM via: Bombacaceae;Forced Leaf Node Lookup:bombacaceae;checkForceMH Boosted|TI|MM|268^11^0;41^11^0
10.2307/2399893|Madagascar|D008270|4243418|MH|RtM via: Madagascar;Forced Leaf Node Lookup:madagascar|TI|MM;RC|117^10^0
10.2307/2399893|Australia|D001315|4243391|MH|RtM via: Australia;Forced Leaf Node Lookup:australian;Geo Lookup:australian|TI;AB|MM;RC|102^9^0;822^10^0
10.2307/2399893|*Fruit|D005638|4242950|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|321^5^0
10.2307/2399893|*Ethnobotany|D019448|4242665|MH|RtM via: Ethnobotany;Forced Leaf Node Lookup:ethnobotany|TI|MM|704^11^0
10.2307/2399893|*Powders|D011208|4242623|MH|RtM via: Powder dose form;checkForceMH Boosted|TI|MM|353^7^0
10.2307/2399893|*Seeds|D012639|1923|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|341^5^0
10.2307/2399893|Africa|D000349|1149|MH|RtM via: Africa;Forced Non-Leaf Node Lookup:africa|TI|MM|94^6^0
10.2307/2399893|*Ecology|D004463|906|MH|RtM via: Ecology|TI|MM|695^7^0
10.2307/2399242|Humans|D006801|3610|CT|Continental Population Groups;CT Treecode Lookup: M01.686 (Continental Population Groups)||MM;RC
10.2307/2399242|United States|D014481|3610|CT|Forced Leaf Node Lookup:american|TI|MM|107^8^0
10.2307/2399242|*Boraginaceae|D028082|2610|MH|RtM via: Symphytum|TI|MM;RC|128^9^0
10.2307/2399242|*Comfrey|D020844|1212|MH|RtM via: Comfrey|TI|MM|128^9^0
10.2307/2399242|*Continental Population Groups|D044469|234|MH|RtM via: North American (race)|TI|MM|101^14^0
10.2307/2399242|North America|D009656|87|MH|RtM via: North America|TI|MM|348^13^0
10.2307/2395334|Humans|D006801|34680766|CT|Forced Humans: man|TI|MM;RC
10.2307/2395334|Male|D008297|34680766|CT|CT Text Lookup: man|TI|MM;RC|1259^3^0
10.2307/2395334|Animals|D000818|34680766|CT|CT Text Lookup: mammal|TI|MM;RC|202^7^0
10.2307/2395334|sinigrin|C010330|4222294|NM|RtM via: sinigrin;Forced SCR Leaf Node Lookup:sinigrin|TI|MM|612^8^0
10.2307/2395334|*Glucosinolates|D005961|4222293|MH|RtM via: Glucosinolates;RtM via: sinigrin;Forced Leaf Node Lookup:glucosinolates|TI|MM;RC|548^14^0;32^14^0;612^8^0
10.2307/2395334|*Thlaspi|D031227|4202088|MH|RtM via: Thlaspi arvense;Forced Leaf Node Lookup:thlaspi arvenses;checkForceMH Boosted|TI|MM|639^15^0;871^7^0
10.2307/2395334|*Trees|D014197|2797814|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1362^5^0
10.2307/2395334|mustard oil|C027793|2795250|NM|RtM via: mustard oil;Forced SCR Leaf Node Lookup:mustard oil|TI|MM|48^11^0
10.2307/2395334|*Grasses|D006109|1400707|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasses|TI|MM|1381^7^0
10.2307/2395334|*Agricultural Crops|D018556|1400416|ET|Entry Term Replacement for "Crops, Agricultural";RtM via: Agricultural Crops;checkForceMH Boosted;Forced Non-Leaf Node Lookup:agricultural crops|TI|MM|1651^18^0
10.2307/2395334|*Plants, Food|D010945|1399771|ET|Entry Term Replacement for "Plants, Edible";RtM via: Plants, Edible;checkForceMH Boosted|TI|MM|1243^11^0
10.2307/2395334|*Pesticides|D010575|1397434|MH|RtM via: Pesticides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pesticides|TI|MM|1704^10^0
10.2307/2395334|*Glucosides|D005960|1396834|MH|RtM via: Glucosides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:glucosides|TI|MM|60^10^0
10.2307/2395334|*Mustard Plant|D009149|2795249|HM|RtM via: mustard oil|TI|MM|48^11^0
10.2307/2395334|*Plant Oils|D010938|2793632|HM|RtM via: mustard oil|TI|MM|48^11^0
10.2307/2395334|*Adaptation, Physiological|D000222|41883|MH|RtM via: Adaptation|TI|MM;RC|1122^7^0;898^7^0;429^7^0
10.2307/2395334|*Fungi|D005658|14931|MH|RtM via: Fungi;Forced Non-Leaf Node Lookup:fungi|TI|MM;RC|182^5^0
10.2307/2395334|*Insects|D007313|8157|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM;RC|784^6^0;189^7^0
10.2307/2395334|*Plant Leaves|D018515|5439|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|629^6^0
10.2307/2395334|*Mammals|D008322|3567|MH|RtM via: Mammals;Forced Non-Leaf Node Lookup:mammals|TI|MM;RC|202^7^0
10.2307/2395334|*Bacteria|D001419|1488|MH|RtM via: Bacteria;Forced Non-Leaf Node Lookup:bacteria|TI|MM|172^8^0
10.2307/2399569|Costa Rica|D003364|714|MH|RtM via: Costa Rica;Forced Leaf Node Lookup:costa rica|TI|MM;RC|88^10^0
10.2307/2399569|*Lauraceae|D019770|627|MH|RtM via: Lauraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:lauraceae|TI|MM|135^9^0;47^9^0
40035756|Animals|D000818|105271|CT|Manduca;CT Treecode Lookup: B01.050.500.131 (Manduca);Butterflies;CT Treecode Lookup: B01.050.500.131 (Butterflies)||MM;RC
40035756|*Pollination|D054817|104271|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM;RC|2261^11^0;2190^10^0;2100^10^0;1997^11^0;1895^11^0;1816^10^0;1673^10^0;1480^10^0;1345^10^0;1303^10^0;1238^11^0;889^11^0;715^11^0;781^11^0;591^11^0;681^10^0;452^11^0;349^10^0;263^11^0;304^10^0;86^10^0;48^11^0
40035756|*Manduca|D018402|33159|MH|RtM via: Manduca tucumana;RtM via: Tobacco Hornworm;RtM via: Bombycoidea;Forced Leaf Node Lookup:manduca sextas;Forced Leaf Node Lookup:manducas;checkForceMH Boosted|TI|MM|1620^16^0;1447^13^0;1430^8^0;1294^8^0;340^8^0
40035756|*Apocynaceae|D029062|19764|MH|RtM via: Mandevilla longiflora;RtM via: Apocynaceae;RtM via: Mandevilla laxa;checkForceMH Boosted;Forced Non-Leaf Node Lookup:apocynaceae|TI|MM;RC|1494^21^0;925^11^0;360^11^0;21^11^0;1706^15^0;1535^10^0
40035756|Jordan|D007597|8160|MH|RtM via: Jordan;Forced Leaf Node Lookup:jordan|TI|MM|1651^6^0
40035756|*Flowers|D035264|24483|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|1765^6^0;1697^8^0;810^7^0;527^8^0;387^6^0
40035756|*Pollen|D011058|23007|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM;RC|1315^6^0;1095^6^0;475^6^0
40035756|*Butterflies|D002080|8724|MH|RtM via: Proboscis <eukaryote>|TI|MM;RC|1965^11^0;1854^11^0;1356^11^0;1039^9^0;1159^9^0;853^9^0
40035756|*Plant|D010944|8673|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|2143^5^0
40035741|Argentina|D001118|2409|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|748^9^0
40035741|*Poaceae|D006109|459|MH|RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:poaceae|TI|MM|1100^7^0;929^7^0;707^14^0;315^7^0;103^7^0
40035741|*Burkitt Lymphoma|D002051|570|MH|RtM via: African Burkitt's lymphoma|TI|MM|1267^7^0
40035741|*Restriction Mapping|D015183|483|MH|RtM via: Restriction Mapping|TI|MM|496^4^0
10.2307/2394914|Humans|D006801|38964196|CT|Forced Humans: college|TI|MM;RC
10.2307/2394914|United States|D014481|38964196|CT|RtM via: Americas Ethnicity;Forced Leaf Node Lookup:american|TI|MM|468^8^0
10.2307/2394914|*Gossypium|D003368|3137966|MH|RtM via: Gossypium;RtM via: Gossypium herbaceum;RtM via: Gossypium hirsutum;Forced Leaf Node Lookup:gossypiums;checkForceMH Boosted|TI|MM;RC|1665^7^0;1273^6^0;1186^14^0;55^9^0
10.2307/2394914|Hawaii|D006254|1567942|MH|RtM via: Hawaiian population;Forced Leaf Node Lookup:hawaiian|TI|MM;RC|538^8^0;336^8^0
10.2307/2394914|Pacific Islands|D010139|1566217|MH|RtM via: Pacific Islands;Forced Leaf Node Lookup:pacific islands|TI|MM|113^15^0
10.2307/2394914|*Missionaries|D066189|1564177|MH|RtM via: Missionaries;Forced Leaf Node Lookup:missionaries|TI|MM|1462^12^0
10.2307/2394914|*Expeditions|D005101|1563919|MH|RtM via: Expeditions;Forced Leaf Node Lookup:expeditions|TI|MM|1043^11^0
10.2307/2394914|North Carolina|D009657|1563712|MH|RtM via: North Carolina;Forced Leaf Node Lookup:north carolina|TI|MM|1730^14^0
10.2307/2394914|*Islands|D062312|6477|MH|RtM via: Islands|TI|MM;RC|345^7^0
10.2307/2394914|Polynesia|D011114|3477|MH|RtM via: Polynesia;Forced Non-Leaf Node Lookup:polynesia|TI|MM;RC|1676^9^0;1580^9^0;937^9^0;647^9^0
10.2307/2394914|*Textile|D013784|2466|ET|Entry Term Replacement for "Textiles";RtM via: Textiles;RtM via: Cotton material;Forced Non-Leaf Node Lookup:textiles|TI|MM|1285^7^0;1665^7^0;1273^6^0
10.2307/2394914|*Seeds|D012639|762|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|1121^5^0
10.2307/2394914|Caribbean|D017691|1458|ET|Entry Term Replacement for "Caribbean Region";RtM via: Caribbean region|TI|MM|902^9^0
10.2307/2394914|Central America|D002489|780|MH|RtM via: Central America|TI|MM|912^15^0
10.2307/2666143|Humans|D006801|8663653|CT|Forced Humans: families|TI|MM;RC
10.2307/2666143|*Trees|D014197|751982|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM;RC|1073^4^0;668^4^0;253^4^0
10.2307/2666143|*Fabaceae|D007887|355960|MH|RtM via: Fabaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fabaceae|TI|MM|754^8^0
10.2307/2666143|Peru|D010568|355696|MH|RtM via: Peru;Forced Leaf Node Lookup:peru|TI|MM;RC|1169^4^0;139^4^0
10.2307/2666143|*Forests|D065928|44754|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|988^6^0;1059^7^0;446^6^0;384^6^0
10.2307/2666143|*Biodiversity|D044822|25143|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM;RC|673^12^0
10.2307/2666143|*Ecology|D004463|6603|MH|RtM via: Ecology|TI|MM|691^12^0
10.2307/2666143|*Botany|D001901|2886|MH|RtM via: Botany;Forced Non-Leaf Node Lookup:botany|TI|MM|1254^6^0
10.2307/2666143|Brazil|D001938|975|MH|RtM via: Amazonia|TI|MM|638^8^0
