42606754|Humans|D006801|3619|CT|Community Involvement;CT Treecode Lookup: N02.421.143 (Community Involvement)||MM;RC
42609984|*Government|D006076|1017|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|1124^10^0
42609984|*Forest|D065928|915|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|744^6^0;245^6^0;84^6^0
42609984|*Attention|D001288|123|MH|RtM via: Attention;Forced Non-Leaf Node Lookup:attention|TI|MM|305^9^0
42609984|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1657^3^0;1683^3^0
42603491|*Forest|D065928|8226|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|45^6^0
42603491|Forestry|D016468|1331|MH|||RC
42605405|Female|D005260|58555|CT|Mothers;CT Treecode Lookup: F01.829.263.500.320.200 (Mothers);Mothers;CT Treecode Lookup: I01.880.853.150.500.340.270 (Mothers);Mothers;CT Treecode Lookup: M01.620.630 (Mothers)|TI|MM
42605405|Humans|D006801|1000|CT|Forced Humans:D Mothers||MM
42605405|*Germination|D018525|57555|MH|RtM via: Germination;Forced Lookup:seed germination;Forced Leaf Node Lookup:germinations|TI|MM;RC|709^11^0;421^11^0;230^11^0;212^16^0;270^16^0;217^11^0;275^11^0
42605405|*Seedlings|D036226|32430|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|384^8^0;253^8^0
42605405|*Trees|D014197|14655|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|318^5^0
42605405|*Seed|D012639|13749|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Lookup:seed germination|TI|MM;RC|669^4^0;340^4^0;200^4^0;212^16^0;270^16^0;689^4^0;736^4^0
42605405|*Pinus|D028223|9696|MH|RtM via: Pinus caribaea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM;RC|82^14^0
42605405|*Mothers|D009035|4344|MH|RtM via: Mother (person);Forced Leaf Node Lookup:mothers|TI|MM|311^6^0
42605405|Belize|D001531|4299|MH|RtM via: Belize;Forced Leaf Node Lookup:british honduras|TI|MM|41^16^0
42605405|Puerto Rico|D011647|4296|MH|RtM via: Puerto Rico;Forced Leaf Node Lookup:puerto rico|TI|MM|133^11^0
42605405|*Crops, Agricultural|D018556|2529|MH|RtM via: Agricultural Crops|TI|MM|694^5^0
42605405|*Biological Phenomena|D001686|2382|MH|RtM via: seed germination;RtM via: Tissue Growth|TI|MM|270^16^0;212^16^0;563^6^0
42605405|*Phenotypes|D010641|909|ET|Entry Term Replacement for "Phenotype";RtM via: Phenotype;Forced Non-Leaf Node Lookup:phenotypes|TI|MM;RC|68^10^0
42605405|*Eating|D004435|225|MH|RtM via: Adequate Daily Fluid Intake;RtM via: Adequate Daily Salt Intake|TI|MM|528^10^0
42603520|Humans|D006801|1405540|CT|Forced Humans: men|TI|MM;RC
42603520|Male|D008297|1405540|CT|CT Text Lookup: men|TI|MM;RC|311^3^0
42603520|*Rural Population|D012424|57934|MH|RtM via: Rural Population;Forced Leaf Node Lookup:rural populations|TI|MM;RC|936^17^0
42603520|*Health Expenditures|D005102|57655|MH|RtM via: Expenditures;Forced Leaf Node Lookup:expenditures|TI|MM|781^12^0
42603520|Wales|D014852|57259|MH|RtM via: Country of Wales;Forced Leaf Node Lookup:wales|TI|MM|474^5^0
42603520|*Forests|D065928|13755|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|722^6^0;625^7^0;457^7^0;43^6^0;83^6^0
42603520|Trees|D014197|1408|MH|||RC
42603520|*Policy|D057766|1056|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|151^6^0;90^6^0
42603520|*Employment|D004651|267|MH|RtM via: Employment;Forced Non-Leaf Node Lookup:employment|TI|MM|134^10^0
42608572|*Trees|D014197|3591|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1045^5^0;480^5^0;325^5^0;276^4^0;58^4^0
42608572|*Calcium Oxalate|D002129|2880|MH|RtM via: calcium oxalate;Forced Leaf Node Lookup:calcium oxalate;checkForceMH Boosted|TI|MM|903^15^0
42608572|*Seasons|D012621|2841|MH|RtM via: Seasons;RtM via: Winter;Forced Leaf Node Lookup:seasonal;Forced Leaf Node Lookup:seasons|TI|MM|1227^6^0;1220^6^0;735^8^0
42608572|*Protons|D011522|1881|MH|RtM via: Protons;Forced Leaf Node Lookup:protons;checkForceMH Boosted|TI|MM|949^6^0
42608572|*Wood|D014934|1839|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|178^4^0
42608572|*Acacia|D000045|1674|MH|Forced Leaf Node Lookup:acacias;checkForceMH Boosted|TI|MM|220^6^0;1528^6^0
42608572|*Calcium, Dietary|D002136|2217|MH|RtM via: Calcium, Dietary|TI|MM|2510^7^0
42608572|*Diagnostic Tests, Routine|D003955|1434|MH|RtM via: Crystal Present Or Absent (lab procedure);RtM via: Examination;RtM via: Candida albicans Measurement|TI|MM|862^8^0;1835^8^0;2093^4^0
42608572|Africa, Southern|D000353|1131|MH|RtM via: Africa, Southern;Forced Non-Leaf Node Lookup:southern africa|TI|MM|292^15^0
42605179|*Conifers|D064028|4288|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM;RC|204^8^0
42605179|*Altitude|D000531|2671|MH|RtM via: Low altitude;Forced Leaf Node Lookup:altitudes|TI|MM;RC|387^14^0;393^8^0
42605179|*Caspian Sea|D000077228|745|MH|RtM via: Caspian Sea;Forced Leaf Node Lookup:caspian sea|TI|MM|235^11^0
42605179|*Forests|D065928|8292|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|402^7^0;165^7^0;276^7^0
42605179|*Cycadopsida|D032462|1014|MH|RtM via: Division Coniferophyta (organism)|TI|MM|204^8^0
42608373|*Trees|D014197|3480|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|650^4^0;71^5^0
42608373|*Bauxite|D000537|757|ET|Entry Term Replacement for "Aluminum Oxide";RtM via: Bauxite;checkForceMH Boosted;Forced Non-Leaf Node Lookup:bauxite|TI|MM|1084^7^0;152^7^0
42608373|Brazil|D001938|649|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM|2245^6^0;194^6^0
42608373|*Cost-Benefit Analysis|D003362|646|MH|Forced Leaf Node Lookup:cost-effective|TI|MM|454^14^0
42608373|*Forests|D065928|1704|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|866^6^0;262^7^0;64^6^0;130^6^0
42608373|*Research|D012106|894|MH|RtM via: Screening Study|TI|MM|616^9^0
42608373|*Fruit|D005638|669|MH|RtM via: Fruit|TI|MM|382^8^0
42608373|*Seed|D012639|603|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|416^4^0
42607758|Animals|D000818|4768|CT|Hymenoptera;CT Treecode Lookup: B01.050.500.131 (Hymenoptera);Insecta;CT Treecode Lookup: B01.050.500.131 (Insecta)|TI|MM
42607758|*Insect Viruses|D007304|3418|MH|RtM via: Insect Viruses;checkForceMH Boosted|TI|MM|159^6^1;177^7^1
42607758|*Biological Control Agents|D061046|3356|MH|RtM via: Biological Control Agents;Forced Leaf Node Lookup:biological control agent;checkForceMH Boosted|TI|MM|190^24^0
42607758|*Incidence|D015994|2560|MH|RtM via: Incidence;Forced Leaf Node Lookup:incidences|TI|MM|897^9^0
42607758|*Pica|D010842|1606|MH|Forced Leaf Node Lookup:pica|TI|MM|2833^4^0
42607758|United Kingdom|D006113|3768|MH|RtM via: United Kingdom;Forced Non-Leaf Node Lookup:united kingdom|TI|MM|1203^14^0
42607758|*Virus Infections|D014777|2661|ET|Entry Term Replacement for "Virus Diseases";RtM via: Virus Diseases;Forced Non-Leaf Node Lookup:virus infections|TI|MM|1296^16^0
42607758|*Accidents|D000059|1956|MH|RtM via: Accidents;Forced Non-Leaf Node Lookup:accidents|TI|MM|1987^9^0
42607758|*Viruses, Unclassified|D014713|1929|MH|RtM via: AS virus|TI|MM|4139^5^0;3866^5^0;3156^5^0;2521^5^0;2419^5^0;1720^5^0;934^5^0;648^5^0
42607758|*Attention|D001288|1458|MH|RtM via: Attention;Forced Non-Leaf Node Lookup:attention|TI|MM;RC|1350^9^0;2973^9^0
42607758|*Hymenoptera|D006927|771|MH|RtM via: Gilpinia hercyniae;RtM via: Neodiprion sertifer;Forced Non-Leaf Node Lookup:sawfly|TI|MM|4447^18^0;1240^18^0;4391^19^0;2781^19^0;1176^19^0;2838^8^0;1169^6^0;1233^6^0;4383^6^0;4439^6^0
42607758|*Forest|D065928|576|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|79^6^0
42607758|*Technology|D013672|486|MH|RtM via: Technology;Forced Non-Leaf Node Lookup:technology|TI|MM|342^10^0
42607758|Insecta|D007313|1000|MH|Forced Non-Leaf Node Lookup:insects||MM|159^6^0
42607758|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|3550^3^0
42607758|Canada|D002170|252|MH|RtM via: Canada|TI|MM|2859^6^0;1262^6^0
42603050|Infant|D007223|26416|CT|Nurseries, Infant;CT Treecode Lookup: J03.160.500 (Nurseries, Infant);Nurseries, Infant;CT Treecode Lookup: N02.278.617 (Nurseries, Infant);Nurseries, Infant;CT Treecode Lookup: N02.421.143.098.500 (Nurseries, Infant)|TI|MM
42603050|Humans|D006801|26416|CT|Nurseries, Infant;CT Treecode Lookup: N02.421.143 (Nurseries, Infant)|TI|MM
42603050|*Fertilizers|D005308|25416|MH|RtM via: Fertilizers;Forced Leaf Node Lookup:fertilisers;checkForceMH Boosted|TI|MM;RC|752^11^0;446^10^0;284^10^0
42603050|*Seedlings|D036226|21699|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|460^9^0;388^9^0;229^9^0;116^8^0
42603050|*Pseudotsuga|D028224|17986|MH|RtM via: Pseudotsuga menziesii;Forced Leaf Node Lookup:douglas firs;checkForceMH Boosted|TI|MM;RC|44^11^0
42603050|*Magnesium|D008274|14761|MH|RtM via: Dietary Magnesium;RtM via: magnesium;Forced Leaf Node Lookup:magnesium;checkForceMH Boosted|TI|MM|672^9^0
42603050|*Nitrogen|D009584|12449|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM;RC|437^8^0;312^8^0;275^8^0;552^8^0
42603050|*Nurseries, Infant|D009724|3467|MH|Forced Leaf Node Lookup:nurseries|TI|MM|91^9^0;625^9^0
42603050|Nitrogen-15|C000615243|6586|NM|RtM via: Nitrogen-15|TI|MM|546^14^0
42603050|*Nitrogen Isotopes|D009587|6585|HM|RtM via: Nitrogen-15|TI|MM;RC|546^14^0
42603050|*Calcium, Dietary|D002136|4890|MH|RtM via: Calcium, Dietary|TI|MM|660^7^0
42603050|*Seasons|D012621|4533|MH|RtM via: spring (season);RtM via: Autumn|TI|MM;RC|176^6^0;147^6^0
42603050|*Seed|D012639|3291|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM;RC|715^4^0;206^4^0
42603050|Fertilization|D005306|1000|MH|Forced Non-Leaf Node Lookup:fertilisations||MM|561^13^0
42606751|Humans|D006801|27810895|CT|Forced Humans: university|TI|MM;RC
42606751|United States|D014481|27810895|CT|United States Agency for International Development;CT Treecode Lookup: I01.409.418.750 (United States Agency for International Development);United States Agency for International Development;CT Treecode Lookup: N03.540.348.500.500 (United States Agency for International Development)||MM
42606751|*Universities|D014495|1113093|MH|RtM via: Universities;Forced Leaf Node Lookup:university|TI|MM|105^10^0
42606751|*United States Agency for International Development|D054702|1113045|MH|RtM via: United States Agency for International Development;Forced Leaf Node Lookup:usaid|TI|MM|1142^5^0;578^5^0;84^5^0
42606751|*Cost-Benefit Analysis|D003362|1112780|MH|Forced Leaf Node Lookup:benefits and costs|TI|MM;RC|420^18^0
42606751|Dominican Republic|D004293|1112685|MH|RtM via: Dominican Republic;Forced Leaf Node Lookup:dominican republic|TI|MM|43^18^0
42606751|*Feasibility Studies|D005240|1112682|MH|Forced Leaf Node Lookup:feasibility|TI|MM|142^11^0
42606751|Michigan|D008824|1112682|MH|RtM via: Michigan (geographic location);Forced Leaf Node Lookup:michigan|TI|MM|1174^8^0;608^8^0;90^8^0
42606751|*Government|D006076|984|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|25^10^0
42606751|*Pinus|D028223|522|MH|RtM via: Pinus <genus>|TI|MM|253^4^0
42606751|*Cyclophosphamide|D003520|447|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|563^4^0
42606751|*Forests|D065928|294|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|197^6^0;258^7^0
42606751|Social Planning|D012939|1000|MH|Forced Non-Leaf Node Lookup:development plannings||MM|325^20^0
42608628|*Pinus|D028223|787|MH|RtM via: Pinus oocarpa;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|1582^13^0;560^13^0
42608628|chemotactic factor inactivator|C010073|446|NM|Forced SCR Leaf Node Lookup:cfi|TI|MM|651^3^0;1716^3^0
42608628|*Quality Improvements|D058996|639|ET|Entry Term Replacement for "Quality Improvement";RtM via: Quality Improvement|TI|MM|98^8^1;115^7^1
42608628|*Intention|D033182|615|MH|RtM via: Intention - mental process|TI|MM|134^11^0
42608628|*Physical Examination|D010808|486|MH|RtM via: Physical Examination|TI|MM|250^8^0
42608628|*Environment|D004777|471|MH|RtM via: Para (geographic area)|TI|MM|1742^4^0;1317^4^0;1511^4^0;969^4^0
42608628|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1273^3^0
42608628|Central America|D002489|3|MH|RtM via: Central America|TI|MM|615^15^0
42605404|*Eucalyptus|D005052|10281|MH|RtM via: Eucalyptus grandis;Forced Leaf Node Lookup:eucalyptus;checkForceMH Boosted|TI|MM;RC|21^18^0
42605404|*Wood|D014934|5505|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM;RC|947^4^0;889^5^0;367^4^0
42605404|Zambia|D015024|900|MH|Forced Leaf Node Lookup:zambia|TI|MM|117^6^0
42605404|*Eating|D004435|1830|MH|RtM via: Adequate Daily Fluid Intake;RtM via: Adequate Daily Salt Intake|TI|MM|743^8^0
42605404|*Food|D005502|1566|MH|RtM via: Seasoning|TI|MM|409^9^0
42605404|*Preservation, Biological|D011309|783|MH|RtM via: Biologic Preservation|TI|MM|483^12^0
42605404|*Body Weight|D001835|573|MH|RtM via: Body Weight|TI|MM|344^6^0
42607432|*Forestry|D016468|3889|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|883^8^0
42607432|*Fossil Fuels|D005579|1702|MH|RtM via: Fossil Fuels;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fossil fuels|TI|MM|277^12^0
42607432|*Wood|D014934|1396|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|966^4^0;751^4^0;561^4^0;249^4^0;32^4^0;425^4^0;592^4^0
42607432|*Automobiles|D001336|841|MH|Forced Leaf Node Lookup:car|TI|MM|1340^3^0
42607432|*Developed Countries|D019049|3765|MH|RtM via: Developed Countries|TI|MM|787^9^1;798^11^1
42607432|*Developing Countries|D003906|1314|MH|RtM via: Developing Countries|TI|MM|787^9^1;798^11^1
42607432|*Minerals|D008903|1092|MH|RtM via: Minerals;Forced Non-Leaf Node Lookup:minerals|TI|MM|405^8^0
42607432|*Forests|D065928|1005|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|459^7^0
42607432|*Commerce|D003132|666|MH|RtM via: Commerce;Forced Non-Leaf Node Lookup:commerce|TI|MM|1905^8^0
42607432|USSR|D014586|1000|MH|Forced Non-Leaf Node Lookup:ussr||MM|485^4^0
42607432|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2600^3^0;3014^3^0
42607432|Canada|D002170|426|MH|RtM via: Canada|TI|MM|2856^6^0;1619^6^0;470^6^0
43737755|*Forestry|D016468|617|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|50^8^0
43737755|*Pinus|D028223|488|MH|RtM via: Pinus caribaea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|1040^14^0;598^14^0;180^14^0
43737755|*Herbicides|D006540|317|MH|RtM via: Herbicides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:herbicides|TI|MM|521^10^0;364^9^0;127^10^0;702^10^0;813^10^0;277^9^0
43737755|Queensland|D011793|212|MH|RtM via: Queensland;Forced Leaf Node Lookup:queensland|TI|MM|882^10^0;446^10^0;25^10^0
43737755|*Environment|D004777|189|MH|RtM via: Para (geographic area)|TI|MM|1147^4^0;983^4^0
42603724|*Soils|D012987|9253|ET|Entry Term Replacement for "Soil";RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM;RC|893^5^0
42603724|*Grassland|D065948|6856|MH|Forced Leaf Node Lookup:grasslands;Forced Leaf Node Lookup:savannas|TI|MM;RC|220^10^0;1093^9^0;1085^7^0
42603724|*Sand|D000080463|4969|MH|RtM via: Sand;checkForceMH Boosted|TI|MM|887^5^0
42603724|*Fire|D005390|12393|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM;RC|678^4^0
42603724|*Conservation of Natural Resources|D003247|11616|MH|RtM via: Natural regeneration|TI|MM;RC|490^12^0;48^12^0
42603724|*Forest|D065928|6915|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|918^6^0;1041^6^0;1125^6^0
42603724|Regeneration|D012038|1000|MH|Forced Non-Leaf Node Lookup:regenerations||MM|48^12^0;490^12^0
42603724|Araucaria|D000080057|1000|MH|Forced Non-Leaf Node Lookup:araucaria||MM|1143^9^0
42604769|Uganda|D014454|275|MH|RtM via: Uganda;Forced Leaf Node Lookup:uganda|TI|MM|78^6^0
42604769|*Desiccation|D003890|1827|MH|RtM via: Desiccation|TI|MM;RC|149^6^0
42604769|*Sunlight|D013472|852|MH|RtM via: Sunlight|TI|MM;RC|338^5^0;57^5^0
42604769|*Research Design|D012107|264|MH|RtM via: Test Method|TI|MM|370^6^0;139^6^0
42604769|*Health Services|D006296|258|MH|RtM via: Test Method|TI|MM|370^6^0;139^6^0
42610030|*Forestry|D016468|30830|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM;RC|242^8^0;32^8^0
42610030|*Feedback|D005246|1907|MH|RtM via: Feedback - evaluative response process;RtM via: Feedback - system communication;Forced Leaf Node Lookup:feedbacks|TI|MM|486^8^0
42610030|Guyana|D006172|1736|MH|RtM via: Guyana;Forced Leaf Node Lookup:guyana|TI|MM|25^6^0
42610030|*Feasibility Studies|D005240|1583|MH|Forced Leaf Node Lookup:feasibility|TI|MM|502^11^0
42610030|Conservation of Natural Resources|D003247|1073|MH|||RC
42610030|*Durable Medical Equipment|D004389|852|MH|RtM via: Oxygen supplies regulator|TI|MM|221^8^0
42610030|*Monitoring, Physiologic|D008991|90|MH|RtM via: Patient Monitoring|TI|MM|234^7^0
42610007|*Forestry|D016468|3474|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|824^8^0;561^8^0
42610007|*Ownership|D010067|1752|MH|RtM via: Ownership;Forced Leaf Node Lookup:ownership|TI|MM|630^9^0
42610007|relacin|C580565|1594|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|2464^7^0
42610007|Sweden|D013548|1539|MH|RtM via: Sweden;RtM via: Swedish ethnic group;Forced Leaf Node Lookup:swedish;Forced Leaf Node Lookup:sweden|TI|MM|273^6^0;808^7^0
42610007|*Goals|D006040|768|MH|Forced Leaf Node Lookup:goals|TI|MM|374^5^0
42610007|*Dipeptides|D004151|1593|HM|RtM via: relacin|TI|MM|2464^7^0
42610007|*Policy|D057766|1512|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|700^6^0;45^6^0
42610007|*Organizations|D009938|1410|MH|RtM via: Organization administrative structures|TI|MM|716^14^0
42610007|*Health Facilities|D006268|1008|MH|RtM via: Health care facility|TI|MM|887^13^0
42610007|*Deoxyguanosine|D003849|864|HM|RtM via: relacin|TI|MM|2464^7^0
42610007|*Attitudes|D001290|960|ET|Entry Term Replacement for "Attitude";RtM via: Attitude;Forced Non-Leaf Node Lookup:attitudes|TI|MM|1437^9^0
42610007|*Woodland|D065928|714|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:woodlands;Forced Non-Leaf Node Lookup:forests|TI|MM|693^6^0;253^8^0
42610007|*Employment|D004651|675|MH|RtM via: Employment;Forced Non-Leaf Node Lookup:employment|TI|MM|659^10^0
42610007|*Agriculture|D000383|531|MH|RtM via: Agriculture;Forced Non-Leaf Node Lookup:agriculture|TI|MM|584^11^0;1550^11^0
42610007|Socioeconomic Factors|D012959|1000|MH|Forced Non-Leaf Node Lookup:socio-economic||MM|76^14^0;220^14^0
42610007|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1820^3^0
42604750|*Pinus radiata|D028223|9444|ET|Entry Term Replacement for "Pinus";RtM via: Pinus radiata;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus radiata|TI|MM;RC|166^13^0
42604750|Dothistroma pini|C000673943|1330|NM|Forced New Lookup:dothistroma pini|TI|MM|131^16^0
42604750|Kenya|D007630|1329|MH|RtM via: Kenya;Forced Leaf Node Lookup:kenya|TI|MM|63^5^0
42604750|*Ascomycota|D001203|19335|MH|RtM via: Dothistroma pini|TI|MM;RC|131^16^0;511^11^0;111^11^0
42604750|*Biological Phenomena|D001686|1434|MH|RtM via: sporulation;RtM via: Tissue Growth|TI|MM|280^11^0;356^6^0;209^5^0
42604750|*Moraxellaceae Infections|D045828|318|MH|RtM via: Infectious bovine keratoconjunctivitis|TI|MM|523^6^0;123^6^0
42606232|Animals|D000818|12117|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera);Hemiptera;CT Treecode Lookup: B01.050.500.131 (Hemiptera);Heteroptera;CT Treecode Lookup: B01.050.500.131 (Heteroptera)||MM;RC
42606232|*Forestry|D016468|11117|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM;RC|33^8^0
42606232|*Coleoptera|D001517|9623|MH|RtM via: Cerambycidae;RtM via: Order Coleoptera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:coleoptera|TI|MM;RC|473^12^0;461^10^0
42606232|*Eucalyptus|D005052|8431|MH|RtM via: Eucalyptus deglupta;Forced Leaf Node Lookup:eucalyptus;checkForceMH Boosted|TI|MM;RC|106^19^0
42606232|*Wood|D014934|4322|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM;RC|510^4^0
42606232|*Terminalia|D029766|3451|MH|RtM via: Terminalia brassii;Forced Leaf Node Lookup:terminalias;checkForceMH Boosted|TI|MM|152^18^0;127^10^0
42606232|*Heteroptera|D020062|3444|MH|RtM via: Coreidae|TI|MM|349^8^0
42606232|*Ecology|D004463|2934|MH|RtM via: Ecology|TI|MM|716^7^0
42606232|*Anacardiaceae|D027926|318|MH|RtM via: Campnosperma|TI|MM|176^12^0
42606232|China|D002681|240|MH|RtM via: China|TI|MM|330^5^0
42606232|Solomon Islands|D008542|0|ET|Entry Term Replacement for "Melanesia";RtM via: Solomon Islands|TI|MM|69^15^0
42610032|United States|D014481|6378|CT|RtM via: United States;Forced Non-Leaf Node Lookup:united states|TI|MM|228^13^0
42610032|*Lycopersicon esculentum|D018551|5378|MH|RtM via: Lycopersicon esculentum;RtM via: Tomatoes;Forced Leaf Node Lookup:tomatoes;checkForceMH Boosted|TI|MM|261^8^0
42610032|*Fruit|D005638|2743|MH|RtM via: Fresh fruit;RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|202^11^0;850^5^0;208^5^0
42610032|*Pinus radiata|D028223|1414|ET|Entry Term Replacement for "Pinus";RtM via: Pinus <genus>;RtM via: Pinus radiata;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus radiata|TI|MM|43^4^0;660^13^0
