42901758|Animals|D000818|6458|CT|Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior)|TI|MM
42900911|*Gastropod|D049851|1333|ET|Entry Term Replacement for "Gastropoda";RtM via: Gastropoda;checkForceMH Boosted;Forced Non-Leaf Node Lookup:gastropods|TI|MM|366^9^0
42900911|*Larvae|D007814|937|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted|TI|MM|404^6^0
42900911|Washington|D014861|739|MH|RtM via: Washington state;Forced Leaf Node Lookup:washington|TI|MM|1568^10^0;170^10^0
42900911|*Health Personnel|D006282|1983|MH|RtM via: Intern|TI|MM;RC|2159^7^0
42900911|*Lice Infestations|D010373|903|MH|RtM via: Infestation by Phthirus pubis|TI|MM|1147^5^0
42900911|*Ownership|D010067|753|MH|RtM via: possession|TI|MM|2537^10^0;1063^10^0
42900911|*Polychaeta|D011077|624|MH|RtM via: Neosabellaria cementarium|TI|MM|1654^22^0;278^22^0
42900911|*Habitat|D017753|129|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1331^7^0;197^7^0;2791^7^0
42900911|Ecology|D004463|1000|MH|Forced Non-Leaf Node Lookup:interspecific competition||MM|817^25^0
42901363|Animals|D000818|3835|CT|Viverridae;CT Treecode Lookup: B01.050.150.900.649.313.750 (Viverridae)|TI|MM
42901363|*Life History Traits|D000071421|2835|MH|RtM via: Life History Theory;Forced Leaf Node Lookup:life history theory|TI|MM|1041^19^0
42901363|*Viverridae|D045949|2526|MH|RtM via: Genets;Forced Leaf Node Lookup:genets;checkForceMH Boosted|TI|MM|4086^6^0;1488^5^0
42901363|*Least-Squares Analysis|D016018|921|MH|RtM via: Least-Squares Analysis;Forced Leaf Node Lookup:least squares|TI|MM|525^13^0
42901363|*Reproduction|D012098|2274|MH|RtM via: Reproduction|TI|MM|3509^13^0;2070^12^0;1918^9^0
42901363|*Fecundity|D005298|1806|ET|Entry Term Replacement for "Fertility";RtM via: Fertility;Forced Non-Leaf Node Lookup:fecundity|TI|MM|2277^9^0;2152^9^0;1671^9^0;1504^9^0;1084^9^0;843^9^0;415^9^0;254^9^0;62^9^0;557^9^0;1150^9^0
42901363|*Biological Phenomena|D001686|1500|MH|RtM via: Tissue Growth|TI|MM|1800^6^0
42901363|*Time Factors|D013997|585|MH|RtM via: Definite time|TI|MM|1749^15^0
42901363|*Habitats|D017753|498|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|2524^8^0;211^8^0
42901964|Female|D005260|4102|CT|Forced Lookup:female;CT Text Lookup: female;CT Text Lookup: females;Forced Non-Leaf Node Lookup:females|TI|MM;RC|582^6^0;907^6^0
42901964|Animals|D000818|4102|CT|Homing Behavior;CT Treecode Lookup: F01.145.113.646 (Homing Behavior);Ducks;CT Treecode Lookup: B01.050.150.900.248 (Ducks)|TI|MM
42901964|*Homing Behavior|D006702|2879|MH|RtM via: Home Range;Forced Leaf Node Lookup:home ranges|TI|MM|861^11^0
42901964|*Ducks|D004372|2797|MH|RtM via: Melanitta perspicillata;Forced Leaf Node Lookup:duckling;checkForceMH Boosted|TI|MM|1070^23^0;88^23^0;74^12^0;233^8^0;447^8^0;851^8^0
42901964|*Islands|D062312|2714|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|688^7^0
42901964|*Wind|D014919|2318|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:winds|TI|MM|750^5^0
42901964|sauvagine|C025727|2246|NM|RtM via: sauvagine;Forced SCR Leaf Node Lookup:sauvagine|TI|MM|1394^9^0
42901964|*Taiga|D066188|1937|MH|RtM via: Taiga;Forced Leaf Node Lookup:boreal forests|TI|MM|167^13^0
42901964|*Lakes|D060106|1823|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lake|TI|MM|649^4^0;400^4^0
42901964|*Water|D014867|1283|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|659^5^0
42901964|*Ecology|D004463|3102|MH|RtM via: Ecology|TI|MM|63^7^0
42901964|*Habitat|D017753|2352|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1380^7^0;332^7^0;1279^7^0
42901964|*Amphibian Proteins|D029845|2245|HM|RtM via: sauvagine|TI|MM|1394^9^0
42901964|*Peptide Hormones|D036361|2218|HM|RtM via: sauvagine|TI|MM|1394^9^0
42901964|*Population Dynamics|D011157|2079|MH|RtM via: Population Dynamics;Forced Non-Leaf Node Lookup:population dynamics|TI|MM|308^19^0
42901964|*Documentation|D004282|456|MH|RtM via: Documentation;Forced Non-Leaf Node Lookup:documentations|TI|MM|216^13^0
42901964|Reproduction|D012098|1000|MH|Forced Non-Leaf Node Lookup:reproduction||MM|1028^12^0
42901964|Canada|D002170|513|MH|RtM via: Canada|TI|MM|1456^6^0;421^6^0
42901345|Animals|D000818|3137|CT|Homing Behavior;CT Treecode Lookup: F01.145.113.646 (Homing Behavior);Fin, Animal;CT Treecode Lookup: A13.075 (Fin, Animal);Marten;CT Treecode Lookup: B01.050.150.900.649.313.750 (Marten)|TI|MM
42901345|*Taiga|D066188|2137|MH|RtM via: Taiga;Forced Leaf Node Lookup:boreal forests|TI|MM|446^13^0
42901345|*Homing Behavior|D006702|1937|MH|RtM via: Home Range;Forced Leaf Node Lookup:home ranges|TI|MM|1264^10^0;1322^11^0;891^11^0;269^11^0;54^10^0
42901345|*Marten|D045969|1222|ET|Entry Term Replacement for "Mustelidae";RtM via: Martes;RtM via: Martes americana;checkForceMH Boosted;Forced Non-Leaf Node Lookup:martens|TI|MM|858^6^0;2325^16^0;866^16^0
42901345|*Forest|D065928|1428|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1031^6^0;1120^6^0
42901345|*Fin, Animal|D058500|1224|ET|Entry Term Replacement for "Animal Fins";RtM via: Animal Fins|TI|MM|1457^6^1;1545^3^1
42901345|*Habitats|D017753|663|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1982^7^0;1239^7^0;585^7^0;21^7^0;149^8^0;1501^8^0;1387^7^0;2114^7^0;2669^7^0
42901345|*Mycobacterium avium Complex|D015269|453|MH|RtM via: Mycobacterium avium Complex|TI|MM|2005^4^0
42901345|Artificial Intelligence|D001185|1000|MH|Forced Non-Leaf Node Lookup:ai||MM|2392^2^0
42901764|Animals|D000818|3792|CT|Presbytini;CT Treecode Lookup: B01.050.150.900.649.313.988.400.112.199 (Presbytini);Beetle;CT Treecode Lookup: B01.050.500.131 (Beetle)||MM;RC
42901764|*Orchidaceae|D029595|2792|MH|RtM via: Orchis simia;RtM via: Orchidaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:orchidaceae|TI|MM|269^12^0;1134^11^0;50^11^0
42901764|*Pollination|D054817|2714|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM|932^10^0;488^11^0;245^11^0;141^11^0
42901764|*Fruit|D005638|1192|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|1627^6^0;514^5^0
42901764|*Presbytini|D000080542|1036|MH|Forced Leaf Node Lookup:simias;checkForceMH Boosted|TI|MM|276^5^0;588^5^0;1460^5^0;1752^5^0
42901764|*Beetle|D001517|1013|ET|Entry Term Replacement for "Coleoptera";RtM via: Order Coleoptera;RtM via: Cidnopus pilosus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:beetles|TI|MM|771^6^0;379^6^0;349^6^0;1345^16^0;356^16^0
42901764|France|D005602|1158|MH|RtM via: France;Forced Non-Leaf Node Lookup:france|TI|MM;RC|227^6^0
42901764|*Pollen|D011058|978|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM|1578^6^0;445^6^0;561^6^0;1705^6^0
42901764|*Social Stigma|D057545|861|MH|RtM via: Social stigmata|TI|MM|575^6^0
42901764|*Hybridization, Genetic|D006824|684|MH|RtM via: Crossbreeding|TI|MM|975^13^0;415^13^0;171^13^0;21^13^0
42901764|Mediterranean Region|D019083|576|MH|RtM via: Mediterranean Region|TI|MM|203^20^0
42901343|Humans|D006801|6883|CT|CT Text Lookup: individuals|TI|MM;RC|1108^11^0
42901343|*Quercus|D029963|5883|MH|RtM via: Acorn;RtM via: Quercus pubescens;Forced Leaf Node Lookup:quercus;Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM|577^6^0;176^6^0;1580^17^0;149^17^0;144^3^0
42901343|*Seedlings|D036226|4041|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|1253^8^0;919^9^0;890^9^0;700^8^0;554^9^0
42901343|*Herbivory|D060434|2885|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivories;Forced Leaf Node Lookup:herbivory|TI|MM|1319^9^0;2680^10^0
42901343|*Brachypodium|D058431|2849|MH|RtM via: Brachypodium phoenicoides;Forced Leaf Node Lookup:brachypodium;checkForceMH Boosted|TI|MM|2388^25^0;2189^25^0;1697^25^0;1007^25^0;751^25^0;259^25^0
42901343|*Biomass|D018533|2444|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomasses|TI|MM|1062^7^0;2423^8^0
42901343|*Survival Rate|D015996|2350|MH|RtM via: Survival Rate;Forced Leaf Node Lookup:survival rates|TI|MM|960^14^0
42901343|*Water|D014867|1408|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|836^5^0;334^5^0
42901343|*Biological Phenomena|D001686|1698|MH|RtM via: Tissue Growth;RtM via: establishment and maintenance of localization|TI|MM|1413^6^0;128^6^0;2748^12^0
42901343|*Plant Leaves|D018515|729|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|1057^4^0;548^4^0;472^6^0;503^6^0
42901343|*Cyclophosphamide|D003520|519|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|2383^4^0;2184^4^0;1733^4^0
42901343|*Stress, Physiological|D013312|465|MH|RtM via: Physical stress|TI|MM|1341^15^0
42901343|*Nutrients|D000078622|396|MH|RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|846^8^0;344^9^0
42901551|Humans|D006801|42942400|CT|Forced Humans: individuals;Forced Humans: cohort|TI|MM;RC
42901551|Animals|D000818|42942400|CT|Forced Lookup:deer;checkForceMH Boosted|TI|MM|96^4^0;1273^4^0;1358^4^0;1598^4^0;1789^4^0
42901551|Infant, Newborn|D007231|42942400|CT|Forced Lookup:newborns|TI|MM|660^8^0;786^8^0
42901551|Male|D008297|42942400|CT|CT Text Lookup: sex-specific|TI|MM;RC|1486^12^0
42901551|Pregnancy|D011247|42942400|CT|Birth;CT Treecode Lookup: G08.686.784.769.490 (Birth)||MM;RC
42901551|Female|D005260|42942400|CT|Birth;CT Treecode Lookup: G08.686.784.769.490 (Birth);CT Text Lookup: sex-specific|TI|MM;RC|1486^12^0
42901551|*Population Growth|D011158|1720550|MH|RtM via: Population Growth;Forced Leaf Node Lookup:population growth|TI|MM|1519^17^0
42901551|*Life History Traits|D000071421|1720460|MH|RtM via: Life History Traits;Forced Leaf Node Lookup:life history traits|TI|MM|51^19^0
42901551|*Cohort Effect|D015988|1719941|MH|RtM via: Cohort Effect;Forced Leaf Node Lookup:cohort effects|TI|MM|1717^14^0;1561^14^0;413^14^0
42901551|*Individuality|D007206|1719431|MH|RtM via: Individuality;Forced Leaf Node Lookup:individual differences|TI|MM|283^22^0
42901551|*Survival Rate|D015996|1719185|MH|RtM via: Survival Rate;Forced Leaf Node Lookup:survival rates|TI|MM|1499^14^0
42901551|*Deer|D003670|447|MH|RtM via: Capreolus capreolus;Forced Lookup:deer|TI|MM|3634^19^0;1364^19^0;1354^8^0;96^4^0;1273^4^0;1358^4^0;1598^4^0;1789^4^0
42901551|*Exercise|D015444|6600|MH|RtM via: Fitness|TI|MM|1090^7^0;309^7^0
42901551|*Sex|D012723|4686|MH|RtM via: sex|TI|MM|1978^5^0;1486^3^0;156^3^0
42901551|*Birth|D036801|2922|ET|Entry Term Replacement for "Parturition";RtM via: Birth;RtM via: Childbirth|TI|MM|1145^5^0;535^5^0;401^5^0;895^4^0
42901551|ETS translocation variant 6 protein|C087043|2392|NM|RtM via: ETV6 protein, human|TI|MM|2425^4^0
42901551|*Repressor Proteins|D012097|870|HM|RtM via: ETV6 protein, human|TI|MM|2425^4^0
42901551|*Proto-Oncogene Proteins c-ets|D050783|2391|HM|RtM via: ETV6 protein, human|TI|MM|2425^4^0
42901551|*Cohort Studies|D015331|822|MH|RtM via: Cohort Studies|TI|MM|1435^6^0
42901956|Female|D005260|8107|CT|Mothers;CT Treecode Lookup: F01.829.263.500.320.200 (Mothers);Mothers;CT Treecode Lookup: I01.880.853.150.500.340.270 (Mothers);Mothers;CT Treecode Lookup: M01.620.630 (Mothers)||MM;RC
42901956|Humans|D006801|8107|CT|Lookup: Aged Rule||MM;RC
42901956|Adult|D000328|8107|CT|Forced Leaf Node Lookup:adults;CT Text Lookup: adult|TI|MM;RC|496^5^0
42901956|*Trees|D014197|7107|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1059^5^0;678^5^0;561^4^0;213^5^0;963^5^0;532^4^0
42901956|*Seed Dispersal|D058614|5787|MH|RtM via: Seed Dispersal;Forced Leaf Node Lookup:seed dispersals|TI|MM|1345^15^0;72^14^0;107^15^0
42901956|*Germination|D018525|4782|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|2502^11^0;970^11^0
42901956|*Rainforest|D065947|4722|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rainforests|TI|MM|1048^10^0
42901956|*Ficus|D030681|3663|MH|RtM via: Ficus;Forced Leaf Node Lookup:fig;checkForceMH Boosted|TI|MM|959^9^0;528^8^0;209^9^0
42901956|rayon, purified|C012024|3229|NM|RtM via: Rayon;Forced SCR Leaf Node Lookup:rayon|TI|MM|1944^5^0
42901956|*Mothers|D009035|3048|MH|RtM via: Mother (person);Forced Leaf Node Lookup:mothers|TI|MM|545^6^0
42901956|Mexico|D008800|1551|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM|179^6^0
42901956|*Forest|D065928|3294|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1278^6^0;21^6^0
42901956|*Cellulose|D002482|3228|HM|RtM via: Rayon|TI|MM|1944^5^0
42901956|*Pollination|D054817|1704|MH|RtM via: Pollination|TI|MM|1329^11^0
42901956|*Conservation of Natural Resources|D003247|1326|MH|RtM via: Natural regeneration|TI|MM|1179^12^0
42901956|*Seeds|D012639|1008|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|1261^4^0;846^5^0;735^5^0;601^4^0;428^5^0;281^4^0;1041^5^0;107^4^0;1345^4^0
42901956|Regeneration|D012038|1000|MH|Forced Non-Leaf Node Lookup:regenerations||MM|1179^12^0
42901738|Humans|D006801|28702075|CT|Forced Humans: individuals|TI|MM;RC
42901738|Male|D008297|28702075|CT|CT Text Lookup: men|TI|MM;RC|2348^4^0
42901738|Animals|D000818|28702075|CT|Sparrows;CT Treecode Lookup: B01.050.150.900.248 (Sparrows);Songbirds;CT Treecode Lookup: B01.050.150.900.248 (Songbirds)||MM
42901738|United States|D014481|28702075|CT|Forced Leaf Node Lookup:american|TI|MM|69^8^0;756^8^0
42901738|*Grassland|D065948|6106108|MH|Forced Leaf Node Lookup:grasslands;Forced Leaf Node Lookup:prairies;Forced Leaf Node Lookup:meadows|TI|MM|819^10^0;493^9^0;2383^8^0;2744^8^0;520^7^0
42901738|*Altitude|D000531|3054335|MH|RtM via: Altitude;Forced Leaf Node Lookup:altitudes|TI|MM|3754^8^0;3372^8^0;3221^9^0;2146^8^0;3288^9^0;3918^8^0
42901738|*Sparrows|D046370|3053054|MH|Forced Leaf Node Lookup:sparrows;checkForceMH Boosted|TI|MM|927^7^0;1553^7^0;1666^7^0
42901738|*Conifers|D064028|1527553|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted|TI|MM|1129^10^0;541^10^0
42901738|British Columbia|D001955|1527076|MH|RtM via: British Columbia;Forced Leaf Node Lookup:british columbia|TI|MM|395^16^0
42901738|Plant Breeding|D000069600|2140|MH|Replacement of Breeding Plants Found||MM
42901738|*Men|D008571|9382191|MH|RtM via: Male population group|TI|MM|2348^4^0
42901738|*Seasons|D012621|1878|MH|RtM via: Autumn|TI|MM|1363^4^0;415^4^0
42901738|*Forest|D065928|1800|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1140^6^0;552^6^0
42901738|*Habitat|D017753|1758|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|3894^8^0;3597^8^0;3354^8^0;2944^8^0;2271^8^0;2122^8^0;1908^7^0;1622^7^0;1759^8^0;1489^7^0;1388^8^0;1000^8^0;463^8^0;293^7^0;374^8^0;132^8^0;3445^8^0;319^7^0;3732^7^0
42901738|Reproduction|D012098|1000|MH|Forced Non-Leaf Node Lookup:reproduction||MM|2012^12^0
42900918|*Fertilizers|D005308|2760|MH|RtM via: Fertilizers;Forced Leaf Node Lookup:fertilizers;checkForceMH Boosted|TI|MM|497^10^0;263^11^0
42900918|*Biomass|D018533|1599|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomasses|TI|MM|689^7^0;553^7^0;377^7^0;97^7^0;1002^8^0;1316^8^0;1575^8^0;1743^8^0;745^7^0
42900918|*Nitrogen|D009584|1146|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM|574^8^0;543^8^0
42900918|*Chenopodium|D027462|1095|MH|RtM via: Chenopodium;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chenopodiums|TI|MM|1024^11^0;119^11^0
42900918|*Water|D014867|1071|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|36^5^0
42900918|Chile|D002677|426|MH|RtM via: Chile;Forced Leaf Node Lookup:chile|TI|MM|1105^5^0;195^5^0
42900918|*Phenotype|D010641|270|MH|RtM via: Trait|TI|MM|1448^5^0
42900918|*Dietary Supplements|D019587|258|MH|RtM via: Dietary Supplements;Forced Non-Leaf Node Lookup:supplementation|TI|MM|583^12^0;451^24^0;46^24^0;55^15^0;460^15^0
42900918|Nutrients|D000078622|1000|MH|Forced Non-Leaf Node Lookup:nutrients||MM|46^8^0;451^8^0
42901355|Animals|D000818|5537|CT|Lizards;CT Treecode Lookup: B01.050.150.900.833 (Lizards)|TI|MM
42901355|*Temperature|D013696|4537|MH|RtM via: Environmental Temperature;RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|633^25^0;1603^5^0;647^11^0
42901355|*Lizards|D008116|4372|MH|RtM via: Lizards;RtM via: Liolaemus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:lizards|TI|MM|114^7^0;1033^9^0;934^9^0;490^9^0;104^9^0
42901355|*Body Temperature|D001831|3412|MH|RtM via: Body Temperature;Forced Leaf Node Lookup:body temperatures|TI|MM|467^17^0;758^17^0
42901355|*Ecosystem|D017753|1882|MH|RtM via: Ecosystem;RtM via: Habitat;Forced Lookup:ecosystems|TI|MM|190^10^0;336^7^0;1314^7^0
42901355|*Motivation|D009042|1075|MH|Forced Leaf Node Lookup:expectations|TI|MM|438^12^0
42901355|*Cold Temperature|D003080|2631|MH|RtM via: Cold Temperature|TI|MM|754^21^0
42901355|*Thermoregulations|D001833|2625|ET|Entry Term Replacement for "Body Temperature Regulation";RtM via: Physiologic Thermoregulation;Forced Non-Leaf Node Lookup:thermoregulations|TI|MM|206^16^0;40^30^0;54^16^0
42901355|*Adaptation, Psychological|D000223|1902|MH|RtM via: Coping Behavior|TI|MM|602^4^0
42901355|*Habits|D006184|1266|MH|RtM via: Mannerism|TI|MM|725^6^0
42902047|United States|D014481|2000|CT|RtM via: Americas Ethnicity;Forced Leaf Node Lookup:american|TI|MM|2756^8^0;905^8^0
42902047|Female|D005260|2000|CT|Forced Lookup:his/her;CT Text Lookup: her|TI|MM;RC|232^7^0;236^3^0
42902047|Male|D008297|2000|CT|Forced Lookup:his/her|TI|MM;RC|232^7^0
42902047|*Journal Impact Factor|D055811|292|MH|Forced Leaf Node Lookup:impact factor|TI|MM|422^13^0;983^13^0;1694^13^0
42902047|Periodicals as Topic|D010506|1000|MH|Forced as Topic||MM
42902047|*Bibliometrics|D015706|741|MH|RtM via: Bibliometrics;Forced Non-Leaf Node Lookup:bibliometrics|TI|MM|533^12^0
42902047|*Research Priorities|D012106|666|ET|Entry Term Replacement for "Research";RtM via: Research Priorities;Forced Non-Leaf Node Lookup:research priorities|TI|MM|1395^19^0
42902047|*Abstracting and Indexing|D000043|501|MH|RtM via: Index|TI|MM|1006^5^0;816^5^0;566^5^0
42902047|*Cyclophosphamide|D003520|420|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|3629^4^0
42902047|Ecology|D004463|1000|MH|Forced Non-Leaf Node Lookup:ecologists||MM|169^9^0
42902047|Biology|D001695|1000|MH|Forced Non-Leaf Node Lookup:biology||MM|1466^7^0;3387^7^0
42902047|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2864^3^0
42901390|*Abies|D028202|4526|MH|RtM via: Abies;RtM via: Abies mariesii;Forced Leaf Node Lookup:abies;checkForceMH Boosted|TI|MM|537^5^0;77^5^0;1945^14^0;153^5^0
42901390|*Betula|D029662|3329|MH|RtM via: Betula Genus;Forced Leaf Node Lookup:betulas;checkForceMH Boosted|TI|MM|190^6^0
42901390|*Herbivory|D060434|2582|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivores;Forced Leaf Node Lookup:herbivory|TI|MM|3130^10^0;1329^9^0
42901390|*Biomass|D018533|2555|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomasses|TI|MM|1076^7^0;713^7^0;39^7^0;1665^8^0;2388^8^0;2820^8^0
42901390|*Snow|D012914|2515|MH|RtM via: Snow (substance);RtM via: snow - weather;Forced Leaf Node Lookup:snow|TI|MM|1463^4^0
42901390|*Conifers|D064028|2191|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted|TI|MM|142^10^0
42901390|Japan|D007564|988|MH|RtM via: Japan;Forced Leaf Node Lookup:japan|TI|MM|316^5^0
42901390|*Body Weights and Measures|D001837|2181|MH|RtM via: Height / growth measure;RtM via: Weighing patient|TI|MM|1585^13^0;1453^6^0
42901390|*Betulaceae|D029401|2049|MH|RtM via: Betulaceae|TI|MM|190^6^0
42901390|*Disease Susceptibility|D004198|1071|MH|RtM via: Susceptible|TI|MM|3212^12^0
42901390|*Biological Phenomena|D001686|1014|MH|RtM via: Tissue Growth|TI|MM|1473^6^0;551^4^0;415^7^0;28^6^0
42901390|*Forest|D065928|984|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|262^6^0
42901390|*Plant Leaves|D018515|315|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|1255^4^0;1087^6^0;806^6^0;742^6^0;1284^4^0
42901390|Resource Allocation|D040841|1000|MH|Forced Non-Leaf Node Lookup:allocation of||MM|47^13^0
42901737|Humans|D006801|12274114|CT|Forced Humans: individuals|TI|MM;RC
42901737|Animals|D000818|12274114|CT|Ants;CT Treecode Lookup: B01.050.500.131 (Ants)|TI|MM
42901737|*Ants|D001000|983747|MH|RtM via: Atta cephalotes;Forced Leaf Node Lookup:ant;checkForceMH Boosted|TI|MM|1972^15^0;318^15^0;782^4^0;34^3^0;466^3^0;828^3^0;1118^3^0;1294^3^0;1411^3^0
42901737|*Soil|D012987|492514|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|1535^4^0
42901737|Costa Rica|D003364|491503|MH|RtM via: Costa Rica;Forced Leaf Node Lookup:costa rica|TI|MM|2097^10^0;397^10^0
42901737|*Forests|D065928|2100|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|387^6^0;107^7^0
42901737|*Conservation of Natural Resources|D003247|1062|MH|RtM via: Natural regeneration|TI|MM|692^12^0;538^12^0
42901737|*Excipients|D005079|783|MH|RtM via: Dispersing Excipient|TI|MM|1206^9^0;728^9^0;580^9^0
42901737|*Biological Phenomena|D001686|534|MH|RtM via: Tissue Growth|TI|MM|380^6^0
42901737|Regeneration|D012038|1000|MH|Forced Non-Leaf Node Lookup:regenerations||MM|538^12^0;692^12^0
42901099|Animals|D000818|2772|CT|Ants;CT Treecode Lookup: B01.050.500.131 (Ants)||MM;RC
42901099|*Gardens|D000072506|1772|MH|RtM via: Gardens;Forced Leaf Node Lookup:gardens|TI|MM|866^7^0;45^7^0
42901099|*Philodendron|D031062|1645|MH|RtM via: Philodendron;Forced Leaf Node Lookup:philodendrons;checkForceMH Boosted|TI|MM|1824^12^0;598^12^0
42901099|*Ants|D001000|1641|MH|RtM via: Crematogaster carinata;RtM via: Pachycondyla goeldii;RtM via: Ants;RtM via: Camponotus femoratus;Forced Leaf Node Lookup:ants;checkForceMH Boosted|TI|MM|1283^32^0;94^32^0;1354^20^0;161^20^0;706^3^0;675^3^0;645^4^0;279^3^0;41^3^0;1253^20^0;66^20^0;862^3^0
