10.2307/1216548|Animals|C0003062|1825|CT|Mustelidae;CT Treecode Lookup: B01.050.150.900.649.313.750 (Mustelidae)||MM;RC
10.2307/25065442|*Bryophyta|C0282635|42433|MH|RtM via: Mosses;checkForceMH Boosted;Forced Non-Leaf Node Lookup:bryophytas|TI|MM;RC|337^9^0;258^4^0
10.2307/25065442|*Bryopsida|C0996526|32910|MH|RtM via: Eucladium verticillatum;RtM via: Pottiaceae;RtM via: Weissia;RtM via: Bryum|TI|MM;RC|288^23^0;348^10^0;362^7^0;572^5^0;136^5^0
10.2307/25065442|*Name|C0027365|351|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM|93^4^0
10.2307/25065442|*Publications|C0034036|219|MH|RtM via: Scientific Publication|TI|MM|543^9^0
10.2307/25065442|*Preservation, Biological|C0033085|45|MH|RtM via: Biologic Preservation|TI|MM|670^9^0
10.2307/25065442|England|C0014282|9|MH|RtM via: England|TI|MM|653^7^0
10.2307/25065444|*Anemone|C0330254|27095|MH|RtM via: Anemone;RtM via: Anemone ranunculoides;Forced Leaf Node Lookup:anemones;checkForceMH Boosted|TI|MM|364^8^0;389^22^0
10.2307/25065444|*Ranunculaceae|C0446214|19930|MH|RtM via: Ranunculaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ranunculaceae|TI|MM|523^13^0
10.2307/25065444|*Oomycetes|C1960936|29109|MH|RtM via: Plasmopara;RtM via: Plasmoverna pygmaea|TI|MM;RC|861^10^0;631^10^0;80^10^0;582^18^0;294^11^0
10.2307/25065444|*Fungi|C0016832|3855|MH|RtM via: Fungi;Forced Non-Leaf Node Lookup:fungi|TI|MM|156^5^0
10.2307/25065444|sodium borate|C0074727|1042|NM|RtM via: NIVEA|TI|MM|835^5^0;775^5^0
10.2307/25065444|*Borates|C0006007|1041|HM|RtM via: NIVEA|TI|MM|835^5^0;775^5^0
10.2307/25065473|*Phylogeography|C2936603|90472|MH|RtM via: Phylogeography;Forced Leaf Node Lookup:phylogeography|TI|MM;RC|1987^15^0;1860^15^0;1378^15^0;33^14^0
10.2307/25065473|*Flowering Plant|C0330209|42001|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:flowering plants|TI|MM|56^15^0
10.2307/25065473|*Eryngium|C0331039|18905|MH|RtM via: Eryngium maritimum;Forced Leaf Node Lookup:eryngiums;checkForceMH Boosted|TI|MM|98^18^0
10.2307/25065473|*Salsola|C0330362|18206|MH|Forced Leaf Node Lookup:salsolas;checkForceMH Boosted|TI|MM|118^7^0
10.2307/25065473|Black Sea|C2936642|11788|MH|RtM via: Black Sea;Forced Leaf Node Lookup:black sea|TI|MM|1437^9^0;368^9^0
10.2307/25065473|North Sea|C0028410|11722|MH|RtM via: North Sea;Forced Leaf Node Lookup:north sea|TI|MM|580^9^0
10.2307/25065473|Gibraltar|C0017540|10354|MH|RtM via: Gibraltar;Forced Leaf Node Lookup:gibraltar|TI|MM|1913^9^0
10.2307/25065473|*Amplified Fragment Length Polymorphism Analysis|C1955927|9382|MH|Forced Lookup:aflp|TI|MM;RC|272^4^0
10.2307/25065473|*Accidental Falls|C0000921|9211|MH|RtM via: Accidental Falls;RtM via: Falls;Forced Leaf Node Lookup:falls|TI|MM|847^5^0;927^5^0
10.2307/25065473|*Temperature|C0039476|9103|MH|Forced Leaf Node Lookup:temperatures|TI|MM|1344^11^0
10.2307/25065473|Atlantic Ocean|C0004167|33138|MH|RtM via: Atlantic Ocean;Forced Non-Leaf Node Lookup:atlantic ocean|TI|MM;RC|565^14^0
10.2307/25065473|*Chenopodiaceae|C0446248|16464|MH|RtM via: Halimione portulacoides;RtM via: Salsola kali;RtM via: Kali <angiosperm>|TI|MM|132^23^0;118^12^0;1722^4^0;801^4^0
10.2307/25065473|*Apiaceae|C0524878|16347|MH|RtM via: Crithmum maritimum|TI|MM;RC|157^18^0
10.2307/25065473|*Gene Clusters|C0017258|8532|ET|Entry Term Replacement for "Multigene Family";RtM via: Gene Clusters|TI|MM|889^11^1;914^8^1;478^11^1;503^8^1
10.2307/25065474|*Phylogeography|C2936603|143544|MH|RtM via: Phylogeography;Forced Leaf Node Lookup:phylogeography|TI|MM;RC|1739^15^0;1076^15^0;538^14^0
10.2307/25065474|*Climate Change|C2718051|56229|MH|RtM via: Climate Change;Forced Lookup:climate change|TI|MM;RC|557^14^0;112^14^0
10.2307/25065474|*Trees|C0040811|52317|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|1904^4^0;1593^4^0;1176^4^0;916^4^0;727^4^0
10.2307/25065474|*Retrospective Studies|C0035363|22260|MH|RtM via: Retrospective Studies;Forced Lookup:retrospective|TI|MM|871^13^0
10.2307/25065474|*Biodiversity|C0282469|51351|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM;RC|2055^12^0;346^12^0;258^12^0
10.2307/25065474|*Biological Evolution|C0015219|35061|MH|RtM via: Biological Evolution|TI|MM;RC|1961^12^0;807^12^0;442^12^0
10.2307/25065474|*Earth, Planet|C0242744|31785|MH|RtM via: Earth, Planet|TI|MM|158^5^0
10.2307/25065474|*Evolution, Molecular|C0282688|24090|MH|RtM via: Evolution, Molecular;Forced Non-Leaf Node Lookup:molecular evolution|TI|MM;RC|1795^19^0
10.2307/25065474|*Structure, Genetic|C1136352|16959|ET|Entry Term Replacement for "Genetic Structures";RtM via: Genetic Structures;Forced Non-Leaf Node Lookup:genetic structures|TI|MM|1675^17^0;1384^17^0
10.2307/25065474|Genetic Variation|C0042333|2453|MH|Forced Non-Leaf Node Lookup:genetic diversity||MM;RC|1136^17^0
10.2307/25065474|*Longitudinal Studies|C0023981|3288|MH|RtM via: Continuous|TI|MM|97^7^0
10.2307/25065474|Asia|C0003980|651|MH|RtM via: Asia|TI|MM|1620^4^0
10.2307/25065476|*Convolvulus|C0331259|6859|MH|RtM via: Genus Convolvulus;Forced Leaf Node Lookup:convolvulus;checkForceMH Boosted|TI|MM|1637^11^0;666^11^0;536^11^0;29^11^0
10.2307/25065476|*Islands|C0022130|14274|MH|RtM via: Islands|TI|MM;RC|1356^6^0
10.2307/25065476|*Geography|C0017447|7140|MH|RtM via: Geography|TI|MM;RC|322^12^0
10.2307/25065476|Prednisolone|C0032950|1000|MH|Forced Non-Leaf Node Lookup:predate||MM|835^7^0
10.2307/25065477|Humans|C0086418|195545|CT|Forced Leaf Node Lookup:humans;CT Text Lookup: human|TI|MM;RC|1243^5^0
10.2307/25065477|*Refugium|C4042836|194545|MH|RtM via: Refugium;Forced Leaf Node Lookup:refugia|TI|MM;RC|1370^7^0
10.2307/25065477|*Abies|C0330195|178844|MH|RtM via: Abies;Forced Leaf Node Lookup:abies;checkForceMH Boosted|TI|MM|857^5^0
10.2307/25065477|*Trees|C0040811|155042|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM;RC|187^4^0
10.2307/25065477|*Cedrus|C0949849|149078|MH|RtM via: Cedrus;Forced Leaf Node Lookup:cedrus;checkForceMH Boosted|TI|MM|870^6^0
10.2307/25065477|*Pinus|C0330186|122071|MH|RtM via: Pinus <genus>;RtM via: Pinus <subgenus>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|897^5^0
10.2307/25065477|*Cupressus|C0330150|95615|MH|RtM via: Cupressus;Forced Leaf Node Lookup:cupressus;checkForceMH Boosted|TI|MM|883^9^0
10.2307/25065477|*Genetic Drift|C0917892|75544|MH|RtM via: Genetic Drift;Forced Leaf Node Lookup:genetic drift|TI|MM|1401^13^0
10.2307/25065477|*Conifer|C0682475|73312|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM|984^7^0;805^7^0;95^14^0
10.2307/25065477|*Geology|C0017448|54271|MH|RtM via: Geology;Forced Leaf Node Lookup:geology|TI|MM|450^7^0
10.2307/25065477|*Isoenzymes|C0022173|42607|MH|RtM via: Isoenzymes;Forced Leaf Node Lookup:isozymes|TI|MM|738^8^0
10.2307/25065477|*Climate|C0008946|89583|MH|RtM via: Climate|TI|MM;RC|462^7^0
10.2307/25065477|*Biodiversity|C0282469|77202|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM;RC|1489^12^0;927^12^0;784^12^0;522^12^0;368^12^0;110^12^0
10.2307/25065477|*Forest|C0086312|71577|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|180^6^0
10.2307/25065477|*Genetics, Population|C0017404|69204|MH|RtM via: Genetics, Population|TI|MM;RC|622^15^0;681^10^1;700^7^1
10.2307/25065477|*Structure, Genetic|C1136352|26676|ET|Entry Term Replacement for "Genetic Structures";RtM via: Genetic Structures;Forced Non-Leaf Node Lookup:genetic structures|TI|MM|700^17^0
10.2307/25065477|Genetic Variation|C0042333|2692|MH|Forced Non-Leaf Node Lookup:genetic diversity||MM;RC|561^17^0
10.2307/25065477|Europe|C0015176|1338|MH|RtM via: Europe|TI|MM|1450^6^0;347^6^0
10.2307/25065478|*Ranunculus|C0330264|210636|MH|RtM via: Ranunculus;RtM via: Ranunculus bulbosus;RtM via: Ranunculus adoneus;Forced Leaf Node Lookup:ranunculus;checkForceMH Boosted|TI|MM;RC|2277^10^0;2143^10^0;1922^10^0;834^10^0;669^10^0;29^10^0;2853^10^0;1400^17^0;1042^6^1;1063^10^1;482^10^0;1984^10^0;2224^10^0
10.2307/25065478|*Xanthorhiza|C1000883|98364|MH|RtM via: Xanthorhiza;Forced Leaf Node Lookup:xanthorhizas;checkForceMH Boosted|TI|MM|1995^11^0
10.2307/25065478|*Wetlands|C1721088|49902|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM|952^8^0
10.2307/25065478|*Altitude|C0002349|40185|MH|RtM via: Low altitude;Forced Leaf Node Lookup:altitudes|TI|MM|2483^15^0;1477^15^0;967^9^0;1483^9^0;2489^9^0
10.2307/25065478|Greece|C0018226|37698|MH|RtM via: Crete;Forced Leaf Node Lookup:crete|TI|MM|2614^5^0
10.2307/25065478|*Calibration|C0006751|34452|MH|RtM via: Calibration;Forced Leaf Node Lookup:calibrations|TI|MM|1964^11^0
10.2307/25065478|*Bayes Theorem|C0004870|33567|MH|Forced Lookup:bayesian|TI|MM;RC|376^8^0
10.2307/25065478|Mediterranean Region|C0282645|232587|MH|RtM via: Mediterranean Region;Forced Non-Leaf Node Lookup:mediterranean region|TI|MM;RC|2939^20^0;114^20^0
10.2307/25065478|*Climate|C0008946|99972|MH|RtM via: Climate|TI|MM;RC|2570^7^0;1631^7^0
10.2307/25065478|*Ranunculaceae|C0446214|52998|MH|RtM via: Callianthemoides;RtM via: Coptidium;RtM via: Halerpestes;RtM via: Peltocalathos;RtM via: Ficaria verna;RtM via: Ceratocephala;RtM via: Myosurus;RtM via: Beckwithia|TI|MM|564^16^0;512^9^0;582^11^0;599^13^0;482^10^1;503^7^1;618^13^0;632^8^0;552^10^0
10.2307/25065478|*Habitats|C0871648|46035|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|2923^8^0
10.2307/25065478|*Plastid|C0206524|32673|ET|Entry Term Replacement for "Plastids";RtM via: Plastids;Forced Non-Leaf Node Lookup:plastids|TI|MM;RC|687^7^0;290^7^0
10.2307/25065478|*Islands|C0022130|31494|MH|RtM via: Islands|TI|MM|2579^6^0
10.2307/25065478|Europe|C0015176|8571|MH|RtM via: Iberian Peninsula|TI|MM|1274^17^0
10.2307/25065479|*Phylogeny|C0031797|68691|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic|TI|MM;RC|693^12^0;160^12^0
10.2307/25065479|*Centaurium|C0331164|56274|MH|RtM via: Centaurium;Forced Leaf Node Lookup:centaurium;checkForceMH Boosted|TI|MM;RC|979^10^0;337^10^0;39^10^0
10.2307/25065479|*Introns|C0021920|48645|MH|RtM via: Introns;Forced Leaf Node Lookup:introns|TI|MM;RC|277^6^0
10.2307/25065479|*Diploidy|C0012568|45036|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM|425^7^0
10.2307/25065479|*DNA, Chloroplast|C0242962|171531|MH|RtM via: Chloroplast DNA|TI|MM;RC|265^5^0
10.2307/25065479|*Polyploidy|C0032578|99948|MH|RtM via: Polyploidy;Forced Non-Leaf Node Lookup:polyploids|TI|MM;RC|848^9^0;377^10^0
10.2307/25065479|*Hybridization, Genetic|C0020202|46110|MH|RtM via: Crossbreeding|TI|MM;RC|530^13^0
10.2307/25065479|*Biological Evolution|C0015219|13419|MH|RtM via: Biological Evolution|TI|MM|957^12^0
10.2307/25065480|Animals|C0003062|185674|CT|Orthoptera;CT Treecode Lookup: B01.050.500.131 (Orthoptera)||MM;RC
10.2307/25065480|*Compositae|C0446228|184674|ET|Entry Term Replacement for "Asteraceae";RtM via: Asteraceae;RtM via: Cota <angiosperm>;RtM via: Mediterranean clade;RtM via: Anthemideae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:compositae|TI|MM;RC|364^10^0;1422^4^0;341^19^0;1274^11^0;375^11^0
10.2307/25065480|*Tripleurospermum|C1045454|124698|MH|RtM via: Tripleurospermum;Forced Leaf Node Lookup:tripleurospermums;checkForceMH Boosted|TI|MM|1439^16^0
10.2307/25065480|*Achillea|C0995149|104814|MH|RtM via: Yarrow;Forced Leaf Node Lookup:achilleas;checkForceMH Boosted|TI|MM|1402^8^0
10.2307/25065480|*Anthemis|C1045392|104313|MH|RtM via: Anthemis;Forced Leaf Node Lookup:anthemis;checkForceMH Boosted|TI|MM|1412^8^0
10.2307/25065480|*Tanacetum|C0331408|84930|MH|RtM via: Tanacetum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:tanacetums|TI|MM|1428^9^0
10.2307/25065480|Gibraltar|C0017540|23001|MH|RtM via: Gibraltar;Forced Leaf Node Lookup:gibraltar|TI|MM|1049^9^0
10.2307/25065480|*Salinity|C1956027|22578|MH|RtM via: Salinity;Forced Leaf Node Lookup:salinity|TI|MM|1756^8^0
10.2307/25065480|*Geography|C0017447|11421|MH|RtM via: Geography|TI|MM;RC|1653^12^0
10.2307/25065480|*Sympatry|C3179134|8652|MH|RtM via: Sympatry|TI|MM|1552^9^0
10.2307/25065480|Mediterranean Region|C0282645|5370|MH|RtM via: Mediterranean Region;Forced Non-Leaf Node Lookup:mediterranean region|TI|MM;RC|756^21^0
10.2307/25065480|*Orthoptera|C0029361|4164|MH|RtM via: Cota <grasshopper>|TI|MM|1422^4^0
10.2307/25065480|Africa|C0001737|1560|MH|RtM via: Africa|TI|MM|1723^6^0
10.2307/25065481|*Cyclamen|C0446242|11696|MH|RtM via: Cyclamen;RtM via: Cyclamen europaeum;Forced Leaf Node Lookup:cyclamens;checkForceMH Boosted|TI|MM;RC|981^8^0
10.2307/25065481|Mediterranean Region|C0282645|74262|MH|RtM via: Mediterranean Region;Forced Non-Leaf Node Lookup:mediterranean region|TI|MM;RC|405^20^0
10.2307/25065481|*Plants|C0032098|6411|MH|RtM via: Plants|TI|MM;RC|371^6^0
10.2307/25065482|*Pollination|C1522786|197866|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM;RC|1498^11^0;1063^11^0;837^11^0;556^11^0;335^10^0;158^11^0;109^10^0
10.2307/25065482|*Phylogeny|C0031797|64654|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic|TI|MM;RC|744^12^0
10.2307/25065482|*Odorants|C2985522|45208|MH|RtM via: Odors;Forced Leaf Node Lookup:odor|TI|MM;RC|511^4^0
10.2307/25065482|*Reproductive Isolation|C3178896|29941|MH|Forced Leaf Node Lookup:reproductive isolations|TI|MM|422^22^0;1609^22^0
10.2307/25065482|*Orchidaceae|C0949956|121959|MH|RtM via: Orchidinae|TI|MM;RC|726^10^0
10.2307/25065482|*Karyotyping|C0022526|89952|MH|RtM via: Karyotype determination procedure|TI|MM;RC|1433^9^0
10.2307/25065482|*Hybridization, Genetic|C0020202|82251|MH|RtM via: Crossbreeding|TI|MM;RC|1328^13^0;1118^13^0;928^13^0
10.2307/25065482|*Karyotype|C1261273|39906|MH|RtM via: Karyotype (cell structure);Forced Non-Leaf Node Lookup:karyotypes|TI|MM|1433^9^0
10.2307/25065482|*Polyploid|C0032578|29859|ET|Entry Term Replacement for "Polyploidy";RtM via: Polyploidy;Forced Non-Leaf Node Lookup:polyploids|TI|MM|1285^9^0
10.2307/25065482|*Occupation|C0028811|945|ET|Entry Term Replacement for "Occupations";RtM via: Occupations;Forced Non-Leaf Node Lookup:occupations|TI|MM|579^10^0
10.2307/25065483|*Gene Flow|C1565556|66985|MH|RtM via: Gene Flow;Forced Lookup:gene flow|TI|MM;RC|1017^9^0
10.2307/25065483|*DNA, Ribosomal|C0012933|44383|MH|RtM via: DNA, Ribosomal;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ribosomal dna|TI|MM|284^13^0
10.2307/25065483|*Phlomis|C1135838|39674|MH|RtM via: Phlomis crinita;Forced Leaf Node Lookup:phlomis;checkForceMH Boosted|TI|MM;RC|112^15^0
10.2307/25065483|*Mutation Rate|C3178846|34264|MH|RtM via: Mutation Rate;Forced Leaf Node Lookup:mutation rates|TI|MM|1173^14^0
10.2307/25065483|*Diploidy|C0012568|29200|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM|82^7^0
10.2307/25065483|*Haplotypes|C0018591|28048|MH|RtM via: Haplotypes;Forced Leaf Node Lookup:haplotypes|TI|MM|1087^9^0
10.2307/25065483|*Ribotyping|C0200928|24766|MH|RtM via: Ribotype;Forced Leaf Node Lookup:ribotypes|TI|MM|722^9^0
10.2307/25065483|*Phylogeny|C0031797|23385|MH|Forced Lookup:phylogenetic|TI|MM;RC|676^12^0
10.2307/25065483|*Plastid|C0206524|151626|ET|Entry Term Replacement for "Plastids";RtM via: Plastids;Forced Non-Leaf Node Lookup:plastids|TI|MM;RC|1292^7^0;332^7^0
10.2307/25065483|*Hybridization, Genetic|C0020202|49683|MH|RtM via: Crossbreeding|TI|MM;RC|1537^13^0;1238^13^0;434^13^0;185^13^0
10.2307/25065483|*Chloroplast|C0008266|36177|ET|Entry Term Replacement for "Chloroplasts";RtM via: Chloroplasts;Forced Non-Leaf Node Lookup:chloroplasts|TI|MM|1075^11^0;618^11^0
10.2307/25065483|*Nucleic Acid Hybridization|C1300517|26691|MH|RtM via: Nucleic acid hybridization procedure|TI|MM|1537^13^0;1238^13^0;434^13^0;185^13^0
10.2307/25065484|*DNA, Chloroplast|C0242962|52532|MH|RtM via: Chloroplast DNA;Forced Leaf Node Lookup:chloroplast dnas;checkForceMH Boosted|TI|MM|828^15^0
10.2307/25065484|*rDNA|C0012933|51484|ET|Entry Term Replacement for "DNA, Ribosomal";RtM via: DNA, Ribosomal;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rdna|TI|MM;RC|848^4^0
10.2307/25065484|*Grasses|C0018210|21337|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasses|TI|MM|1377^7^0
10.2307/25065484|*Maternal Inheritance|C4277511|10477|MH|RtM via: Maternal Inheritance;Forced Leaf Node Lookup:maternal inheritance|TI|MM|897^20^0
10.2307/25065484|*Phylogeny|C0031797|10186|MH|Forced Lookup:phylogenetic|TI|MM;RC|1143^12^0;1342^12^0
10.2307/25065484|*Polyploids|C0032578|45696|ET|Entry Term Replacement for "Polyploidy";RtM via: Polyploidy;Forced Non-Leaf Node Lookup:polyploids|TI|MM;RC|1479^9^0;870^10^0
10.2307/25065484|*Sample Size|C0242618|19260|MH|RtM via: Sample Size|TI|MM|1128^11^0
10.2307/25065484|*Plants|C0032098|13773|MH|RtM via: Plants|TI|MM;RC|681^6^0;501^5^0
10.2307/25065485|*Spores, Fungal|C0038029|55967|MH|RtM via: Conidia;RtM via: Kingdom Fungi ascospore;Forced Leaf Node Lookup:conidia;checkForceMH Boosted|TI|MM|789^7^0;1018^10^0;819^10^0
10.2307/25065485|*Base Sequence|C0004793|24529|MH|RtM via: DNA Sequence;Forced Leaf Node Lookup:dna sequences|TI|MM;RC|130^12^0
10.2307/25065485|*Phylogeny|C0031797|23575|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic|TI|MM;RC|662^12^0;305^12^0
10.2307/25065485|*Elaeocarpus|C1001353|13798|ET|Entry Term Replacement for "Elaeocarpaceae";RtM via: Elaeocarpus;checkForceMH Boosted|TI|MM|456^11^0;185^11^0
10.2307/25065485|Sri Lanka|C0038088|9844|MH|RtM via: Sri Lanka;Forced Leaf Node Lookup:sri lanka|TI|MM;RC|1311^9^0;483^9^0
10.2307/25065485|New Zealand|C0027978|9841|MH|RtM via: New Zealand;Forced Leaf Node Lookup:new zealand|TI|MM;RC|1325^11^0;1126^11^0;979^11^0;686^11^0;553^11^0;205^11^0;1210^11^0;1382^11^0
10.2307/25065485|*Ascomycete|C0003965|126870|ET|Entry Term Replacement for "Ascomycota";RtM via: Ascomycota (fungus);RtM via: Amphilogia gyrosa;RtM via: Cryphonectria radicalis;RtM via: Diaporthales;RtM via: Dothideales;RtM via: Endothia;RtM via: Class Ascomycetes (fungus);Forced Non-Leaf Node Lookup:ascomycetes|TI|MM;RC|33^10^0;399^20^0;271^20^0;243^23^0;109^12^0;389^8^0;69^8^0;911^13^0;371^13^0;51^13^0;1248^10^0
10.2307/25065485|*Name|C0027365|14430|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM|627^4^0
10.2307/25065486|*Vicia|C0330787|124616|MH|RtM via: Vicia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:vicias|TI|MM;RC|98^5^0
10.2307/25065486|*Peas|C0030738|109486|MH|RtM via: Pisum;Forced Leaf Node Lookup:pisums;checkForceMH Boosted|TI|MM;RC|202^5^0
10.2307/25065486|*Lathyrus|C0023120|43609|MH|RtM via: Lathyrus sylvestris;Forced Leaf Node Lookup:lathyrus;checkForceMH Boosted|TI|MM;RC|178^19^0
10.2307/25065486|GZMB protein, human|C1567160|20725|NM|RtM via: GZMB protein, human|TI|MM|666^4^0
10.2307/25065486|*Granzymes|C1333877|20724|HM|RtM via: GZMB protein, human|TI|MM|666^4^0
10.2307/25065486|*Fabaceae|C0023263|15270|MH|RtM via: Cracca|TI|MM;RC|672^6^0;524^6^0;112^6^0
10.2307/25065490|*Specialization|C0037776|286|MH|RtM via: Hospital specialist;Forced Leaf Node Lookup:specialists|TI|MM|654^11^0
10.2307/25065490|Borneo|C0006026|265|MH|RtM via: Borneo;Forced Leaf Node Lookup:borneo|TI|MM|421^6^0
10.2307/25065490|Madagascar|C0024443|265|MH|RtM via: Madagascar;Forced Leaf Node Lookup:madagascar|TI|MM|409^10^0
10.2307/25065490|*Plants|C0032098|3510|MH|RtM via: Plants|TI|MM;RC|444^6^0
10.2307/25065490|*Databases, Factual|C0079199|810|MH|RtM via: Databases|TI|MM;RC|612^8^0;337^8^0
10.2307/25065490|North America|C0028405|201|MH|RtM via: North America;Forced Non-Leaf Node Lookup:north america|TI|MM;RC|394^13^0
10.2307/25065490|*Data Management|C0596404|111|MH|RtM via: Databases|TI|MM|612^8^0;337^8^0
10.2307/25065490|Internet|C0282111|1000|MH|Forced Non-Leaf Node Lookup:web-based||MM|108^9^0
10.2307/25065490|China|C0008115|18|MH|RtM via: China|TI|MM|494^5^0;387^5^0
10.2307/25065491|Animals|C0003062|12721|CT|Endangered Species;CT Treecode Lookup: B01.050.050 (Endangered Species)||RC
10.2307/25065491|*Goals|C0018017|1076|MH|Forced Leaf Node Lookup:goals|TI|MM|1020^5^0
10.2307/25065491|*Plant|C0032098|11721|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|1015^4^0;244^5^0;53^5^0;143^5^0
10.2307/25065491|Endangered Species|C2717882|3716|MH|||RC
10.2307/25065492|Humans|C0086418|14500|CT|Forced Leaf Node Lookup:humans;CT Text Lookup: human|TI|MM;RC|291^5^0
10.2307/25065492|*Cost-Benefit Analysis|C0010174|13500|MH|RtM via: Cost Effectiveness;Forced Leaf Node Lookup:cost-effective|TI|MM;RC|977^14^0
10.2307/25065492|*Cost Savings|C0085550|11343|MH|RtM via: Cost Savings;Forced Leaf Node Lookup:cost savings|TI|MM|418^12^0
10.2307/25065492|*Health Expenditures|C0015318|8547|MH|RtM via: Expenditures;Forced Leaf Node Lookup:expenditures|TI|MM|992^11^0
10.2307/25065492|*Stakeholder Participation|C4505095|4350|MH|RtM via: Stakeholder Participation;Forced Leaf Node Lookup:stakeholder participation|TI|MM|470^25^0
10.2307/25065492|*Plants|C0032098|7035|MH|RtM via: Plants|TI|MM;RC|899^6^0;371^6^0;194^5^0
10.2307/25065492|*Data Collection|C0010995|4479|MH|RtM via: Data Collection;RtM via: Information gathering|TI|MM;RC|563^15^0;500^15^0;613^9^1;631^11^1
10.2307/25065492|*Funds|C0016820|2790|ET|Entry Term Replacement for "Financial Management";RtM via: Funds;Forced Non-Leaf Node Lookup:funds|TI|MM|1082^6^0;118^5^0
10.2307/25065492|*Peer Review|C0030768|1728|MH|RtM via: Peer Review;Forced Non-Leaf Node Lookup:peer reviews|TI|MM|827^11^0
10.2307/25065492|*Consultation|C0009818|657|ET|Entry Term Replacement for "Referral and Consultation";RtM via: Consultation;Forced Non-Leaf Node Lookup:consultations|TI|MM|810^12^0
10.2307/25065495|*Ipomoea|C0949118|4910|MH|RtM via: Ipomoea capillacea;RtM via: Ipomoea muricata;RtM via: Ipomoea muelleri;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ipomoeas|TI|MM;RC|541^18^0;396^16^0;74^16^0;379^15^0
10.2307/25065495|*Publication|C0034036|10848|ET|Entry Term Replacement for "Publications";RtM via: Publications;RtM via: Scientific Publication|TI|MM|250^11^0;58^11^0
